
[00:00:00.000 --> 00:00:04.000]   [music]
[00:23:53.280 --> 00:23:56.760]   And nowadays, business needs to save every penny it can.
[00:23:56.760 --> 00:24:01.000]   I mean, you can't afford to waste time these days flying to meetings or going to meetings.
[00:24:01.000 --> 00:24:03.280]   You can't afford to meet in person as much.
[00:24:03.280 --> 00:24:04.920]   Go to meeting lets you hold your meetings online.
[00:24:04.920 --> 00:24:09.880]   They include free voice over the internet and free teleconferencing in their $49 a month
[00:24:09.880 --> 00:24:11.080]   rate.
[00:24:11.080 --> 00:24:13.800]   For as many, by the way, 49 bucks a month for as many meetings as you want as long as
[00:24:13.800 --> 00:24:14.840]   you want.
[00:24:14.840 --> 00:24:16.080]   You compare that with anybody else.
[00:24:16.080 --> 00:24:18.400]   I think you'll see why this is such a good deal.
[00:24:18.400 --> 00:24:23.080]   Great for sales presentations, product demos, training sessions, collaborating on documents.
[00:24:23.080 --> 00:24:27.720]   And as I said, we've even invented new uses for it on the air.
[00:24:27.720 --> 00:24:28.720]   Just fantastic.
[00:24:28.720 --> 00:24:32.240]   Any kind of conference call, make it more visual, make it more useful, make it more effective
[00:24:32.240 --> 00:24:33.240]   with GoToMeeting.
[00:24:33.240 --> 00:24:34.240]   Try it free right now.
[00:24:34.240 --> 00:24:40.280]   For 30 days, go to go to meeting.com/macbreak.
[00:24:40.280 --> 00:24:44.800]   This is a time for you to show it to your clients, your colleagues too, show it to the boss.
[00:24:44.800 --> 00:24:46.800]   So I've got a better way to do this.
[00:24:46.800 --> 00:24:49.400]   Go to meeting.com/macbreak.
[00:24:49.400 --> 00:24:50.400]   We know you're going to like it.
[00:24:50.400 --> 00:24:55.720]   Thank them so much for their support of our fine program.
[00:24:55.720 --> 00:25:00.160]   We should use GoToMeeting to run an entire episode of Macbreak just to see what that
[00:25:00.160 --> 00:25:01.160]   would be.
[00:25:01.160 --> 00:25:02.160]   We actually could.
[00:25:02.160 --> 00:25:07.600]   The way we use it with Maxwell's house is he'll invite me to a meeting and they'll
[00:25:07.600 --> 00:25:08.840]   have one of my screens.
[00:25:08.840 --> 00:25:10.560]   We have a free screen on the Skype of Saurus.
[00:25:10.560 --> 00:25:11.560]   We could do it.
[00:25:11.560 --> 00:25:13.200]   He'll have it on one of my screens.
[00:25:13.200 --> 00:25:14.200]   And then he has slides.
[00:25:14.200 --> 00:25:15.200]   He'll show slides.
[00:25:15.200 --> 00:25:17.520]   If you guys had stuff you wanted to show, we could do that.
[00:25:17.520 --> 00:25:18.680]   We could have one session going.
[00:25:18.680 --> 00:25:22.200]   You're all a member of it and you can give control to each of you.
[00:25:22.200 --> 00:25:25.800]   It actually proves to be a really good way to get screenshots.
[00:25:25.800 --> 00:25:26.800]   But I just do this.
[00:25:26.800 --> 00:25:29.600]   I do it for you so you guys don't have to.
[00:25:29.600 --> 00:25:31.800]   By the way, lovely shirt today, Scott.
[00:25:31.800 --> 00:25:32.800]   I like that.
[00:25:32.800 --> 00:25:33.800]   Thank you so much.
[00:25:33.800 --> 00:25:36.040]   This is from the latest Tommy Bahama collection.
[00:25:36.040 --> 00:25:37.040]   It's really pretty.
[00:25:37.040 --> 00:25:41.440]   Do you know that there is a Tommy Bahama outlet store in Vacaville, California?
[00:25:41.440 --> 00:25:43.000]   I do, really.
[00:25:43.000 --> 00:25:44.800]   Let's make a field trip really.
[00:25:44.800 --> 00:25:45.800]   It is significant.
[00:25:45.800 --> 00:25:47.520]   I did not know.
[00:25:47.520 --> 00:25:49.960]   It's much cheaper to buy the shirts there.
[00:25:49.960 --> 00:25:51.880]   There's nothing wrong with them.
[00:25:51.880 --> 00:25:53.200]   They try to keep turning over.
[00:25:53.200 --> 00:25:54.200]   They're last years.
[00:25:54.200 --> 00:25:55.840]   Yeah, they're last years.
[00:25:55.840 --> 00:26:00.040]   So normally $180 shirt, I picked up some for 90.
[00:26:00.040 --> 00:26:01.040]   Field trip.
[00:26:01.040 --> 00:26:02.040]   Field trip.
[00:26:02.040 --> 00:26:03.040]   Really?
[00:26:03.040 --> 00:26:09.000]   I own all the black Tommy Bahama shirts produced in the last year and a half.
[00:26:09.000 --> 00:26:10.000]   I just walk in.
[00:26:10.000 --> 00:26:13.360]   There's a Tommy Bahama shirt, like a block from our office, a store.
[00:26:13.360 --> 00:26:17.240]   So I just walk in about once every two or three weeks and I just pick out the next black
[00:26:17.240 --> 00:26:18.240]   one and go, okay.
[00:26:18.240 --> 00:26:22.600]   Now you can replenish your wardrobe with the smaller sizes for less.
[00:26:22.600 --> 00:26:23.600]   I know.
[00:26:23.600 --> 00:26:25.800]   Yeah, the original ones are...
[00:26:25.800 --> 00:26:27.400]   They're a little baggy.
[00:26:27.400 --> 00:26:29.000]   They're a little baggy.
[00:26:29.000 --> 00:26:35.580]   This sounds a little metrosexual, but Alex took me on a shopping trip to get black Tommy
[00:26:35.580 --> 00:26:36.580]   Bahama shirts.
[00:26:36.580 --> 00:26:37.580]   You didn't get black.
[00:26:37.580 --> 00:26:38.580]   You got red.
[00:26:38.580 --> 00:26:39.580]   I got some beautiful ones.
[00:26:39.580 --> 00:26:40.580]   I got one.
[00:26:40.580 --> 00:26:41.580]   I'm a big fan of the Tommy Bahama.
[00:26:41.580 --> 00:26:44.280]   I'm a big fan of the Tommy Bahama lifestyle.
[00:26:44.280 --> 00:26:45.720]   Leo and I had so much fun.
[00:26:45.720 --> 00:26:46.720]   Oh my goodness.
[00:26:46.720 --> 00:26:48.560]   I'm a fan of San Francisco.
[00:26:48.560 --> 00:26:49.560]   We went to the San Francisco.
[00:26:49.560 --> 00:26:52.480]   I just realized that each one of us could have our own clothing.
[00:26:52.480 --> 00:26:53.480]   Clothing is the sponsor.
[00:26:53.480 --> 00:26:54.480]   Our own clothing.
[00:26:54.480 --> 00:26:55.480]   We could.
[00:26:55.480 --> 00:26:56.480]   I've got five on one tactical.
[00:26:56.480 --> 00:26:58.120]   Scott Scott Tommy Bahama.
[00:26:58.120 --> 00:26:59.560]   Well, I'm Scott Eves.
[00:26:59.560 --> 00:27:03.040]   In fact, I will be wearing...
[00:27:03.040 --> 00:27:06.320]   I will be clad and my son in all Scott Eves.
[00:27:06.320 --> 00:27:07.880]   Oh my gosh.
[00:27:07.880 --> 00:27:08.880]   Everything...
[00:27:08.880 --> 00:27:10.440]   And every podcast that they brought to you by.
[00:27:10.440 --> 00:27:11.440]   I'm Scott Eves.
[00:27:11.440 --> 00:27:12.440]   I'm tempted.
[00:27:12.440 --> 00:27:14.160]   He just sent them to me, which is very nice of him.
[00:27:14.160 --> 00:27:17.320]   They could be the botany 500 of Macbreak Weely.
[00:27:17.320 --> 00:27:19.200]   Actually, this would be a spin-off show.
[00:27:19.200 --> 00:27:21.520]   The Mac eye for the windows guy.
[00:27:21.520 --> 00:27:22.520]   So pathetic.
[00:27:22.520 --> 00:27:23.520]   How did this...
[00:27:23.520 --> 00:27:26.440]   We're not supposed to think about clothes.
[00:27:26.440 --> 00:27:27.920]   What is wrong with you guys?
[00:27:27.920 --> 00:27:29.480]   You could make clothing geeky.
[00:27:29.480 --> 00:27:32.720]   I have five old and practical socks in my drawer.
[00:27:32.720 --> 00:27:35.640]   See, this is a gap in the Scott Eves line.
[00:27:35.640 --> 00:27:37.680]   They don't do underwear.
[00:27:37.680 --> 00:27:38.680]   And so I will be...
[00:27:38.680 --> 00:27:39.680]   Will be pockets.
[00:27:39.680 --> 00:27:44.120]   I will be clad head to toe, except for my pocket at underwear in Scott Eves.
[00:27:44.120 --> 00:27:45.120]   And then I'm going to wear...
[00:27:45.120 --> 00:27:46.120]   I've got some...
[00:27:46.120 --> 00:27:49.440]   My wife bought me some nice keen hiking sandals.
[00:27:49.440 --> 00:27:51.440]   But my question for you gentlemen...
[00:27:51.440 --> 00:27:55.680]   Geeky for the traveling guy.
[00:27:55.680 --> 00:27:57.880]   Socks or no socks with the keen sandals?
[00:27:57.880 --> 00:27:58.880]   Socks.
[00:27:58.880 --> 00:27:59.880]   So really, you say it's okay.
[00:27:59.880 --> 00:28:03.560]   Well, you're old enough to get away with just about anything under sandals.
[00:28:03.560 --> 00:28:04.560]   But you're American.
[00:28:04.560 --> 00:28:05.560]   You're over 35.
[00:28:05.560 --> 00:28:07.920]   I'm going to look like a German tourist.
[00:28:07.920 --> 00:28:12.360]   My wife calls them grandpa shoes when I wear my sandals over my...
[00:28:12.360 --> 00:28:16.640]   I told numerous times by my staff that if I wear sandals, I'm simply not allowed to
[00:28:16.640 --> 00:28:17.640]   wear socks.
[00:28:17.640 --> 00:28:18.640]   Well, it's just to see.
[00:28:18.640 --> 00:28:21.760]   I used to be very, very much anti-socks with sandals.
[00:28:21.760 --> 00:28:27.360]   But on the flight to WWDC a couple of weeks ago, everybody was wearing flip flops.
[00:28:27.360 --> 00:28:34.080]   I'm talking like 300 incredibly chalky white bony, knobbly feet with toenail problems and
[00:28:34.080 --> 00:28:35.080]   gets like...
[00:28:35.080 --> 00:28:37.080]   I don't want to see that.
[00:28:37.080 --> 00:28:42.320]   I can't talk into wearing shoes, which you should be wearing on a flight.
[00:28:42.320 --> 00:28:46.560]   They're going through airport security, taking off their sandals.
[00:28:46.560 --> 00:28:51.400]   An inch and a half of foam, rubber and rub and plastic was not enough between my feet
[00:28:51.400 --> 00:28:52.640]   and that carpet.
[00:28:52.640 --> 00:28:53.640]   I'm sorry.
[00:28:53.640 --> 00:28:57.680]   What would you be wearing, Dan McAllister?
[00:28:57.680 --> 00:29:01.880]   It's going to be 100 degrees and 99 percent humidity in China.
[00:29:01.880 --> 00:29:05.520]   Yeah, I have got some sandals, but I must admit, I tend not to wear socks.
[00:29:05.520 --> 00:29:06.520]   So, sorry, Andy.
[00:29:06.520 --> 00:29:11.600]   I'll try to get a pedicule before I go.
[00:29:11.600 --> 00:29:17.760]   Apparently, there is a geek kind of underwear that Dvorak and Adam Curry talk about on
[00:29:17.760 --> 00:29:19.120]   their No Agenda podcast.
[00:29:19.120 --> 00:29:20.120]   I don't...
[00:29:20.120 --> 00:29:21.360]   I have geek underwear.
[00:29:21.360 --> 00:29:22.360]   Spiderman?
[00:29:22.360 --> 00:29:24.360]   It's fast drying.
[00:29:24.360 --> 00:29:25.360]   Oh, I need that.
[00:29:25.360 --> 00:29:26.360]   I have that too.
[00:29:26.360 --> 00:29:27.360]   I have that too.
[00:29:27.360 --> 00:29:30.360]   A fishio or whatever, ex-a fishio or whatever.
[00:29:30.360 --> 00:29:33.280]   They sell them at REI and they dry in like three hours.
[00:29:33.280 --> 00:29:38.160]   So, I can go to Africa and I'll be in Africa for six weeks on like three pairs.
[00:29:38.160 --> 00:29:39.480]   Apparently Hema is the company.
[00:29:39.480 --> 00:29:40.480]   It's a Dutch company.
[00:29:40.480 --> 00:29:43.040]   I don't use he.
[00:29:43.040 --> 00:29:44.040]   And they make...
[00:29:44.040 --> 00:29:47.000]   I don't know why it's geek underwear.
[00:29:47.000 --> 00:29:48.000]   But...
[00:29:48.000 --> 00:29:49.440]   Well, I know it's in my dry in three hours.
[00:29:49.440 --> 00:29:50.440]   Oh, it's long underwear.
[00:29:50.440 --> 00:29:51.440]   So, I don't need long underwear.
[00:29:51.440 --> 00:29:53.120]   This is the last thing I need is long underwear.
[00:29:53.120 --> 00:29:54.120]   No, these ones are like...
[00:29:54.120 --> 00:29:55.120]   I don't know how we got into that.
[00:29:55.120 --> 00:29:58.800]   I want to get this quick drying underwear because I think I'll be washing some of my...
[00:29:58.800 --> 00:30:01.000]   No, it's t-shirts and things out in the sink.
[00:30:01.000 --> 00:30:03.280]   And you get the little wool lights?
[00:30:03.280 --> 00:30:04.280]   You got the little wool.
[00:30:04.280 --> 00:30:05.280]   I'm so sorry.
[00:30:05.280 --> 00:30:06.280]   Everybody, I apologize.
[00:30:06.280 --> 00:30:09.360]   We're getting back to the technology right now.
[00:30:09.360 --> 00:30:10.960]   This is so pathetic.
[00:30:10.960 --> 00:30:11.960]   Technology, help.
[00:30:11.960 --> 00:30:14.880]   We need to start talking about cars, disc brakes, things like that.
[00:30:14.880 --> 00:30:15.880]   Just a sort of...
[00:30:15.880 --> 00:30:16.880]   Yeah.
[00:30:16.880 --> 00:30:20.080]   I just got an email from Guy goes, "I cannot believe you folks are the leaders in this
[00:30:20.080 --> 00:30:21.320]   podcasting stuff."
[00:30:21.320 --> 00:30:28.240]   Oh, Tilly makes great traveling underwear, apparently.
[00:30:28.240 --> 00:30:29.480]   Oh, no, no, no.
[00:30:29.480 --> 00:30:30.480]   Okay.
[00:30:30.480 --> 00:30:31.480]   Shortage.
[00:30:31.480 --> 00:30:32.480]   Shortage on...
[00:30:32.480 --> 00:30:35.720]   There's a shortage quickly on iPhones.
[00:30:35.720 --> 00:30:37.520]   Oregon has run out of iPhones.
[00:30:37.520 --> 00:30:38.520]   All of Oregon.
[00:30:38.520 --> 00:30:40.400]   All of Oregon, there are no iPhones in Oregon.
[00:30:40.400 --> 00:30:44.760]   Apparently, California, we're having a suffering some issues as well.
[00:30:44.760 --> 00:30:51.240]   Well, you know, have any of you, any of us, Don, I don't know, Don, do you have an iPhone
[00:30:51.240 --> 00:30:52.240]   3GS?
[00:30:52.240 --> 00:30:53.240]   Yes, I do.
[00:30:53.240 --> 00:30:54.240]   Yes, yes, yes.
[00:30:54.240 --> 00:30:55.240]   Definitely.
[00:30:55.240 --> 00:30:57.560]   Have any of us...
[00:30:57.560 --> 00:31:00.200]   Has anyone had a hot iPhone 3GS?
[00:31:00.200 --> 00:31:01.880]   No, it might warm.
[00:31:01.880 --> 00:31:02.880]   Warm to the touch.
[00:31:02.880 --> 00:31:06.520]   But apparently there's a manufacturing issue with some iPhone 3GSes.
[00:31:06.520 --> 00:31:09.600]   But you've also heard that the white ones are turning brown when they do get that hot,
[00:31:09.600 --> 00:31:11.320]   but that's not unusual, right?
[00:31:11.320 --> 00:31:12.560]   With that white plastic.
[00:31:12.560 --> 00:31:15.040]   Wasn't that the problem with the MacBook?
[00:31:15.040 --> 00:31:17.040]   That it was turning...
[00:31:17.040 --> 00:31:18.040]   I don't know.
[00:31:18.040 --> 00:31:19.040]   I don't buy white.
[00:31:19.040 --> 00:31:20.040]   Me neither.
[00:31:20.040 --> 00:31:25.520]   I just think people with the white ones, I'm like, "The only reason to get a white one
[00:31:25.520 --> 00:31:26.520]   is white."
[00:31:26.520 --> 00:31:27.520]   Yeah.
[00:31:27.520 --> 00:31:28.520]   Should I got black?
[00:31:28.520 --> 00:31:29.520]   Well, we do have white.
[00:31:29.520 --> 00:31:33.840]   I did get white one from my new part-time assistant Claudia, and in five days it has not
[00:31:33.840 --> 00:31:34.840]   turned brown.
[00:31:34.840 --> 00:31:37.360]   I think this is an isolated incident.
[00:31:37.360 --> 00:31:38.640]   But I do see that they do get...
[00:31:38.640 --> 00:31:40.120]   It gets kind of worn when you're working.
[00:31:40.120 --> 00:31:41.360]   I mean, this is a faster process.
[00:31:41.360 --> 00:31:44.760]   I have noticed that I've had some odd call issues.
[00:31:44.760 --> 00:31:45.760]   You know, dropouts?
[00:31:45.760 --> 00:31:48.280]   Well, dropouts, or just it doesn't seem...
[00:31:48.280 --> 00:31:51.720]   It seems like the network is hanging up, and then yesterday I couldn't hang up.
[00:31:51.720 --> 00:31:54.440]   I was talking to my wife, and when we finished the conversation I couldn't...
[00:31:54.440 --> 00:31:55.720]   Like I couldn't get off the call.
[00:31:55.720 --> 00:31:58.640]   There was no way to get off the call.
[00:31:58.640 --> 00:31:59.640]   Like it literally just had to wait until...
[00:31:59.640 --> 00:32:00.840]   That sounds like a freeze.
[00:32:00.840 --> 00:32:01.840]   The other side timed out.
[00:32:01.840 --> 00:32:03.360]   No, everything else worked on the phone.
[00:32:03.360 --> 00:32:04.360]   That's weird.
[00:32:04.360 --> 00:32:07.240]   I didn't call until ATT's message thing let go.
[00:32:07.240 --> 00:32:08.240]   I think I've had that.
[00:32:08.240 --> 00:32:10.280]   I wonder now, is that AT&T or is that the phone?
[00:32:10.280 --> 00:32:11.280]   I don't know.
[00:32:11.280 --> 00:32:13.080]   It just seemed like it just wouldn't let me go.
[00:32:13.080 --> 00:32:14.080]   Wouldn't let me go.
[00:32:14.080 --> 00:32:18.160]   Yeah, I've had to sort of get fairly warm, say two or three times really.
[00:32:18.160 --> 00:32:22.440]   But warm enough to make me notice that it was slightly warmer than the original 3G.
[00:32:22.440 --> 00:32:26.040]   But again, I've been using it for a while, and I think one was outside and it was quite
[00:32:26.040 --> 00:32:27.040]   sunny.
[00:32:27.040 --> 00:32:31.440]   So I wouldn't say it gets unusably hot, but it's certainly warmer.
[00:32:31.440 --> 00:32:34.960]   But as Leo said, it's probably because of the faster processor and some of the extra bits
[00:32:34.960 --> 00:32:36.920]   in there.
[00:32:36.920 --> 00:32:40.080]   So I've seen pictures of the brown iPhones.
[00:32:40.080 --> 00:32:42.680]   I think that that is probably a cause for concern.
[00:32:42.680 --> 00:32:46.800]   This white polycarbonate does turn brown, I think, as it overheats.
[00:32:46.800 --> 00:32:51.320]   Remember they had the problem with the white MacBooks on the wrist rest?
[00:32:51.320 --> 00:32:52.320]   They were yelling over that.
[00:32:52.320 --> 00:32:53.320]   I knew remember that.
[00:32:53.320 --> 00:32:54.320]   Yeah, and they were called those.
[00:32:54.320 --> 00:32:56.800]   In fact, I think they switched them out for everybody who had the problem.
[00:32:56.800 --> 00:32:58.200]   Well, you know what else my assistant said?
[00:32:58.200 --> 00:32:59.200]   She looked at my phone.
[00:32:59.200 --> 00:33:03.200]   She goes, Scott, that is not black.
[00:33:03.200 --> 00:33:04.200]   And I said, what?
[00:33:04.200 --> 00:33:05.200]   What color is it?
[00:33:05.200 --> 00:33:06.200]   Dark navy blue.
[00:33:06.200 --> 00:33:08.640]   Oh, I hate it when women do that.
[00:33:08.640 --> 00:33:10.440]   And I said, you're kidding me.
[00:33:10.440 --> 00:33:14.880]   She said, you know, she said anybody can tell you that that's dark navy blue.
[00:33:14.880 --> 00:33:15.880]   She's wrong.
[00:33:15.880 --> 00:33:16.880]   It's black.
[00:33:16.880 --> 00:33:18.360]   You should tell Apple that they've got the color wrong.
[00:33:18.360 --> 00:33:20.280]   And I said, you know, I don't think I'm going to bother Steve.
[00:33:20.280 --> 00:33:21.560]   My wife does that all the time.
[00:33:21.560 --> 00:33:22.560]   She says that's navy.
[00:33:22.560 --> 00:33:23.560]   Isn't that navy?
[00:33:23.560 --> 00:33:24.560]   That is black.
[00:33:24.560 --> 00:33:25.560]   This is black.
[00:33:25.560 --> 00:33:26.560]   I'm sorry.
[00:33:26.560 --> 00:33:27.560]   That's black.
[00:33:27.560 --> 00:33:28.560]   That's black.
[00:33:28.560 --> 00:33:29.560]   That's ebony.
[00:33:29.560 --> 00:33:30.560]   She claims this.
[00:33:30.560 --> 00:33:31.920]   I've had this conversation with my wife.
[00:33:31.920 --> 00:33:32.920]   I'm not going to go on.
[00:33:32.920 --> 00:33:33.920]   It's not navy.
[00:33:33.920 --> 00:33:34.920]   It's not navy.
[00:33:34.920 --> 00:33:37.120]   She claims that men can't see it.
[00:33:37.120 --> 00:33:39.180]   Well, this man can't see it.
[00:33:39.180 --> 00:33:41.520]   No man in this room can see it.
[00:33:41.520 --> 00:33:43.600]   It's black.
[00:33:43.600 --> 00:33:44.600]   Black.
[00:33:44.600 --> 00:33:45.600]   Black.
[00:33:45.600 --> 00:33:51.000]   So looking at the iPhone availability chart, this is at apple.com/retail/iPhone.
[00:33:51.000 --> 00:33:54.480]   And it looks pretty good.
[00:33:54.480 --> 00:33:57.120]   There are a few stores in California.
[00:33:57.120 --> 00:34:01.120]   Beverly Hills, the Beverly Center, completely out.
[00:34:01.120 --> 00:34:04.920]   Just tells you how popular it is in certain areas of California.
[00:34:04.920 --> 00:34:06.840]   But you can go here and see what the availability is.
[00:34:06.840 --> 00:34:11.040]   In fact, the old looks like the only store that is completely out is the Beverly Center.
[00:34:11.040 --> 00:34:16.440]   In Simi Valley, they've got their out of everything but the 32 gigabyte black.
[00:34:16.440 --> 00:34:17.440]   Let's look at Oregon.
[00:34:17.440 --> 00:34:20.800]   Why would Oregon be out more?
[00:34:20.800 --> 00:34:22.640]   No, Oregon's fully in stock.
[00:34:22.640 --> 00:34:23.640]   So I'm sorry.
[00:34:23.640 --> 00:34:24.640]   That was Oklahoma.
[00:34:24.640 --> 00:34:25.640]   Yeah.
[00:34:25.640 --> 00:34:26.640]   No, gay.
[00:34:26.640 --> 00:34:31.000]   Even in Oregon, they've got stock.
[00:34:31.000 --> 00:34:33.680]   So I think that that was a temporary issue.
[00:34:33.680 --> 00:34:35.920]   I think it's actually interesting to look at which ones are sold out.
[00:34:35.920 --> 00:34:38.000]   The white one is sold out in Irvine.
[00:34:38.000 --> 00:34:41.200]   The white sold out very-- when I went to get one for Abby, she wanted white.
[00:34:41.200 --> 00:34:43.520]   And she said, "No, you have to get black.
[00:34:43.520 --> 00:34:44.520]   We're out of the white."
[00:34:44.520 --> 00:34:46.200]   Makes you wonder what--
[00:34:46.200 --> 00:34:47.200]   What color is psychology?
[00:34:47.200 --> 00:34:48.200]   What color is psychology?
[00:34:48.200 --> 00:34:49.200]   Psychology is what you're saying.
[00:34:49.200 --> 00:34:50.200]   Yeah.
[00:34:50.200 --> 00:34:53.240]   Simi Valley, everything is sold out except for the 32 black.
[00:34:53.240 --> 00:34:54.240]   Black.
[00:34:54.240 --> 00:34:55.240]   Yeah.
[00:34:55.240 --> 00:35:00.440]   Honolulu, the Royal Hawaiian is sold out-- no, the Kala store is sold out of the 16 gig
[00:35:00.440 --> 00:35:01.440]   white.
[00:35:01.440 --> 00:35:02.440]   This is ridiculous.
[00:35:02.440 --> 00:35:04.840]   Now, I understand this changes daily, right?
[00:35:04.840 --> 00:35:06.080]   They get their shipments in with the daily.
[00:35:06.080 --> 00:35:07.080]   Let's see in New York.
[00:35:07.080 --> 00:35:11.320]   Let's see in New York's-- New York-- Oh, Huntington station, Walt Whitman, all sold
[00:35:11.320 --> 00:35:15.000]   out as is the West Niac store.
[00:35:15.000 --> 00:35:16.000]   But then--
[00:35:16.000 --> 00:35:18.000]   Don't you know that, Leo.
[00:35:18.000 --> 00:35:19.000]   Good.
[00:35:19.000 --> 00:35:21.000]   This is the kind of stuff that our listeners tune in for.
[00:35:21.000 --> 00:35:23.040]   Next, it'll be school closings.
[00:35:23.040 --> 00:35:25.040]   We have a snow alert in--
[00:35:25.040 --> 00:35:29.680]   Be sure to take your umbrella because we might have rated it at 3 o'clock when you
[00:35:29.680 --> 00:35:31.880]   go pick up the kids and watch out for the 405 interchange.
[00:35:31.880 --> 00:35:35.520]   There's a lot of traffic building up coming back at you with the brand new iPhone availability
[00:35:35.520 --> 00:35:36.760]   right here on Backbreak Weekly.
[00:35:36.760 --> 00:35:40.360]   Larry in Arizona points out they just don't make as many whites because no, but people
[00:35:40.360 --> 00:35:41.360]   don't want as many white.
[00:35:41.360 --> 00:35:42.360]   Right.
[00:35:42.360 --> 00:35:43.360]   So that's why they sell out, of course.
[00:35:43.360 --> 00:35:45.480]   Well, you know, we see the thing on Engadget.
[00:35:45.480 --> 00:35:48.960]   Now, there's a company called Colorware that will give you custom iPhone colors.
[00:35:48.960 --> 00:35:51.960]   How do they do that?
[00:35:51.960 --> 00:35:54.520]   I'm guessing that they just basically buy-- they buy phones.
[00:35:54.520 --> 00:35:57.720]   They basically do a really good like hard shell repaint job.
[00:35:57.720 --> 00:36:01.240]   But they have like-- they have really candy apple reds.
[00:36:01.240 --> 00:36:02.480]   They have deep greens.
[00:36:02.480 --> 00:36:03.880]   They have lots of primary blues.
[00:36:03.880 --> 00:36:04.880]   And they can mix them up.
[00:36:04.880 --> 00:36:10.320]   So you can have like a back case that's red and a home button that's like fire green.
[00:36:10.320 --> 00:36:11.320]   Fire green.
[00:36:11.320 --> 00:36:12.320]   I bet there's a metal that burns fire.
[00:36:12.320 --> 00:36:13.320]   It's fire green.
[00:36:13.320 --> 00:36:14.320]   It sounds good.
[00:36:14.320 --> 00:36:15.320]   I like that.
[00:36:15.320 --> 00:36:18.960]   You're thinking of candy apple red and race car green.
[00:36:18.960 --> 00:36:19.960]   Yeah.
[00:36:19.960 --> 00:36:24.340]   I mean, I maintain a big savage crack in the corner of my iPhone just to make sure that
[00:36:24.340 --> 00:36:25.640]   no one ever takes it by mistake.
[00:36:25.640 --> 00:36:27.240]   I think this would be the other way of doing it.
[00:36:27.240 --> 00:36:29.880]   You do that when you get the new iPhone, you just crack it immediately.
[00:36:29.880 --> 00:36:33.080]   No, no, that's just what I can't have nice things.
[00:36:33.080 --> 00:36:36.240]   Now, I've been saying-- I've been saying-- I've been getting a lot of heat for this.
[00:36:36.240 --> 00:36:39.360]   I've been saying we just can't have-- this is why we can't have nice things, Andy and
[00:36:39.360 --> 00:36:41.640]   I go, you crack it.
[00:36:41.640 --> 00:36:45.720]   I've been saying that the iPhone 3GS didn't feel-- I mean, I know it's faster, but didn't
[00:36:45.720 --> 00:36:48.000]   feel like it was like, wow, lots faster.
[00:36:48.000 --> 00:36:50.880]   Everybody's been saying, oh, no, it feels a lot faster.
[00:36:50.880 --> 00:36:53.400]   Field runners is faster.
[00:36:53.400 --> 00:36:55.040]   That's all that Alex cares about.
[00:36:55.040 --> 00:36:56.040]   Oh, no.
[00:36:56.040 --> 00:36:57.040]   How about you, Donnie?
[00:36:57.040 --> 00:36:58.040]   How would you rate--
[00:36:58.040 --> 00:36:59.520]   I am 100% with you, Leo.
[00:36:59.520 --> 00:37:03.760]   I was quite surprised that it does feel faster, but it's not a quantum leap.
[00:37:03.760 --> 00:37:07.560]   It's not significantly faster, especially when you're using the menus and things.
[00:37:07.560 --> 00:37:12.120]   I mean, some of the applications do start a lot quicker and just generally feel faster,
[00:37:12.120 --> 00:37:17.560]   but it's certainly not this doubled three times the speed type of field in just normal
[00:37:17.560 --> 00:37:18.560]   operation.
[00:37:18.560 --> 00:37:19.560]   Yeah, benchmarks.
[00:37:19.560 --> 00:37:47.360]   Bench
[00:37:47.360 --> 00:37:49.360]   That's the way you're doing it.
[00:37:49.360 --> 00:37:50.360]   It's a good thing.
[00:37:50.360 --> 00:37:52.360]   I'm going to say it's going to be a little bit more, but it's going to be a little bit
[00:37:52.360 --> 00:37:53.360]   more complicated than it is.
[00:37:53.360 --> 00:37:55.360]   It's going to be a little bit more complicated than it is.
[00:37:55.360 --> 00:37:57.360]   It's going to be a little bit more complicated than it is.
[00:37:57.360 --> 00:38:00.360]   I'm going to say it's going to be a little bit more complicated than it is.
[00:38:00.360 --> 00:38:05.360]   I'm going to say it's going to be a little bit more complicated than it is.
[00:38:05.360 --> 00:38:08.360]   I'm going to say it's going to be a little bit more complicated than it is.
[00:38:08.360 --> 00:38:11.360]   I'm going to say it's going to be a little bit more complicated than it is.
[00:38:11.360 --> 00:38:14.360]   I'm going to say it's going to be a little bit more complicated than it is.
[00:38:14.360 --> 00:38:19.360]   I would agree.
[00:38:19.360 --> 00:38:21.360]   It's just a perception thing, isn't it?
[00:38:21.360 --> 00:38:25.120]   I suppose it's what you're used to and what applications you use and what operations you
[00:38:25.120 --> 00:38:28.360]   do on a constant basis that gives you the comparison.
[00:38:28.360 --> 00:38:33.360]   It's faster, but for me, it wasn't the huge leap that I was hoping it would be.
[00:38:33.360 --> 00:38:34.360]   I'm still in love with it.
[00:38:34.360 --> 00:38:36.360]   I still have a brilliant phone.
[00:38:36.360 --> 00:38:37.360]   Yeah.
[00:38:37.360 --> 00:38:38.360]   No, it is faster.
[00:38:38.360 --> 00:38:43.360]   I think when you say two times faster, or when you look at benchmarks, where really, I
[00:38:43.360 --> 00:38:46.880]   mean, benchmarks very, very quickly, that's deceptive in the sense that your day-to-day
[00:38:46.880 --> 00:38:49.360]   operations may not seem hugely faster.
