
[00:00:00.000 --> 00:00:04.000]   [music]
[00:27:05.000 --> 00:27:11.000]   But it means that every single day I spend a half hour shopping for the next track that I want to recommend and verifying links and things like that.
[00:27:11.000 --> 00:27:19.000]   And the fact of the matter is that it's incredibly rare that I find a track that's available on the iTunes store that is not available on Amazon.
[00:27:19.000 --> 00:27:25.000]   There have been a couple of times when I was finding tracks on Amazon that weren't available on Apple.
[00:27:25.000 --> 00:27:38.000]   But the big thing is that of the 15 or 16 tracks I've done so far, I think I've only found three that are available in iTunes Plus, where you get the same unlocked files, high bit rate that you get in every single track that's on the Amazon store.
[00:27:38.000 --> 00:27:46.000]   Right. It might actually be a simple problem as we need people who can age into the system a little bit better.
[00:27:46.000 --> 00:27:52.000]   Right now, the sort of people who buy music online, I'm convinced, are people who, again, are settling for just good enough.
[00:27:52.000 --> 00:27:56.000]   iTunes works great. It's a 99 cents a track. They don't particularly care.
[00:27:56.000 --> 00:28:00.000]   That's DRM because, well, all their music players are Apple anyway, so who really cares about that.
[00:28:00.000 --> 00:28:11.000]   I think that as more consumers age into the system where they're no longer just downloading files illegally, they do want to just buy most of their music online, they're going to really appreciate that.
[00:28:11.000 --> 00:28:21.000]   Well, and now Apple, it sounds like they're continuing this discussion with the labels to get DRM-free or more DRM-free for the iTunes music store.
[00:28:21.000 --> 00:28:30.000]   Of course, the labels are pushing back. Universal wants watermarking as a security mat. This is rumored. Universal wants watermarking.
[00:28:30.000 --> 00:28:41.000]   Sony is asking for agency, which means that they're considered the real vendor for the tracks, and it gives them an authority over how the music is sold.
[00:28:41.000 --> 00:28:43.000]   Do we think Apple's going to actually do that?
[00:28:43.000 --> 00:28:52.000]   Yeah. One thing that if you know about Apple, it's that they're very, very reasonable to other outside demands.
[00:28:52.000 --> 00:28:54.000]   They're part of it.
[00:28:54.000 --> 00:28:58.000]   Especially, are they going to count out, especially to Sony?
[00:28:58.000 --> 00:29:04.000]   Historically, the very, very worst company when it comes to DRM, one of the first...
[00:29:04.000 --> 00:29:18.000]   It's very rare that I write a column where I have to read it and reread it three times, three or four times just to make sure, over two days, to make sure that, you know, Andy, you are really calling these people absolute morons.
[00:29:18.000 --> 00:29:22.000]   Are you just upset with them for this point? Are they really that stupid?
[00:29:22.000 --> 00:29:26.000]   And when Sony started releasing their first...
[00:29:26.000 --> 00:29:40.000]   When they finally realized that people don't want to have their music on cassette tapes or CDs, that maybe this digital music thing was actually quite useful, they released their first MP3 players, but it used a special Sony format that would...
[00:29:40.000 --> 00:29:43.000]   And this is almost impossible to even imagine these days.
[00:29:43.000 --> 00:29:51.000]   It would look for all the MP3s on your hard drive, and without asking you, it would DRM them all with Sony copy protection.
[00:29:51.000 --> 00:29:53.000]   There's a nice thinking right, a thinking out of the box.
[00:29:53.000 --> 00:30:08.000]   Exactly, not only that, but some bizarre stupid scheme where if you copied a track that you owned and you legally had ripped from a CD, it would then check it out of your home library so it could not be played until you checked it back in again and removed it from the device.
[00:30:08.000 --> 00:30:21.000]   So I'm sure, so I think they can use some of that respect they've earned with a consumer base and with Apple to, again, hold their feet to the fire and finally do what's right for consumers because you don't want fewer lesser choice, don't they?
[00:30:21.000 --> 00:30:24.000]   Yeah, we'll see how that turns out.
[00:30:24.000 --> 00:30:33.000]   Yeah, the thing is, what's amazing is that I feel like Apple's taking them this far by creating something that was easy, creating something that was simple, and they just want to muck it up.
[00:30:33.000 --> 00:30:35.000]   No matter what, no matter what.
[00:30:35.000 --> 00:30:50.000]   Well, it's the same reason why the electric car, there's a documentary, What Killed You, The Electric Car, it's the same reason why the audio industry didn't really crust all those cars and stop making them just as soon as they were able to get that legislation.
[00:30:50.000 --> 00:30:52.000]   California overturned.
[00:30:52.000 --> 00:31:07.000]   It's not that they don't want to make money, it's not that they don't want to develop new markets, it's not that they don't want to be successful, but it is in the nature of business that when an outside party tells you exactly how you're going to run your business to just on general principles say, well, no, we get to make our own decisions.
[00:31:07.000 --> 00:31:09.000]   It's our own money and it's our own future here.
[00:31:09.000 --> 00:31:13.000]   So if you tell us that this is how we have to sell music, we're going to tell you that we want more influence than that.
[00:31:13.000 --> 00:31:15.000]   I just don't think they're going to be successful.
[00:31:15.000 --> 00:31:26.000]   This would have been a great idea for them to have three or four years ago, but at this point, we talk about what would it take to get the iTunes store to lose 20% markets share.
[00:31:26.000 --> 00:31:37.000]   You have to start with an asteroid tumbling through space that NASA is desperately tracking and that a ragtag group of oil engineers are unable to detonate before it hits Cupertino.
[00:31:37.000 --> 00:31:39.000]   Then you're in there with a chance at least.
[00:31:39.000 --> 00:31:47.000]   Fred Ron, is there any way for someone to really dig into the Apple lead as far as online music?
[00:31:47.000 --> 00:31:51.000]   I think I'm the consummate consumer here.
[00:31:51.000 --> 00:31:57.000]   I'm part of the ecosystem that has bought into the iPhone, the iPod.
[00:31:57.000 --> 00:32:00.000]   I've got my Macs, I've got my Apple TV downstairs.
[00:32:00.000 --> 00:32:06.000]   I don't really, right now, I don't have a need to stray outside of the compound.
[00:32:06.000 --> 00:32:09.000]   I'm very happy inside and the Kool-Aid is warm.
[00:32:09.000 --> 00:32:11.000]   I get my music.
[00:32:11.000 --> 00:32:25.000]   I can't remember the last time I went and booted up acquisition or something to go find some music.
[00:32:25.000 --> 00:32:28.000]   It's easier just to pay the 99 cents.
[00:32:28.000 --> 00:32:30.000]   I might be an edge case.
[00:32:30.000 --> 00:32:31.000]   I don't know.
[00:32:31.000 --> 00:32:34.000]   Well, it's fair disclosure.
[00:32:34.000 --> 00:32:37.000]   First of all, I'm sitting in an office at Amazon Incorporated.
[00:32:37.000 --> 00:32:39.000]   I forgot.
[00:32:39.000 --> 00:32:40.000]   I forgot.
[00:32:40.000 --> 00:32:42.000]   They have a slight...
[00:32:42.000 --> 00:32:45.000]   Sorry, that's a red fine print there, Ron.
[00:32:45.000 --> 00:32:47.000]   It's good you mentioned that.
[00:32:47.000 --> 00:32:49.000]   The thing is, is that I've known Ron for so long.
[00:32:49.000 --> 00:32:52.000]   I forgot Ron has recently started working for Amazon.
[00:32:52.000 --> 00:32:55.000]   What was thinking my head was mostly that Ron used to work at Apple.
[00:32:55.000 --> 00:32:57.000]   That would be when I brought him on.
[00:32:57.000 --> 00:32:58.000]   I forgot that...
[00:32:58.000 --> 00:33:00.000]   Yeah, I guess I'll say that I have a perspective.
[00:33:00.000 --> 00:33:02.000]   On both sides of it.
[00:33:02.000 --> 00:33:03.000]   That's going to go facey.
[00:33:03.000 --> 00:33:08.000]   You can find out meaning slightly.
[00:33:08.000 --> 00:33:09.000]   I'll say...
[00:33:09.000 --> 00:33:10.000]   I'm sorry.
[00:33:10.000 --> 00:33:11.000]   I'm sorry.
[00:33:11.000 --> 00:33:14.000]   I was just going to say something.
[00:33:14.000 --> 00:33:15.000]   Go ahead.
[00:33:15.000 --> 00:33:17.000]   No, I was just saying you find an album on iTunes.
[00:33:17.000 --> 00:33:21.000]   You can immediately get an email saying, "Ron, can you come to HR and bring everything your desk to you?"
[00:33:21.000 --> 00:33:22.000]   Yeah.
[00:33:22.000 --> 00:33:23.000]   No pressure.
[00:33:23.000 --> 00:33:24.000]   I'm going to think just...
[00:33:24.000 --> 00:33:25.000]   No pressure.
[00:33:25.000 --> 00:33:31.000]   I will say that it is not purely fear that drives me to purchase everything from Amazon at this point.
[00:33:31.000 --> 00:33:32.000]   I do.
[00:33:32.000 --> 00:33:35.000]   I buy everything on Amazon because I just don't want the DRM on it.
[00:33:35.000 --> 00:33:38.000]   I've been doing that prior to coming to work here.
[00:33:38.000 --> 00:33:42.000]   The big problem is clearly discoverability really.
[00:33:42.000 --> 00:33:48.000]   A lot of people still just don't know that they can get MP3s just as easily off of Amazon.
[00:33:48.000 --> 00:33:49.000]   It is.
[00:33:49.000 --> 00:33:54.000]   The downloader works really well, but the search through the Amazon Web Store is atrocious.
[00:33:54.000 --> 00:33:57.000]   That's all I have to say.
[00:33:57.000 --> 00:33:59.000]   I buy it.
[00:33:59.000 --> 00:34:02.000]   It's like I do it because I don't want the DRM specifically.
[00:34:02.000 --> 00:34:04.000]   I don't care about the price.
[00:34:04.000 --> 00:34:05.000]   I'm pretty insensitive to it.
[00:34:05.000 --> 00:34:06.000]   Plus or minus 10 cents.
[00:34:06.000 --> 00:34:08.000]   I don't really care.
[00:34:08.000 --> 00:34:13.000]   But the DRM thing is slapping me all the time.
[00:34:13.000 --> 00:34:19.000]   I go to Amazon to buy it, but man, finding something there is especially a little bit
[00:34:19.000 --> 00:34:25.000]   of plug-in for iTunes or something that actually takes you over to Amazon, what you find it
[00:34:25.000 --> 00:34:26.000]   under iTunes.
[00:34:26.000 --> 00:34:27.000]   I haven't seen that.
[00:34:27.000 --> 00:34:29.000]   I think there is something like that out there.
[00:34:29.000 --> 00:34:30.000]   Okay.
[00:34:30.000 --> 00:34:31.000]   Definitely check that out.
[00:34:31.000 --> 00:34:33.000]   Now, before we run out of time, I know he's got a hard out.
[00:34:33.000 --> 00:34:34.000]   I want to bring in Paul Kent.
[00:34:34.000 --> 00:34:35.000]   Paul, are you there?
[00:34:35.000 --> 00:34:36.000]   I'm here.
[00:34:36.000 --> 00:34:37.000]   Excellent.
[00:34:37.000 --> 00:34:42.000]   Paul is, you run the show over there for Macworld, right?
[00:34:42.000 --> 00:34:43.000]   That's right.
[00:34:43.000 --> 00:34:46.000]   I'm the general manager for all things Macworld conference expo.
[00:34:46.000 --> 00:34:52.000]   This is new for us, bringing Paul in to give us a little bit of a preview of what's coming
[00:34:52.000 --> 00:34:53.000]   up in Macworld.
[00:34:53.000 --> 00:34:57.000]   Now, what has changed Paul for Macworld this year?
[00:34:57.000 --> 00:34:59.000]   This is the 25th year of Macworld.
[00:34:59.000 --> 00:35:02.000]   We've been doing this since 1985 in San Francisco.
[00:35:02.000 --> 00:35:08.000]   The show, I think, does a good job of constantly evolving to be a mirror of what goes on in
[00:35:08.000 --> 00:35:09.000]   the marketplace.
[00:35:09.000 --> 00:35:13.000]   The things that are of particular interest to people now that weren't necessarily of interest
[00:35:13.000 --> 00:35:17.000]   to people five years ago, for example, digital photography, of course, is huge.
[00:35:17.000 --> 00:35:19.000]   Videography continues to be important.
[00:35:19.000 --> 00:35:21.000]   Music continues to be important.
[00:35:21.000 --> 00:35:26.000]   As Apple makes these inroads into enterprise markets, we have a very strong presence at
[00:35:26.000 --> 00:35:30.000]   Macworld Conference Expo of both enterprise exhibitors on the show floor.
[00:35:30.000 --> 00:35:35.000]   We've got this thriving conference called MacIT where information technology professionals
[00:35:35.000 --> 00:35:40.000]   come and talk about the implementation of Apple products in large organizations.
[00:35:40.000 --> 00:35:43.000]   IT's become a thing.
[00:35:43.000 --> 00:35:46.000]   The cool thing about Macworld is that it's one big umbrella where all these things happen.
[00:35:46.000 --> 00:35:52.000]   You may be a videographer having lunch next to a head of IT for a Fortune 500 company with
[00:35:52.000 --> 00:35:57.000]   the common denominator that you both use Macs and it sparks some pretty interesting conversations.
[00:35:57.000 --> 00:36:04.000]   Musicians who meet with photographers who want music created for their slideshows.
[00:36:04.000 --> 00:36:07.000]   These types of relationships happen at Macworld all the time.
[00:36:07.000 --> 00:36:11.000]   That's really what the interesting thing about the show is it's always new because as the
[00:36:11.000 --> 00:36:15.000]   Mac market is changing and new people are coming into the market, the dynamics of the relationships
[00:36:15.000 --> 00:36:18.000]   that are made at Macworld continue to evolve.
[00:36:18.000 --> 00:36:23.000]   One of the things that I think is interesting is that you really get when I go to Macworld,
[00:36:23.000 --> 00:36:27.000]   I may or may not have in the past the distant, distant past.
[00:36:27.000 --> 00:36:34.000]   May or may not have spoken at a Windows launch about visual effects.
[00:36:34.000 --> 00:36:39.000]   The one thing I noticed, they were all business folks that are running IT departments and so
[00:36:39.000 --> 00:36:40.000]   on and so forth.
[00:36:40.000 --> 00:36:45.000]   It was funny though, that year, this was in 2000 or whatever, around the Windows 2000
[00:36:45.000 --> 00:36:48.000]   launch, but I spoke about visual effects at one of the launches and then I went to Macworld.
[00:36:48.000 --> 00:36:53.000]   One of the things that I noticed was how geeky the average person is.
[00:36:53.000 --> 00:37:00.000]   I realized that the Mac user, we think of Mac users as people who just wanted easy, they
[00:37:00.000 --> 00:37:03.000]   just want a computer that works, you just turn the key.
[00:37:03.000 --> 00:37:07.000]   But I think that I get the sense oftentimes that Mac users are digging into their computer
[00:37:07.000 --> 00:37:12.000]   more, especially when I'm at Macworld, than a lot of times the average PC user.
[00:37:12.000 --> 00:37:17.000]   Do other people agree with that or is it easier?
[00:37:17.000 --> 00:37:22.000]   I'll tell you that that's a historical point that you bring up because if you remember
[00:37:22.000 --> 00:37:26.000]   back when they were the holy wars of Mac OS versus Windows, one of the big points that
[00:37:26.000 --> 00:37:32.000]   used to be trotted out was that the average Mac user used more applications on average
[00:37:32.000 --> 00:37:34.000]   than a PC user.
[00:37:34.000 --> 00:37:39.000]   I just think that Mac users, maybe because the barrier to entry is so low, and ease of
[00:37:39.000 --> 00:37:44.000]   use is so high, I just think Mac users are more willing to dive into different types of
[00:37:44.000 --> 00:37:46.000]   tools and we do see that at Macworld.
[00:37:46.000 --> 00:37:51.000]   If you walk through Macworld Expo, you'll see a bunch of people sitting on the floor in
[00:37:51.000 --> 00:37:57.000]   circles with their power books open, just showing different things that they've done.
[00:37:57.000 --> 00:38:02.000]   Those projects typically have a malgamation of several tools that have been used.
[00:38:02.000 --> 00:38:05.000]   That is one of the characteristics of the Mac market.
[00:38:05.000 --> 00:38:08.000]   One of the things that -- no, this has been a little -- I'm putting you on the spot here,
[00:38:08.000 --> 00:38:09.000]   a little poll.
[00:38:09.000 --> 00:38:13.000]   One of the things that -- one of the Hoobody House that we've talked about in the past
[00:38:13.000 --> 00:38:19.000]   episodes is Adobe Not Actually Able to Come to Macworld.
[00:38:19.000 --> 00:38:21.000]   What's your take on that process?
[00:38:21.000 --> 00:38:24.000]   Well, that definitely is a Hoobee House.
[00:38:24.000 --> 00:38:30.000]   It's been interesting for us because these are interesting times, I think everybody will
[00:38:30.000 --> 00:38:31.000]   agree.
[00:38:31.000 --> 00:38:33.000]   Economically these are interesting times.
[00:38:33.000 --> 00:38:34.000]   The marketplace is changing.
[00:38:34.000 --> 00:38:35.000]   There's a lot of things going on.
[00:38:35.000 --> 00:38:37.000]   Let's be clear, Adobe isn't Macworld Expo.
[00:38:37.000 --> 00:38:41.000]   What they're announcement was is that the Mac market and Macworld is important to them.
[00:38:41.000 --> 00:38:44.000]   This year they decided that they needed to reallocate their resources.
[00:38:44.000 --> 00:38:48.000]   Instead of sending a big booth and hundreds of people to staff the booth, they're method
[00:38:48.000 --> 00:38:52.000]   of reaching out to the Mac market as they're going to be running a public meeting room with
[00:38:52.000 --> 00:38:53.000]   demonstrations.
[00:38:53.000 --> 00:38:55.000]   They're going to do the user group breakfast in the morning and then they're going to be
[00:38:55.000 --> 00:39:01.000]   doing public demonstrations and training on CS4 all day long, so a lot of first come
[00:39:01.000 --> 00:39:02.000]   first basis.
[00:39:02.000 --> 00:39:04.000]   They're not short-shifting this at all.
[00:39:04.000 --> 00:39:07.000]   This is stuff like Russell Brown coming on and doing presentations.
[00:39:07.000 --> 00:39:11.000]   They're still bringing the best of their Mac knowledge to the show.
[00:39:11.000 --> 00:39:15.000]   They're just doing it in more of an educational way than a demonstration way.
[00:39:15.000 --> 00:39:21.400]   The show floor is, we've got, we've actually trending up about 10% total exhibitors more
[00:39:21.400 --> 00:39:23.400]   than last year.
[00:39:23.400 --> 00:39:27.000]   The total dynamic, Adobe's of course a big name and a pillar in the community.
[00:39:27.000 --> 00:39:30.000]   The total dynamic in the show floor is great.
[00:39:30.000 --> 00:39:33.000]   We're going to end up close to 500 exhibitors total this year.
[00:39:33.000 --> 00:39:36.000]   Now, are you doing is it North and South Hall this year again?
[00:39:36.000 --> 00:39:37.000]   Yeah, that's right.
[00:39:37.000 --> 00:39:38.000]   North and South Hall.
[00:39:38.000 --> 00:39:39.000]   Now, what happened with the West Hall?
[00:39:39.000 --> 00:39:41.000]   Was that an experiment last year?
[00:39:41.000 --> 00:39:43.000]   It was actually a scheduling thing.
[00:39:43.000 --> 00:39:48.000]   A little known fact is that if someone would have looked at our scheduling three years ago,
[00:39:48.000 --> 00:39:53.000]   they would have noticed that the dates for last year were originally a week earlier.
[00:39:53.000 --> 00:39:55.000]   Why did you move out in the first place?
[00:39:55.000 --> 00:40:00.280]   There were several reasons and some of them were some availability of different parties
[00:40:00.280 --> 00:40:02.200]   that need to participate in the show.
[00:40:02.200 --> 00:40:04.480]   But basically, it was a scheduling thing.
[00:40:04.480 --> 00:40:08.480]   We went into the West Hall and last year the halls that were available to us were West
[00:40:08.480 --> 00:40:09.480]   and South.
[00:40:09.480 --> 00:40:15.080]   I guess technically we are in three halls this year because our user conference is held
[00:40:15.080 --> 00:40:17.080]   in the West Hall as well.
[00:40:17.080 --> 00:40:20.880]   And then all of the exhibitors are in North and South and then all of our other conference
[00:40:20.880 --> 00:40:22.240]   trainings are in North and South.
[00:40:22.240 --> 00:40:25.280]   So slowly we're taking up all three halls.
[00:40:25.280 --> 00:40:27.280]   Very good.
[00:40:27.280 --> 00:40:32.360]   Now, have you changed any of the structure of the conference this year?
[00:40:32.360 --> 00:40:35.680]   The structure in terms of the types of things that are going on are very similar.
[00:40:35.680 --> 00:40:39.920]   We have our two-day Power Tool conferences, we have four days of exhibits, we have our
[00:40:39.920 --> 00:40:44.600]   Mac, Mac World Users Conference, which is two days, our IT conference, which is three
[00:40:44.600 --> 00:40:48.920]   days, and our market symposium education, which is always on the Friday.
[00:40:48.920 --> 00:40:52.160]   So structurally it's very similar, but there's new features to each.
[00:40:52.160 --> 00:40:54.520]   All of the content for all the conferences have been updated.
[00:40:54.520 --> 00:40:57.600]   So this stuff is constantly evolving.
[00:40:57.600 --> 00:40:59.840]   We have added a couple of new features.
[00:40:59.840 --> 00:41:04.120]   We have our new Expo Plus Pass because one of the things that a lot of Expo attendees have
[00:41:04.120 --> 00:41:09.000]   been asking for is how can they avoid the crowds that are on the show floor?
[00:41:09.000 --> 00:41:10.880]   Can they get some training, these types of things?
[00:41:10.880 --> 00:41:12.280]   So we created a pass.
[00:41:12.280 --> 00:41:13.640]   It's kind of a super Expo pass.
[00:41:13.640 --> 00:41:18.040]   So in addition to just having access to the Expo floor, there's actually an hour on Wednesday
[00:41:18.040 --> 00:41:21.640]   morning where it's only for people who have this pass.
[00:41:21.640 --> 00:41:26.240]   There's daily presentations, one by David Pogue, one by Andy Anatko, and one by Martin
[00:41:26.240 --> 00:41:29.320]   Sitter that are training classes just for this group of people.
[00:41:29.320 --> 00:41:32.360]   There's a lounge on the show floor where if you want to take a break, get some coffee,
[00:41:32.360 --> 00:41:34.920]   rest your feet that you can conveniently go to.
[00:41:34.920 --> 00:41:37.920]   So we added a couple of features and this is a new pass for this year.
[00:41:37.920 --> 00:41:38.920]   That's great.
[00:41:38.920 --> 00:41:42.880]   And you're doing a new presentation structure, right, as well.
[00:41:42.880 --> 00:41:47.800]   This is kind of the, I know Andy's speaking, or is that what you're talking about?
[00:41:47.800 --> 00:41:52.160]   Yeah, Andy's on the Expo Plus faculty.
[00:41:52.160 --> 00:41:54.560]   So he'll be doing one of his sessions there.
[00:41:54.560 --> 00:41:57.160]   But I think what you're referring to is we added a new session this year that's pretty
[00:41:57.160 --> 00:41:58.480]   interesting.
[00:41:58.480 --> 00:42:04.040]   On Friday, we've added a full day market symposium that's called Mackerel Pulse.
[00:42:04.040 --> 00:42:07.800]   And the idea with Mackerel Pulse was to bring some of the really interesting creative thinkers
[00:42:07.800 --> 00:42:11.520]   in the market, whereas the rest of Mackerel is a very hand to mouth tactical thing, like
[00:42:11.520 --> 00:42:14.000]   how to be better at Photoshop, how to be better at Final Cut.
[00:42:14.000 --> 00:42:16.000]   You know, very much about tools.
[00:42:16.000 --> 00:42:19.320]   One thing that I wanted to give attendees this year was kind of a more bigger picture,
[00:42:19.320 --> 00:42:20.640]   where is the world going type of thing?
[00:42:20.640 --> 00:42:25.120]   And so I've invited some of the more interesting presenters, some of the good big picture thinkers,
[00:42:25.120 --> 00:42:28.400]   like John Gruber, Merlin Mann, Andy will be speaking at this as well.
[00:42:28.400 --> 00:42:32.440]   And on Friday, we're just going to kind of relax, and we're just going to do these brief,
[00:42:32.440 --> 00:42:36.600]   but visionary, inspiring type of presentations where people can kind of see, you know, what
[00:42:36.600 --> 00:42:38.120]   is beautiful software?
[00:42:38.120 --> 00:42:42.720]   You know, what is technology driven organization?
[00:42:42.720 --> 00:42:44.640]   A lot of really interesting things.
[00:42:44.640 --> 00:42:49.560]   And on that Mackerel Pulse, just to kind of further the cause of this kind of inspiration,
[00:42:49.560 --> 00:42:51.120]   we have two musical performances.
[00:42:51.120 --> 00:42:53.400]   One, the Stanford laptop orchestra.
[00:42:53.400 --> 00:42:58.240]   They'll be doing a performance.
[00:42:58.240 --> 00:42:59.760]   And then we have a group coming over.
[00:42:59.760 --> 00:43:05.480]   The John Lennon bus folks are flying in a group called Liana, which is a bunch of disabled
[00:43:05.480 --> 00:43:09.640]   musicians from West Africa are actually, they're on tour in the United States, and they'll
[00:43:09.640 --> 00:43:12.040]   be coming to Mackerel and it's really fascinating.
[00:43:12.040 --> 00:43:17.920]   The music is, you know, it is culturally, you know, it's African style music, but we'll
[00:43:17.920 --> 00:43:21.560]   be recording it all, of course, using Macs and Final Cut, and then we'll be making that
[00:43:21.560 --> 00:43:23.120]   available to attendees afterwards.
[00:43:23.120 --> 00:43:27.280]   So performance, vision, creativity, inspiration, all this good stuff is going to be happening
[00:43:27.280 --> 00:43:29.240]   at the Mackerel Pulse Symposium.
[00:43:29.240 --> 00:43:31.400]   Andy, is that the only place you're speaking?
[00:43:31.400 --> 00:43:33.840]   Or do you have a couple of other things going on?
[00:43:33.840 --> 00:43:38.960]   Well, in addition to, again, if there's a point at which I'm breathing in and breathing
[00:43:38.960 --> 00:43:42.240]   out and I have that kind of time, I haven't scheduled myself enough.
[00:43:42.240 --> 00:43:48.000]   So I'm going to be doing some time at Wiley Publishing's booth doing a session just to
[00:43:48.000 --> 00:43:49.760]   talk about the iPhone book.
[00:43:49.760 --> 00:43:56.160]   I'm going to be at the Mac user group thing, talking for about an hour there.
[00:43:56.160 --> 00:43:57.440]   I'm going to be here there and everywhere.
[00:43:57.440 --> 00:44:01.520]   I'm going to be like that fungus that they closed down the entire facility for a week
[00:44:01.520 --> 00:44:03.480]   later, so they can tent and spray.
[00:44:03.480 --> 00:44:10.200]   I'm afraid Mackerel for me generally is the day after I go into near Comatose State for
[00:44:10.200 --> 00:44:14.160]   about three or four days and then I kind of come out of the fog.
[00:44:14.160 --> 00:44:15.880]   I know that I've done it well.
[00:44:15.880 --> 00:44:20.880]   If on the plane ride home, I take the red eye home, that's like a six hour flight back
[00:44:20.880 --> 00:44:23.560]   to the east coast and everyone's asleep.
[00:44:23.560 --> 00:44:27.720]   If I can still hear like that background, static chat or a hundred people talking at
[00:44:27.720 --> 00:44:32.520]   a time, I know that I definitely did do the full immersion thing at Mackerel.
[00:44:32.520 --> 00:44:39.080]   It's one of those few opportunities that you can really dive in and just submerge yourself
[00:44:39.080 --> 00:44:41.720]   in the Macintosh experience for four or five days.
[00:44:41.720 --> 00:44:47.280]   That's why it always, every year I have to make that decision because CES is usually
[00:44:47.280 --> 00:44:50.880]   about the same, either the week before or the exact same week.
[00:44:50.880 --> 00:44:55.760]   It's always, why would I want to go to CES when I could again totally lose my mind at
[00:44:55.760 --> 00:44:56.760]   Mackerel.
[00:44:56.760 --> 00:45:00.360]   You know, I mean, it checks in the mail.
[00:45:00.360 --> 00:45:02.160]   Well, keep coming.
[00:45:02.160 --> 00:45:03.160]   Keep coming.
[00:45:03.160 --> 00:45:07.400]   And the thing for people to also keep in mind is that there's a lot of events that are
[00:45:07.400 --> 00:45:10.000]   happening around Mackerel.
[00:45:10.000 --> 00:45:13.160]   It's typically, you know, it's in Mackerel, around Mackerel.
[00:45:13.160 --> 00:45:19.240]   And one of the places that I know I go pretty often is the, do you guys go to Eileen's machine.com,
[00:45:19.240 --> 00:45:20.240]   the party list?
[00:45:20.240 --> 00:45:22.160]   Have you seen the party list?
[00:45:22.160 --> 00:45:26.520]   Yeah, I haven't been Eileen's machine yet.
[00:45:26.520 --> 00:45:32.200]   She tries to be like the central focus, the center of where you can go to find out where
[00:45:32.200 --> 00:45:34.440]   you can get a free drink or free your gerve.
[00:45:34.440 --> 00:45:35.440]   Exactly.
[00:45:35.440 --> 00:45:38.840]   Or at least find someone to at least talk about, talk to for a while and make your conversation
[00:45:38.840 --> 00:45:39.840]   test deductible.
[00:45:39.840 --> 00:45:40.840]   Exactly.
[00:45:40.840 --> 00:45:45.800]   If you're looking around for things to do, places to be, there is, if you go to Eileen
[00:45:45.800 --> 00:45:48.820]   machine.com/playlist.
[00:45:48.820 --> 00:45:52.160]   S-H-T mail.
[00:45:52.160 --> 00:45:57.400]   There's all these different parties, all the flock of birds of a feather.
[00:45:57.400 --> 00:46:00.000]   I want to say flock of a feather, but birds of a feather meetings.
[00:46:00.000 --> 00:46:03.440]   I know the one that I'm going to be going to is on Wednesday, there is, of course, the
[00:46:03.440 --> 00:46:11.400]   Final Cut Pro Super Meat, which tends to be usually a pretty amazing event.
[00:46:11.400 --> 00:46:14.360]   I'm going to be going to that among other things.
[00:46:14.360 --> 00:46:19.720]   Definitely worth checking out if you're coming into town and looking for somewhere to go.
[00:46:19.720 --> 00:46:23.360]   Any last words, Paul, that we missed about the conference?
[00:46:23.360 --> 00:46:26.560]   I don't think that you didn't miss anything, but these things that you guys have just been
[00:46:26.560 --> 00:46:28.400]   saying, that's really the point of macro.
[00:46:28.400 --> 00:46:33.280]   It's all about this organic social happenings.
[00:46:33.280 --> 00:46:35.640]   It's just a very interesting place.
[00:46:35.640 --> 00:46:39.120]   If any of your listeners haven't been yet, we've got a code here where you can actually
[00:46:39.120 --> 00:46:40.120]   do some giveaways.
[00:46:40.120 --> 00:46:41.120]   Fantastic.
[00:46:41.120 --> 00:46:44.360]   We get 100 people to come as guests of Macbreak Weekly.
[00:46:44.360 --> 00:46:46.680]   I'll give that to you in a second.
[00:46:46.680 --> 00:46:48.760]   Mostly, it's really what Andy was saying.
[00:46:48.760 --> 00:46:50.400]   It's a week where you do a lot of stuff.
[00:46:50.400 --> 00:46:56.000]   You do a lot of walking, you do a lot of talking, you do a lot of social networking.
[00:46:56.000 --> 00:47:00.080]   It's really that place where the face-to-face experience is a value add.
[00:47:00.080 --> 00:47:03.960]   You make friends at Macroll, you make professional contacts, you learn stuff, you learn about
[00:47:03.960 --> 00:47:05.600]   new products.
[00:47:05.600 --> 00:47:08.760]   It's very different than what most people would think of when they think of a trade
[00:47:08.760 --> 00:47:09.760]   show.
[00:47:09.760 --> 00:47:13.720]   Attendees who have been year after year after year and keep coming, they know it's going
[00:47:13.720 --> 00:47:17.960]   to be this crazy intense environment yet they keep coming because there's a lot that
[00:47:17.960 --> 00:47:19.200]   they get out of it.
[00:47:19.200 --> 00:47:24.040]   This year's show between our art galleries and our musical performances and our great
[00:47:24.040 --> 00:47:28.760]   conference sessions and just everything we have going on, it's a really, really fun
[00:47:28.760 --> 00:47:29.760]   week.
[00:47:29.760 --> 00:47:33.480]   If you haven't been, I just really want to encourage people to use this free pass that
[00:47:33.480 --> 00:47:35.400]   I'm about to give you and see if you guys can come.
[00:47:35.400 --> 00:47:36.400]   Ready?
[00:47:36.400 --> 00:47:37.400]   We're ready.
[00:47:37.400 --> 00:47:38.400]   We're ready.
[00:47:38.400 --> 00:47:43.240]   If you go to the Macroll.xpo.com website, the first thing you'll be asked for is a discount
[00:47:43.240 --> 00:47:44.240]   code.
