
[00:00:00.000 --> 00:00:04.000]   [music]
[00:16:51.120 --> 00:16:54.880]   That's all accounted.
[00:16:54.880 --> 00:16:58.960]   So do you think Apple threatened or asked?
[00:16:58.960 --> 00:17:00.280]   I guess that's really the question.
[00:17:00.280 --> 00:17:05.000]   It sounds like the asking had a little threat behind it, which is, hey, we own this.
[00:17:05.000 --> 00:17:07.720]   Which is a shame because it's multi touch.
[00:17:07.720 --> 00:17:08.720]   Everybody ought to have multi touch.
[00:17:08.720 --> 00:17:09.720]   It's great.
[00:17:09.720 --> 00:17:10.720]   It's a great thing.
[00:17:10.720 --> 00:17:11.720]   I had micro stuff.
[00:17:11.720 --> 00:17:12.720]   Why Apple patented it?
[00:17:12.720 --> 00:17:13.720]   Yeah.
[00:17:13.720 --> 00:17:15.480]   I mean, what about the surface?
[00:17:15.480 --> 00:17:16.480]   Yeah.
[00:17:16.480 --> 00:17:17.640]   And that's actually technology that works extremely well.
[00:17:17.640 --> 00:17:21.480]   And it sort of shows you what can be done with this in a more abstract way.
[00:17:21.480 --> 00:17:25.760]   I mean, it'd be a damn shame if the only thing they'd have more than one contact with a
[00:17:25.760 --> 00:17:28.520]   control surface had to have an Apple logo on it.
[00:17:28.520 --> 00:17:29.920]   I hate patents.
[00:17:29.920 --> 00:17:32.840]   Well, it's only for 16 years.
[00:17:32.840 --> 00:17:37.720]   I hate them because I don't have any, but I'm sure that if I invested X millions of dollars
[00:17:37.720 --> 00:17:42.280]   into developing something that is actually practical and let's give Apple some props
[00:17:42.280 --> 00:17:46.680]   there, they're the first company to make a really practical and useful multi touch interface.
[00:17:46.680 --> 00:17:50.040]   And the other thing is that their business is based on innovation.
[00:17:50.040 --> 00:17:52.880]   So that being able to get some being able to.
[00:17:52.880 --> 00:17:57.560]   Yeah, but multi touch, according to even Wikipedia dates, and maybe the patent office
[00:17:57.560 --> 00:17:59.280]   doesn't read Wikipedia.
[00:17:59.280 --> 00:18:04.320]   It's back to 1982 as the first multi touch device.
[00:18:04.320 --> 00:18:11.080]   I mean, in 83 Bell Labs published a comprehensive discussion of touch screen based interfaces,
[00:18:11.080 --> 00:18:19.760]   which included multi touch in 19, a 1991 Pierre Wellner published a paper on his multi touch
[00:18:19.760 --> 00:18:23.160]   digital desk, which supported multi finger and pinching motions.
[00:18:23.160 --> 00:18:24.160]   91.
[00:18:24.160 --> 00:18:25.160]   Right.
[00:18:25.160 --> 00:18:28.240]   If, if, okay, who's the lawyer?
[00:18:28.240 --> 00:18:30.200]   Who's the most literally here?
[00:18:30.200 --> 00:18:35.920]   If Apple has a patent, which they applied for just a few years ago, but there is prior
[00:18:35.920 --> 00:18:38.160]   art and Apple goes after you ensues you.
[00:18:38.160 --> 00:18:43.880]   Can you defend yourself by attacking the patent and saying, here's prior art?
[00:18:43.880 --> 00:18:45.680]   That's what you'd want to do.
[00:18:45.680 --> 00:18:48.120]   Or is court assume the patents good?
[00:18:48.120 --> 00:18:50.600]   No, no, you would you would attack them.
[00:18:50.600 --> 00:18:53.520]   You would attack the patent as that there is prior art.
[00:18:53.520 --> 00:18:57.520]   And the question is, is then is how overturn the patent or is it depends on how specific
[00:18:57.520 --> 00:18:58.520]   the patent is.
[00:18:58.520 --> 00:19:01.840]   So just because it's multi touch, it may not be all, you know, it may.
[00:19:01.840 --> 00:19:06.440]   And it also doesn't mean that it just because there's prior art, it can say that there is
[00:19:06.440 --> 00:19:09.920]   prior art, but this is what's different about what we're doing.
[00:19:09.920 --> 00:19:11.680]   And this is why our solution is different.
[00:19:11.680 --> 00:19:15.320]   So just because someone's done multi touch doesn't mean that someone can patent a certain
[00:19:15.320 --> 00:19:16.920]   way to use multi touch.
[00:19:16.920 --> 00:19:18.680]   So apples, and I haven't looked at the patent.
[00:19:18.680 --> 00:19:19.760]   I haven't looked at Apple's patent.
[00:19:19.760 --> 00:19:21.080]   Well, here's now here's the deal.
[00:19:21.080 --> 00:19:22.080]   Okay.
[00:19:22.080 --> 00:19:23.080]   Apple was in 91.
[00:19:23.080 --> 00:19:24.480]   He had a product called digital desk.
[00:19:24.480 --> 00:19:31.720]   Now, 1999, this is again from Wikipedia, a company called Fingerworks.
[00:19:31.720 --> 00:19:36.000]   A company started by University of Delaware academics, John Elias and Wayne Westerman produced
[00:19:36.000 --> 00:19:42.520]   a line of multi touch products, including the iGestor pad and the touch stream keyboard.
[00:19:42.520 --> 00:19:45.680]   Westerman had published a dissertation on this in 99.
[00:19:45.680 --> 00:19:49.200]   In 2005, Apple bought Fingerworks.
[00:19:49.200 --> 00:19:56.320]   So the patent was probably based on that 1999 product, which Apple owns.
[00:19:56.320 --> 00:20:01.000]   So it goes back to 99, but there's still this, I still think there's prior art.
[00:20:01.000 --> 00:20:03.920]   I mean, I'm not arguing this in court, but well, I said that it can be prior.
[00:20:03.920 --> 00:20:05.560]   It doesn't mean that there can't be.
[00:20:05.560 --> 00:20:09.280]   It's just that if it acknowledges that prior art and says, but this is what we've changed
[00:20:09.280 --> 00:20:13.360]   about that, then that becomes a patentable process.
[00:20:13.360 --> 00:20:17.920]   And so it's not, you know, just the fact that it, there's someone had a multi touch before
[00:20:17.920 --> 00:20:24.240]   doesn't necessarily negate the fact that Apple can patent a certain way that it's being used.
[00:20:24.240 --> 00:20:29.960]   And in fact, we all saw Jefferson Hans Ted talk with the multi touch system that was so
[00:20:29.960 --> 00:20:30.960]   cool.
[00:20:30.960 --> 00:20:34.360]   And I thought that, you know, predated Apple as well.
[00:20:34.360 --> 00:20:36.920]   Well, if they had the 1999, it probably did.
[00:20:36.920 --> 00:20:38.560]   Yeah, yeah, yeah, yeah.
[00:20:38.560 --> 00:20:39.560]   They're clever.
[00:20:39.560 --> 00:20:41.800]   Well, there's a difference between a demo and a product.
[00:20:41.800 --> 00:20:42.800]   Right.
[00:20:42.800 --> 00:20:45.600]   Well, is there from the point of view of a patent?
[00:20:45.600 --> 00:20:47.680]   I don't know.
[00:20:47.680 --> 00:20:52.600]   I mean, I got, I mean, the three of the two cameras in this, in this little production,
[00:20:52.600 --> 00:20:56.280]   one of us is broadcasting from a sumptuously wood paneled office.
[00:20:56.280 --> 00:20:59.120]   And the other one is in a T-shirt and a baseball cap.
[00:20:59.120 --> 00:21:02.920]   So I think, so I think on that basis, you have better legal authorities than I do about
[00:21:02.920 --> 00:21:05.760]   how that I look like a lawyer.
[00:21:05.760 --> 00:21:09.680]   My office looks injured in an axis.
[00:21:09.680 --> 00:21:15.400]   Let's Leo and his team of attorneys tell those insurance companies, you mean business.
[00:21:15.400 --> 00:21:18.880]   Well, and I think that really the 800 pound gorilla here is going to be Microsoft, which
[00:21:18.880 --> 00:21:23.440]   has got the surface and they're going to put multi touch in Windows seven, they said.
[00:21:23.440 --> 00:21:24.680]   So I think that's the real question.
[00:21:24.680 --> 00:21:26.440]   Yeah, I mean, it really is key.
[00:21:26.440 --> 00:21:31.320]   I mean, I was there's a company that always most most pronounced their name, ASUS, a SUS,
[00:21:31.320 --> 00:21:32.320]   I think they call it.
[00:21:32.320 --> 00:21:37.360]   I always want to say ASUS that they showed they have a multi they have a touch base,
[00:21:37.360 --> 00:21:42.640]   sort of like a kitchen imagine a kitchen version of the iMac that costs well under $1000 has
[00:21:42.640 --> 00:21:43.640]   a nice.
[00:21:43.640 --> 00:21:49.560]   It's like a 15 or 17 inch wide screen designed to be a really good useful media computer.
[00:21:49.560 --> 00:21:53.560]   It's like one of their netbooks scaled up as a desktop computer as a desktop and it has
[00:21:53.560 --> 00:21:56.560]   a touch interface that is one touch only.
[00:21:56.560 --> 00:21:57.760]   And that's pretty useful.
[00:21:57.760 --> 00:22:02.280]   But then you sort of imagine what if I could simply use one finger one finger on the screen
[00:22:02.280 --> 00:22:06.400]   to hold something to keep a selection another finger to basically move things together.
[00:22:06.400 --> 00:22:11.480]   And you realize that single touch interfaces are really holding this use this UI back.
[00:22:11.480 --> 00:22:19.080]   I mean, if Apple had a patent, did Apple ever buy a patent on the basic concept of windows
[00:22:19.080 --> 00:22:23.560]   and menus and icons and mouse control because they didn't they licensed it from Xerox part.
[00:22:23.560 --> 00:22:24.560]   Right.
[00:22:24.560 --> 00:22:28.480]   And if you can imagine if the Mac OS was the only computer that was ever allowed, it would
[00:22:28.480 --> 00:22:29.480]   be horrifying.
[00:22:29.480 --> 00:22:34.880]   I still I still say that Apple has the best user interface anywhere, but you need other
[00:22:34.880 --> 00:22:38.120]   people to have the ability to explore this in other directions.
[00:22:38.120 --> 00:22:40.960]   And we wouldn't have had Linux in the form and that it's now taking.
[00:22:40.960 --> 00:22:44.760]   We wouldn't have had windows in the form that's now taking.
[00:22:44.760 --> 00:22:46.320]   That's just a bad, bad thing.
[00:22:46.320 --> 00:22:49.640]   Bill Buxton, who's at Microsoft Research, worked on the surface, wrote a really good
[00:22:49.640 --> 00:22:53.120]   white paper on his website, Bill Buxton.com.
[00:22:53.120 --> 00:22:57.240]   He says, I've been asked a lot about multi touch since the iPhone came out and rather than
[00:22:57.240 --> 00:23:00.560]   answer all these individual questions, I'm just going to write this paper.
[00:23:00.560 --> 00:23:04.080]   He says, multi touch technologies have a long history to put it in perspective.
[00:23:04.080 --> 00:23:10.440]   The original work undertaken by my team was done in 1984, the same year the first Macintosh
[00:23:10.440 --> 00:23:13.760]   was released and we weren't the first.
[00:23:13.760 --> 00:23:18.040]   He says during the development of the iPhone, Apple was very much aware of the history of
[00:23:18.040 --> 00:23:24.280]   multi touch dating at least back to 1982 and the use of the pinch gesture dating in 1983.
[00:23:24.280 --> 00:23:30.080]   He says he refers back to that Wayne Westerman PhD, the guy of Fattock finger works and an
[00:23:30.080 --> 00:23:33.360]   Apple employee.
[00:23:33.360 --> 00:23:39.200]   So I guess if you wanted to contest this, I mean, here's the guy from, here's a guy from
[00:23:39.200 --> 00:23:40.200]   Microsoft.
[00:23:40.200 --> 00:23:43.680]   Well, once again, it doesn't mean that they can't, it's a specific, they had to
[00:23:43.680 --> 00:23:45.120]   ask you when they do it.
[00:23:45.120 --> 00:23:48.360]   And the thing is, and now here's the one thing that, but it would open the door for others
[00:23:48.360 --> 00:23:51.360]   who are doing an implementation like this earlier work.
[00:23:51.360 --> 00:23:52.360]   Okay.
[00:23:52.360 --> 00:23:55.000]   So, Apple had to do it a specific way of doing it.
[00:23:55.000 --> 00:23:56.000]   Exactly.
[00:23:56.000 --> 00:23:57.000]   But you could do it differently.
[00:23:57.000 --> 00:23:59.560]   You could do it differently and you just have to make sure that you were going around
[00:23:59.560 --> 00:24:00.560]   that.
[00:24:00.560 --> 00:24:05.080]   People failed to list all of the prior art related to what they're doing.
[00:24:05.080 --> 00:24:08.040]   It would leave, it would leave their patent open to being invalidated.
[00:24:08.040 --> 00:24:12.560]   So if someone can find stuff that wasn't listed in that prior art, you know, to make
[00:24:12.560 --> 00:24:17.680]   that work and, and you, when people start digging this up, they may, there's been some,
[00:24:17.680 --> 00:24:21.000]   some people have bouncing around saying that Apple may be infringing on multi touch patent
[00:24:21.000 --> 00:24:22.360]   zone by University of Delaware.
[00:24:22.360 --> 00:24:27.000]   So the, the thing is, is that, that there's other pot, there's all kinds of possibilities,
[00:24:27.000 --> 00:24:28.000]   you know, as this unwraps.
[00:24:28.000 --> 00:24:30.000]   It's just going to be kind of a legal.
[00:24:30.000 --> 00:24:34.320]   And by the way, Buxton points out in his paper that, you know, if you think about it, multi
[00:24:34.320 --> 00:24:39.960]   touch originated with, with typewriters, because shift A to make a capital A isn't too touch
[00:24:39.960 --> 00:24:40.960]   gesture.
[00:24:40.960 --> 00:24:43.600]   But there, but there very, you know, that's, I think he's grasping a little bit.
[00:24:43.600 --> 00:24:46.440]   Well, he's just saying, I mean, he says, I know it may seem a long way for multi touch
[00:24:46.440 --> 00:24:48.800]   screens, but it really does start with keyboards.
[00:24:48.800 --> 00:24:49.800]   Right.
[00:24:49.800 --> 00:24:56.640]   And, but I do think that Palm is, I think the biggest issue is that Palm has put themselves
[00:24:56.640 --> 00:25:00.640]   out if they win, it'll be great, but they really put themselves out.
[00:25:00.640 --> 00:25:03.440]   They really put themselves out on a limb because if they lose, it's over.
[00:25:03.440 --> 00:25:04.840]   I mean, they now have a tire.
[00:25:04.840 --> 00:25:05.840]   Yeah.
[00:25:05.840 --> 00:25:12.560]   And that's why, I mean, and you're leaving that up to the legal system, which is not
[00:25:12.560 --> 00:25:15.360]   rather than your own ability to implement.
[00:25:15.360 --> 00:25:18.560]   So it's a, it's a, they're, they're really swinging for the stands, which I think Palm
[00:25:18.560 --> 00:25:19.880]   has to do in some ways.
[00:25:19.880 --> 00:25:24.720]   It is telling though, the Google when asked by Apple not to do multi touch said, okay,
[00:25:24.720 --> 00:25:25.720]   yeah.
[00:25:25.720 --> 00:25:29.320]   And also because I don't think that that was their goal to begin with.
[00:25:29.320 --> 00:25:33.000]   I think when you use a G one, you realize that it has one of the greatest clicky interfaces
[00:25:33.000 --> 00:25:35.400]   of any mobile device ever.
[00:25:35.400 --> 00:25:38.880]   I think that touch is a nice feature that they have, but they weren't really going for
[00:25:38.880 --> 00:25:40.440]   multi touch.
[00:25:40.440 --> 00:25:43.320]   You say it has a nice clicky interface.
[00:25:43.320 --> 00:25:49.480]   Meaning, meaning in the age of the iPhone, you tend to think that any user interface that's
[00:25:49.480 --> 00:25:55.000]   based on tactile physical mechanical controls like like a thumb, like a thumb board or,
[00:25:55.000 --> 00:26:01.240]   a thumb wheel, things like that is by its nature, less efficient and less advanced than a touch
[00:26:01.240 --> 00:26:02.600]   interface.
[00:26:02.600 --> 00:26:06.120]   I was having problems with the G one when I had it for the first day, because I kept trying
[00:26:06.120 --> 00:26:07.320]   to use it like an iPhone.
[00:26:07.320 --> 00:26:09.240]   I kept holding it in portrait mode.
[00:26:09.240 --> 00:26:13.800]   And I kept trying to, you know, swoosh my fingers around, trying to call up a keyboard
[00:26:13.800 --> 00:26:14.800]   to make things happen.
[00:26:14.800 --> 00:26:16.400]   Of course, there's no on screen keyboard.
[00:26:16.400 --> 00:26:21.480]   It wasn't until I decided to sort of forget that I own an iPhone and forget about the
[00:26:21.480 --> 00:26:27.080]   whole idea of using it in a race position and instead make sure that I just get used to
[00:26:27.080 --> 00:26:31.880]   holding it like this, that I really started to appreciate how slick the interface is.
[00:26:31.880 --> 00:26:36.040]   When you hold it in your hands, a little bit like a game controller, and you have the
[00:26:36.040 --> 00:26:40.040]   thumb boards underneath the the the the the uh, alpha and Americanes underneath your thumbs,
[00:26:40.040 --> 00:26:42.400]   you have this really very, very cool.
[00:26:42.400 --> 00:26:46.200]   I'm trying to rear image myself as I'm most people are listening anyway.
[00:26:46.200 --> 00:26:48.520]   So describe what you're doing because everybody can see it.
[00:26:48.520 --> 00:26:52.040]   I just I'm just adjusting myself some behind the microphone as I showed off.
[00:26:52.040 --> 00:26:57.800]   Um, if you can imagine holding the iPhone in your right hand and having your having your
[00:26:57.800 --> 00:27:02.120]   right thumb over the home button, imagine that instead of a home button, you had a little
[00:27:02.120 --> 00:27:07.920]   bit of little track ball and a raid in a nice graceful little arc around that button where
[00:27:07.920 --> 00:27:13.000]   the four most critical and important buttons to navigate through the user interface, uh,
[00:27:13.000 --> 00:27:16.680]   holding it like a game controller in both my in both my hands like that, I really was
[00:27:16.680 --> 00:27:20.280]   able to zip through the interface very, very quickly and very, very efficiently and I
[00:27:20.280 --> 00:27:23.480]   gained a brand new appreciation for how well thought out it was.
[00:27:23.480 --> 00:27:27.480]   I mean, there are ways for people who are who prefer that kind of an interface who like
[00:27:27.480 --> 00:27:31.640]   to have physical buttons underneath their their hands at all times, you can really fly
[00:27:31.640 --> 00:27:34.920]   through this interface, especially if you're signing keyboard shortcuts, which is obviously
[00:27:34.920 --> 00:27:38.200]   something that the iPhone, uh, will never be able to take advantage of.
[00:27:38.200 --> 00:27:43.320]   Right. So that's what that's why I say that this, the the interface of the mechanical buttons
[00:27:43.320 --> 00:27:49.480]   and the thumb with the thumb, the, uh, the trackpad track ball. I get what is the word for that
[00:27:49.480 --> 00:27:55.480]   tiny, tiny little samples. Yeah. Well, they call it a pearl on the blackberry phones.
[00:27:55.480 --> 00:28:00.360]   It's the pearl. Yes. Um, but anyway, that was so well thought out that I found it. Now,
[00:28:00.360 --> 00:28:04.680]   this is just guesswork on my part, but I found it very, very easy to believe that they were
[00:28:04.680 --> 00:28:08.280]   going to do multi touch and they were having some problems trying to figure out how it worked.
[00:28:08.280 --> 00:28:11.320]   And when they saw, wait a minute, we can cut a whole bunch of development times,
[00:28:11.320 --> 00:28:16.040]   solve a lot of problems by simply saying, Oh, well, Apple, our friends will, we will show our
[00:28:16.040 --> 00:28:20.200]   friendship to you by not developing this technology that we were never really interested in and was
[00:28:20.200 --> 00:28:24.920]   going to cost us a lot of money and time to develop. Yeah. Somebody's telling, Poops Tech is telling
[00:28:24.920 --> 00:28:29.560]   me in the chatroom that in fact, multi touch is in the, uh, Google phone, but they've just side
[00:28:29.560 --> 00:28:34.120]   faster side barded, uh, for the G one, but it is an Android now they're going to have a lot of
[00:28:34.120 --> 00:28:38.200]   Android devices. And you know, you're, you're right. You don't really need it on the G one,
[00:28:38.200 --> 00:28:43.400]   but you might want it if, uh, if Google makes a tablet like kind of device, which I imagine they
[00:28:43.400 --> 00:28:49.160]   will. They're talking about netbooks with Android on it. You're talking about their plans or the
[00:28:49.160 --> 00:28:54.760]   guy who actually installed it on a netbook. Well, no, I know that they haven't shown it with a
[00:28:54.760 --> 00:28:59.000]   netbook, but the rumors are that they're planning it. Yeah, that Google's planning it is. And there's
[00:28:59.000 --> 00:29:03.720]   a guy who's done it. It makes sense. I mean, Android is, is an eyes a full fledged operating
[00:29:03.720 --> 00:29:07.800]   system. You know, the days when Google denied that they were making an operating system or long
[00:29:07.800 --> 00:29:11.640]   gone now, they clearly have, you know, made a full fledged operating system.
[00:29:11.640 --> 00:29:17.960]   Well, and hopefully between between the competition, uh, between Android and the iPhone and hopefully
[00:29:17.960 --> 00:29:22.520]   the Palm pre, we're going to see a lot of new new innovation. Yeah, if they don't, if Apple doesn't
[00:29:22.520 --> 00:29:29.160]   kill the pre, right, that would be very upsetting to me. Although they're being very, very, they're
[00:29:29.160 --> 00:29:34.760]   showing Paul a very, very great compliment in that they're not just allowing the company to kill
[00:29:34.760 --> 00:29:39.480]   and screw up the project, the product on their own, which is usually the safe bet. The fact that
[00:29:39.480 --> 00:29:42.600]   their Apple is being active and trying to kill the product means that they don't believe the
[00:29:42.600 --> 00:29:46.680]   Palm still has the ability to kill a product. And I think that some of that might, might point,
[00:29:46.680 --> 00:29:51.000]   some of that might relate back to the, uh, the fact that that Palm has so many of the iPhone
[00:29:51.000 --> 00:29:57.720]   engineers. Yeah. And more to then they just acquire another iPhone engineer, uh, or another Apple
[00:29:57.720 --> 00:30:04.440]   employee to work at Palm. It's, it's kind of it's almost like an exodus, which seems odd, but I guess
[00:30:04.440 --> 00:30:09.640]   if you thought the next big thing was going to be the pre or the web OS was more of you got a big
[00:30:09.640 --> 00:30:14.920]   paying jump, somebody gave you a billion dollars. I mean, you know, they doubled. We will double
[00:30:14.920 --> 00:30:20.600]   your pay and you're, you know, it's good point. Yeah. I think there's a fair enough chance that
[00:30:20.600 --> 00:30:25.320]   the reason why they moved is that they realized that, oh my God, Steve, I just found out Steve
[00:30:25.320 --> 00:30:31.480]   Jobs knows my name. This will not work out well. I better get out of here. I'm gone.
[00:30:32.680 --> 00:30:41.560]   In the, uh, in the Merlin man, a memorial segment on the program, the Beatles held hostage day 573.
[00:30:41.560 --> 00:30:45.960]   Paul McCartney in a recent interview for entertainment weeklies pop watch blog.
[00:30:45.960 --> 00:30:53.000]   Says it, it's the record companies. It's, it's negotiations are going on, but it's still a sticky
[00:30:53.000 --> 00:30:58.600]   issue. We wanted to happen. Sid McCartney. We should have, uh, Don McAllister. He's the
[00:30:58.600 --> 00:31:06.360]   liver puddly and we on for the DAGLY and Bob. We he means me are presumably him, Ringo,
[00:31:06.360 --> 00:31:13.240]   Yoko and Olivia Harrison. Um, they all gave the thumbs up for the rock band Beatles game,
[00:31:13.240 --> 00:31:18.920]   but the record company was taken over by new people quite recently. So there's a gridlock of
[00:31:18.920 --> 00:31:23.560]   sorts. I don't know what's going on. We couldn't get away with this sort of stuff.
[00:31:23.560 --> 00:31:27.800]   If we weren't here, no, he'd kill me. That's why I'm doing it now. What I'm just waiting for.
[00:31:27.800 --> 00:31:32.280]   What accent is that he would say? You know, the, the, the thing that I'm interested in this is
[00:31:32.280 --> 00:31:36.520]   whether this, uh, whether the copyrights and run out for the Beatles, you know, you know,
[00:31:36.520 --> 00:31:40.200]   do they run out of it? No, they never, yeah. Yeah. Yeah. Yeah. No, cause it was, that was the
[00:31:40.200 --> 00:31:45.080]   thing is that they said that by 2014, you know, for some, some of their songs would start,
[00:31:45.080 --> 00:31:49.560]   would start running because they're in because it British copyright, not Americans 50 years.
[00:31:49.560 --> 00:31:53.320]   And I'm not sure if that is, that has changed or not. I know there's been some push back and
[00:31:53.320 --> 00:31:57.480]   forth, but it would be interesting to see, you know, see what happens in that, in that room.
[00:31:58.280 --> 00:32:05.880]   Uh, one of our chat room fellas web nuts for you too, which makes him very credible.
[00:32:05.880 --> 00:32:09.640]   It says one of the main programmers on the pre worked with me writing code on the Apple
[00:32:09.640 --> 00:32:13.160]   platform for several years. I think that's enough to justify patent infringement.
[00:32:13.160 --> 00:32:17.400]   It's a good point. The pre was not developed in what we would call a clean room environment.
[00:32:17.400 --> 00:32:21.000]   Yeah. We know that Rubenstein and others know how it's done.
[00:32:21.000 --> 00:32:25.400]   Right. And that makes it so much harder for them to say that they're doing it some different
[00:32:25.400 --> 00:32:29.400]   way when they have a bunch of people doing it the same, you know, came from the same company.
[00:32:29.400 --> 00:32:31.320]   And so that that's, that's what makes it hard.
[00:32:31.320 --> 00:32:36.840]   Yikes. And again, Apple can, Apple can, uh, it's the independent claims that Apple has in the
[00:32:36.840 --> 00:32:42.200]   patent, not the dependent claims, all the prior art and everything else that, uh, that, that Google,
[00:32:42.200 --> 00:32:46.920]   that Palm has to work around to make sure that they're not getting themselves into infringement.
[00:32:46.920 --> 00:32:50.360]   So the guy that was hired at Palm, actually, is an old friend of mine, Chuck Van Rosbach.
[00:32:51.720 --> 00:32:56.520]   He, uh, he is, uh, I've known him for years. He and I used to fight when I worked at KGO.
[00:32:56.520 --> 00:33:02.520]   I was, uh, it was during the dim, dark hair spindler years when I was very negative about
[00:33:02.520 --> 00:33:07.080]   Apple because I thought, uh, spindler wasn't doing a very good job that the operating system was
[00:33:07.080 --> 00:33:09.480]   long and the tooth and they knew something. And you were right. And I was right. And they
[00:33:09.480 --> 00:33:14.760]   needed something new. And, uh, I think, uh, so there were Apple employees who weren't happy about
[00:33:14.760 --> 00:33:21.640]   me at the time. Uh, Chuck is a great guy though. I love him. And, uh, he is now a developer community
[00:33:21.640 --> 00:33:25.480]   manager for, uh, WebOS for the Mojo SDK.
[00:33:25.480 --> 00:33:32.600]   He will bothers me about, about the pre is that I understand why the G one was made because
[00:33:32.600 --> 00:33:39.000]   it's a unique beastie and it addresses a lot of things that people don't like, uh, about the iPhone.
[00:33:39.000 --> 00:33:43.800]   I don't necessarily understand how the pre is going to justify its existence in the marketplace,
[00:33:43.800 --> 00:33:48.520]   especially against three or four different handsets that own like 94% of the market.
[00:33:49.720 --> 00:33:54.520]   I don't know. It's a, it's a hot market. I think diversity is good for us as users. Don't you think?
[00:33:54.520 --> 00:34:00.040]   Diversity is good, but I like, I just don't think that a product, I think that you can,
[00:34:00.040 --> 00:34:05.640]   you can compete in the phone market these days by doing two things and two things exactly,
[00:34:05.640 --> 00:34:09.560]   doing something better than the iPhone. And there are a lot of ways to do things better than
[00:34:09.560 --> 00:34:15.960]   you do the iPhone or make the best damn phone you could make that can be sold for $99 or $49.
[00:34:15.960 --> 00:34:19.160]   And there are a lot of people who are doing great things like that. I was at the phone store,
[00:34:19.160 --> 00:34:22.840]   just the other day, just to look at a good cheap phone. So I was curious as to what the bottom
[00:34:22.840 --> 00:34:28.120]   of the market was like. And now the best smartphone you could have bought three years ago has now
[00:34:28.120 --> 00:34:32.360]   been made a lot more rational and a lot more relevant and a lot more affordable. 49 bucks will
[00:34:32.360 --> 00:34:37.640]   give you a really good web enabled phone with all kinds of great media features. If it's on the
[00:34:37.640 --> 00:34:42.040]   Verizon network, for instance, you can cut, you can do things with your home cable box that you
[00:34:42.040 --> 00:34:47.960]   cannot do with any other phone because of that sort of, uh, I guess the polite word would be synergy
[00:34:48.520 --> 00:34:53.320]   between the cable. So you're saying they should just not do it? I'm not saying they should not do
[00:34:53.320 --> 00:34:58.440]   it. I'm just saying that the number the first thing you write on that whiteboard on the first day
[00:34:58.440 --> 00:35:03.560]   of that project development is what will this do? What will this deliver at that? Right. You can't
[00:35:03.560 --> 00:35:07.720]   see you can't simply say you instead of spending, well, you can. I mean, people do it all the time,
[00:35:07.720 --> 00:35:10.680]   but you're thinking palm is a big enough company and important enough company. They should be
[00:35:10.680 --> 00:35:14.680]   thinking that well, not only that, but they keep well, actually, it's almost the opposite where
[00:35:15.640 --> 00:35:22.840]   a company like a company like a Blackberry can afford to do a hand set product. Well, they can
[00:35:22.840 --> 00:35:28.520]   do a product that's like, well, we can we we we've heard a lot of our users say that we love our
[00:35:28.520 --> 00:35:32.200]   Blackberries, but we want that big screen. We want to be able to watch movies. We want a good
[00:35:32.200 --> 00:35:38.440]   media experience. And so they can get away with making a device that is touch, ish, and large
[00:35:38.440 --> 00:35:43.640]   screen ish, but still a Blackberry. They can they can stick that in their product line and still
[00:35:43.640 --> 00:35:48.680]   do well with it. Palm, this is their Hail Mary pass. If this if the pre does not take off,
[00:35:48.680 --> 00:35:56.120]   palm is done. They are absolutely done. They have to resinately and reassuringly tell the entire
[00:35:56.120 --> 00:36:00.360]   world that we are a great company capable of innovation and capable of doing great products.
[00:36:00.360 --> 00:36:05.800]   We can't simply say we have something that's a lot like the iPhone only it's incompatible with
[00:36:05.800 --> 00:36:10.360]   everything that works with the iPhone. Well, and I think that the the issue is I think palm had to
[00:36:10.360 --> 00:36:13.560]   do this. I mean, where where else are they going to go? I mean, they had to go into the smartphone
[00:36:13.560 --> 00:36:17.400]   market. They have they don't have a choice. I mean, this is it's a long bomb. But for them,
[00:36:17.400 --> 00:36:21.960]   I think that they're in the last 45 seconds of the football game, and they're gonna they're
[00:36:21.960 --> 00:36:26.920]   thrown it for the end zone because I don't think that there's any other they don't have another
[00:36:26.920 --> 00:36:33.400]   play. And I need I need to be very, very clear that a lot of this is my own confusion and my
[00:36:33.400 --> 00:36:37.640]   own ignorance. I still have my experience with the pre still is limited to just seeing the videos
[00:36:37.640 --> 00:36:41.480]   and seeing the demos. Right. So I've yet I've yet to hold one in my hands. I've yet to get
[00:36:41.480 --> 00:36:48.440]   information that's beyond what's publicly available. And as I try to learn more about this device,
[00:36:48.440 --> 00:36:53.320]   that's the number one question in my mind. If someone comes in this, this is this is a big question
[00:36:53.320 --> 00:36:57.800]   that I like to ask myself with any product because this is a situation that always happens to me.
[00:36:57.800 --> 00:37:01.640]   Someone comes up to me or someone emails me or tours me and says, hey, I'm trying to decide
[00:37:01.640 --> 00:37:05.160]   between the palm pre and the iPhone. Why should I get one instead of the other?
[00:37:06.200 --> 00:37:10.760]   I don't know what I would write in the pre column. Well, I know that if someone, you know, for me,
[00:37:10.760 --> 00:37:15.160]   it would be tempting if someone had an iPhone that was it was close to what the iPhone did,
[00:37:15.160 --> 00:37:21.000]   but it had a video camera, a higher resolution still camera, a camera that could focus. That
[00:37:21.000 --> 00:37:25.560]   would be awesome. You know, it's cut and paste and more storage. You know, those are the kind of
[00:37:25.560 --> 00:37:30.200]   things that I think are are that the iPhone is those are those are kind of chinks in the armor.
