
[00:00:00.000 --> 00:00:04.000]   [music]
[00:25:55.720 --> 00:25:57.560]   I'm not going to I'm going to do you prove your application.
[00:25:57.560 --> 00:26:01.240]   I would like to think that they should be more careful that when they the approval process
[00:26:01.240 --> 00:26:03.160]   should be more than a yes or no, click one button.
[00:26:03.160 --> 00:26:06.600]   You have 10 seconds to look at the screen before you look at the next screen and approve
[00:26:06.600 --> 00:26:07.600]   the next step.
[00:26:07.600 --> 00:26:11.760]   Because I think that as soon as as soon as they approve an application, Apple has a responsibility
[00:26:11.760 --> 00:26:15.680]   to the developer, maybe not to keep that in the store forever, but at least to say, okay,
[00:26:15.680 --> 00:26:19.120]   I acknowledge that I'm kind of screwed you up by letting you sell this for a certain time
[00:26:19.120 --> 00:26:20.560]   and then simply pulling it.
[00:26:20.560 --> 00:26:21.560]   Yeah.
[00:26:21.560 --> 00:26:25.800]   Look, if they if if if these complaints didn't come to surf to come to light originally, the
[00:26:25.800 --> 00:26:30.240]   guy asserted he owned the rights turns out he didn't, you know, look at nobody's saying
[00:26:30.240 --> 00:26:33.560]   that the approval process is perfect is clearly not right.
[00:26:33.560 --> 00:26:37.840]   And this guy, I mean, the guy's upset because he invested a lot of money in a company to
[00:26:37.840 --> 00:26:43.400]   make apps, but perhaps I guess is, you know, the I'm not as sympathetic perhaps as I finish.
[00:26:43.400 --> 00:26:50.160]   You know, I I, you know, we develop applications for Apple in general and and the we are working
[00:26:50.160 --> 00:26:52.200]   on applications for the iPhone.
[00:26:52.200 --> 00:26:58.560]   And I have to admit that we are finding a niche that that we think is really good for us,
[00:26:58.560 --> 00:27:01.840]   but we're also not experimenting with the boundaries.
[00:27:01.840 --> 00:27:04.040]   And I get that that there's something, you know, I think that a lot of people who are
[00:27:04.040 --> 00:27:08.880]   getting themselves, um, uh, the law and you won't be in problem.
[00:27:08.880 --> 00:27:11.640]   Well, I'm just saying I'm just saying that that if you're going to if I was going to
[00:27:11.640 --> 00:27:16.600]   build a company with 26 people, I would not be basing that entire company on things that
[00:27:16.600 --> 00:27:18.960]   might be in a what I would call a gray area.
[00:27:18.960 --> 00:27:19.960]   You know, that's all.
[00:27:19.960 --> 00:27:22.840]   Well, I just I think from just some business sense.
[00:27:22.840 --> 00:27:23.840]   Yeah.
[00:27:23.840 --> 00:27:24.840]   You know, yeah, that's all.
[00:27:24.840 --> 00:27:29.280]   Well, you know, look, if you're doing apps for Facebook, if you're doing apps for the
[00:27:29.280 --> 00:27:32.000]   iPhone store, you're doing a deal with the devil.
[00:27:32.000 --> 00:27:35.320]   You're saying, I, I think I'm going to make a lot of money here because of the platform,
[00:27:35.320 --> 00:27:38.160]   but I understand that the rug could be pulled out from under me.
[00:27:38.160 --> 00:27:40.040]   I mean, I, I have with our company.
[00:27:40.040 --> 00:27:41.280]   I'm constantly sure.
[00:27:41.280 --> 00:27:44.600]   I mean, I'm doing production and we, we know that the rug could be pulled out from us any
[00:27:44.600 --> 00:27:45.600]   moment.
[00:27:45.600 --> 00:27:48.360]   You know, we were all kind of.
[00:27:48.360 --> 00:27:49.960]   You're always kind of, you're kind of in that.
[00:27:49.960 --> 00:27:53.280]   I mean, when you start a company and, but when you, but when you start going up against
[00:27:53.280 --> 00:27:57.680]   things where you see that Apple can be capricious about how it handles it, you know, dealing,
[00:27:57.680 --> 00:28:01.000]   you know, putting a lot of people, you know, that tens of thousands of people have gotten
[00:28:01.000 --> 00:28:03.360]   their, their apps approved and not had them pulled down.
[00:28:03.360 --> 00:28:04.960]   So we're talking about exceptions.
[00:28:04.960 --> 00:28:09.000]   And most of those apps, whether they're good or bad are, you know, they 900's a lot.
[00:28:09.000 --> 00:28:10.520]   That's a lot of apps to get.
[00:28:10.520 --> 00:28:12.800]   Well, it'd be interesting to see what those, those apps are.
[00:28:12.800 --> 00:28:13.800]   Yeah.
[00:28:13.800 --> 00:28:16.400]   Well, are they all, are they all apparently, I don't know.
[00:28:16.400 --> 00:28:18.160]   I mean, adult oriented.
[00:28:18.160 --> 00:28:20.320]   Not adult aggregating a content.
[00:28:20.320 --> 00:28:26.760]   So the soap stars is aggregating stories from other websites about the soap stars.
[00:28:26.760 --> 00:28:31.280]   And I, you know, this actually comes down to this bigger issue of the link economy and
[00:28:31.280 --> 00:28:33.840]   whether, you know, how far you can go cross linking.
[00:28:33.840 --> 00:28:38.080]   And if you're aggregating, is that just a news reader with a particular topic?
[00:28:38.080 --> 00:28:39.920]   How is that different from that news wire?
[00:28:39.920 --> 00:28:40.920]   Right.
[00:28:40.920 --> 00:28:43.920]   You know, and so they're larger questions there, which I'm afraid I don't have enough
[00:28:43.920 --> 00:28:49.680]   information about his applications to really be able to talk about.
[00:28:49.680 --> 00:28:53.680]   The fiery iPod are topic in a moment.
[00:28:53.680 --> 00:28:58.960]   The case of the fiery iPod and a firmware hack that makes Apple keyboards.
[00:28:58.960 --> 00:29:02.240]   Well, the property of somebody else.
[00:29:02.240 --> 00:29:03.920]   We'll talk about that in just a little bit.
[00:29:03.920 --> 00:29:06.920]   But right now I want to mention our friends at go to meeting.
[00:29:06.920 --> 00:29:11.400]   It's time for a Citrix commercial, ladies and gentlemen, and I'm happy to do these
[00:29:11.400 --> 00:29:13.520]   because I've known these guys for a long time.
[00:29:13.520 --> 00:29:16.160]   They make great software, very useful stuff.
[00:29:16.160 --> 00:29:18.720]   And I'm really pleased that go to meeting is now Mac compatible.
[00:29:18.720 --> 00:29:22.360]   You want to applaud them for making their software.
[00:29:22.360 --> 00:29:27.800]   You know, the original Citrix stuff was Windows based because they were one of, you
[00:29:27.800 --> 00:29:30.400]   know, the guy who started Citrix was one of the key developers.
[00:29:30.400 --> 00:29:33.440]   He worked for IBM, but he's in the key developers on Windows NT's kernel.
[00:29:33.440 --> 00:29:35.080]   He knew remote access.
[00:29:35.080 --> 00:29:38.560]   So their first products were unapologetically Windows based.
[00:29:38.560 --> 00:29:41.360]   But I just love it that they have said, well, we've got a great platform here.
[00:29:41.360 --> 00:29:46.600]   Let's extend it to the Mac and now go to meeting is compatible Mac and PC.
[00:29:46.600 --> 00:29:48.040]   This is great meeting software.
[00:29:48.040 --> 00:29:52.720]   We use it now on some of our shows so that we can show you screenshots remotely can
[00:29:52.720 --> 00:29:54.360]   be used that way.
[00:29:54.360 --> 00:30:00.280]   The idea is instead of having those meetings in person on the phone, driving into, you
[00:30:00.280 --> 00:30:06.840]   know, cross, not in person on the phone in person instead of on the phone, driving across
[00:30:06.840 --> 00:30:11.120]   town or flying across country for those meetings, you could do a conference call, I guess.
[00:30:11.120 --> 00:30:12.960]   But the problem is they're just not very visual.
[00:30:12.960 --> 00:30:15.960]   You can't really see the key note or the PowerPoint presentation.
[00:30:15.960 --> 00:30:18.080]   You can't see the drawings, the website you're talking about.
[00:30:18.080 --> 00:30:21.920]   It's kind of difficult to get that across in a conference call.
[00:30:21.920 --> 00:30:26.120]   And so that's where Godam meeting really kind of takes the conference call to the next level.
[00:30:26.120 --> 00:30:27.720]   It makes it visual.
[00:30:27.720 --> 00:30:28.720]   You set it up.
[00:30:28.720 --> 00:30:29.720]   Take just a couple of minutes.
[00:30:29.720 --> 00:30:30.880]   In fact, you can do it now for free for 30 days.
[00:30:30.880 --> 00:30:35.160]   Go to Godam meeting.com/macbreak.
[00:30:35.160 --> 00:30:39.320]   Once you sign up for the 30 day trial and press the download button, literally it's two minutes
[00:30:39.320 --> 00:30:40.320]   to install.
[00:30:40.320 --> 00:30:41.680]   And now you're ready.
[00:30:41.680 --> 00:30:46.000]   You can set it up so that the meeting invites are set out ahead of time via email.
[00:30:46.000 --> 00:30:49.080]   Or if you're on the phone with somebody, right, you know, we do this all the time.
[00:30:49.080 --> 00:30:53.280]   Ray will say, okay, here's the meeting ID and he'll whisper the meeting ID to me.
[00:30:53.280 --> 00:30:58.560]   I just go to go to meeting.com, press join a meeting and in the meeting ID.
[00:30:58.560 --> 00:30:59.720]   And there I'm seeing raised desktop.
[00:30:59.720 --> 00:31:01.880]   I could see all the drawings, everything he's doing.
[00:31:01.880 --> 00:31:06.480]   He usually does a PowerPoint presentation or I'm sure if he's using PowerPoint or keynote.
[00:31:06.480 --> 00:31:08.440]   But sometimes it could be pictures, product demos.
[00:31:08.440 --> 00:31:12.160]   You can even use it for training, collaboration as well.
[00:31:12.160 --> 00:31:15.440]   And I'll tell you, you know, when you look at the cost of flying across the country or
[00:31:15.440 --> 00:31:21.360]   driving across town, $49 a month for unlimited meetings as long as you want is a real deal.
[00:31:21.360 --> 00:31:22.880]   But it's free for the next 30 days.
[00:31:22.880 --> 00:31:26.600]   This includes phone and voice over IP conferencing, by the way.
[00:31:26.600 --> 00:31:29.440]   Go to go to meeting.com/macbreak.
[00:31:29.440 --> 00:31:33.880]   G-O-T-O meeting.com/macbreak and try it free for 30 days.
[00:31:33.880 --> 00:31:37.560]   I know, I know you're going to love it.
[00:31:37.560 --> 00:31:40.640]   So the case of the burning iPod.
[00:31:40.640 --> 00:31:41.640]   It's hot.
[00:31:41.640 --> 00:31:42.640]   He he.
[00:31:42.640 --> 00:31:45.320]   Had to say it.
[00:31:45.320 --> 00:31:47.720]   So here's the deal.
[00:31:47.720 --> 00:31:51.280]   A guy buys an iPod for his teenage daughter.
[00:31:51.280 --> 00:31:56.120]   In fact, there's a picture of her on the Daily Tech website if you want to see her in the
[00:31:56.120 --> 00:32:02.960]   fiery, the flaming iPod, which he's holding with a rubber glove, probably because she
[00:32:02.960 --> 00:32:05.040]   doesn't want to get contaminated.
[00:32:05.040 --> 00:32:09.160]   So Ken Stanborough bought an iPod touch for his 11 year old daughter.
[00:32:09.160 --> 00:32:13.480]   When holding the iPod one warm day last month, it began to overheat.
[00:32:13.480 --> 00:32:16.920]   He says, quote, it made a hissing noise.
[00:32:16.920 --> 00:32:19.160]   I could feel it getting hotter in my hand.
[00:32:19.160 --> 00:32:21.800]   I thought I could see vapor.
[00:32:21.800 --> 00:32:24.720]   So he's flipping it back and forth hand to hand.
[00:32:24.720 --> 00:32:29.080]   And then he finally goes, it's hot and throws it out the window.
[00:32:29.080 --> 00:32:33.280]   He reports within 30 seconds, there was a pop, a big puff of smoke, and it went flying
[00:32:33.280 --> 00:32:34.880]   10 feet in the air.
[00:32:34.880 --> 00:32:36.880]   It's good thing he didn't have in his pocket.
[00:32:36.880 --> 00:32:39.200]   Was he listening to the theme for mission impossible and that happened?
[00:32:39.200 --> 00:32:40.200]   Exactly.
[00:32:40.200 --> 00:32:41.760]   So I bought a little self-destruct.
[00:32:41.760 --> 00:32:47.080]   He contacted Apple, hoping for an apology or a refund anyway.
[00:32:47.080 --> 00:32:50.160]   He spoke to several departments, spoke to an Apple executive on the phone.
[00:32:50.160 --> 00:32:51.840]   They didn't promise him a refund.
[00:32:51.840 --> 00:32:56.800]   Seems like the refund since his brand new would be like, yeah, like automatic.
[00:32:56.800 --> 00:32:57.800]   That's why I'm puzzled.
[00:32:57.800 --> 00:33:01.800]   According to the Times Online, instead he got an offer saying a letter saying, we'll give
[00:33:01.800 --> 00:33:06.560]   you a refund, but you have to agree to a gag order.
[00:33:06.560 --> 00:33:10.720]   You will keep the terms and existence of this settlement agreement completely confidential.
[00:33:10.720 --> 00:33:15.580]   Violation may result in Apple seeking injunctive relief damages and legal costs against the
[00:33:15.580 --> 00:33:17.280]   defaulting parisons or parties.
[00:33:17.280 --> 00:33:21.680]   He says, look, I just want a refund on which he is.
[00:33:21.680 --> 00:33:25.200]   I absolutely entitled to, I don't know what British law says, but certainly in the States,
[00:33:25.200 --> 00:33:30.080]   absolutely entitled to a refund for a defective product that explodes in his hands.
[00:33:30.080 --> 00:33:31.840]   And he said, I wasn't looking for damages.
[00:33:31.840 --> 00:33:35.840]   I can understand this must have just gone to the wrong legal department.
[00:33:35.840 --> 00:33:37.320]   Apple should give by now.
[00:33:37.320 --> 00:33:38.800]   They must have given him a refund.
[00:33:38.800 --> 00:33:41.560]   He says, I didn't sign the agreement because I didn't want to get sued.
[00:33:41.560 --> 00:33:48.040]   If by accident, my daughter or somebody mentions this to somebody, I think he's right not to
[00:33:48.040 --> 00:33:49.040]   sign it.
[00:33:49.040 --> 00:33:51.560]   Apple spokesperson says they could not comment on their cases.
[00:33:51.560 --> 00:33:54.960]   They had not yet seen the iPod.
[00:33:54.960 --> 00:34:02.480]   But did the story say that the reason it started doing that after he dropped it?
[00:34:02.480 --> 00:34:04.720]   Yeah, I guess that's what happened.
[00:34:04.720 --> 00:34:10.840]   So I can see this being sort of one of these automatic where customer service doesn't really
[00:34:10.840 --> 00:34:14.400]   like listen to the whole story where they heard the phrase, well, I dropped the iPod.
[00:34:14.400 --> 00:34:17.000]   And at that point, they just sort of started filling out the forms for we can give you a
[00:34:17.000 --> 00:34:21.800]   10% discount on replacing it, but we don't replace damages caused by dropping it.
[00:34:21.800 --> 00:34:25.560]   I threw it in a bucket of water before it burned my ass down.
[00:34:25.560 --> 00:34:30.080]   If you look at the picture of the iPod, it clearly wasn't a case of being dropped.
[00:34:30.080 --> 00:34:35.520]   It was a case of bursting into a fiery ball of flame.
[00:34:35.520 --> 00:34:37.280]   Unless he took a blowtorch to it.
[00:34:37.280 --> 00:34:41.280]   No, no, I mean, that I mean that dropped, it broke something cause one cause the battery
[00:34:41.280 --> 00:34:42.280]   to contact something else.
[00:34:42.280 --> 00:34:45.160]   And that was the cause of the ignite.
[00:34:45.160 --> 00:34:46.240]   Although I think this is your right.
[00:34:46.240 --> 00:34:48.280]   I think this is a bookkeeping error.
[00:34:48.280 --> 00:34:49.280]   Somebody said.
[00:34:49.280 --> 00:34:50.280]   Yeah.
[00:34:50.280 --> 00:34:54.000]   It would be like corporate policy when I started developing personal electronics that when something
[00:34:54.000 --> 00:34:58.120]   with my logo on it ignites, you get bumped up to supervisor.
[00:34:58.120 --> 00:34:59.440]   You get a free one.
[00:34:59.440 --> 00:35:02.640]   Well, no, no, let's let's let's not lose our heads here.
[00:35:02.640 --> 00:35:04.680]   You're definitely you're definitely getting a free hat.
[00:35:04.680 --> 00:35:06.680]   We'll give you a discount.
[00:35:06.680 --> 00:35:07.680]   Free hat.
[00:35:07.680 --> 00:35:09.840]   We'll give you 10% off.
[00:35:09.840 --> 00:35:12.440]   I guess I guess Leo doesn't want a free hat then.
[00:35:12.440 --> 00:35:15.800]   No, no, no, I think this guy quite reasonably wants a replacement.
[00:35:15.800 --> 00:35:20.200]   I'm kind of curious what the computer companies what the lat like Sony did.
[00:35:20.200 --> 00:35:24.080]   And their laptops were catching fire because all this is connected to these batteries,
[00:35:24.080 --> 00:35:25.080]   right?
[00:35:25.080 --> 00:35:28.560]   50 my own batteries, which are explosive if probably if they get shorter, right?
[00:35:28.560 --> 00:35:29.640]   You know, they get shorter.
[00:35:29.640 --> 00:35:32.000]   They, they, you know, it's a chemical reaction.
[00:35:32.000 --> 00:35:33.000]   Yep.
[00:35:33.000 --> 00:35:34.920]   And they, they'd accelerate the chemical reaction.
[00:35:34.920 --> 00:35:36.920]   He'd sit up and it happens from time to time.
[00:35:36.920 --> 00:35:37.920]   Yeah.
[00:35:37.920 --> 00:35:42.160]   My advice, if you start feeling a warm sensation in your pocket is to remove the iPod and
[00:35:42.160 --> 00:35:43.160]   stand away from it.
[00:35:43.160 --> 00:35:45.480]   If you're in a plane, that would be bad.
[00:35:45.480 --> 00:35:50.080]   And then they'll say, then they won't let us take the iPhone after that whole fire thing.
[00:35:50.080 --> 00:35:54.040]   It was always like, you know, you can't some airlines did in fact prevent, prevent people
[00:35:54.040 --> 00:35:57.120]   from bringing lithium ion batteries on, on board that you could take your laptop, but
[00:35:57.120 --> 00:35:58.120]   it couldn't have a battery.
[00:35:58.120 --> 00:36:01.440]   They said, it's had an Apple laptop and I say, yes, you can't open that.
[00:36:01.440 --> 00:36:02.440]   It couldn't turn it on.
[00:36:02.440 --> 00:36:03.840]   It was like for like a month.
[00:36:03.840 --> 00:36:06.800]   And then, and then the other thing that now, now they're saying, you know, you, you have
[00:36:06.800 --> 00:36:10.200]   to turn your phone off and airport airplane mode doesn't count.
[00:36:10.200 --> 00:36:11.200]   What?
[00:36:11.200 --> 00:36:12.200]   That was the new one.
[00:36:12.200 --> 00:36:13.840]   That was the new one on, on United.
[00:36:13.840 --> 00:36:14.840]   Is that for the whole flight?
[00:36:14.840 --> 00:36:16.760]   In Chicago or just the takeoff and landing?
[00:36:16.760 --> 00:36:18.240]   No, for takeoff and landing.
[00:36:18.240 --> 00:36:21.560]   Oh, yeah, because that's a, they say, Oh, look, you have to turn your iPod off for takeoff
[00:36:21.560 --> 00:36:22.720]   and landing.
[00:36:22.720 --> 00:36:24.640]   I just put it on airplane airplane mode.
[00:36:24.640 --> 00:36:26.640]   No, no, no, you have to turn it off.
[00:36:26.640 --> 00:36:31.120]   You're that guy next in the next seat that I hate because he's not following the rules.
[00:36:31.120 --> 00:36:32.120]   Exactly.
[00:36:32.120 --> 00:36:33.720]   This is the pictures with my iPhone on the way out.
[00:36:33.720 --> 00:36:34.720]   You're not allowed to.
[00:36:34.720 --> 00:36:39.840]   Like, see, this is, see people, you see a lot of people like in message groups saying,
[00:36:39.840 --> 00:36:44.040]   well, you know, there's no, there's part of the fascism of like, of corporate mentality
[00:36:44.040 --> 00:36:47.800]   that there's no technical reason why you shouldn't, you should have to turn off because
[00:36:47.800 --> 00:36:48.800]   turn off these devices.
[00:36:48.800 --> 00:36:52.640]   There's no way they could possibly interfere with the avionics or the communication system.
[00:36:52.640 --> 00:36:56.920]   And then, but you have to like be anthropological and realize that if they say, please turn
[00:36:56.920 --> 00:37:00.440]   off the falling list of devices, if this, if you think it's going to interfere, they're
[00:37:00.440 --> 00:37:04.680]   going to get everybody like me, like Alex saying, excuse me, flight attendant, you're
[00:37:04.680 --> 00:37:06.200]   obviously not aware of this.
[00:37:06.200 --> 00:37:09.400]   Does not, this uses the Rockwell chipset, not the Adam chipset.
[00:37:09.400 --> 00:37:12.840]   That's like, I don't, see, I don't, I don't argue with them.
[00:37:12.840 --> 00:37:13.840]   I don't do anything.
[00:37:13.840 --> 00:37:15.840]   I just wait until they pass.
[00:37:15.840 --> 00:37:20.440]   I think, I think, I think the next, okay, Alex, you, you, you provide the capital, I'll
[00:37:20.440 --> 00:37:22.160]   provide the engineering and the marketing.
[00:37:22.160 --> 00:37:25.840]   We'll sell a line of it's, it looks like a series of screen protectors, same technology.
[00:37:25.840 --> 00:37:30.580]   But what it is is it's like a little sheet of absolute matte black plastic over your
[00:37:30.580 --> 00:37:31.580]   screen.
[00:37:31.580 --> 00:37:34.280]   They'll make it look like it's turned off, but after the stewardess comes by, you simply
[00:37:34.280 --> 00:37:36.480]   pale, peel it away and you're back playing.
[00:37:36.480 --> 00:37:37.840]   Can you just do me a favor?
[00:37:37.840 --> 00:37:40.400]   Just turn the damn thing off.
[00:37:40.400 --> 00:37:41.880]   Please.
[00:37:41.880 --> 00:37:46.560]   If the plane goes down, cause of you, you don't want to be that guy.
[00:37:46.560 --> 00:37:49.640]   You know what, you know, you don't, you don't want to be that guy.
[00:37:49.640 --> 00:37:50.640]   Just turn it off.
[00:37:50.640 --> 00:37:51.840]   It's 10 minutes.
[00:37:51.840 --> 00:37:53.840]   I could see if they said you can't use it for the whole flight.
[00:37:53.840 --> 00:37:54.840]   Okay, then I understand.
[00:37:54.840 --> 00:37:56.840]   I just don't want to deal with the start at the time again.
[00:37:56.840 --> 00:37:59.000]   Oh, see what, what, what, what's that little bing when it goes thing?
[00:37:59.000 --> 00:38:01.240]   Oh, I don't turn it all the way off.
[00:38:01.240 --> 00:38:02.480]   I just press the off button.
[00:38:02.480 --> 00:38:03.800]   No, I turn that off.
[00:38:03.800 --> 00:38:06.480]   But they say they're telling you that you have to turn it all the way off.
[00:38:06.480 --> 00:38:08.440]   Oh, yeah, I understand that.
[00:38:08.440 --> 00:38:11.480]   And my whole thing is, is that I'm not going to turn it all the way off.
[00:38:11.480 --> 00:38:12.480]   I'll put it.
[00:38:12.480 --> 00:38:13.480]   I'll put it.
[00:38:13.480 --> 00:38:14.480]   I'll put it all the way off.
[00:38:14.480 --> 00:38:17.000]   You put it, put it back in my pocket and I read the economist until we get to 10,000.
[00:38:17.000 --> 00:38:21.080]   Again, you realize that like you're the next, the next time you fly, you're playing could
[00:38:21.080 --> 00:38:23.360]   get hit by an inbound missile.
[00:38:23.360 --> 00:38:26.240]   But that's all it's going to be an MSNBC in the Today show.
[00:38:26.240 --> 00:38:30.720]   Say, we have, we have recording of one of the passengers insisting with just a day before
[00:38:30.720 --> 00:38:37.160]   that he did, he was never going to turn off any of his in flight things and strict denying
[00:38:37.160 --> 00:38:39.120]   the orders of the flight attendants.
[00:38:39.120 --> 00:38:40.760]   Of course, I have his picture right here.
[00:38:40.760 --> 00:38:44.080]   I was talking to, I was talking to, there was an aircraft engineer next to me and I asked
[00:38:44.080 --> 00:38:45.080]   him.
[00:38:45.080 --> 00:38:47.080]   I was like, so what's the deal with this whole like turn of the phone off?
[00:38:47.080 --> 00:38:48.080]   No, what are you reason this?
[00:38:48.080 --> 00:38:51.680]   Well, he said, he said, oh, it doesn't, he does, he said it, it may affect older planes,
[00:38:51.680 --> 00:38:54.480]   audio systems, because you hear the clicking, you know, the clicking, you know, like, you
[00:38:54.480 --> 00:38:56.800]   know, the, the, the communication systems, it may affect that.
[00:38:56.800 --> 00:38:58.160]   He goes, it won't affect the avionics.
[00:38:58.160 --> 00:39:01.560]   He said, but the biggest reason you turn your phone off is he goes, because when your phone
[00:39:01.560 --> 00:39:04.200]   is searching, it is at full power radiation.
[00:39:04.200 --> 00:39:05.200]   Yeah, yeah.
[00:39:05.200 --> 00:39:08.680]   And he goes, and, and he goes, you do not want, I mean, he goes, basically for five hours,
[00:39:08.680 --> 00:39:12.040]   and goes, number one, is it, if you're worried about, if you have any worry about getting
[00:39:12.040 --> 00:39:16.280]   cancer from a phone, that's the time to worry because you, it's on full power for four hours
[00:39:16.280 --> 00:39:19.280]   or five hours, and there's about a three foot radius that it's radiating.
[00:39:19.280 --> 00:39:20.280]   Right.
[00:39:20.280 --> 00:39:22.280]   And then he said, the second thing though, is that, you know, the most important thing
[00:39:22.280 --> 00:39:25.320]   that he pointed out was, it'll crisp your back, it'll just burn your battery down.
[00:39:25.320 --> 00:39:27.080]   So when you get off the plane, you won't have any battery power.
[00:39:27.080 --> 00:39:28.080]   Right.
[00:39:28.080 --> 00:39:31.680]   That one, well, it's probably not good for the cell towers either as, as, as you get these
[00:39:31.680 --> 00:39:35.080]   rapid handoffs and I mean, yeah, I could see turning your phone off.
[00:39:35.080 --> 00:39:36.080]   Yeah, I don't have any problem with that.
[00:39:36.080 --> 00:39:37.080]   Yeah, turn your phone.
[00:39:37.080 --> 00:39:38.080]   It doesn't work.
[00:39:38.080 --> 00:39:39.080]   I try.
[00:39:39.080 --> 00:39:40.080]   I try.
[00:39:40.080 --> 00:39:41.880]   Such a jerk.
[00:39:41.880 --> 00:39:47.400]   You don't, you're not the guy who stays on the phone till they close the door talking
[00:39:47.400 --> 00:39:49.240]   loudly about business deals, are you?
[00:39:49.240 --> 00:39:51.240]   I do not talk on the phone in a plane.
[00:39:51.240 --> 00:39:52.240]   Thank you.
[00:39:52.240 --> 00:39:53.240]   I, I, thank you.
[00:39:53.240 --> 00:39:54.240]   I take it personally.
[00:39:54.240 --> 00:39:56.480]   Yeah, I ask the Mass Hall until they go back.
[00:39:56.480 --> 00:39:57.480]   That's fine.
[00:39:57.480 --> 00:39:58.480]   To be tapped all you want.
[00:39:58.480 --> 00:40:02.360]   Oh man, people who talk, oh, they have loud conversations and the door's not closed.
[00:40:02.360 --> 00:40:07.480]   And on the bus back from, from this, in a public space, basically, I don't really like,
[00:40:07.480 --> 00:40:11.640]   no, no, I'm in fact, I don't need to make a call on the, on the airport.
[00:40:11.640 --> 00:40:15.040]   We have, there's an airport or bus for the SFO for the intake.
[00:40:15.040 --> 00:40:16.040]   But I'll talk like this.
[00:40:16.040 --> 00:40:17.040]   Yeah.
[00:40:17.040 --> 00:40:18.040]   I'm on the bus.
[00:40:18.040 --> 00:40:19.040]   Can you pick me up?
[00:40:19.040 --> 00:40:20.040]   Because I don't, yeah, that's annoying.
[00:40:20.040 --> 00:40:21.760]   And there's people, there's always people behind me.
[00:40:21.760 --> 00:40:26.440]   And then I says to him, I says, you never, so I have this with the edomotics are great
[00:40:26.440 --> 00:40:27.600]   for your shoes and be good for you.
[00:40:27.600 --> 00:40:31.040]   Get this in here, sealing those headphones off and they can't hear a thing.
[00:40:31.040 --> 00:40:32.040]   Yeah.
[00:40:32.040 --> 00:40:35.720]   Air Canada makes you take your buds out of your, I think everybody does for take off
[00:40:35.720 --> 00:40:36.720]   on landing.
[00:40:36.720 --> 00:40:37.720]   Yeah, I think everybody's.
[00:40:37.720 --> 00:40:38.720]   Even when you're getting on the plane, they don't want you.
[00:40:38.720 --> 00:40:41.720]   Oh, I think the big problem is I've, I've actually landed a couple of times, not knowing
[00:40:41.720 --> 00:40:46.560]   where we're going to land because I have my, my, my in ear, my, my in ear and I don't
[00:40:46.560 --> 00:40:48.160]   hear any of their announcements, anything else.
[00:40:48.160 --> 00:40:49.400]   I mean, I don't hear anything with any.
[00:40:49.400 --> 00:40:50.400]   No, that's the problem with this.
[00:40:50.400 --> 00:40:53.920]   And so I'm just sitting there, you know, happily going along and suddenly we're, you
[00:40:53.920 --> 00:40:56.440]   know, there, boom.
[00:40:56.440 --> 00:40:57.440]   I like to look at the window.
[00:40:57.440 --> 00:40:59.080]   So I know when that bump, because that's scary.
[00:40:59.080 --> 00:41:01.920]   Otherwise, when I like to lean forward on the bump, I've had a couple of bad bumps that
[00:41:01.920 --> 00:41:02.920]   haven't been so good for my back.
[00:41:02.920 --> 00:41:06.680]   So I got into when I see it coming, I put your head between your legs, like in the, I just,
[00:41:06.680 --> 00:41:07.920]   no, I just lean forward a little bit.
[00:41:07.920 --> 00:41:11.840]   I just make sure that I'm not straight up, like leaning back when it hits.
[00:41:11.840 --> 00:41:15.960]   That's all funny to see Alex on a plane, me braces when we land.
[00:41:15.960 --> 00:41:16.960]   He just braces.
[00:41:16.960 --> 00:41:21.280]   Well, you just, you just gave me an idea for like the, if I ever, if we ever like charter
[00:41:21.280 --> 00:41:24.360]   a flight, like a special trip or something, there are 20 people on board.
[00:41:24.360 --> 00:41:27.800]   If we notice like there's one person who's fast asleep as we make final approach, you
[00:41:27.800 --> 00:41:29.200]   understand, we'll be okay.
[00:41:29.200 --> 00:41:32.200]   Just don't say anything, just like assume the crash positions.
[00:41:32.200 --> 00:41:37.600]   And then lower the gas masks because we, we just like, have you guys seen the New Zealand,
[00:41:37.600 --> 00:41:38.600]   the New Zealand air?
[00:41:38.600 --> 00:41:39.600]   Isn't that weird?
[00:41:39.600 --> 00:41:40.600]   That was fantastic.
[00:41:40.600 --> 00:41:41.600]   They're, they're safety.
[00:41:41.600 --> 00:41:42.800]   Yeah, they're, they're painted.
[00:41:42.800 --> 00:41:44.000]   They're naked, but they're painted.
[00:41:44.000 --> 00:41:45.600]   I thought they did that very well.
[00:41:45.600 --> 00:41:46.600]   Did it very well.
[00:41:46.600 --> 00:41:48.200]   And of course, they, you never see any naughty bits.
[00:41:48.200 --> 00:41:49.200]   Right.
[00:41:49.200 --> 00:41:50.200]   I've not seen it.
[00:41:50.200 --> 00:41:53.320]   It's a, well, you know, the whole point is how do we get people to watch the air safety
[00:41:53.320 --> 00:41:54.320]   announcements?
[00:41:54.320 --> 00:41:55.320]   And that was a good way.
[00:41:55.320 --> 00:41:58.720]   And so what they did is they had, the funny thing is the ad takes, because obviously these
[00:41:58.720 --> 00:42:00.840]   are not professional people.
[00:42:00.840 --> 00:42:03.680]   And so they're, they're stewardesses or whatever, flight attendants.
