
[00:00:00.000 --> 00:00:04.000]   [music]
[00:16:52.320 --> 00:16:55.160]   I'm certain that we allow personal liberty in all places.
[00:16:55.160 --> 00:16:56.600]   And the maker of a fine beer.
[00:16:56.600 --> 00:16:58.200]   Oh, no, that's his brother Samuel.
[00:16:58.200 --> 00:16:59.200]   So the touch...
[00:16:59.200 --> 00:17:00.200]   So the touch...
[00:17:00.200 --> 00:17:01.200]   So the touch...
[00:17:01.200 --> 00:17:06.000]   Talking about the touch, 'cause, you know, after the event, the New York Times got an interview
[00:17:06.000 --> 00:17:09.680]   with Steve Jobs, and Steve said, "Oh, no, no, no.
[00:17:09.680 --> 00:17:13.760]   We never intended to put a camera in the touch because our goal is to make the touch
[00:17:13.760 --> 00:17:18.200]   the ultimate gaming machine, and we want to keep the price point low.
[00:17:18.200 --> 00:17:22.000]   So in order to keep that $199 price point, we just said no camera."
[00:17:22.000 --> 00:17:24.000]   'Cause there's a couple of problems with this.
[00:17:24.000 --> 00:17:27.800]   'Cause they have a 64 gig, which is $500, $400.
[00:17:27.800 --> 00:17:28.800]   So they could...
[00:17:28.800 --> 00:17:32.160]   And they have $149 of device with a camera.
[00:17:32.160 --> 00:17:35.040]   So the camera can't be that expensive.
[00:17:35.040 --> 00:17:36.040]   It's like a...
[00:17:36.040 --> 00:17:37.600]   Yeah, it's like a dollar.
[00:17:37.600 --> 00:17:39.280]   And we saw then the...
[00:17:39.280 --> 00:17:42.800]   You remember the famous picture of the...
[00:17:42.800 --> 00:17:44.800]   Before the event of the internals of a...
[00:17:44.800 --> 00:17:45.960]   I love the space.
[00:17:45.960 --> 00:17:47.440]   I love the touch.
[00:17:47.440 --> 00:17:49.200]   With a camera in it.
[00:17:49.200 --> 00:17:53.320]   And no one knew it was Photoshop or not, but you could see the guts and the internals.
[00:17:53.320 --> 00:17:58.120]   If you compare that to the iFixit picture of the actual iPod touch as shipped, it's
[00:17:58.120 --> 00:17:59.800]   exactly the same internals.
[00:17:59.800 --> 00:18:04.040]   Not an iPhone, it's a unique, sui-generous, this is it.
[00:18:04.040 --> 00:18:08.120]   And there's a hole, there's a space right where the camera would be.
[00:18:08.120 --> 00:18:12.840]   And that's exactly where all these leaked cases had openings.
[00:18:12.840 --> 00:18:17.000]   So put all of that together, it really does seem pretty clear that Apple intended to make
[00:18:17.000 --> 00:18:18.000]   an iPod.
[00:18:18.000 --> 00:18:21.240]   Now Apple now releases it, of course, they will react to our complaints.
[00:18:21.240 --> 00:18:22.240]   We heard you.
[00:18:22.240 --> 00:18:24.040]   Oh, Steve's never had a problem with that.
[00:18:24.040 --> 00:18:25.040]   We heard you.
[00:18:25.040 --> 00:18:26.040]   No, Steve does that all the time.
[00:18:26.040 --> 00:18:31.120]   He said, "Oh, no one will ever watch video on a portable device that's small."
[00:18:31.120 --> 00:18:34.680]   No one would ever want to read a book on a device.
[00:18:34.680 --> 00:18:36.360]   I mean, he does that all the time.
[00:18:36.360 --> 00:18:37.360]   Right.
[00:18:37.360 --> 00:18:42.080]   So I just think it's insane not to have it because it's really how long before you think
[00:18:42.080 --> 00:18:43.080]   they release it?
[00:18:43.080 --> 00:18:44.080]   January.
[00:18:44.080 --> 00:18:45.080]   I bet, I bet October.
[00:18:45.080 --> 00:18:46.080]   Yeah.
[00:18:46.080 --> 00:18:47.080]   So why January?
[00:18:47.080 --> 00:18:48.080]   I think by January.
[00:18:48.080 --> 00:18:50.240]   That's why do we think they couldn't do it then?
[00:18:50.240 --> 00:18:51.240]   I mean, what was the rumor?
[00:18:51.240 --> 00:18:54.080]   The rumor was that the technology, they had chip issues.
[00:18:54.080 --> 00:18:55.080]   Yeah.
[00:18:55.080 --> 00:18:58.560]   But it wouldn't be the same chip as was in the nano or the same chip as was in the
[00:18:58.560 --> 00:19:00.160]   I think so, wouldn't you?
[00:19:00.160 --> 00:19:01.160]   You think so?
[00:19:01.160 --> 00:19:06.360]   Oh, maybe they would be saying we want something better than 640 by 480 or maybe we want something
[00:19:06.360 --> 00:19:07.360]   that might not be the same chip.
[00:19:07.360 --> 00:19:12.800]   But we aren't saying the iPhone video chip can do better than 640 by 480 though, allegedly.
[00:19:12.800 --> 00:19:15.280]   And furthermore, you would be in 7.25, right?
[00:19:15.280 --> 00:19:17.480]   Yeah, you would like to have stills.
[00:19:17.480 --> 00:19:19.840]   You'd like it to have the same, wouldn't you want it to have the same capability as
[00:19:19.840 --> 00:19:20.840]   the iPhone?
[00:19:20.840 --> 00:19:23.680]   I mean, ultimately, are you going to make, don't you want to make the touch the everything
[00:19:23.680 --> 00:19:24.840]   but the phone, right?
[00:19:24.840 --> 00:19:26.000]   Isn't that the goal?
[00:19:26.000 --> 00:19:27.840]   I think it'd be a great goal to have.
[00:19:27.840 --> 00:19:29.480]   Especially at that price.
[00:19:29.480 --> 00:19:32.760]   Well, the thing is, I think one of the problems is especially as we get into the augmented
[00:19:32.760 --> 00:19:36.320]   reality and we get into a lot of the other things, I think you're going to, you get
[00:19:36.320 --> 00:19:40.400]   into this weird situation on the app store where there's a bunch of, there's a lot of
[00:19:40.400 --> 00:19:45.240]   great applications that can work on only, you're going to start segmenting the app store
[00:19:45.240 --> 00:19:47.200]   where it doesn't work on this phone.
[00:19:47.200 --> 00:19:50.680]   Touch is working on that for, you know, and that's going to make it confusing.
[00:19:50.680 --> 00:19:55.840]   This is going to be an even huger issue when you get the, you know, the higher end iPod
[00:19:55.840 --> 00:19:59.480]   touch, the higher end new iPod touch has different internal hardware.
[00:19:59.480 --> 00:20:00.480]   Right.
[00:20:00.480 --> 00:20:03.880]   The lower end one, the higher end one, it's got all the kind of open GL integration and
[00:20:03.880 --> 00:20:08.360]   things, so you're going to end up with games that will work on the high end new iPod touch,
[00:20:08.360 --> 00:20:12.680]   but not the old or the new low end iPod touch.
[00:20:12.680 --> 00:20:17.760]   It's just, it ends up with these huge spec lists on these games as to what models specifically
[00:20:17.760 --> 00:20:21.320]   gen year revision iPods it will work on.
[00:20:21.320 --> 00:20:22.920]   It's going to get really complicated.
[00:20:22.920 --> 00:20:23.920]   I didn't know this.
[00:20:23.920 --> 00:20:27.760]   So is the 199, does it not have open GL to?
[00:20:27.760 --> 00:20:28.760]   Yes.
[00:20:28.760 --> 00:20:34.560]   The 199 is basically the old, the cut or the old touch, but with the higher storage or
[00:20:34.560 --> 00:20:40.320]   the big or the lower price, the new one has got all the fancy faster processor, the better
[00:20:40.320 --> 00:20:41.920]   graphics capability, et cetera.
[00:20:41.920 --> 00:20:46.480]   So that could have, you know, Steve, you could have made the old one not have a camera.
[00:20:46.480 --> 00:20:48.320]   It's hit that 199 price point.
[00:20:48.320 --> 00:20:53.960]   Of course, that does cause the problems you guys are talking about with too many SKUs,
[00:20:53.960 --> 00:20:56.800]   but if he, but if the price point was important, you could still have done that and still put
[00:20:56.800 --> 00:20:58.800]   a camera in the 399 one.
[00:20:58.800 --> 00:20:59.800]   In the high one.
[00:20:59.800 --> 00:21:00.800]   Yeah.
[00:21:00.800 --> 00:21:07.520]   Well, it's also, it's also possible that they're girding for future battle because the, the
[00:21:07.520 --> 00:21:13.600]   iPod touch is probably the most vulnerable item inside Apple's iPod line or in their,
[00:21:13.600 --> 00:21:15.200]   their consumer line.
[00:21:15.200 --> 00:21:19.520]   There are a lot of different devices coming up starting today and going through the holiday
[00:21:19.520 --> 00:21:24.100]   season that that the, the, the touches really going to have to compete against.
[00:21:24.100 --> 00:21:29.980]   Next week, I got a briefing on a device that cleared embargo just like less than an hour
[00:21:29.980 --> 00:21:30.980]   ago.
[00:21:30.980 --> 00:21:31.980]   So I can talk about it.
[00:21:31.980 --> 00:21:32.980]   Oh, good.
[00:21:32.980 --> 00:21:33.980]   Finally.
[00:21:33.980 --> 00:21:36.820]   A company called Arcos has a, is coming up with a new line of internet tablets.
[00:21:36.820 --> 00:21:40.300]   They have one called the Arcos five.
[00:21:40.300 --> 00:21:45.960]   Imagine an iPod touch running the, running the Android operating system, a screen that
[00:21:45.960 --> 00:21:48.100]   is about the size of a three by five card.
[00:21:48.100 --> 00:21:53.100]   So it's still very pocketable without being like ridiculously big tablet size.
[00:21:53.100 --> 00:21:58.000]   But imagine that it has every single limitation that we have to suffer from by it being an
[00:21:58.000 --> 00:21:59.980]   Apple product has been lifted.
[00:21:59.980 --> 00:22:05.380]   So it has Bluetooth, it has a USB mass storage.
[00:22:05.380 --> 00:22:08.120]   It has a built in HDMI port.
[00:22:08.120 --> 00:22:11.620]   So if I want to watch video on the train on the way home and then simply plug it into
[00:22:11.620 --> 00:22:14.760]   my TV and watch video from there, I can do that too.
[00:22:14.760 --> 00:22:16.340]   It has built in GPS.
[00:22:16.340 --> 00:22:17.340]   It doesn't.
[00:22:17.340 --> 00:22:22.220]   It, I have to, right, right now I'm double checking on the, the official, the official
[00:22:22.220 --> 00:22:27.820]   specs because sometimes I had an engineering sample to play with last week.
[00:22:27.820 --> 00:22:33.260]   And sometimes when they give you the run through, they're a little bit hazy on the details.
[00:22:33.260 --> 00:22:40.780]   I was told and wrote down, but told myself to follow up on that it's the Bluetooth will
[00:22:40.780 --> 00:22:42.620]   support an external keyboard.
[00:22:42.620 --> 00:22:44.740]   It has a USB port built into it.
[00:22:44.740 --> 00:22:49.820]   So you can attach a mass storage device to the device and all as well as plug in an external
[00:22:49.820 --> 00:22:51.300]   keyboard to it.
[00:22:51.300 --> 00:22:53.500]   It will have its own special app store.
[00:22:53.500 --> 00:22:58.980]   It will, it won't run like a Google G1 phone apps, but it is again, regular Android operating
[00:22:58.980 --> 00:22:59.980]   system.
[00:22:59.980 --> 00:23:03.300]   So you start off with every feature and every advantage of the Android operating system,
[00:23:03.300 --> 00:23:06.420]   then you add on to it the ability to write more applications.
[00:23:06.420 --> 00:23:10.780]   So it does, it's certainly not going to have the same cool range of apps that are available
[00:23:10.780 --> 00:23:12.380]   for the iPod touch.
[00:23:12.380 --> 00:23:16.740]   But again, as I'm, as I'm getting my thoughts together, walking, walking back to the train
[00:23:16.740 --> 00:23:20.020]   after this demo, I'm thinking, do I really need 10,000 apps?
[00:23:20.020 --> 00:23:24.700]   Or would I just like to have a word processor that I can touch type on?
[00:23:24.700 --> 00:23:27.340]   And what way of getting those files on and off that device?
[00:23:27.340 --> 00:23:30.780]   Yes, this doesn't have 3G built in, but that's okay because I have the MyFi.
[00:23:30.780 --> 00:23:33.900]   So that clears away the internet everywhere problem.
[00:23:33.900 --> 00:23:36.500]   Do I just want to have a couple of different media browsers?
[00:23:36.500 --> 00:23:37.500]   Yes, I do.
[00:23:37.500 --> 00:23:39.020]   Do I need to necessarily have iTunes sync?
[00:23:39.020 --> 00:23:40.020]   No, I don't.
[00:23:40.020 --> 00:23:43.140]   I just need to have the ability to copy files easily on and off.
[00:23:43.140 --> 00:23:47.580]   And I have that ability because again, it docks as a mass storage device on and on and
[00:23:47.580 --> 00:23:48.580]   on and on.
[00:23:48.580 --> 00:23:54.260]   So I was, I was a truly, yeah, see, it has, I'm sorry, I'm reading the specs.
[00:23:54.260 --> 00:23:56.180]   It does have USB 2.0 host.
[00:23:56.180 --> 00:24:00.140]   So again, I can very easily attach like a card reader to it.
[00:24:00.140 --> 00:24:03.220]   I can attach a one terabyte hard drive to it if I want to.
[00:24:03.220 --> 00:24:09.140]   I can simply travel with this and a pocket drive that has 160 gigabytes, 250, 300, 500
[00:24:09.140 --> 00:24:14.660]   gigabytes of my media files on it, just simply copy files on and off of it as I want.
[00:24:14.660 --> 00:24:18.260]   And again, there is the idea of when I got as soon as I got home, I was Googling for
[00:24:18.260 --> 00:24:23.980]   like foldable USB keyboards, foldable Bluetooth keyboards, because you know what?
[00:24:23.980 --> 00:24:27.660]   There's a reason why I carry a netbook with me oftentimes when I know I'm going to be out
[00:24:27.660 --> 00:24:32.140]   of the office for a couple of hours, is because I know I don't have any real work planned,
[00:24:32.140 --> 00:24:36.660]   but I do want to have the ability to quickly get a column out if I decide that if I get
[00:24:36.660 --> 00:24:38.700]   a piece of news, I want to react to it quickly.
[00:24:38.700 --> 00:24:41.660]   Or if an editor gets in touch with me and says, hey, we need you to make a quick fix
[00:24:41.660 --> 00:24:43.300]   to fix to this.
[00:24:43.300 --> 00:24:48.260]   If this thing in my pocket plus like a little folding keyboard, that would be even better
[00:24:48.260 --> 00:24:50.180]   than having a netbook with me.
[00:24:50.180 --> 00:24:54.340]   It's basically what it comes down to is I was right there holding this thing in my hand
[00:24:54.340 --> 00:24:57.860]   and imagining me holding like my iPod touch or my iPhone.
[00:24:57.860 --> 00:25:00.580]   On the other hand, thinking, I've got two or 300 bucks.
[00:25:00.580 --> 00:25:04.020]   I want to buy I can buy one of these two things.
[00:25:04.020 --> 00:25:07.140]   Would I necessarily go for an iPod touch?
[00:25:07.140 --> 00:25:09.020]   I don't know if I necessarily would go for it.
[00:25:09.020 --> 00:25:12.260]   It depends on what kind of software becomes available for this in two or three months
[00:25:12.260 --> 00:25:13.260]   of time.
[00:25:13.260 --> 00:25:17.700]   That's the first time that I really thought Apple could be in trouble here because again,
[00:25:17.700 --> 00:25:18.900]   this is Android.
[00:25:18.900 --> 00:25:22.300]   So it would presumably run many Android apps, right?
[00:25:22.300 --> 00:25:26.060]   Well, Android is just a core operating system.
[00:25:26.060 --> 00:25:27.060]   It won't run.
[00:25:27.060 --> 00:25:31.900]   You can't simply go to the Google phone store, for instance, and download apps from there.
[00:25:31.900 --> 00:25:36.980]   But they have I was promised that they have 300 to 400 apps already set to go.
[00:25:36.980 --> 00:25:40.700]   Not 300 developers who have promised to start a store look into it, but I'm saying that
[00:25:40.700 --> 00:25:42.220]   they're telling me, again, this is one of the things that I'm saying.
[00:25:42.220 --> 00:25:45.340]   Some of those questions were what's the price on this?
[00:25:45.340 --> 00:25:46.580]   I have to double check.
[00:25:46.580 --> 00:25:50.820]   It is within line for what the price of the iPod touches.
[00:25:50.820 --> 00:25:52.140]   It's not like a $500 thing.
[00:25:52.140 --> 00:25:53.140]   It's a free one.
[00:25:53.140 --> 00:25:58.860]   800 by 480 screen, it's running an ARM Cortex, a eight processor, which is a very fast processor.
[00:25:58.860 --> 00:26:02.340]   That's I think the same processor in the Zoom HD as I remember.
[00:26:02.340 --> 00:26:03.820]   I may be wrong on that.
[00:26:03.820 --> 00:26:09.340]   I said her megahertz processor, 128 megs of RAM and hard drive 60 to 250 gigs.
[00:26:09.340 --> 00:26:10.340]   This is very interesting.
[00:26:10.340 --> 00:26:11.340]   Isn't it?
[00:26:11.340 --> 00:26:15.140]   It has a hard drive based version and also a flash based version.
[00:26:15.140 --> 00:26:18.940]   So obviously, and like I said, it has a built in HDMI port.
[00:26:18.940 --> 00:26:20.420]   So it will work with external.
[00:26:20.420 --> 00:26:22.420]   It will work just fine with external video.
[00:26:22.420 --> 00:26:27.900]   So in a sense, this could be the I'm just if I know that the if I let's say I have a
[00:26:27.900 --> 00:26:32.020]   overnight business trip and the hotel and checking into, I know that it has a flat screen
[00:26:32.020 --> 00:26:36.900]   TV in every room with H and I can get access to the HD HDMI port.
[00:26:36.900 --> 00:26:39.100]   Maybe I would leave everything at behind at home.
[00:26:39.100 --> 00:26:43.420]   I would just simply take this in my pocket, get a portable keyboard, put that in my pocket,
[00:26:43.420 --> 00:26:47.740]   use that as a big screen monitor to do a full evening's worth of work and then just simply
[00:26:47.740 --> 00:26:51.620]   upload my stuff back into the cloud or simply save it onto a hard drive or a flash drive
[00:26:51.620 --> 00:26:54.020]   that can then use with my MacBook.
[00:26:54.020 --> 00:26:59.180]   It's a very, very intriguing device, not because it's such an incredibly slick thing, but because
[00:26:59.180 --> 00:27:03.860]   it gives you all the power that I wish I had with the iPod touch and very, very, very
[00:27:03.860 --> 00:27:04.860]   nice touch.
[00:27:04.860 --> 00:27:09.660]   The simplest, stupidest thing, the back of it actually has a little kickstand so that
[00:27:09.660 --> 00:27:12.780]   you can actually watch movies and not have to prop it up against something.
[00:27:12.780 --> 00:27:18.580]   It is a said that thing, but man, there's always all saying about if you want to find
[00:27:18.580 --> 00:27:21.780]   out if a restaurant is any good, your first stop should be in the bathroom because of
[00:27:21.780 --> 00:27:23.300]   the bathroom is clean and tidy.
[00:27:23.300 --> 00:27:27.100]   You know that they understand what's important about designing, running a restaurant.
[00:27:27.100 --> 00:27:30.180]   And I think that on a device like this, the fact that they thought, no, we have to have
[00:27:30.180 --> 00:27:34.500]   a little kickstand in the back so people can watch, watch TV, watch shows, watch programming
[00:27:34.500 --> 00:27:37.180]   on it while they're eating and while they're off-light.
[00:27:37.180 --> 00:27:41.380]   That means that, oh, that gives me a lot of good, good feelings about what they did with
[00:27:41.380 --> 00:27:42.380]   this.
[00:27:42.380 --> 00:27:43.380]   Yeah.
[00:27:43.380 --> 00:27:44.380]   So the RCOs.
[00:27:44.380 --> 00:27:45.380]   The GPS.
[00:27:45.380 --> 00:27:46.380]   They've been around for a while.
[00:27:46.380 --> 00:27:49.860]   In fact, we gave RCOs a best of CES about seven years ago or eight years ago.
[00:27:49.860 --> 00:27:52.260]   The RCOs 5 is what, $2.99 for $2.99.
[00:27:52.260 --> 00:27:54.180]   Oh, that's very interesting.
[00:27:54.180 --> 00:27:55.180]   $2.50.
[00:27:55.180 --> 00:27:56.180]   $2.50.
[00:27:56.180 --> 00:28:00.420]   And I think though, the point really of this isn't that this is the competitor is that
[00:28:00.420 --> 00:28:02.580]   there are going to be lots of competitors in this space.
[00:28:02.580 --> 00:28:04.780]   This is going to be a very crowded space.
[00:28:04.780 --> 00:28:05.780]   Yeah.
[00:28:05.780 --> 00:28:12.260]   Also, you realize the trouble that the Android operating system represents to Apple, not
[00:28:12.260 --> 00:28:15.980]   simply the fact that there's a Google phone, that there's a phone that might compete with
[00:28:15.980 --> 00:28:16.980]   the iPhone.
[00:28:16.980 --> 00:28:23.820]   I'm saying that Google is the demon who spawns other demons with which to torment Apple and
[00:28:23.820 --> 00:28:24.820]   infest the world with.
[00:28:24.820 --> 00:28:25.820]   Not just Apple.
[00:28:25.820 --> 00:28:26.820]   They're like yourself too, we might point out.
[00:28:26.820 --> 00:28:30.780]   Not just everybody, but Apple is going to feel the pinch even bigger.
[00:28:30.780 --> 00:28:34.900]   Any company that wants to create a really cool tablet or a really cool phone, they don't
[00:28:34.900 --> 00:28:38.300]   have to go out and license out a really big new operating system.
[00:28:38.300 --> 00:28:40.740]   They don't have to build a brand new operating system.
[00:28:40.740 --> 00:28:43.140]   And they also don't have to convince developers.
[00:28:43.140 --> 00:28:45.660]   Here is a brand new concept we've come up with.
[00:28:45.660 --> 00:28:49.660]   Please, please, please invest your time in learning this, this software, these, these
[00:28:49.660 --> 00:28:53.660]   software APIs, even though if this thing fails, you'll never go ahead with it.
[00:28:53.660 --> 00:28:55.660]   Yeah, again, yeah, there'll be other.
[00:28:55.660 --> 00:29:01.140]   A slight tangent, but it really feels like Android is becoming the kind of default mobile
[00:29:01.140 --> 00:29:03.940]   operating system for everything that is in Apple.
[00:29:03.940 --> 00:29:05.540]   And that's going to be huge.
[00:29:05.540 --> 00:29:06.540]   Yeah.
[00:29:06.540 --> 00:29:07.540]   Not Microsoft.
[00:29:07.540 --> 00:29:08.540]   Let me correct myself.
[00:29:08.540 --> 00:29:13.980]   The Cortex AA is in the 3GS, but it's the A11, the ARM 11 that's in the HD.
[00:29:13.980 --> 00:29:19.100]   So, but it is, it is the pre and the 3GS are using the same processor as the Sarcos.
[00:29:19.100 --> 00:29:20.100]   Yeah.
[00:29:20.100 --> 00:29:25.060]   I believe Toshiba has a new tablet.
[00:29:25.060 --> 00:29:26.060]   They made the UMPC.
[00:29:26.060 --> 00:29:27.060]   Right.
[00:29:27.060 --> 00:29:28.980]   There's new, there, well, there's a bunch of people that are making these.
[00:29:28.980 --> 00:29:30.940]   And so these, these, a lot of Dell tablets.
[00:29:30.940 --> 00:29:31.940]   They're going to do it.
[00:29:31.940 --> 00:29:32.940]   A lot of companies.
[00:29:32.940 --> 00:29:33.940]   Yeah.
[00:29:33.940 --> 00:29:38.300]   A lot of companies that are at the 7 inch multi this, it's the Journey Touch Multimedia
[00:29:38.300 --> 00:29:40.340]   tablet by Toshiba.
[00:29:40.340 --> 00:29:45.580]   And I saw this and you know, again, it's, it's in that same vein where there, you know,
[00:29:45.580 --> 00:29:46.900]   a lot of people are coming into it.
[00:29:46.900 --> 00:29:50.900]   But I think that this is pretty typical of Apple to they're not trying to be the first
[00:29:50.900 --> 00:29:51.900]   one out.
[00:29:51.900 --> 00:29:52.900]   They're always trying to figure out.
[00:29:52.900 --> 00:29:53.900]   Just the best.
[00:29:53.900 --> 00:29:54.900]   Yeah.
[00:29:54.900 --> 00:29:59.900]   Well, and the thing is, is I spent an afternoon in a, in a phone store looking at other phones,
[00:29:59.900 --> 00:30:02.660]   you know, just as a, you know, cause I was, we were talking about, you know, talking about
[00:30:02.660 --> 00:30:04.340]   it and looking at like, is there anything close?
[00:30:04.340 --> 00:30:08.900]   And the problem is, and I, I can say this on this show, is that the problem with all
[00:30:08.900 --> 00:30:10.900]   these other phones is they're designed by people who use PCs.
[00:30:10.900 --> 00:30:11.900]   Right.
[00:30:11.900 --> 00:30:15.300]   You know, the thing is that the, the interface is so, well, you'll, the archives will feel
[00:30:15.300 --> 00:30:16.300]   the same way.
[00:30:16.300 --> 00:30:18.940]   Upside down, inside out, you know, you're just like, what are they thinking?
[00:30:18.940 --> 00:30:23.220]   You know, you're just, you know, and that's the, and, and it's just, that's the primary
[00:30:23.220 --> 00:30:27.980]   problem with all of these is they, it's kind of, they just don't have any, there's no ease,
[00:30:27.980 --> 00:30:32.820]   real ease of use style that goes into the interface and that's going to kill them every
[00:30:32.820 --> 00:30:33.820]   single time.
[00:30:33.820 --> 00:30:34.900]   I mean, that's why they can't compete.
[00:30:34.900 --> 00:30:40.900]   And let's face it, the, you know, Android is designed in house by Google, which is renowned
[00:30:40.900 --> 00:30:43.500]   for having apps to grab the interfaces.
[00:30:43.500 --> 00:30:44.500]   Yeah.
[00:30:44.500 --> 00:30:45.500]   Yeah.
[00:30:45.500 --> 00:30:46.500]   That's the people that work at Google about.
[00:30:46.500 --> 00:30:51.940]   I mean, I mean, you know, it's my, my wife always said, you're not going to read the, the
[00:30:51.940 --> 00:30:53.860]   shampoo reviews and consumer reports are you.
[00:30:53.860 --> 00:30:56.300]   That's a bunch of engineers who use soap to watch their hair.
[00:30:56.300 --> 00:31:00.100]   You know, there's just, it's, there's certain standards that are, you know, that, that are
[00:31:00.100 --> 00:31:01.100]   different.
[00:31:01.100 --> 00:31:02.300]   And that's what they lie.
[00:31:02.300 --> 00:31:06.460]   And I think that that's why the iPod rolled over everyone because it had a great interface,
[00:31:06.460 --> 00:31:07.460]   a simple interface.
[00:31:07.460 --> 00:31:08.460]   Now it's easy to get to everything.
[00:31:08.460 --> 00:31:12.060]   I'm going to raise it even bigger than the point before we move off this.
[00:31:12.060 --> 00:31:17.140]   I, I use this thing for about a half an hour and the interface again, it certainly wasn't
[00:31:17.140 --> 00:31:21.740]   more elegant than the iPod or the iPhones, but it was good enough.
[00:31:21.740 --> 00:31:22.740]   Okay.
[00:31:22.740 --> 00:31:28.660]   And Apple can get steamrolled by the rest of the market by, by going after perfection,
[00:31:28.660 --> 00:31:31.540]   when 95% of the market just wants good enough.
[00:31:31.540 --> 00:31:34.900]   They want the features they want, but they want a price they want and they want it to
[00:31:34.900 --> 00:31:36.260]   be useful enough.
[00:31:36.260 --> 00:31:38.580]   But the problem is that's what that, that was the argument.
[00:31:38.580 --> 00:31:40.100]   That was the argument with the iPod.
[00:31:40.100 --> 00:31:43.500]   That was the argument with the iPhone that was always like people just went good enough.
[00:31:43.500 --> 00:31:47.460]   And now you walk around in San Francisco and everyone in their brother has an iPhone and
[00:31:47.460 --> 00:31:51.780]   you know, the iPod, which was much more expensive than its competitors when it came out, crushed
[00:31:51.780 --> 00:31:55.780]   them because it was a, it was a better interface, you know, and the thing, you know, that's
[00:31:55.780 --> 00:31:57.020]   the issue.
[00:31:57.020 --> 00:31:58.780]   The iPod wasn't just about the iPod.
[00:31:58.780 --> 00:32:03.700]   It was about the iPod and the iTunes store, the only digital music marketplace that would
[00:32:03.700 --> 00:32:06.180]   work with this player and vice versa.
[00:32:06.180 --> 00:32:10.140]   The iPhone, well, it's had a lot of success, but it hasn't crushed BlackBerry.
[00:32:10.140 --> 00:32:12.980]   It hasn't crushed all of their opposition.
[00:32:12.980 --> 00:32:16.980]   And they've done a very good job of it and they've carved out a very, very good market
[00:32:16.980 --> 00:32:17.980]   for themselves.
[00:32:17.980 --> 00:32:18.980]   Can I take it?
[00:32:18.980 --> 00:32:21.780]   But it's not that they've heard themselves and realize that this is the first, this is
[00:32:21.780 --> 00:32:27.620]   the first type of device that has been made to compete with something like the touch.
[00:32:27.620 --> 00:32:31.540]   It was something that really hit home with me just last week because I'm, again, I've
[00:32:31.540 --> 00:32:37.740]   deepened thought after, after playing with this device that Apple, it happened with the
[00:32:37.740 --> 00:32:42.020]   Macintosh that they had a perfect, elegant, wonderful, useful solution.
[00:32:42.020 --> 00:32:44.980]   And then it took a few years for everybody to figure out, okay, well, here's how do we
[00:32:44.980 --> 00:32:49.020]   get the really good key features out of this and make it in a solution that is, once again,
[00:32:49.020 --> 00:32:53.300]   good enough that will be cheap, effective, and will serve the needs of most people.
[00:32:53.300 --> 00:32:55.260]   And then Apple got hammered from it.
[00:32:55.260 --> 00:32:57.380]   Can I take a day out?
[00:32:57.380 --> 00:33:00.700]   They also, they also lost Steve Jobs, but this, I mean, this is a, there's a real potential
[00:33:00.700 --> 00:33:03.180]   here for Apple to start to lose the card here.
[00:33:03.180 --> 00:33:07.980]   Can I take a step back though and ask a question and you guys can shout me down if you want?
[00:33:07.980 --> 00:33:11.420]   I still don't know if the tablet is going to take the world by storm.
[00:33:11.420 --> 00:33:13.380]   I don't know if this is a form factor the world wants.
[00:33:13.380 --> 00:33:15.260]   I know you, you, you want it, Alex.
[00:33:15.260 --> 00:33:18.540]   I think I'm not convinced that I've seen these devices before.
[00:33:18.540 --> 00:33:22.580]   Archos has been making, you know, this kind of product for a long time.
[00:33:22.580 --> 00:33:23.940]   Well, I don't think it's never taken on.
[00:33:23.940 --> 00:33:26.260]   I think by itself, it's not it.
[00:33:26.260 --> 00:33:29.980]   Again, I think it goes right back to what Andy said is that, you know, it's the mixture
[00:33:29.980 --> 00:33:35.820]   of the tablet with iTunes, the iTunes store with, you know, an app development, a mature
[00:33:35.820 --> 00:33:37.100]   app development pipeline.
[00:33:37.100 --> 00:33:40.340]   It's not going to be the same, exactly the same, but I bet you it'll be very, very similar
[00:33:40.340 --> 00:33:45.300]   to either OS 10 or iPhone production, which means tons of app developers.
[00:33:45.300 --> 00:33:49.100]   And this is missing for all these other guys is there's no app store.
[00:33:49.100 --> 00:33:53.620]   When they open up that iPad, there will be a thousand applications available in 30 days.
[00:33:53.620 --> 00:33:57.460]   You know, and that's the, you know, for that iPad, I know we're going to write R3.
[00:33:57.460 --> 00:34:01.700]   You know, and so I'm still, I know I'm alone in this.
[00:34:01.700 --> 00:34:03.500]   I'm just skeptical about this whole category.
[00:34:03.500 --> 00:34:05.060]   I can see the whole thing flopping.
[00:34:05.060 --> 00:34:08.780]   I mean, I think where this gets really, where you can say, you know, can I will dominate
[00:34:08.780 --> 00:34:11.860]   these markets or not on whether good enough is good enough.
[00:34:11.860 --> 00:34:15.220]   And it's all, you know, eventually comes down to a factor of price.
[00:34:15.220 --> 00:34:20.420]   I wonder if we'll eventually see in the kind of medium to long term what we see in the
[00:34:20.420 --> 00:34:26.500]   cell phone market, which is that I mean, certainly over here because every phone, every
[00:34:26.500 --> 00:34:31.260]   cell phone that's bought in England is basically given away in exchange for the two year kind
[00:34:31.260 --> 00:34:34.100]   of service contract.
