
[00:00:00.000 --> 00:00:04.200]   This week on Mac Break Weekly, Leo's away so we get to play.
[00:24:40.800 --> 00:24:43.800]   And so ILM just kind of gave them all the things that this is what we wanted to look like.
[00:24:43.800 --> 00:24:46.800]   This is how we wanted to work, everything else. And so they built it that way.
[00:24:46.800 --> 00:24:54.800]   And so if you are a big facility, Maya is perfect because it has all the things that coders can drop onto because ILM didn't want an all-in-one.
[00:24:54.800 --> 00:25:01.800]   ILM wanted a core app that they could add onto with code and everything else.
[00:25:01.800 --> 00:25:05.800]   And so if you want to customize everything and do the muscles and do everything else, Maya is perfect.
[00:25:05.800 --> 00:25:11.800]   If you're an average person that wants to just use a 3D product, it is not perfect, not even useful.
[00:25:11.800 --> 00:25:20.800]   So when they say that they worked on Star Wars with that, they didn't mean that they worked on it with a guy in his garage.
[00:25:20.800 --> 00:25:24.800]   They had army of programmers that built a bunch of custom plugins.
[00:25:24.800 --> 00:25:26.800]   And it works perfectly for that.
[00:25:26.800 --> 00:25:34.800]   But so you have to be careful of only getting one side of the product.
[00:25:34.800 --> 00:25:37.800]   So I think that they have to bring in a lot of people.
[00:25:37.800 --> 00:25:47.800]   And I think that Apple, like everybody else that develops hardware and software, the more they can get professionals banging on it and giving them feedback, the more it's going to be useful for all of us.
[00:25:47.800 --> 00:25:50.800]   And the engineers oftentimes won't. They just say, "Don't touch that button."
[00:25:50.800 --> 00:25:52.800]   Or, "I don't know why you did that."
[00:25:52.800 --> 00:25:59.800]   So our job as artists is to sit there and give them feedback of, "Hey, I know that it's going to be harder to do it this way, but it really needs..."
[00:25:59.800 --> 00:26:06.800]   And Apple is probably one of the best companies to work with in that area because they're focused on interface.
[00:26:06.800 --> 00:26:09.800]   I mean, everybody's focused on interface because the future now is interface.
[00:26:09.800 --> 00:26:14.800]   I mean, everything, it doesn't matter how useful your product is if people can't find the right...
[00:26:14.800 --> 00:26:16.800]   If there's too many buttons, I mean, it's really gotten down to that.
[00:26:16.800 --> 00:26:23.800]   You have to figure out how you get rid of... how you get the UX out of your way.
[00:26:23.800 --> 00:26:29.800]   And so the... and Apple is probably the best in the world at getting the UX out of the way.
[00:26:29.800 --> 00:26:31.800]   You know, in my opinion.
[00:26:31.800 --> 00:26:37.800]   So I think that that's a lot of what they're working on. And the culture makes it easier, I think, in a lot of ways for them to do that.
[00:26:37.800 --> 00:26:39.800]   What do you want to do?
[00:26:39.800 --> 00:26:47.800]   In that case, does that mean... I mean, so for talking about Apple being really great at getting the UX out of the way,
[00:26:47.800 --> 00:26:59.800]   doesn't that sort of seem like, well, maybe there is a future that combines iOS and Mac OS so that the average user can integrate between Mac and iPhone and iPad much easier?
[00:26:59.800 --> 00:27:08.800]   I actually don't see Apple ever going complete combo software across all their devices,
[00:27:08.800 --> 00:27:16.800]   but I'm encouraged by the thought that Apple will take into consideration the Mac operating system
[00:27:16.800 --> 00:27:24.800]   and the iPhone iPad operating system and finding a way to make those interfaces work together seamlessly,
[00:27:24.800 --> 00:27:29.800]   not removing features from one or adding features to another,
[00:27:29.800 --> 00:27:34.800]   but just making the operating systems flow more easily, which I think they're already doing.
[00:27:34.800 --> 00:27:44.800]   Every operating system update that we get brings the two operating systems for mobile and for desktop closer and closer together.
[00:27:44.800 --> 00:27:47.800]   And maybe that's what that means.
[00:27:47.800 --> 00:27:52.800]   Maybe merging Mac OS and iOS doesn't mean literally turning them into one operating system,
[00:27:52.800 --> 00:27:57.800]   but merging their interfaces so that they are more complimentary of each other.
[00:27:57.800 --> 00:28:04.800]   I wouldn't be surprised of seeing something that might look like a virtual environment where the iOS worked inside the Mac.
[00:28:04.800 --> 00:28:07.800]   I think it's very unlikely that the Mac will work inside the iOS devices,
[00:28:07.800 --> 00:28:12.800]   but I think that I could definitely see being able to open iOS devices on a Mac
[00:28:12.800 --> 00:28:15.800]   and run them in possibly a virtual environment that might go full-screen,
[00:28:15.800 --> 00:28:18.800]   and I think that could also open the possibility for touch screens,
[00:28:18.800 --> 00:28:20.800]   where it works when you do the iOS stuff.
[00:28:20.800 --> 00:28:24.800]   Maybe Apple doesn't want to have it work with the Mac OS stuff, or maybe they do.
[00:28:24.800 --> 00:28:30.800]   We're now seeing that process building up, but I think that we're getting closer and closer to touch screens
[00:28:30.800 --> 00:28:36.800]   when we see what the last update to the iWork tools were.
[00:28:36.800 --> 00:28:41.800]   But I think that, again, to agree with you, I think that there is a merge,
[00:28:41.800 --> 00:28:44.800]   but I think that it's iOS opening up on a Mac OS.
[00:28:44.800 --> 00:28:47.800]   To be honest with you, if you're trying to get rid of Mac OS for the consumer,
[00:28:47.800 --> 00:28:48.800]   that's the way you do it.
[00:28:48.800 --> 00:28:50.800]   They buy something on iOS, they can use it on their Mac,
[00:28:50.800 --> 00:28:52.800]   they can't bring their Mac to their iOS.
[00:28:52.800 --> 00:28:55.800]   It's going to have people continually using more and more iOS.
[00:28:55.800 --> 00:29:04.800]   I do agree with the other comments that I think that Apple is not going to probably get rid of Mac OS anytime soon,
[00:29:04.800 --> 00:29:08.800]   but I do think it may be relegated to the high-end user.
[00:29:08.800 --> 00:29:10.800]   What about an abstraction layer?
[00:29:10.800 --> 00:29:11.800]   Sorry, go ahead, Andy.
[00:29:11.800 --> 00:29:15.800]   Just quickly, I don't think that Apple would ever do an emulation layer,
[00:29:15.800 --> 00:29:17.800]   or something where you could run iOS apps inside Mac.
[00:29:17.800 --> 00:29:23.800]   I do think that the rumors that we're having about how Xcode is going to be supporting having shared libraries
[00:29:23.800 --> 00:29:27.800]   and basically one project that you can then spit out for Mac and iOS.
[00:29:27.800 --> 00:29:31.800]   I think that's a natural flow for Apple.
[00:29:31.800 --> 00:29:37.800]   It's also worrying for, again, people who are worried about Mac consumer hardware,
[00:29:37.800 --> 00:29:42.800]   because it'd be one of my favorite apps for any platform ever since I was 10 years old,
[00:29:42.800 --> 00:29:44.800]   is Scrivener, the wonderful word processor.
[00:29:44.800 --> 00:29:52.800]   And literature and latte spent so much time and effort producing an iOS version of a very, very polished,
[00:29:52.800 --> 00:29:55.800]   what was already very polished, Mac app.
[00:29:55.800 --> 00:29:58.800]   And I could definitely see, let's say, in five years' time,
[00:29:58.800 --> 00:30:05.800]   there being a sort of a developer workflow where you essentially build what is 80% an iOS app,
[00:30:05.800 --> 00:30:09.800]   20% a Mac OS app, because you're essentially targeting,
[00:30:09.800 --> 00:30:12.800]   you're mostly targeting iPad users and iPhone users,
[00:30:12.800 --> 00:30:17.800]   and then you can decide how to make that iOS app work well as a consumer level Mac app,
[00:30:17.800 --> 00:30:24.800]   because that way benefits users because they will be able to switch from one to the other very, very quickly.
[00:30:24.800 --> 00:30:27.800]   But also, I think that's where things are going.
[00:30:27.800 --> 00:30:30.800]   I'll just, I'll backpedal in one way, though.
[00:30:30.800 --> 00:30:35.800]   It's actually a line from that interview that we started talking about with Tim Cook,
[00:30:35.800 --> 00:30:42.800]   saying that he uses Mac in the office and iOS devices, iPads when he's out of the office.
[00:30:42.800 --> 00:30:47.800]   Okay, well, yeah, duh, he's going to be running Windows on his office machine.
[00:30:47.800 --> 00:30:50.800]   But the thing that reminded me that I'd overlook something,
[00:30:50.800 --> 00:30:55.800]   that of course Apple is going to be using Macs internally,
[00:30:55.800 --> 00:30:59.800]   so if they're going to eat their own dog food, they're going to make sure it's at least high quality dog food.
[00:30:59.800 --> 00:31:01.800]   So that's the reason for hope.
[00:31:01.800 --> 00:31:05.800]   >> So what I was thinking about, though, is we go a little bit more into the future.
[00:31:05.800 --> 00:31:09.800]   You have an abstraction layer where you have sort of an AI-based operating system.
[00:31:09.800 --> 00:31:14.800]   I've been talking about this on vector with Brian Romley, who's a big voice first advocate,
[00:31:14.800 --> 00:31:18.800]   and then you have something that is like Siri OS,
[00:31:18.800 --> 00:31:22.800]   and not the current Siri we have today, the Tormans Justin is a butt of every internet joke,
[00:31:22.800 --> 00:31:27.800]   but a product that is like Siri, that is a contextual interface,
[00:31:27.800 --> 00:31:29.800]   it's a voice interface.
[00:31:29.800 --> 00:31:33.800]   There's probably some sort of tactile interfaces that are happening because we have things like Siri Touch now,
[00:31:33.800 --> 00:31:38.800]   and we have many more ways to communicate with the computer than we did when the original gooies came up.
[00:31:38.800 --> 00:31:44.800]   So you have some sort of operating system, just like OS 10, Mac OS 10, supplanted system,
[00:31:44.800 --> 00:31:47.800]   you know, the old Mac OS system interfaces.
[00:31:47.800 --> 00:31:50.800]   And just like iOS came after a bunch of operating systems,
[00:31:50.800 --> 00:31:52.800]   it seems feasible that there will be something that replaces them,
[00:31:52.800 --> 00:31:56.800]   and I think it'll be that same kind of, it won't be one becoming the other,
[00:31:56.800 --> 00:32:01.800]   it won't be that same kind of generational leap where we just get a whole new paradigm for interface,
[00:32:01.800 --> 00:32:06.800]   along with all the stuff that is, and AR screens and whatever it takes to power that.
[00:32:06.800 --> 00:32:14.800]   Yeah, it's the thing that I think one of the things that defines consumer orientation versus poor orientation
[00:32:14.800 --> 00:32:19.800]   is that consumers are more easy to, their behavior is easier to predict,
[00:32:19.800 --> 00:32:24.800]   their needs are easier to sort of figure out, which means that they have,
[00:32:24.800 --> 00:32:28.800]   are such a wonderful target for improving things via AI,
[00:32:28.800 --> 00:32:31.800]   basically to watch what you're doing day after day after day,
[00:32:31.800 --> 00:32:35.800]   and suddenly you find that your dashboard contains the project that you're working on,
[00:32:35.800 --> 00:32:39.800]   or it contains the report that you tend to turn to every Wednesday,
[00:32:39.800 --> 00:32:44.800]   or if it sees that there's a meeting on your calendar or a phone briefing,
[00:32:44.800 --> 00:32:48.800]   it knows that here are the documents that are related to the project you're going to be talking about.
[00:32:48.800 --> 00:32:53.800]   That's the sort of stuff where they could really, really put some high Tabasco
[00:32:53.800 --> 00:32:57.800]   on the consumer experience, and just quickly in passing,
[00:32:57.800 --> 00:33:01.800]   remember that there are people who have vision impairments
[00:33:01.800 --> 00:33:07.800]   for whom the ability to simply express a clear intent with a few number of words,
[00:33:07.800 --> 00:33:11.800]   and have that translated to what would be a series of clicks on buttons
[00:33:11.800 --> 00:33:13.800]   and a lot of voiceovers and a lot of keyboard actions,
[00:33:13.800 --> 00:33:20.800]   that's another reason why AI is going to be floating a lot of boats in the harbor at the same time.
[00:33:20.800 --> 00:33:24.800]   So there's a ton more to talk about, but before we do,
[00:33:24.800 --> 00:33:28.800]   I want to check in with Leo, I want to see what he's up to, I want to see what he is talking about.
[00:33:28.800 --> 00:33:33.800]   Our show today brought to you by Zip Recruiter, what a lifesaver, what a lifeline Zip Recruiter is.
[00:33:33.800 --> 00:33:37.800]   If you're the person in charge of hiring at your company,
[00:33:37.800 --> 00:33:42.800]   I was when we used Zip Recruiter the first time, it's a lifesaver.
[00:33:42.800 --> 00:33:48.800]   Zip Recruiter, the first reason we used it was because it posted our job listening
[00:33:48.800 --> 00:33:54.800]   to 100+ job boards and social networks, which means our listing went to the most possible people.
[00:33:54.800 --> 00:33:57.800]   But in the intervening years, since we first started using Zip Recruiter,
[00:33:57.800 --> 00:34:02.800]   they've gotten better and better now, they do something I don't think anybody else does.
[00:34:02.800 --> 00:34:05.800]   They go out and find the right people for you.
[00:34:05.800 --> 00:34:09.800]   See, Zip Recruiter has access to tens of millions of current resumes.
[00:34:09.800 --> 00:34:14.800]   They built a platform that finds the right job candidates for you.
[00:34:14.800 --> 00:34:17.800]   They learn what you're looking for as Zip Recruiter identifies people
[00:34:17.800 --> 00:34:22.800]   with the right experience and then says, "Hey, Leo's got a job."
[00:34:22.800 --> 00:34:24.800]   Invites them to apply.
[00:34:24.800 --> 00:34:30.800]   These invitations have absolutely changed how you find the next hire for your company.
[00:34:30.800 --> 00:34:35.800]   It's huge. In fact, it's so successful that 80% of employers get this.
[00:34:35.800 --> 00:34:38.800]   80% of employers are supposed to job a Zip Recruiter.
[00:34:38.800 --> 00:34:43.800]   Get a quality candidate through the site in less than a day.
[00:34:43.800 --> 00:34:44.800]   Less than a day.
[00:34:44.800 --> 00:34:48.800]   Imagine if tomorrow you've got the perfect person for that opening.
[00:34:48.800 --> 00:34:50.800]   And Zip Recruiter doesn't stop there.
[00:34:50.800 --> 00:34:54.800]   They even, you know, all the applications flow into the Zip Recruiter interface
[00:34:54.800 --> 00:34:58.800]   where it's easy to screen and rank and hire the right person fast,
[00:34:58.800 --> 00:35:01.800]   but they also will spotlight the strongest applications.
[00:35:01.800 --> 00:35:03.800]   They'll say, "Oh, you should look at this one."
[00:35:03.800 --> 00:35:05.800]   It's like you have this great assistant.
[00:35:05.800 --> 00:35:06.800]   You'll never miss a great match.
[00:35:06.800 --> 00:35:08.800]   The right candidates are out there.
[00:35:08.800 --> 00:35:10.800]   Zip Recruiter is how you find them.
[00:35:10.800 --> 00:35:14.800]   Businesses of all sizes from ours to Ford, to Volkswagen,
[00:35:14.800 --> 00:35:16.800]   they've all trusted Zip Recruiter for their hiring needs.
[00:35:16.800 --> 00:35:20.800]   Right now, you can try Zip Recruiter absolutely free, free,
[00:35:20.800 --> 00:35:23.800]   when you go to ziprecruiter.com/macbreak.
[00:35:23.800 --> 00:35:27.800]   ziprecruiter.com/macbreak.
[00:35:27.800 --> 00:35:30.800]   Zip Recruiter is the smartest way to hire.
[00:35:30.800 --> 00:35:33.800]   Ziprecruiter.com/macbreak.
[00:35:33.800 --> 00:35:36.800]   And now I return you to Mac Break Weekly.
[00:35:36.800 --> 00:35:38.800]   Already in progress.
[00:35:38.800 --> 00:35:40.800]   No, it's not a bug.
[00:35:40.800 --> 00:35:41.800]   It's not an error.
[00:35:41.800 --> 00:35:43.800]   Leo is on vacation, so I am hosting this week.
[00:35:43.800 --> 00:35:47.800]   The inmates are running the asylum, joining me Andy Ennaco
[00:35:47.800 --> 00:35:51.800]   from the Chicago Sun Times, Alex Lindsey from the Pixelcore,
[00:35:51.800 --> 00:35:55.800]   Lori Gill from IMOR, and we are talking about all things Apple.
[00:35:55.800 --> 00:35:59.800]   And since it is earnings season, the numbers are also almost upon us.
[00:35:59.800 --> 00:36:04.800]   It is also silly season, and we have to deal once again with reports that say,
[00:36:04.800 --> 00:36:09.800]   for example, Apple is earning one third of the profit of all mobile devices,
[00:36:09.800 --> 00:36:12.800]   and nobody is buying iPhones.
[00:36:12.800 --> 00:36:16.800]   And every time Andy, I have to try to figure out how to reconcile all these reports.
[00:36:16.800 --> 00:36:22.800]   I don't know which ones are stock manipulation, which ones are people trying to make really smart guesses,
[00:36:22.800 --> 00:36:27.800]   which ones are just being caught in between different waves of Apple orders.
[00:36:27.800 --> 00:36:29.800]   But it really does happen every season.
[00:36:29.800 --> 00:36:33.800]   We get to this quarter, which is after the holiday quarter,
[00:36:33.800 --> 00:36:38.800]   and it seems like the numbers get thrown in a blender and everyone sticks their hands in after them.
[00:36:38.800 --> 00:36:42.800]   Yeah, I've almost given up on trying to figure out what any of that means.
[00:36:42.800 --> 00:36:47.800]   I really think that the stock market collectively is like a game of rock paper scissors,
[00:36:47.800 --> 00:36:55.800]   where it's not based on your next move is not based on any actual hard empirical data.
[00:36:55.800 --> 00:36:56.800]   It can't be.
[00:36:56.800 --> 00:37:00.800]   It has to be based on what you think the other players are going to do for the next move.
[00:37:00.800 --> 00:37:04.800]   And so you see a lot of these articles coming up that is a lot of, well, okay,
[00:37:04.800 --> 00:37:07.800]   he opened with rock and then he lost paper.
[00:37:07.800 --> 00:37:09.800]   So he's probably going to open with whatever is going to kill paper.
[00:37:09.800 --> 00:37:13.800]   And that's why people who are being paid to be analysts like this,
[00:37:13.800 --> 00:37:17.800]   they have to figure out what is going to move people to either buy or sell.
[00:37:17.800 --> 00:37:25.800]   And also to be a little bit less contemptuous of analysts,
[00:37:25.800 --> 00:37:29.800]   they each represent a different point of view of what's important to the bottom line,
[00:37:29.800 --> 00:37:34.800]   what's important to the health of the company is that they are selling an amazing amount of iPhone.
[00:37:34.800 --> 00:37:36.800]   So they're incredibly healthy, what a wonderful company.
[00:37:36.800 --> 00:37:39.800]   Another one might feel as though with the data in front of them,
[00:37:39.800 --> 00:37:42.800]   they're selling a hell of a lot of iPhones, but they're not paying attention to other parts of the business
[00:37:42.800 --> 00:37:44.800]   that they're going to need in the next five years.
[00:37:44.800 --> 00:37:47.800]   So I don't think that's a good piece of data.
[00:37:47.800 --> 00:37:51.800]   So long as you don't try to, as long as you're not trying to get clicks on a web page
[00:37:51.800 --> 00:37:57.800]   or you're not trying to fund your retirement, you're 67 years old,
[00:37:57.800 --> 00:38:02.800]   you just start investing last year and you desperately need to make a million dollars in the next year,
[00:38:02.800 --> 00:38:06.800]   I think you can really just ignore all this stuff.
[00:38:06.800 --> 00:38:09.800]   That's a really good way to address it.
[00:38:09.800 --> 00:38:13.800]   There's always talk about Apple and the stock market, Apple earnings,
[00:38:13.800 --> 00:38:17.800]   how many phones they've sold, whether or not they're doing better or worse than their previous quarter.
[00:38:17.800 --> 00:38:21.800]   And I kind of get a little glossy item on that stuff.
[00:38:21.800 --> 00:38:25.800]   I don't care what their profits are, I care about whether or not they're making a good product
[00:38:25.800 --> 00:38:28.800]   and whether or not I want to buy the next good product.
[00:38:28.800 --> 00:38:31.800]   And if they do put out something that I'm not interested in,
[00:38:31.800 --> 00:38:36.800]   I don't assume that that means that the company's going to just crumble and go out of business.
[00:38:36.800 --> 00:38:40.800]   I just assume, well, they didn't appeal to me this time, maybe next time.
[00:38:40.800 --> 00:38:45.800]   So when it comes to stocks and earnings and units pushed,
[00:38:45.800 --> 00:38:50.800]   I have a very low interest of that information.
[00:38:50.800 --> 00:38:54.800]   It's interesting to me because the iPhone X is the most expensive iPhone Apple's ever made.
[00:38:54.800 --> 00:38:59.800]   And so they could sell less of them and still make as much, if not more money,
[00:38:59.800 --> 00:39:01.800]   off the ones that they sell.
[00:39:01.800 --> 00:39:05.800]   There also, Apple is probably not going to keep the iPhone X around next year
[00:39:05.800 --> 00:39:06.800]   because it's expensive to make.
[00:39:06.800 --> 00:39:09.800]   So like with the iPhone 5, they might replace it with something else.
[00:39:09.800 --> 00:39:14.800]   An iPhone 5C, but in this case, an LED version of the iPhone X design,
[00:39:14.800 --> 00:39:17.800]   while introducing a new one, but instead of the iPhone 5S,
[00:39:17.800 --> 00:39:22.800]   we'll get these two sizes of iPhone 11 or like X1 or whatever the hell they want to call it.
[00:39:22.800 --> 00:39:25.800]   And all of those give ripples throughout the supply chain.
[00:39:25.800 --> 00:39:29.800]   And those ripples are orders for the exact parts that make the iPhone X disappear,
[00:39:29.800 --> 00:39:36.800]   but orders for the parts that make the iPhone 11 or the LED version of the iPhone X start to appear.
[00:39:36.800 --> 00:39:38.800]   And those may or may not be from the same companies,
[00:39:38.800 --> 00:39:42.800]   or next generation versions of sensors may or may not be from the same suppliers
[00:39:42.800 --> 00:39:44.800]   or use the same components.
[00:39:44.800 --> 00:39:48.800]   And that's why I think Tim Cook was spot on when he said, and again, in my experience,
[00:39:48.800 --> 00:39:52.800]   very candid that looking at one or two data points on a supply chain,
[00:39:52.800 --> 00:39:56.800]   it's very hard to extrapolate these big product decisions from it.
[00:39:56.800 --> 00:40:02.800]   But I think that's what we get here is we get sort of the sum of all the linear reads
[00:40:02.800 --> 00:40:07.800]   on the component news that we can because everyone is sort of desperate
[00:40:07.800 --> 00:40:10.800]   to fill the cycle until Apple releases actual numbers.
[00:40:10.800 --> 00:40:16.800]   There is something that's really valuable though, is I don't care about all the articles
[00:40:16.800 --> 00:40:18.800]   about the buildup.
[00:40:18.800 --> 00:40:22.800]   I really, really care about the call that Tim Cook has to make,
[00:40:22.800 --> 00:40:26.800]   because this isn't this has two things that you don't normally get to see.
[00:40:26.800 --> 00:40:30.800]   Number one, anything that he says in this conversation,
[00:40:30.800 --> 00:40:35.800]   there is a legally binding component to it so that if he misleads or if he fudges
[00:40:35.800 --> 00:40:37.800]   or if he says something that's a little bit indirect,
[00:40:37.800 --> 00:40:39.800]   there are repercussions for it.
[00:40:39.800 --> 00:40:44.800]   So if he says something in this, that language, even when he's saying something off the cuff,
[00:40:44.800 --> 00:40:48.800]   it has to be really, you have to be able to take that at face value.
[00:40:48.800 --> 00:40:52.800]   And secondly, you have an opportunity for the,
[00:40:52.800 --> 00:40:57.800]   you almost never see a chance where there is just an open Q&A between Tim Cook
[00:40:57.800 --> 00:40:59.800]   and just a room full of people.
[00:40:59.800 --> 00:41:03.800]   And so when analysts have the chance with a take questions at the end,
[00:41:03.800 --> 00:41:08.800]   once again, you can ask him any question and he has to answer truthfully or
[00:41:08.800 --> 00:41:13.800]   weigh the impact of saying, I'm not going to answer that in this venue at this time.
[00:41:13.800 --> 00:41:17.800]   So that's the sort of stuff that's interesting to journalists.
[00:41:17.800 --> 00:41:20.800]   It's interesting to nerds like me and it's interesting to people who are
[00:41:20.800 --> 00:41:23.800]   considering buying hardware in the next six to eight months.
[00:41:23.800 --> 00:41:28.800]   >> One of the things you mentioned, Laurie, was how, like you care mostly about how much you like the product
[00:41:28.800 --> 00:41:32.800]   and Ben Beherin of Tech Pinyons and Creative Strategies put out a survey,
[00:41:32.800 --> 00:41:38.800]   the results of a survey where Apple got 97% customer satisfaction rating.
[00:41:38.800 --> 00:41:40.800]   People were satisfied with the product.
[00:41:40.800 --> 00:41:43.800]   He said that was one or two points below what Apple had gotten from a different supplier,
[00:41:43.800 --> 00:41:46.800]   but you know, you ask different questions, you get different results.
[00:41:46.800 --> 00:41:51.800]   But the number that surprised him that he said stood out was that 85% were very satisfied
[00:41:51.800 --> 00:41:54.800]   with iPhone 10 and that's not a number.
[00:41:54.800 --> 00:41:58.800]   That was a number that was impressive enough that it really stood out for him.
[00:41:58.800 --> 00:42:03.800]   >> Being an iPhone 10 owner, that actually doesn't surprise me because that,
[00:42:03.800 --> 00:42:08.800]   the iPhone 10 is actually, for the first time in all of the different iPhones I've ever owned,
[00:42:08.800 --> 00:42:12.800]   it's the first one that really affected me when I got it.
[00:42:12.800 --> 00:42:17.800]   I've always been excited about the next iPhone and really enjoyed kind of playing with them
[00:42:17.800 --> 00:42:23.800]   and learning all of their new little tricks, but the iPhone 10 immediately became this
[00:42:23.800 --> 00:42:29.800]   comfort level for me that I've never experienced before in any kind of technology.
[00:42:29.800 --> 00:42:37.800]   So I'm actually not surprised to hear that it was such, it got such a high, very satisfied rating.
[00:42:37.800 --> 00:42:45.800]   My own personal experience was just amazing, my own feelings about using the iPhone 10
[00:42:45.800 --> 00:42:47.800]   versus the iPhone 7 Plus at the time.
[00:42:47.800 --> 00:42:50.800]   So there you go, it really makes a lot of sense.
[00:42:50.800 --> 00:42:56.800]   I think a lot of it has to do with the gestures on the interface,
[00:42:56.800 --> 00:43:03.800]   taking away that home button and replacing it with gestures really made a difference for me
[00:43:03.800 --> 00:43:07.800]   about how I felt comfortable using the device.
[00:43:07.800 --> 00:43:13.800]   >> I'm always just amazed at how Apple is skilled at taking a phone that I'm perfectly happy with
[00:43:13.800 --> 00:43:15.800]   and ruining it and I have to get a new phone.
[00:43:15.800 --> 00:43:17.800]   I'm just like, how do they do that?
[00:43:17.800 --> 00:43:19.800]   I mean, I was totally fine with my 7.
[00:43:19.800 --> 00:43:21.800]   I was like, "Oh, great, so great and everything else."
[00:43:21.800 --> 00:43:23.800]   And then I got a new phone.
[00:43:23.800 --> 00:43:26.800]   I saw the phone and I had to have it and I bought it and then it was great.
[00:43:26.800 --> 00:43:29.800]   And I look back on the other phone, which I still use as a backup.
[00:43:29.800 --> 00:43:32.800]   And I was like, "Oh, this is horrible."
[00:43:32.800 --> 00:43:34.800]   >> Oh, this ugly monster.
[00:43:34.800 --> 00:43:36.800]   How could they even put that in my face?
[00:43:36.800 --> 00:43:42.800]   >> Well, I do admit, there are holes in the iPhone 10 as far as when it gets into trouble,
[00:43:42.800 --> 00:43:46.800]   like getting it to restart and doing some of the other stuff is not quite as clean.
[00:43:46.800 --> 00:43:50.800]   There are times when it just kind of locks up and it just will not go anywhere.
[00:43:50.800 --> 00:43:54.800]   It's only happened a couple of times, but I realized that's the one time I missed the button
[00:43:54.800 --> 00:43:57.800]   because I just felt like there was some kind of mechanical way to talk to it.
[00:43:57.800 --> 00:43:59.800]   >> You have to ask Siri to change apps and then it snaps out of it.
[00:43:59.800 --> 00:44:01.800]   It's one of the tricks I learned.
[00:44:01.800 --> 00:44:07.800]   >> Yeah, so it's been a couple of those kinds of little bugs that were --
[00:44:07.800 --> 00:44:10.800]   it took me a little while to figure out how to screen capture the same way every time
[00:44:10.800 --> 00:44:12.800]   because sometimes the buttons worked and sometimes they didn't.
[00:44:12.800 --> 00:44:14.800]   It's gotten better with the updates.
[00:44:14.800 --> 00:44:17.800]   So I think that they're getting better, but I do think there are a handful of times
[00:44:17.800 --> 00:44:20.800]   when I miss the button.
[00:44:20.800 --> 00:44:27.800]   >> But what you're actually -- your one minor complaint has to do with physical buttons, right?
[00:44:27.800 --> 00:44:34.800]   So why not get rid of all the physical buttons and have gestures to do the same thing that the physical buttons do?
[00:44:34.800 --> 00:44:35.800]   >> You joke, but they're working on it, Laura.
[00:44:35.800 --> 00:44:40.800]   I mean, there was a rumor that the Pixel 2 was going to have no buttons and no ports.
[00:44:40.800 --> 00:44:43.800]   And we got -- the HTC has been doing the squeeze phones where you get rid of physical buttons
[00:44:43.800 --> 00:44:48.800]   and you just squeeze the sides and a lot of manufacturers are getting rid of ports
[00:44:48.800 --> 00:44:51.800]   and doing remote restarts and remote recovery.
[00:44:51.800 --> 00:44:55.800]   And I don't think Apple will be the first one, but I don't think we're very far away
[00:44:55.800 --> 00:44:58.800]   from having our phones be slabs with glass on front.
[00:44:58.800 --> 00:45:03.800]   >> And the more you get away from the physical interface, the more control you have to make adjustments
[00:45:03.800 --> 00:45:07.800]   and changes and behavioral changes, not just in the user, but in the --
[00:45:07.800 --> 00:45:09.800]   >> And there's no hardware failure point.
[00:45:09.800 --> 00:45:12.800]   So if they would ease them, you get rid of having to pull out little cards
[00:45:12.800 --> 00:45:17.800]   and take the thing back in and jamming it and people putting memory cards instead of sim cards in the tray.
[00:45:17.800 --> 00:45:18.800]   >> Yeah.
[00:45:18.800 --> 00:45:19.800]   Still miss my head set.
[00:45:19.800 --> 00:45:21.800]   >> I still think clicky buttons.
[00:45:21.800 --> 00:45:24.800]   The best interfaces are a combination of the two.
[00:45:24.800 --> 00:45:30.800]   I mean, I got -- I was in the MIT flea market last week and I had to have it.
[00:45:30.800 --> 00:45:36.800]   It is a like a pre-Vintage keyboard with like a really wacky layout.
[00:45:36.800 --> 00:45:43.800]   And there's just something about the tactile experience of this that glass is never, ever, ever going to compare with.
[00:45:43.800 --> 00:45:50.800]   And I like the idea of having at least one clicky button, even if it's a fake clicky button that uses haptics.
[00:45:50.800 --> 00:45:53.800]   And here is a button that will -- this will always be here on the screen.
[00:45:53.800 --> 00:45:54.800]   It will never move.
[00:45:54.800 --> 00:45:56.800]   It will never be covered by anything.
[00:45:56.800 --> 00:46:03.800]   You never have to remember anything to reveal this button that will instantly take you back to some place that you're very, very familiar with.
[00:46:03.800 --> 00:46:08.800]   I think that's a really, really reassuring and important part of the user interface.
[00:46:08.800 --> 00:46:14.800]   As is like a clicky button on the side that does something important, like wake up the machine,
[00:46:14.800 --> 00:46:19.800]   or even just having a user define clicky button that will take you instantly to the one feature.
[00:46:19.800 --> 00:46:26.800]   I'm a big fan of a dedicated shutter button on the side because there are shortcuts.
[00:46:26.800 --> 00:46:32.800]   I know they're wonderful, but it is -- there are times when it's in your pocket, you've got a dead piece of glass in your pocket.
[00:46:32.800 --> 00:46:34.800]   You've got something awesome happening in front of you.
[00:46:34.800 --> 00:46:40.800]   You want that picture to be taken as quickly as possible, even if it's a no look shot.
[00:46:40.800 --> 00:46:42.800]   And so there will always be --
[00:46:42.800 --> 00:46:43.800]   Sorry, sorry, sorry.
