
[00:00:00.000 --> 00:00:06.660]   It's time for Mac break weekly and he Renee and Alex Lindsay are here and we have I think
[00:23:58.040 --> 00:24:04.080]   I mean, I think it's like partially Intel's fault because Intel really dropped the ball on process advancement like they're they
[00:24:04.080 --> 00:24:09.420]   They're two years and counting behind on their roadmap. I'm I'm sure that's why Apple was holding on to the MacBook Air
[00:24:09.420 --> 00:24:13.080]   They can oh, we're gonna get the 10 nanometer part. It'll be low power
[00:24:13.080 --> 00:24:19.960]   I mean, you know low power usage, but at high speed it'll be great for a mobile device and they didn't get it
[00:24:19.960 --> 00:24:21.520]   I think that's part of it too
[00:24:21.520 --> 00:24:25.120]   But I think also Apple made a series of wrong bets like the wrong bet they made on the Mac Pro now
[00:24:25.120 --> 00:24:26.360]   They're doing the modular Mac Pro
[00:24:26.360 --> 00:24:32.520]   Right and I think the Mac book maybe they anticipated that dropping down or replacing the air the way the air replaced the previous
[00:24:32.520 --> 00:24:38.680]   MacBook and just that computer remains expensive to make and not very flexible because it only has that one port so
[00:24:38.680 --> 00:24:44.800]   And you know the MacBook Pro famous already don't have to regurgitate all that but it seems like over the last year
[00:24:44.800 --> 00:24:49.400]   So they're trying to fix the Mac line as much as they can and I think that is you know
[00:24:49.400 --> 00:24:53.240]   No longer pushing off or if you have to if you've got the iMac Pro out
[00:24:53.240 --> 00:24:54.840]   We can't work on the Mac mini at the same time
[00:24:54.840 --> 00:25:01.280]   So they're finally making sure they get everything out in a timely fashion the Mac book air is the most interesting to me because
[00:25:02.200 --> 00:25:08.640]   If you take what we what we think we know about it 13 inch screens smaller bezels that starts to become
[00:25:08.640 --> 00:25:14.920]   Basically like a 12 inch MacBook and then where's the place of the 12 inch MacBook when the Mac book air is almost as light
[00:25:14.920 --> 00:25:17.400]   It's got a retina display. It's probably gonna have more
[00:25:17.400 --> 00:25:21.120]   More IO it's gonna have instead of the core m
[00:25:21.120 --> 00:25:26.560]   Platform which Intel calls i now, but it's really not i and nobody is fooled by that Intel
[00:25:26.560 --> 00:25:28.920]   It'll have proper core processors in it
[00:25:28.920 --> 00:25:33.280]   I just don't know what the value prop is for the Mac book anymore or for the two port Mac book Pro
[00:25:33.280 --> 00:25:36.360]   Maybe so to me it's like I think we have a fairly good
[00:25:36.360 --> 00:25:42.440]   We're guessing a lot of it within your Mac book air will be but I think it will radically change how apple has to look at its entire
[00:25:42.440 --> 00:25:43.240]   MacBook lineup
[00:25:43.240 --> 00:25:45.840]   Do you think it'll be a pro ish or it'll be a consumer ish?
[00:25:45.840 --> 00:25:51.840]   No, I mean there's two rumors one is that it's gonna be higher end and I don't think that's good because they have all the higher end
[00:25:51.840 --> 00:25:57.760]   laptops they need they really need something at that eight hundred nine hundred dollar price point because that's what they've been a
[00:25:57.760 --> 00:26:01.480]   You know glaringly annoying last year though. I mean could they leave that out?
[00:26:01.480 --> 00:26:06.760]   No, it's it's Mac book air was one of their best-selling computers and also because they haven't been updating it
[00:26:06.760 --> 00:26:11.560]   It has left such an all the windows laptops are famously do not make a profit
[00:26:11.560 --> 00:26:15.920]   They were run at razor thin margins. They competed on price loyalty was to price not to brand
[00:26:15.920 --> 00:26:22.640]   And they were willing to take a slaughtering in terms of their profit margins to just be on the market and without a good Mac book air
[00:26:22.640 --> 00:26:27.880]   Competitor those companies are learning what it's like to make money and that's not a strategic advantage for Apple
[00:26:27.880 --> 00:26:33.320]   Just being out of that market is I think is detriment to Apple. Yeah, so being back in there
[00:26:33.320 --> 00:26:35.320]   I think it's hugely important to them and to us
[00:26:35.320 --> 00:26:41.140]   Yeah, I think Apple has a big problem right now where I see I don't see the majority of people who have
[00:26:41.140 --> 00:26:47.040]   $1,300 to spend on a laptop most of them are saying would love to love to get good hard breakfast 600 bucks
[00:26:47.040 --> 00:26:49.040]   I suppose I can go as high as 800 and
[00:26:50.000 --> 00:26:58.040]   Plus tax but and right now unfortunately I can't give those people a good argument for spending an extra 200 or 200 or $300
[00:26:58.040 --> 00:27:00.520]   for a Mac book air and
[00:27:00.520 --> 00:27:06.560]   It's like what do you windows 10 is really really good not only that but the hardware is
[00:27:06.560 --> 00:27:14.840]   elegant it's advanced it really leaves Mac book airs for I mean even in the dust forget about it just being
[00:27:15.080 --> 00:27:22.280]   Having a low resolution screen. It just looks like a visitor from the past when you put it next to any Dell or HP
[00:27:22.280 --> 00:27:25.640]   Or even a Google Chromebook the like a higher end ones that cost
[00:27:25.640 --> 00:27:33.880]   700 $800 I need the ability for to tell people if you don't have if you're not looking for the luxury or the high-end
[00:27:33.880 --> 00:27:39.480]   Price price level here is a good thing to look at and it's got an Apple logo on it
[00:27:39.480 --> 00:27:42.480]   I don't think Apple has been able to make that argument for quite some time
[00:27:42.920 --> 00:27:47.240]   And it's again. It's not just the price point really is the idea of innovations
[00:27:47.240 --> 00:27:54.040]   It's what do what does a what does a Mac book air do and I'll include current Mac books
[00:27:54.040 --> 00:27:57.200]   I'll include models that are coming out in the next couple months
[00:27:57.200 --> 00:28:03.600]   What does this do beyond giving us really important things like longer battery life and maybe a higher quality screen?
[00:28:03.600 --> 00:28:08.760]   What does it do to differentiate it from any laptop from five six seven years ago?
[00:28:08.760 --> 00:28:12.000]   And it's nice that it's lighter snites that has longer battery life
[00:28:12.000 --> 00:28:21.520]   But what makes me think that the person who designed this is aware of how people use the broad canopy of software services and hardware in 2018
[00:28:21.520 --> 00:28:30.080]   again, I'm not seeing that in Apple in Apple Macintosh laptops right now and that's something they really need to do so price and also
[00:28:30.080 --> 00:28:33.440]   Show me that you're not just getting yourself
[00:28:34.320 --> 00:28:39.400]   Chasing your own tail by hey look we put a micro thin screen up the top that kind of works
[00:28:39.400 --> 00:28:43.080]   But is mostly optional for total use and we're calling that innovation
[00:28:43.080 --> 00:28:44.720]   I'm saying make
[00:28:44.720 --> 00:28:47.600]   Convince me that you're interested in the Mac as a platform
[00:28:47.600 --> 00:28:54.640]   Convince me you're excited in the Mac as a platform as opposed to simply saying we are we are monitoring the level of sales
[00:28:54.640 --> 00:29:00.680]   We will put the limited we will put only as much money and budget man pop. Excuse me employee
[00:29:01.480 --> 00:29:05.360]   Floyd power and effort into this as we can to maintain price numbers
[00:29:05.360 --> 00:29:10.720]   But we don't want to distract this company away from this wonderful future in iOS and services
[00:29:10.720 --> 00:29:18.320]   Which is the message that I'm getting from Apple right now and I think I don't I I I do think that Apple looks at
[00:29:18.320 --> 00:29:21.360]   Mac OS's
[00:29:21.360 --> 00:29:22.440]   legacy
[00:29:22.440 --> 00:29:28.440]   And I think that I never said that it's in a museum though, but it's in the Apple Museum
[00:29:28.680 --> 00:29:34.240]   It is but I think it's not exactly on the front doorstep. It's kind of the back in a glass case
[00:29:34.240 --> 00:29:36.240]   I don't I think Apple is
[00:29:36.240 --> 00:29:38.960]   There's what I think Apple's saying all right
[00:29:38.960 --> 00:29:42.800]   We got to make the Mac because you need to develop for the iOS platform on the Mac
[00:29:42.800 --> 00:29:49.720]   Let's say the Mac people love the Mac or pros there Alex Lindsey. Let's make pro versions of our stuff
[00:29:49.720 --> 00:29:54.040]   We don't need that bottom and market. It's low margin market. We don't need it. We can let people buy
[00:29:54.840 --> 00:29:59.440]   Windows get really unhappy with their $600 window device because then they'll buy an iPad I
[00:29:59.440 --> 00:30:06.320]   Think Apple's gonna abandon that market. I I think I don't understand even why they're doing a Mac book here to be honest with you
[00:30:06.320 --> 00:30:10.360]   They've got it people like the really thin nice that line. That's super thin. Okay, so
[00:30:10.360 --> 00:30:15.440]   I'll give them a retina, but they don't want the retina
[00:30:15.440 --> 00:30:19.280]   They want the right they want the really thin one because they're throwing it in their purse or the throwing it
[00:30:19.280 --> 00:30:22.360]   There's no reason to say it's got to be 900 bucks unless you want education
[00:30:22.360 --> 00:30:25.520]   They want education by iPads. Yeah
[00:30:25.520 --> 00:30:30.360]   We were as we used to think of the Mac book air the way we used to think of the original Mac book
[00:30:30.360 --> 00:30:33.720]   Nothing from five or six years ago. This is the entry level
[00:30:33.720 --> 00:30:40.080]   Not not it isn't nice that the and its least expensive Mac book is also so thin and so lovely and so sexy
[00:30:40.080 --> 00:30:44.920]   Now it really is now the people who have $2,000 to spend on a Mac book pro
[00:30:44.920 --> 00:30:49.040]   We'll also let you spend $1,300 on like as Alex said something
[00:30:49.040 --> 00:30:52.240]   It's so light that you could really throw it in any bag and never be without it
[00:30:52.240 --> 00:30:59.360]   And also look like a look like a bad asset whatever conference room table that you were opening up your nice little tiny little
[00:30:59.360 --> 00:31:04.200]   Sheaf of paper sized computer at I think that I think that wants the entry level to be iOS
[00:31:04.200 --> 00:31:06.200]   Yeah, I think that that
[00:31:06.200 --> 00:31:09.040]   The iPad is still better than the other tablets
[00:31:09.040 --> 00:31:13.440]   And I think that it forces companies to play on a field that they're not as good at Apple
[00:31:13.440 --> 00:31:15.040]   Yeah, look at what was done with tablets
[00:31:15.040 --> 00:31:20.400]   I mean that really isn't been a six raging success. No, and I think that it's and I so I think that the problem is is that the
[00:31:20.400 --> 00:31:26.280]   At the price point at that price point the iPad is doing you know is really it's a really great solution
[00:31:26.280 --> 00:31:33.920]   And I think that I think Apple looks at that as the as the future and admittedly as I continue to test it by trying to force myself to use the iPad
[00:31:33.920 --> 00:31:37.400]   More I am getting to a point where it is, you know
[00:31:37.400 --> 00:31:43.040]   I'm leaning more and more more more my day is being spent like I don't take my when I'm in in the office
[00:31:43.040 --> 00:31:47.480]   I don't take my laptop home anymore, you know like I now I have an iMac that I have to go to it
[00:31:47.480 --> 00:31:50.400]   But what my portable thing is now my iPad that I you know
[00:31:50.400 --> 00:31:52.480]   I'm I'm now able to do most of those things
[00:31:52.480 --> 00:31:56.200]   You know there and I can see that that as they keep on adding those features to iOS
[00:31:56.200 --> 00:32:01.520]   You know I think we're and I think of course they're looking at a roadmap those three four or five years out
[00:32:01.520 --> 00:32:08.240]   Things I just a case who's willing to make the case that strategically Apple has to have a sub $1,000 laptop
[00:32:09.960 --> 00:32:16.160]   Because if you feel it's first you have to be interested in it and number two the problem the thing is
[00:32:16.160 --> 00:32:19.560]   What is the economic reason for them as a business to make this computer?
[00:32:19.560 --> 00:32:21.960]   for
[00:32:21.960 --> 00:32:26.720]   People to get into coding at an affordable and easy to do level which they can't do with iOS devices
[00:32:26.720 --> 00:32:32.000]   Yeah, but they have some Mac playgrounds. We'll be I think they can't make apps. Yeah, yeah
[00:32:32.000 --> 00:32:38.520]   I think we're I think we're one WWC or two WWCs away before we're coding on an iPad
[00:32:38.640 --> 00:32:43.280]   But we're not there. We're we're not there. Yeah, so you so that would be one case
[00:32:43.280 --> 00:32:46.720]   So if you want to get kids in school to code
[00:32:46.720 --> 00:32:51.080]   And you definitely want to get them to code on a Mac right now, right?
[00:32:51.080 --> 00:32:55.560]   And people knew to the platform because so many people who switched over from developing web and developing other
[00:32:55.560 --> 00:32:59.480]   You know windows they did they bought a Mac mini because it was the easiest way to get into it, right?
[00:32:59.480 --> 00:33:02.960]   Well, I think the the main reason is that
[00:33:02.960 --> 00:33:08.440]   Computing is still the paradigm of you got a screen. You've got a keyboard. You've got a pointing device
[00:33:08.920 --> 00:33:14.320]   And that is that is not necessarily attached to the keyboard and the iPad only has one of those three things that
[00:33:14.320 --> 00:33:17.820]   Again having an having an iPad as your only computing device
[00:33:17.820 --> 00:33:24.320]   That doesn't work really well. It's it's it's awesome if you if you happen to have a
[00:33:24.320 --> 00:33:32.760]   Something else I think they know that I think that they think that this is there. They're in a whole ad about what's a PC
[00:33:32.760 --> 00:33:36.680]   They knew better. Well, here's the thing is I don't know what I'm saying for all right
[00:33:36.680 --> 00:33:39.320]   Here's my here's my butter. All right, I'm about to say though that
[00:33:39.320 --> 00:33:48.200]   Apple is in a unique position where they are the only people who make Mac compatible hardware if they stop addressing the consumer market
[00:33:48.200 --> 00:33:54.400]   Know what you're basic. They're basically asking everybody to drop all the software. They're using drop all the skills
[00:33:54.400 --> 00:33:57.600]   They're using and switch to windows, which is something that probably are not gonna do
[00:33:57.600 --> 00:34:00.640]   That's the same thing with thought same thing with same thing the various devices
[00:34:00.640 --> 00:34:05.920]   So I'm saying that this would be a less for them to abandon the consumer market for Mac devices
[00:34:05.920 --> 00:34:13.520]   It's not as risky as Dell or HP because there are a million people in business who are willing to jump on that kind of a mistake with Apple
[00:34:13.520 --> 00:34:19.840]   They can simply so they can they can trust that because of the relationship and with that a lot of their customers have with their company that
[00:34:19.840 --> 00:34:25.920]   Again, they've had a wonderful experience with this MacBook and they feel as though that excuse me that and this consumer might feel as though
[00:34:25.920 --> 00:34:31.240]   I can transition very nicely to an iPad Pro as instead of coming back for the
[00:34:31.960 --> 00:34:37.680]   $100 version of a MacBook that's no longer there in the store if they didn't have that sort of opportunity
[00:34:37.680 --> 00:34:40.160]   This would be a disastrous choice
[00:34:40.160 --> 00:34:45.720]   I don't I don't it's so it's hard for me to say that there is a real to know for a fact with the business strategy
[00:34:45.720 --> 00:34:50.680]   Excuse me with the business case to be made for continuing sales of consumer grade Macs are
[00:34:50.680 --> 00:34:55.840]   Unless you feel as though this is an ecosystem and this is a platform that is worthy of evolution
[00:34:55.840 --> 00:34:57.960]   You have to not just make inexpensive machines
[00:34:57.960 --> 00:35:04.240]   You have to continue to evolve things forward and like I said, that's not something that seems to be very attractive to Apple at this moment
[00:35:04.240 --> 00:35:11.000]   Yeah, I think you okay you bought you sold me the the both you and Renee sold me the clear case is that
[00:35:11.000 --> 00:35:15.640]   You don't want somebody to get their first computing experience on another platform because they'll never come back
[00:35:15.640 --> 00:35:23.440]   Yeah, it's opposite of a halo. Yeah horn effect. Yeah, and and starting with an iPad doesn't make that easy transition to Macintosh
[00:35:23.560 --> 00:35:29.080]   So if you if you want to sell pro units, there's no way to sell pro only
[00:35:29.080 --> 00:35:34.320]   You have to have an entry level unit to get people into that cycle. That makes sense
[00:35:34.320 --> 00:35:38.960]   It's a good look in one in one sentence. There's a difference between a product and a platform
[00:35:38.960 --> 00:35:44.800]   I think that their friend they're moving Mac towards being a product and stopping it to be a blog. Oh, okay, okay
[00:35:44.800 --> 00:35:51.800]   Interesting now I'm just I'm just I'm just just I'll be this. I'll be as brief as I can
[00:35:52.520 --> 00:35:58.000]   I'm not holding up the the Google's pixel book as like the ultimate of anything
[00:35:58.000 --> 00:36:03.320]   But you look I'm just look holding up as an example of what you do when you have a company that is really really
[00:36:03.320 --> 00:36:06.920]   Excited about a platform and moving things forward right now
[00:36:06.920 --> 00:36:13.400]   You have an amazingly versatile device that may not be that we started off thinking about as here is a laptop
[00:36:13.400 --> 00:36:18.760]   That only runs a browser by this by this time next year or even by the end of the year
[00:36:18.760 --> 00:36:25.400]   We're gonna have a $800 laptop that will give you all the advantages of running Chrome OS so the simplicity the
[00:36:25.400 --> 00:36:33.200]   They not having to fuss with system or apps the ability to make sure everything is backed up in the cloud the speed
[00:36:33.200 --> 00:36:38.920]   the light weightness but also when you have to have when you have to run Photoshop you
[00:36:38.920 --> 00:36:43.560]   Basically soft boot into Windows 10 and now you have a Windows 10 notebook or
[00:36:44.280 --> 00:36:49.640]   Chrome is working just great for you, but it would be nice if you could take this app from your phone and also use it
[00:36:49.640 --> 00:36:51.640]   It will also be granted by
[00:36:51.640 --> 00:36:55.880]   They're building this thing that will dual boot into Windows 10
[00:36:55.880 --> 00:37:01.920]   You can run and a lot of but not most Android apps on it as well alongside Chrome OS
[00:37:01.920 --> 00:37:05.680]   And you can also if you get a Debian Linux app package
[00:37:05.680 --> 00:37:08.320]   You know with all the great UI and all that sort of stuff
[00:37:08.320 --> 00:37:12.640]   All you have to do is download it and double click on it to install it and launch it on this thing
[00:37:12.640 --> 00:37:16.080]   And that's to say nothing about having a touchscreen
[00:37:16.080 --> 00:37:21.660]   alternate interface having to have like a nice little hinge on it all that cool stuff
[00:37:21.660 --> 00:37:26.200]   I'm not again. I'm not holding up this device as the ultimate what Apple should be making, but I'm saying
[00:37:26.200 --> 00:37:33.080]   We're asked Google is making and other with and Windows makers are making computers that are as exciting as that
[00:37:33.080 --> 00:37:35.200]   Apple is saying
[00:37:35.200 --> 00:37:40.720]   We've given you a tiny little OLED screen on our $2,000 version of this
[00:37:41.560 --> 00:37:47.520]   That doesn't really do anything that hasn't been done on our on our power books and Mac books for the past 10 or 15 years
[00:37:47.520 --> 00:37:57.480]   But still nice isn't it so as an additional data point on this 13 inch. I'm wondering what what with with the Mac book
[00:37:57.480 --> 00:38:03.800]   Versus the whether it'll be called the Macbook era not I don't know it sounds like this story from Digitimes
[00:38:03.800 --> 00:38:06.080]   Sounds like this may be evidence
[00:38:06.760 --> 00:38:12.600]   In one direction they say that Apple was working on a new Mac book entry level Mac book
[00:38:12.600 --> 00:38:18.720]   But when Intel missed its ship deadline for the 10 nanometer chip and said it won't be out till the second half of next year
[00:38:18.720 --> 00:38:23.560]   They changed the design to use the larger 14 nanometer Kaby Lake processor
[00:38:23.560 --> 00:38:29.880]   Which meant it had to be bigger and more expensive $1,200
[00:38:30.160 --> 00:38:34.800]   So it says that makes sense Renee does that fit with your picture?
[00:38:34.800 --> 00:38:38.320]   And then what is so what happens to the Mac book versus the Mac book here?
[00:38:38.320 --> 00:38:41.000]   Will they still do a Mac book here Mac book what?
[00:38:41.000 --> 00:38:45.040]   Yeah, that's why I think Apple has to really figure out what it wants to say with its laptops
[00:38:45.040 --> 00:38:49.960]   And again, it's hard to tell when there's rumors that it's really gonna be under 100 under a thousand dollars
[00:38:49.960 --> 00:38:54.280]   But it could be though like the entry level one is 999 dollars
[00:38:54.280 --> 00:38:58.080]   And then if you want one with an i7 instead of an i5 is $1,200
[00:38:58.080 --> 00:39:01.680]   You know double the memory double the storage you don't want four gigs of RAM
[00:39:01.680 --> 00:39:05.560]   You're gonna spend more you know that that's what Microsoft does to rent to a T
[00:39:05.560 --> 00:39:07.640]   They put out a really kind of low-end
[00:39:07.640 --> 00:39:13.360]   crappy device and then for a hundred fuck fifty bucks more you can get you can get a DC Apple does the same thing and that's
[00:39:13.360 --> 00:39:15.880]   I mean, it's basic marketing what you always want to do
[00:39:15.880 --> 00:39:20.160]   It's the opposite of airlines who make you miserable and then you have to fight your way out of it is you give people
[00:39:20.160 --> 00:39:25.880]   Very easy to swallow chunks like you can get double for just any like oh double for a hundred bucks
[00:39:25.880 --> 00:39:32.400]   That's what I can double this for another hundred and you sort of they don't realize how much there's bending because it just sounds so wonderful
[00:39:32.400 --> 00:39:39.680]   What they're getting right right so we don't really know whether they'll be a Mac book and Macbook Air or if this is the new one size fits all
[00:39:39.680 --> 00:39:42.800]   MacBook but it's a little bit bigger
[00:39:42.800 --> 00:39:46.760]   Yeah, I mean the Mac book now is sort of an executive
[00:39:46.760 --> 00:39:52.560]   I want the lightest absolute Mac that I can fly with I want basically an iPad and I'm in Macbooks clothing Lisa
[00:39:52.560 --> 00:39:57.480]   I loved her Mac book, but now she's saying it's a little too slow. She liked there's exactly that example
[00:39:57.480 --> 00:40:01.440]   She's the CEO. She doesn't need huge horsepower
[00:40:01.440 --> 00:40:08.960]   She wants light convenient, but it has to have sufficient horsepower, right and that processor that I'm not a fan of the core
[00:40:08.960 --> 00:40:13.680]   M series. Oh, it's just really laggy and she's finally gotten tired of it
[00:40:13.680 --> 00:40:19.600]   She came close to buying the new Macbook Pro, but it was too big so she's I don't know people who developed for that market
[00:40:19.600 --> 00:40:24.620]   And there are people who develop on the em 7 and you know and they're they're fine with it
[00:40:24.620 --> 00:40:29.160]   I just patient I look at that and then I look at what Apple can do with an a11 and I just weep
[00:40:29.160 --> 00:40:34.280]   Yeah, because the 11 can do three frames of a 4k and the Macbook can't we should point that out
[00:40:34.280 --> 00:40:36.120]   This is all interim
[00:40:36.120 --> 00:40:39.080]   That you have a good article on arm the future of arm
[00:40:39.080 --> 00:40:43.520]   Let's take a break and let's talk a little bit about that and I do want to get to kind of nailing down
[00:40:43.520 --> 00:40:45.800]   What's gonna happen on September 12th?
[00:40:47.000 --> 00:40:50.120]   But and that's and why I say September 12th
[00:40:50.120 --> 00:40:56.560]   But first a word from our sponsor rocket mortgage
[00:40:56.560 --> 00:41:00.440]   Time flies doesn't it?
[00:41:00.440 --> 00:41:01.880]   except
[00:41:01.880 --> 00:41:05.300]   That's you don't want time you what is it?
[00:41:05.300 --> 00:41:09.440]   Einstein said he said it's all relative
[00:41:09.440 --> 00:41:16.280]   When you're talking to a pretty girl it goes very fast when you're you're sitting on a stove it goes very slow
[00:41:16.440 --> 00:41:19.360]   I don't think he really said that but that's the gist of it
[00:41:19.360 --> 00:41:25.040]   That's relativity in that shell when you're looking at a house and you want to buy a house
[00:41:25.040 --> 00:41:31.120]   And you feel that clock ticking because you know you're gonna get a loan and that interest rates are going up and
[00:41:31.120 --> 00:41:37.920]   And a one month a one week a one-day delay could cost you tens of thousands of dollars more and adds to the anxiety
[00:41:37.920 --> 00:41:39.920]   You're sitting on a stove
[00:41:39.920 --> 00:41:45.480]   Mac break is proud to talk about our sponsor rocket mortgage from quick and loans because
[00:41:45.880 --> 00:41:47.880]   They're the talking to a pretty girl guys
[00:41:47.880 --> 00:41:50.840]   But I'm sure they don't want me to say that but that
[00:41:50.840 --> 00:41:58.760]   See other side. They're the ones. How can I get myself out of this kids? They're the ones where time flies because you're having fun
[00:41:58.760 --> 00:42:03.440]   Rocket mortgage from quick and loans makes it easy. They take the anxiety out of buying a house
[00:42:03.440 --> 00:42:07.080]   Here's how they do it. They call it the power buying process
[00:42:07.080 --> 00:42:12.480]   Of course, we've talked about rocket mortgage before you can do it all online which by itself makes this a lot easier
[00:42:12.480 --> 00:42:18.120]   You can do it on your phone. It's fast when you go to rocket mortgage comm slash Mac break answer a few questions
[00:42:18.120 --> 00:42:20.480]   They will partner with their
[00:42:20.480 --> 00:42:27.120]   Trusted financial institutions with your permission get the information they need that's step one now within 24 hours
[00:42:27.120 --> 00:42:32.080]   They're gonna verify income assets and credit and give you the next step which is verified approval
[00:42:32.080 --> 00:42:34.480]   And that's basically that means you have the strength of a cash buyer
[00:42:34.480 --> 00:42:40.360]   You you got you got the money and when you go and you make an offer in a house, you've got that letter that says they're approved
[00:42:40.360 --> 00:42:41.760]   That's awesome
[00:42:41.760 --> 00:42:44.560]   Once you get that you qualify for rate shield approval
[00:42:44.560 --> 00:42:48.560]   This is all new and exclusive and it has to do with affected interest rates are starting to tick up now
[00:42:48.560 --> 00:42:53.440]   They will lock your interest rate for up to 90 days while you shop now you got time
[00:42:53.440 --> 00:42:56.080]   Because I'll tell you when you're looking for a house
[00:42:56.080 --> 00:42:57.200]   You don't want to be rushed into it
[00:42:57.200 --> 00:43:00.760]   You want to be able to get the right house and if it takes you up to three months
[00:43:00.760 --> 00:43:06.640]   That's fine because your interest rate stays the same actually if rates go down your rate will drop either way you win
[00:43:06.640 --> 00:43:08.120]   They just won't go up
[00:43:08.120 --> 00:43:14.520]   It's the kind of thinking you'd expect from America's largest mortgage lender the great folks at rocket mortgage to get started
[00:43:14.520 --> 00:43:20.480]   Go to rocket mortgage comm slash Mac break rate shield approvals only valid on certain 30-year purchase transactions
[00:43:20.480 --> 00:43:26.960]   Additional conditions or exclusions may apply based on quick and loans data in comparison to public data records equal housing lender
[00:43:26.960 --> 00:43:32.920]   licensed in all 50 states and MLS consumer access org number 30 30 rocket mortgage comm
[00:43:32.920 --> 00:43:35.760]   slash Mac break
[00:43:36.120 --> 00:43:42.440]   Take the anxiety of searching for a new home rocket mortgage comm slash Mac break
[00:43:42.440 --> 00:43:51.200]   All right, so here's the deal we've already did did some of this math no invitations have gone out right Renee nope
[00:43:51.200 --> 00:43:56.840]   Typically what a week to two weeks? It's been it's been longer. They've given you more lead time lately
[00:43:56.840 --> 00:44:00.240]   Yeah, I don't feel like it's been a precious
[00:44:00.240 --> 00:44:06.040]   It's still an expensive ticket however you look at it. Yeah, so it's completely conceivable
[00:44:06.040 --> 00:44:10.020]   Apple could be planning an event in September and we wouldn't know about it yet. Yes
[00:44:10.020 --> 00:44:18.120]   Be especially because they're doing it at the campus. So we you know no one knows really yeah, yeah, they don't have to book anything so
[00:44:18.120 --> 00:44:22.840]   Here's the thinking we went through this once before Labor Day September 3rd
[00:44:22.840 --> 00:44:24.920]   They're not gonna do it before Labor Day
[00:44:24.920 --> 00:44:29.760]   So they're gonna do it typically they don't want to do it the day after a three-day weekend Alex you told me this because they don't want people to go crazy
[00:44:29.760 --> 00:44:32.360]   planning for a keynote
[00:44:33.040 --> 00:44:36.840]   Over a long weekend so it would be September 11th. Oh wait a minute
[00:44:36.840 --> 00:44:38.800]   They know that's a bad day in fact
[00:44:38.800 --> 00:44:42.840]   I didn't realize it's been 2012 they had an event that would have been scheduled September 11th
[00:44:42.840 --> 00:44:45.320]   And they moved it to September 12th the next day
[00:44:45.320 --> 00:44:50.480]   They like doing Tuesdays, but given that circumstance and everybody likes doing Tuesdays by the way
[00:44:50.480 --> 00:44:53.800]   like Tuesday is the day that a lot of people do it because it gives you it it
[00:44:53.800 --> 00:44:55.800]   You gives you Monday to prepare for it
[00:44:55.800 --> 00:45:01.500]   And then it you know you're not working over the weekend and it gives you the rest of the week to follow up and and get the PR out
[00:45:01.500 --> 00:45:06.520]   Before you go into the weekend. So that's why you see all your albums all your movies everything
[00:45:06.520 --> 00:45:09.660]   You know movies for for rental or whatever
[00:45:09.660 --> 00:45:15.200]   Tuesdays the day that you do all those launch cycles because it's that gives you Monday to prep and gives you the rest of the week to
[00:45:15.200 --> 00:45:17.600]   manage it so
[00:45:17.600 --> 00:45:24.280]   They can't do September 11th because it's September 11th so September they would do it on a Wednesday September 12th of the following
[00:45:24.280 --> 00:45:26.660]   But here's another data point
[00:45:27.740 --> 00:45:33.640]   Pre-orders according to some German carriers for the iPhone 2018 iPhone will begin
[00:45:33.640 --> 00:45:40.960]   September 14th which would make sense that would be exactly what would happen if you had an event on September 12th the Friday at midnight, right?
[00:45:40.960 --> 00:45:42.960]   Yeah, and we've seen other
[00:45:42.960 --> 00:45:46.280]   Information that deliveries are gonna begin
[00:45:46.280 --> 00:45:48.960]   September 21st
[00:45:48.960 --> 00:45:53.560]   For all the usual dates. Yeah, so that and this all now it's possible that all of these
[00:45:53.960 --> 00:45:57.540]   Other people are doing the same calculation. We are and saying oh it's September 12th
[00:45:57.540 --> 00:46:04.820]   So to but it sounds to me like there's just a lot of data points kind of kind of I called it the best and worst kept secret in tech because
[00:46:04.820 --> 00:46:12.740]   Apple doesn't tell anybody but it does the same thing almost you know year after year after year after year with very very few exceptions
[00:46:12.740 --> 00:46:18.140]   I would be surprised if it was September 11th given that it's September 11th. I would not be shocked
[00:46:18.140 --> 00:46:22.580]   I think September 12th is is much more likely for the reasons you mentioned
[00:46:22.660 --> 00:46:26.560]   They have done an occasional Thursday. It's not out of the realm of possibility
[00:46:26.560 --> 00:46:33.080]   But 12 just seems like the sweet spot for them given everything that he's done today Mac rumors has the list of
[00:46:33.080 --> 00:46:35.880]   iPhone dates
[00:46:35.880 --> 00:46:37.340]   and
[00:46:37.340 --> 00:46:40.140]   And it really after once it settled in
[00:46:40.140 --> 00:46:43.820]   You know by 2012 it was in September
[00:46:43.820 --> 00:46:51.960]   Wednesday September 12th in 2012 then September 10th of Tuesday the following year 2014 September 9th of Tuesday
[00:46:52.520 --> 00:46:55.180]   2015 it was Wednesday September 9th
[00:46:55.180 --> 00:47:00.580]   2016 Wednesday September 7th those probably were both to avoid Labor Day
[00:47:00.580 --> 00:47:08.160]   Yeah, and then last year was Tuesday September 12th. So so Wednesday September 12th this year isn't is also previously
[00:47:08.160 --> 00:47:12.760]   They use other facilities who wouldn't let them in over Labor Day weekend. So they couldn't really it's another issue
[00:47:12.760 --> 00:47:17.920]   Yeah, but now that so that that's that's true that being it's so much more sane, you know for for a
