
[00:00:00.000 --> 00:00:05.000]   It's time for Mac Break Weekly and yes, the new iPhones are here.
[00:22:54.000 --> 00:22:55.000]   Yes.
[00:22:55.000 --> 00:22:58.000]   And you'll be able to get the 5S day of.
[00:22:58.000 --> 00:23:01.000]   Why no pre-orders for the 5S?
[00:23:01.000 --> 00:23:05.000]   You know, those lines around the Apple Store look really good in the paper.
[00:23:05.000 --> 00:23:08.000]   Oh, there might be. We'll have to wait until all the information is up.
[00:23:08.000 --> 00:23:13.000]   But it's right after the event and maybe not all the eyes and teas have been dotted and crossed.
[00:23:13.000 --> 00:23:17.000]   It's odd that they would not give you a chance to pre-order it as a week ahead.
[00:23:17.000 --> 00:23:21.000]   Easier for everybody. I mean, we heard about the slate one a couple of weeks ago.
[00:23:21.000 --> 00:23:27.000]   And one of my writers, Ali Kazmuha, she works in the Annotization business and she kept saying black is so hard to anodize.
[00:23:27.000 --> 00:23:31.000]   Gold is the easiest color. You just put some iron oxide in and it goes gold.
[00:23:31.000 --> 00:23:34.000]   But black is really hard and Apple had a lot of chipping and scratching problems.
[00:23:34.000 --> 00:23:44.000]   And if you're going to change a color, especially a really popular color, light black, this is probably the best color plus resiliency combination they could come up with.
[00:23:44.000 --> 00:23:51.000]   Unlocked price on 16 gigabytes, 650 for 32 gigabytes, 850 for 64 gigabytes.
[00:23:51.000 --> 00:23:55.000]   There is no 128 gigabyte phone. A little disappointing, I think to some.
[00:23:55.000 --> 00:24:03.000]   But frankly, the trend is that way. I mean, people are streaming stuff. You got match. There's no reason to load everything up on the phone.
[00:24:03.000 --> 00:24:11.000]   Of course, it's the same frame. Although, I have to say, in the gold, it looks different. It looks like a new phone, doesn't it?
[00:24:11.000 --> 00:24:15.000]   Yeah, it does. I'm still curious about the earbuds, whether they're...
[00:24:15.000 --> 00:24:17.000]   Are they gold? Are they gold? I mean, you know...
[00:24:17.000 --> 00:24:19.000]   No, Apple's never made anything but white.
[00:24:19.000 --> 00:24:22.000]   True. Only the Johnny I've auction versions are gold.
[00:24:22.000 --> 00:24:29.000]   Apple invented white earbuds. And really, that was a trademark for a long time.
[00:24:29.000 --> 00:24:37.000]   I'm getting gold, Leo. Oh, can I get the gold? Look at that. It just looks like the phone of the rich and famous. It looks gorgeous.
[00:24:37.000 --> 00:24:44.000]   Price is the same as always, subsidized at $200, $300, $400.
[00:24:44.000 --> 00:24:52.000]   I have to say, though, in this day and age, charging $100 to double the flash ram seems a little bit pricey. They could have done that for less.
[00:24:52.000 --> 00:24:54.000]   But they're Apple. They can get away with it.
[00:24:54.000 --> 00:25:06.000]   The big differences on this phone, of course. And I do love that metal around the fingerprint reader in the home button, just as predicted.
[00:25:06.000 --> 00:25:13.000]   And a much improved camera. And of course, we're going to get to iOS 7 in a bit, because that's going to be a new feature, not only for the new iPhones, but for the new iPhone.
[00:25:13.000 --> 00:25:20.000]   But also for anybody with an iPhone 4 or up, an iPad 2 or up, and an iPad Mini.
[00:25:20.000 --> 00:25:25.000]   So iOS 7 we'll talk about in just a little bit. But let's talk a little bit about the 5S.
[00:25:25.000 --> 00:25:31.000]   Internals, maybe there was a revelation there. It's a system on a chip. It will be the A7.
[00:25:31.000 --> 00:25:40.000]   Apple's saying the first smartphone with 64 gigabit, I'm sorry, not gigabit, regular bit.
[00:25:40.000 --> 00:25:45.000]   Monobit, 64-bit architecture.
[00:25:45.000 --> 00:25:49.000]   What is that important? What does that mean?
[00:25:49.000 --> 00:25:56.000]   On mobile? I mean, the interesting thing is they say 64-bit desktop class architecture.
[00:25:56.000 --> 00:26:02.000]   Apple managed the 32-bit to 64-bit transition on the Mac really well. It was almost transparent to users.
[00:26:02.000 --> 00:26:09.000]   And it looks like they're doing the same thing with iOS. But on the desktop, it was all about giant, you know, you can address huge amounts of RAM, giant Photoshop files.
[00:26:09.000 --> 00:26:21.000]   Huge Final Cut Pro videos. And it's not clear yet, or at least they haven't shown yet what they're going to be doing on mobile, or what they're going to allow developers to do on mobile that will take advantage of 64-bits.
[00:26:21.000 --> 00:26:26.000]   You know, a kudos to Mark Gurman for nailing that and the Clayton Morris for nailing the VM7 chip.
[00:26:26.000 --> 00:26:34.000]   What Clayton got wrong was the speed bump. He was saying Benchmark showed a mere one-third faster.
[00:26:34.000 --> 00:26:37.000]   Apple's saying as much as twice as fast.
[00:26:37.000 --> 00:26:45.000]   Yeah, and the graphics and CPU speed. I mean, maybe Clayton heard that the 33 and thought it was percent and not X, because some of the stats they showed are really impressive.
[00:26:45.000 --> 00:26:53.000]   I do have to point out, and this is the problem when you talk bits. Twice the bits doesn't mean twice as fast, by any means. In fact, it can mean slower.
[00:26:53.000 --> 00:27:03.000]   Yeah, and also you have to look at how they ran their benchmarks. Of course, they're going to run them in such a way that their hardware is shown off in its best possible light.
[00:27:03.000 --> 00:27:12.000]   Right. So we'll see. I mean, it's the same thing with batteries when they run through the battery statistics and say, "Yeah, you get X number of hours here, there, and everywhere else."
[00:27:12.000 --> 00:27:19.000]   But people who have iPhones understand that sometimes you can drain a battery in a matter of hours, depending on what you're doing.
[00:27:19.000 --> 00:27:25.000]   That's a very good point. And, you know, if you talk to someone like Brian Klug from Anantec or Sasha Segan from PCMag,
[00:27:25.000 --> 00:27:36.000]   the test bear out that Apple gives you real world usage numbers. Most manufacturers will say, "24 hours of battery life and include 8 hours of you sleeping in that test," which is not really straightforward for a user.
[00:27:36.000 --> 00:27:46.000]   But the big thing here, which was in a previous iPhone, is the standby time, 250 hours, which shows probably some of the low power optimization done in the A7 chip.
[00:27:46.000 --> 00:27:52.000]   Yeah, we're going to talk about the M7, which is a very important part of it. But I want to stick with the A7 a little bit here.
[00:27:52.000 --> 00:28:01.000]   And particularly with 64 bits, I think 64 bits is playing a numbers game. I don't see any benefit on a phone to 64 bits. I truly don't.
[00:28:01.000 --> 00:28:06.000]   You have larger registers, but most of the time you don't want to use those large registers.
[00:28:06.000 --> 00:28:17.000]   You don't, you know, the biggest difference is more addressable RAM. They don't say how much RAM's in here, but there's no way that it's as much as 4GB, which is the limit of the 32-bit processor.
[00:28:17.000 --> 00:28:24.000]   So I'm not convinced 64-bit is significant. Yes, it's using the new ARM V8, apparently.
[00:28:24.000 --> 00:28:29.000]   It's bragging rights. It's bragging rights, right? Or am I wrong on that?
[00:28:29.000 --> 00:28:35.000]   I mean, it depends if you have a 400 PPI screen. Is that really advantageous to a human being or is it bragging rights that you got?
[00:28:35.000 --> 00:28:37.000]   That's true. 1080p, you do a 3-inch display.
[00:28:37.000 --> 00:28:44.000]   That's right. Yeah. A billion transistors, which is kind of a nice number.
[00:28:44.000 --> 00:28:49.000]   It's a sexy 102 millimeter, a square millimeter die size.
[00:28:49.000 --> 00:28:54.000]   I think, you know, they're getting more performance out of this thing.
[00:28:54.000 --> 00:29:02.000]   We have to remember that these are ARM-based designs that Apple fabs to make their own processor.
[00:29:02.000 --> 00:29:06.000]   We don't know. Do we know what the GPU is in here? Renee, do we?
[00:29:06.000 --> 00:29:10.000]   We don't. The suspicion was that it would be the new PowerVR Rogue chip, which is a really impressive chip.
[00:29:10.000 --> 00:29:15.000]   And the one thing to keep in mind is Apple used to introduce the A series and the new iPads when they were in the spring.
[00:29:15.000 --> 00:29:23.000]   But now they introduce them in the iPhones, but this means that the iPhone 5, the iPad 5, and the iPad Mini 2 will probably be getting this chip.
[00:29:23.000 --> 00:29:36.000]   And we start to look at Apple's gaming ambitions. When you start putting this chip throughout their iOS device lines, it becomes, you know, maybe a 64-bit makes no sense on a phone, but maybe in an iPad, the kind of software they want to make will make a lot more sense.
[00:29:36.000 --> 00:29:40.000]   So maybe we're going to see a 4GB or higher iPad.
[00:29:40.000 --> 00:29:45.000]   If not now, maybe when their set top box plans become clear, but it looks like they're future-proofing quite a bit here.
[00:29:45.000 --> 00:29:52.000]   Because one thing people hate is they get like the iPhone 4 gets iOS 7, but not the 3GS, and people complain that Apple doesn't future-proof their devices enough.
[00:29:52.000 --> 00:30:00.000]   And they start to put 64-bit in. Maybe that's a sign of where they're going in a couple of years.
[00:30:00.000 --> 00:30:06.000]   So, and they're apples, by the way, claiming up to 2X GPU as well as up to 2X CPU.
[00:30:06.000 --> 00:30:17.000]   They dragged out Infinity Blade, which just cracked me up because, of course, they announced Infinity Blade Dungeons at an iPad event more than a year ago, a game which never was released.
[00:30:17.000 --> 00:30:22.000]   This time they're saying it's going to come out on the 20th, the same day that the phone comes out.
[00:30:22.000 --> 00:30:24.000]   Yeah, I think that was the silent apology.
[00:30:24.000 --> 00:30:30.000]   Now, really, this time we're going to do it. And, no, day and date, it's going to be there for you.
[00:30:30.000 --> 00:30:31.000]   Yeah.
[00:30:31.000 --> 00:30:39.000]   I like Peter Cohen says, it's a tech demo. I mean, Infinity Blade's never been the best playing game, but boy is it the game you want to show it, but yeah, to justify the money you spent on that hardware.
[00:30:39.000 --> 00:30:40.000]   It's pretty.
[00:30:40.000 --> 00:30:41.000]   Yeah.
[00:30:41.000 --> 00:30:48.000]   The big thing, and I don't, so you said Clayton got this, is the M7, this secondary chip.
[00:30:48.000 --> 00:30:53.000]   Yeah.
[00:30:53.000 --> 00:30:59.000]   This is, for reminds me a lot of what Motorola has done with the X, their X processor, or what are the X8, or what they call it, or X7, I can't remember.
[00:30:59.000 --> 00:31:11.000]   But the idea is this was a D, in the Motorola case, it was dual DSPs that were low power so that the phone could kind of be alert even without powering up.
[00:31:11.000 --> 00:31:20.000]   That's kind of how Apple's going to use the M7, but instead of using it to listen, it's going to use it to watch your movements, to watch the gyroscope and the accelerometer and the other sensors.
[00:31:20.000 --> 00:31:28.000]   This is for health purposes, for, yes, monitoring movement.
[00:31:28.000 --> 00:31:33.000]   I would have kind of liked them to do Siri, like Google now with, you know, onboard parsings. You don't have to wait for the network.
[00:31:33.000 --> 00:31:39.000]   But then it had been awesome. Hello Siri, so you could wake it up. And I, it's just a little, I mean, this is great.
[00:31:39.000 --> 00:31:51.000]   Nike Plus is going to be there. It kind of, it's a harbinger of I watch's future maybe, but to me, getting better Siri would have been more important than getting all the, the pedometer functionality in this version.
[00:31:51.000 --> 00:31:55.000]   Seems that they could use this to do that to listen for, okay Siri.
[00:31:55.000 --> 00:31:56.000]   Yeah.
[00:31:56.000 --> 00:31:58.000]   And, oh my, just woke up my phone.
[00:31:58.000 --> 00:32:04.000]   Well, I think as Renee says, a lot of this is forward looking and I think that M7 chip is as well.
[00:32:04.000 --> 00:32:04.000]   Yeah.
[00:32:04.000 --> 00:32:09.000]   So, I mean, as we were talking earlier, some kind of watch strategy.
[00:32:09.000 --> 00:32:14.000]   It really is a harbinger. Yeah. It really is saying, yeah, we're going to be doing this right now with Nike.
[00:32:14.000 --> 00:32:16.000]   Maybe not next time.
[00:32:16.000 --> 00:32:17.000]   Yeah.
[00:32:17.000 --> 00:32:21.000]   Or maybe next time. As we pointed out many times Tim Cook is on the board at Nike.
[00:32:21.000 --> 00:32:24.000]   And feel sick talk next year is a talk.
[00:32:24.000 --> 00:32:30.000]   Ah, yeah. That's another thing to point out. This is, this is not the big year of big changes to the iPhone.
[00:32:30.000 --> 00:32:32.000]   This is the small changes.
[00:32:32.000 --> 00:32:33.000]   No, it's the S model.
[00:32:33.000 --> 00:32:35.000]   And so, yeah, faster.
[00:32:35.000 --> 00:32:37.000]   Did they say it was thinner? Probably not.
[00:32:37.000 --> 00:32:39.000]   It's not thinner. It's the same exact chassis, right?
[00:32:39.000 --> 00:32:40.000]   Yeah.
[00:32:40.000 --> 00:32:44.000]   So, they, but they haven't put in this fingerprint reader.
[00:32:44.000 --> 00:32:47.000]   Sapphire coding to make it more durable.
[00:32:47.000 --> 00:32:50.000]   I love the metal ring. Apparently that senses your finger moving into position.
[00:32:50.000 --> 00:32:53.000]   And as Andy pointed out, you don't press.
[00:32:53.000 --> 00:32:55.000]   You just hold it there lightly.
[00:32:55.000 --> 00:33:01.000]   You press to unlock, you press to open the, to activate the home screen like you would normally, and then you hold it there for a second to authenticate.
[00:33:01.000 --> 00:33:02.000]   Uh-huh.
[00:33:02.000 --> 00:33:08.000]   It looks like it works pretty well. I like the, I mean, it's important that they do offer a password back door.
[00:33:08.000 --> 00:33:13.000]   So, if you can't get it to work or your thumbs are broken or something, you can always enter the password.
[00:33:13.000 --> 00:33:18.000]   Well, also, if you're in a really cold climate, you don't want to pull that phone out and take your gloves off.
[00:33:18.000 --> 00:33:19.000]   That's right.
[00:33:19.000 --> 00:33:20.000]   You do this, so you leave that there.
[00:33:20.000 --> 00:33:22.000]   So, that's your winter option.
[00:33:22.000 --> 00:33:23.000]   Yeah.
[00:33:23.000 --> 00:33:26.000]   Well, it is capacitive. I mean, it looks interesting. The Sapphire is there to stop it from scratching.
[00:33:26.000 --> 00:33:30.000]   You have the metal ring to detect that there's a finger there to power up the authentication chip.
[00:33:30.000 --> 00:33:34.000]   And then you, you depress it to activate the home screen and then the fingerprint reader.
[00:33:34.000 --> 00:33:37.000]   So, they've kind of thought out the process really well.
[00:33:37.000 --> 00:33:42.000]   And it seems to indicate that you have to be alive at least to do it, which is kind of nice from a security perspective.
[00:33:42.000 --> 00:33:43.000]   I wonder how they test that.
[00:33:43.000 --> 00:33:45.000]   They use Play-Doh finger.
[00:33:45.000 --> 00:33:49.000]   Sausages. They use those sausages from Korea that they use for capacitive screen.
[00:33:49.000 --> 00:33:59.000]   I do think it's significant, I guess I said this to Andy, but I do think it's significant that they are trusting it enough to use it for the Apple Store, the iTunes Store.
[00:33:59.000 --> 00:34:04.000]   They're putting their money literally where their thumb is, where your thumb is.
[00:34:04.000 --> 00:34:11.000]   And that's a big deal because that means they want eventually, I think, to make this be a payments authentication system.
[00:34:11.000 --> 00:34:18.000]   Oh, yeah. Well, I think we've talked long and hard about this, where Apple really wants to be in the business of using these devices as a credit card.
[00:34:18.000 --> 00:34:24.000]   And eventually taking a cut of any transaction that you make, and this is one avenue to doing that.
[00:34:24.000 --> 00:34:27.000]   I also think this would be great, and I don't know if there probably isn't an API.
[00:34:27.000 --> 00:34:31.000]   We'll have to look at the dev center.
[00:34:31.000 --> 00:34:36.000]   But it'd be great if you could have this also authenticate for things like PGP and encryption and things like that.
[00:34:36.000 --> 00:34:37.000]   Yeah. Even just to open apps.
[00:34:37.000 --> 00:34:41.000]   If you have photographs or you have text messages, you don't want people to see.
[00:34:41.000 --> 00:34:43.000]   Do we know if there's an API? Have you looked at that?
[00:34:43.000 --> 00:34:50.000]   They didn't announce anything and they did announce other APIs. So usually they, Apple's fairly serious about supporting their APIs.
[00:34:50.000 --> 00:34:57.000]   So, I mean, I'm pretty sure they want to test it themselves on hundreds of millions of people before they give it to developers to play around with.
[00:34:57.000 --> 00:35:02.000]   That makes sense. That makes sense. Are you disappointed? There's no NFC. Is this replace NFC?
[00:35:02.000 --> 00:35:09.000]   The thing with NFC, Leo, that I never understand is that people talk about NFC, but Apple doesn't care about chip sets that they can invent features for.
[00:35:09.000 --> 00:35:15.000]   They care about feature sets that they have chips to support. And there's so much functionality that NFC is just a chip.
[00:35:15.000 --> 00:35:22.000]   Depends what you do with it. Depends what features you offer. Apple's going to be doing a lot of really interesting things with Bluetooth, low energy and Wi-Fi direct.
[00:35:22.000 --> 00:35:26.000]   When people say they want NFC, Apple's doing it just not with an NFC chip.
[00:35:26.000 --> 00:35:31.000]   So does the end user really care what the name of the chip inside the package is? Probably not as much.
[00:35:34.000 --> 00:35:40.000]   Yeah. I just feel like NFC is gaining momentum now and other platforms. And in fact, it's in everybody else's phone now.
[00:35:40.000 --> 00:35:43.000]   Apple's the last holdout.
[00:35:43.000 --> 00:35:52.000]   But it's kind of the Apple way to do things their way. You look at something like iCloud where there were existing structures for doing that kind of cloud sharing.
[00:35:52.000 --> 00:35:55.000]   And Apple's, "No, no, no. We're not going to do any of that. We're going to invent our own."
[00:35:55.000 --> 00:36:03.000]   Because they believe firmly in their technology. And I guess they've got the plan ahead on the whiteboard saying, "Yeah, no, this is what we're going to do."
[00:36:03.000 --> 00:36:10.000]   And when you look ahead, I mean, they have Passbook, but it doesn't tie into any of this yet. But Passbook Kit is an abstraction that you could put a lot of stuff behind.
[00:36:10.000 --> 00:36:18.000]   So maybe with an iPhone 6, it suddenly gets NFC for chip-based transaction. Passbook Kit gets NFC recognition and the authentication.
[00:36:18.000 --> 00:36:27.000]   The touch ID gets put all of that at once. Apple's usually really slow to roll out new radios. But when they do an implementation, it's usually a very feature-focused implementation.
[00:36:27.000 --> 00:36:34.000]   So I can just see this as sort of getting all their pins in the right place on the board before they move.
[00:36:34.000 --> 00:36:48.000]   Apple's iOS Dev Center just tweeted that the gold master has been released of iOS 7. If you're a developer, you can download it now along with an updated Xcode.
[00:36:48.000 --> 00:36:58.000]   They've got a C11A465. So I think that makes sense because they're about to release it on the 20th.
[00:36:58.000 --> 00:37:04.000]   Once they've announced this, the GM would come out. Developers can sign off on their stuff, make sure it works.
[00:37:04.000 --> 00:37:08.000]   And when the new device comes out, hopefully it all works right.
[00:37:08.000 --> 00:37:17.000]   They said that we will be able to download iOS 7 on all ever devices that are iOS 7 compatible on the 18th to two days before the iPhone comes out.
[00:37:17.000 --> 00:37:23.500]   Which is normal, typical pattern. And does that mean iPad 2? iPad 2 end up, including the mini-
[00:37:23.500 --> 00:37:27.000]   I've had it's results. Yes. I saw the same respect.
[00:37:27.000 --> 00:37:31.000]   Because there was speculation about that whether they were going to release that on the slide. It said it would work.
[00:37:31.000 --> 00:37:36.000]   But what Renee, you're saying it doesn't work well? No, I saw mixed reports. Some people were reporting.
[00:37:36.000 --> 00:37:42.000]   Some people who were in the room were saying that it was going to be for the iPhone first and then the iPad version come out at the iPad event.
[00:37:42.000 --> 00:37:45.000]   And some people said it's all coming out and I haven't gotten a clear answer.
[00:37:45.000 --> 00:37:48.000]   You know what they weren't clear? That's right. They weren't clear in the presentation.
[00:37:48.000 --> 00:37:54.000]   Right. Because through the grapevine, you hear from people using the developer edition for the iPad.
[00:37:54.000 --> 00:37:58.000]   And they say it's way behind in terms of stability.
[00:37:58.000 --> 00:38:02.000]   Well, the beta was released weeks later. Yeah. As well. Yeah.
[00:38:02.000 --> 00:38:06.000]   All right. And the same thing with the iWork apps. I mean, they showed off and that's a whole other conversation.
[00:38:06.000 --> 00:38:15.000]   But Apple probably doesn't have the engineering resources to get all those iWork apps updated with a new look and feel for launch because they're so busy working on the iPhone version.
[00:38:15.000 --> 00:38:21.000]   Well, let's finish up on hardware and then we will take a break and we'll talk about iOS 7. We'll talk about iWork.
[00:38:21.000 --> 00:38:30.000]   New camera in the 5S, F2.2, which is very fast, 1.6 microns. They didn't say how many megapixels?
[00:38:30.000 --> 00:38:33.000]   It's the same. It's the same. It's an 8 megapixel camera.
[00:38:33.000 --> 00:38:39.000]   Thank goodness. I mean, the megapixel thing, they increase the size of the microns, which is inverse to the megapixels.
[00:38:39.000 --> 00:38:42.000]   If you go up in megapixels, usually you chop the sensor up, make it much smaller.
[00:38:42.000 --> 00:38:48.000]   And that's that famous Steve Jobs iPhone 4 event. It's all about the photons. It's the photons Leo.
[00:38:48.000 --> 00:38:55.000]   Right. And this sucks in more photons. Somebody in the chatroom, my artist is saying that the gold master does include an iPad iOS 7, by the way.
[00:38:55.000 --> 00:39:04.000]   We'll see if we can confirm that. So, same megapixels, but it's bigger microns, which is good for low light.
[00:39:04.000 --> 00:39:10.000]   The dual color LED flashes. I think that's interesting. I don't think anybody else is doing that.
[00:39:10.000 --> 00:39:15.000]   F2.2. F2.2. It's 5 elements.
[00:39:15.000 --> 00:39:21.000]   Apple, once again, putting a lot of emphasis on the camera and the quality of the camera.
[00:39:21.000 --> 00:39:25.000]   Even their ads, right? Say the cameras, you know, number one camera.
[00:39:25.000 --> 00:39:30.000]   Well, thank goodness they're doing it for the flash too, because that's always been the vulnerability of that camera.
[00:39:30.000 --> 00:39:34.000]   You shoot at night with the flash and it's just terrible.
[00:39:34.000 --> 00:39:40.000]   You should mention that Apple stock down 2%, almost 3%, down $12, but that's always what happens.
[00:39:40.000 --> 00:39:44.000]   Yeah. You buy on the rumor you sell on the news and this is the news.
[00:39:44.000 --> 00:39:49.000]   The other interesting thing, Andy, whenever he's here, points out the image signal processor on the iPhone 5 is amazing.
[00:39:49.000 --> 00:39:55.000]   It does fantastic white balancing, fantastic exposure, and they're making that better with the A7 as well.
[00:39:55.000 --> 00:40:01.000]   It doesn't have optical image stabilization, like the HTC One or the Nokia Lumia range,
[00:40:01.000 --> 00:40:06.000]   which does really good low light, not so good motion photography, but they're going to do auto image stabilization.
[00:40:06.000 --> 00:40:11.000]   So, they're doing a lot of what other people do in the glass, in the software, and we'll have to see how it turns out.
[00:40:11.000 --> 00:40:17.000]   But it just shows how important the chipset is and why Apple wanted to control the entire design of that processor.
[00:40:17.000 --> 00:40:23.000]   Yeah. And I think they're right not to increase the megapixels, they're right to focus on back-end software.
[00:40:23.000 --> 00:40:28.000]   That's where all the action is going to be. There's no doubt about it.
[00:40:28.000 --> 00:40:32.000]   So, a 15% larger sensor.
[00:40:32.000 --> 00:40:41.000]   Oh, I forgot to mention 10 frames per second burst mode and 120 frames per second slow motion video.
[00:40:41.000 --> 00:40:43.000]   That's 4x, I think.
[00:40:43.000 --> 00:40:48.000]   It's a 120p, but it's at 720p, a little lower resolution. That makes sense.
[00:40:48.000 --> 00:40:52.000]   Slowmo's fun. I mean, this is a lot of this is catch-up.
[00:40:52.000 --> 00:40:59.000]   If you look at the HTC One, it's an F2 camera with even larger micron size, larger pixels.
[00:40:59.000 --> 00:41:07.000]   They have slowmo, so do the Galaxy line has slowmo burst mode and so forth.
[00:41:07.000 --> 00:41:12.000]   The ability to look for the best picture and a bunch of pictures, that's all catch-up.
[00:41:12.000 --> 00:41:14.000]   And I don't mean...
[00:41:14.000 --> 00:41:16.000]   It depends how well the implement is.
[00:41:16.000 --> 00:41:21.000]   The HTC stuff was fantastic, but finding Zoey's was a little counterintuitive in the software.
[00:41:21.000 --> 00:41:23.000]   So, it depends how well they surface all that for the end user.
[00:41:23.000 --> 00:41:29.000]   And that's absolutely true. And this is where Apple will shine because neither Samsung nor HTC has very easy to use software.
[00:41:29.000 --> 00:41:32.000]   So, that's where Apple can really shine.
[00:41:32.000 --> 00:41:36.000]   All right, I think that's all there is to say about the 5S, except the price, which we mentioned,
[00:41:36.000 --> 00:41:45.000]   is the same as the old iPhone price, $650, contract-free for 16 gigs, $199 subsidized for 16 gigs.
[00:41:45.000 --> 00:41:51.000]   And I guess there'll be lines. I bet there'll be lines this year because there's no way else to get a day of, right?
[00:41:51.000 --> 00:41:52.000]   Yeah.
[00:41:52.000 --> 00:41:53.000]   Right, you have to be at the store.
[00:41:53.000 --> 00:41:59.000]   I think, yeah, you have to be at the store, although, for that 5C, I think they're going to chip a lot of those things.
[00:41:59.000 --> 00:42:01.000]   Do you think that's going to be the big seller of the two?
[00:42:01.000 --> 00:42:02.000]   I think it is.
[00:42:02.000 --> 00:42:05.000]   Yeah, I honestly do, except for those people who really want the gold.
[00:42:05.000 --> 00:42:15.000]   You know, if you're only one year into a contract on an iPhone 5, maybe this isn't going to be enough that you're going to want to pay that extra
[00:42:15.000 --> 00:42:17.000]   hunk of cash in order to get the price.
[00:42:17.000 --> 00:42:18.000]   Interesting, yeah.
[00:42:18.000 --> 00:42:21.000]   Did we see if it was 802.11ac? I didn't look on anything.
[00:42:21.000 --> 00:42:22.000]   It is not.
[00:42:22.000 --> 00:42:23.000]   It's disappointing.
[00:42:23.000 --> 00:42:27.000]   AC is available in the Galaxy S4 and the HTC One.
[00:42:27.000 --> 00:42:29.000]   Newer phones have AC.
[00:42:29.000 --> 00:42:30.000]   And Apple's new routers.
[00:42:30.000 --> 00:42:31.000]   And Apple's router.
[00:42:31.000 --> 00:42:32.000]   That's right.
[00:42:32.000 --> 00:42:35.000]   Apple's one of the companies that's shipping an AC router.
[00:42:35.000 --> 00:42:36.000]   I forgot about that.
[00:42:36.000 --> 00:42:38.000]   In fact, that's what I have at home.
[00:42:38.000 --> 00:42:42.000]   That's what I've been testing the HTC One and S4 with.
[00:42:42.000 --> 00:42:43.000]   I don't think that makes much to be honest.
[00:42:43.000 --> 00:42:45.000]   I don't think that makes much difference.
[00:42:45.000 --> 00:42:47.000]   Most internet access isn't as fast as that.
[00:42:47.000 --> 00:42:51.000]   AC is mostly of value in Trun network transfers.
[00:42:51.000 --> 00:42:52.000]   Right.
[00:42:52.000 --> 00:42:59.000]   Which is important for the iPhone, just because, I mean, the Dan Flash and the iPhone saturates before USB 3, so there's not even any
[00:42:59.000 --> 00:43:01.000]   point in putting USB 3 on.
[00:43:01.000 --> 00:43:03.000]   It's not PCIe, so we can't get Thunderbolt.
[00:43:03.000 --> 00:43:06.000]   It'd be nice to have some form of high-speed transit.
[00:43:06.000 --> 00:43:08.000]   You want to move big movies around.
[00:43:08.000 --> 00:43:09.000]   Interesting.
[00:43:09.000 --> 00:43:10.000]   Okay.
[00:43:10.000 --> 00:43:11.000]   Let's take a break.
[00:43:11.000 --> 00:43:12.000]   When we come back, let's talk software.
[00:43:12.000 --> 00:43:15.000]   iOS 7 and I work free.
[00:43:15.000 --> 00:43:16.000]   Not updated.
[00:43:16.000 --> 00:43:17.000]   Or maybe updated.
[00:43:17.000 --> 00:43:18.000]   I don't know.
[00:43:18.000 --> 00:43:21.000]   It'll look more like iOS 7, I gather.
[00:43:21.000 --> 00:43:25.000]   The icon has been improved.
[00:43:25.000 --> 00:43:30.000]   Our show today brought to you by SmileSoft, where those great folks who do PDFs
[00:43:30.000 --> 00:43:35.000]   and have a PDF pen 6, the new version of PDF pen is Fab-Boo.
[00:43:35.000 --> 00:43:37.000]   I've been using it for some time now.
[00:43:37.000 --> 00:43:41.000]   It adds some nice features, including the ability to export to Microsoft Word.
[00:43:41.000 --> 00:43:45.000]   If you work in the real world, that's a very handy feature.
[00:43:45.000 --> 00:43:47.000]   You can sign contracts.
[00:43:47.000 --> 00:43:53.000]   You know, in the process of buying a house, in real estate, they still fax your contracts to sign in fax back.
[00:43:53.000 --> 00:43:55.000]   Well, when they fax it to me, I get in my email.
[00:43:55.000 --> 00:44:02.000]   Sign it with Smile PDF pen pro and I fax it back via email.
[00:44:02.000 --> 00:44:04.000]   That's the way it ought to be.
[00:44:04.000 --> 00:44:09.000]   For iPad, for iPhone and for Mac, PDF pen is fabulous.
[00:44:09.000 --> 00:44:11.000]   Everybody should have this.
[00:44:11.000 --> 00:44:16.000]   The best way to read and annotate PDFs to add text, images, signatures.
[00:44:16.000 --> 00:44:20.000]   I have my signature as a stamp in the library and it's a boom sign.
[00:44:20.000 --> 00:44:21.000]   I do the initials too.
[00:44:21.000 --> 00:44:22.000]   It's so much easier.
[00:44:22.000 --> 00:44:28.000]   You can make changes to a PDF fix, typos, resize and delete images, fill out PDF forms.
[00:44:28.000 --> 00:44:30.000]   You can OCR scan the documents.
[00:44:30.000 --> 00:44:33.000]   It's all built in and it's just $35.
[00:44:33.000 --> 00:44:39.000]   You can get it on the App Store if you're on a Macintosh or go to smilesoftware.com/macbreak
[00:44:39.000 --> 00:44:43.000]   and download a free trial, which is a great way to do this.
[00:44:43.000 --> 00:44:49.000]   And of course, you should also have the companion software on your iPad and/or iPhone as well.
[00:44:49.000 --> 00:44:52.000]   Updated for iOS.
[00:44:52.000 --> 00:44:57.000]   It's really a fabulous program and we love the folks at Smile Software.
[00:44:57.000 --> 00:44:58.000]   Go to Smile.
[00:44:58.000 --> 00:45:00.000]   You can't see my screen chat.
[00:45:00.000 --> 00:45:02.000]   I don't know if you could see it or not.
[00:45:02.000 --> 00:45:07.000]   Smilesoftware.com/macbreak and it will say welcome Macbreak fans.
[00:45:07.000 --> 00:45:11.000]   You can even see the nice David Spark video showing the latest options.
[00:45:11.000 --> 00:45:13.000]   This is the same company that has text expanded.
