
[00:00:00.000 --> 00:00:04.000]   [music]
[00:16:48.800 --> 00:16:51.760]   Wow, they're doing a train by this is a big parade.
[00:16:51.760 --> 00:16:54.360]   Yeah, you know, that's funny thing about that.
[00:16:54.360 --> 00:16:57.800]   Many people will be killed as the trainers diverted to the parade route, but still there's
[00:16:57.800 --> 00:16:59.200]   there's no training in Petaloma.
[00:16:59.200 --> 00:17:05.760]   So I don't know what that is, but you hear it every time in the Veterans Day parade that
[00:17:05.760 --> 00:17:11.480]   we will also hear plane flyovers a little later on, which should be a lot of fun.
[00:17:11.480 --> 00:17:13.840]   Let me well, yeah, Aussie doesn't like it either.
[00:17:13.840 --> 00:17:14.840]   My dog.
[00:17:14.840 --> 00:17:16.000]   No, no, it's it's okay.
[00:17:16.000 --> 00:17:17.880]   Once a year we get a train in Petaloma.
[00:17:17.880 --> 00:17:19.600]   That's how Santa Claus gets here, Aussie.
[00:17:19.600 --> 00:17:20.600]   Yeah, that's does it.
[00:17:20.600 --> 00:17:23.760]   I'm going to bring in my own my own sound effects gear here.
[00:17:23.760 --> 00:17:25.400]   What's that?
[00:17:25.400 --> 00:17:28.520]   I think it's a fire engine that's passing.
[00:17:28.520 --> 00:17:29.680]   What are you here?
[00:17:29.680 --> 00:17:34.880]   No, you did this piloting the and who's piling that piloting that fire engine, but Jimmy
[00:17:34.880 --> 00:17:41.440]   Kagnay, you started it with the birds, but nobody believed were real.
[00:17:41.440 --> 00:17:43.200]   So John has done has fallen off the map.
[00:17:43.200 --> 00:17:44.200]   He's probably going to go.
[00:17:44.200 --> 00:17:50.160]   I'm sure he'll text you when he when he gets back on any word on a the MacBook Air.
[00:17:50.160 --> 00:17:51.920]   It sounds like it might be a little bit delayed.
[00:17:51.920 --> 00:17:53.240]   I know people were excited about that.
[00:17:53.240 --> 00:17:54.240]   It was supposed to come out.
[00:17:54.240 --> 00:17:55.640]   What around now, right?
[00:17:55.640 --> 00:17:57.920]   That's the last I heard.
[00:17:57.920 --> 00:18:03.560]   And then now now there's some perhaps news that the air update will be delayed a little
[00:18:03.560 --> 00:18:04.560]   bit.
[00:18:04.560 --> 00:18:05.560]   I'm not sure what they're waiting for.
[00:18:05.560 --> 00:18:06.720]   It'd be nice if they could.
[00:18:06.720 --> 00:18:10.760]   I guess there isn't going to be a mobile in the Halem part till later in 2009.
[00:18:10.760 --> 00:18:13.840]   So it's not like they're going to put a processor in there.
[00:18:13.840 --> 00:18:18.880]   Well, it kind of makes the thing that's that's making this so interesting for all of us is
[00:18:18.880 --> 00:18:23.800]   that big gap that work that that big two hour gap that we're expecting Steve Jobs to
[00:18:23.800 --> 00:18:26.400]   fill during the keynote in January.
[00:18:26.400 --> 00:18:29.880]   And as soon as I heard about delays on the air, I'm thinking, ooh, they're waiting for
[00:18:29.880 --> 00:18:30.880]   air number.
[00:18:30.880 --> 00:18:33.160]   They're going to release air to January.
[00:18:33.160 --> 00:18:35.040]   Yeah, they're trying to stall.
[00:18:35.040 --> 00:18:36.960]   Oh, maybe that's it.
[00:18:36.960 --> 00:18:39.560]   We know and many are new Mac mini.
[00:18:39.560 --> 00:18:41.560]   What do you think?
[00:18:41.560 --> 00:18:43.080]   God, they have to do something with it.
[00:18:43.080 --> 00:18:45.840]   Doesn't it doesn't seem like they have to do something with a mini at this point.
[00:18:45.840 --> 00:18:46.840]   It's getting old.
[00:18:46.840 --> 00:18:51.680]   And what about Jason Calicanis's absolute assertion that there was a new display with
[00:18:51.680 --> 00:18:56.120]   Apple TV built into it, a TV in effect from Apple.
[00:18:56.120 --> 00:19:00.920]   Yeah, but that kind of that just doesn't feel like the sort of product that Apple would
[00:19:00.920 --> 00:19:01.920]   make.
[00:19:01.920 --> 00:19:05.080]   That's just guesswork on my part.
[00:19:05.080 --> 00:19:09.840]   But you know what a big fan I am of thinking that Apple always has a really consistent cast
[00:19:09.840 --> 00:19:12.480]   of characters in mind for what they want to do.
[00:19:12.480 --> 00:19:15.800]   And I just don't see them producing a consumer television.
[00:19:15.800 --> 00:19:22.840]   I do see them creating a standard mount so that I'm mounting plate that you could screw
[00:19:22.840 --> 00:19:26.880]   onto the bottom of an Apple TV so that you could basically mount it on the back of any
[00:19:26.880 --> 00:19:32.560]   TV you happen to buy or even a mounting system that would work with Apple cinema display
[00:19:32.560 --> 00:19:38.080]   so that if you wanted to buy like a 24 inch or whatever inch cinema display and mount
[00:19:38.080 --> 00:19:42.120]   the mini on the back of it as though there were two there were single integrated component.
[00:19:42.120 --> 00:19:43.400]   I could see that.
[00:19:43.400 --> 00:19:48.320]   Aces makes a very nifty little windows machine that works that way.
[00:19:48.320 --> 00:19:53.200]   It looks almost like a piece of car stereo equipment that's designed to go underneath
[00:19:53.200 --> 00:19:54.200]   the seat or in a trunk.
[00:19:54.200 --> 00:19:58.240]   It's just a very, very nondescript looking black box until you look at the side and you
[00:19:58.240 --> 00:20:00.520]   see the usual ports done on the back of it.
[00:20:00.520 --> 00:20:02.880]   And then you ask, well, Jesus, this is just a prototype.
[00:20:02.880 --> 00:20:04.920]   And you're told that, well, no, this is just your design.
[00:20:04.920 --> 00:20:06.560]   This is a design so that you never see it.
[00:20:06.560 --> 00:20:10.080]   It's designed so that it mounts on the back of any TV you want or any monitor you want
[00:20:10.080 --> 00:20:15.520]   to turn anything any screen that you have into essentially a very, very slick iMac
[00:20:15.520 --> 00:20:16.520]   like screen.
[00:20:16.520 --> 00:20:17.520]   Wow.
[00:20:17.520 --> 00:20:19.160]   That would be that would be a very cool thing.
[00:20:19.160 --> 00:20:23.160]   I have to say the new 24 is exciting to me as some as an owner of a Macbook Pro because
[00:20:23.160 --> 00:20:27.400]   I'd love to get that, you know, because it has all the connectors, including the the
[00:20:27.400 --> 00:20:29.320]   magsafe connector.
[00:20:29.320 --> 00:20:31.240]   It's not a docking station, but it's close.
[00:20:31.240 --> 00:20:35.240]   I mean, it gives you that kind of you slide it in there and around it and under it and
[00:20:35.240 --> 00:20:37.040]   plug it all in and you just leave it there.
[00:20:37.040 --> 00:20:39.160]   It is way on that is gorgeous too.
[00:20:39.160 --> 00:20:40.440]   Yeah, well, I like those.
[00:20:40.440 --> 00:20:43.680]   I mean, I have an I have one of the new iMacs, so I presume it's similar to the new iMac,
[00:20:43.680 --> 00:20:44.680]   right?
[00:20:44.680 --> 00:20:45.680]   I haven't seen it.
[00:20:45.680 --> 00:20:46.680]   Have you seen it yet, John?
[00:20:46.680 --> 00:20:48.000]   I have a local Apple store.
[00:20:48.000 --> 00:20:49.560]   I'm in Orange County, California.
[00:20:49.560 --> 00:20:50.880]   I had them in last week.
[00:20:50.880 --> 00:20:51.960]   So I was down there.
[00:20:51.960 --> 00:20:52.960]   I checking it out.
[00:20:52.960 --> 00:20:56.240]   It really does look beautiful with the black around it.
[00:20:56.240 --> 00:20:59.600]   I think it's probably going to be what the next generation of iMacs will look like I
[00:20:59.600 --> 00:21:00.760]   would assume as well.
[00:21:00.760 --> 00:21:01.960]   Are they selling them?
[00:21:01.960 --> 00:21:04.320]   They, I don't believe they're for sale yet.
[00:21:04.320 --> 00:21:05.840]   They did have one out though.
[00:21:05.840 --> 00:21:06.840]   They were showing it.
[00:21:06.840 --> 00:21:08.320]   I'm being demoed with a new Macbook Pro.
[00:21:08.320 --> 00:21:09.320]   They were showing it.
[00:21:09.320 --> 00:21:10.320]   Wow.
[00:21:10.320 --> 00:21:14.080]   I completely agree with what you were saying before about Apple not making a consumer television.
[00:21:14.080 --> 00:21:17.400]   I think it would just be killer for their business model to have to compete with the
[00:21:17.400 --> 00:21:19.200]   Visio and the discount brands.
[00:21:19.200 --> 00:21:24.960]   Well, you've been right all along, Andy, in the sense that Apple is very, I think you
[00:21:24.960 --> 00:21:29.720]   have in your mind exactly right the model that Steve Jobs is working with, where we
[00:21:29.720 --> 00:21:30.840]   have a coherent line.
[00:21:30.840 --> 00:21:32.920]   It makes sense.
[00:21:32.920 --> 00:21:37.760]   It's this, it's this, it's this, it's unlike, you know, in this, in strong distinction to
[00:21:37.760 --> 00:21:43.200]   Windows and to PCs where there are a lot of SKUs and it's confusing to users, you know,
[00:21:43.200 --> 00:21:44.200]   it's very clear.
[00:21:44.200 --> 00:21:45.200]   You know, this is for the home.
[00:21:45.200 --> 00:21:46.200]   This is for the living room.
[00:21:46.200 --> 00:21:47.200]   This is for the office.
[00:21:47.200 --> 00:21:48.680]   It just, it makes sense.
[00:21:48.680 --> 00:21:52.000]   And so your position is it just wouldn't fit into that.
[00:21:52.000 --> 00:21:57.520]   Again, you hear about an actor quitting the business to enter them to become a rock and
[00:21:57.520 --> 00:22:01.160]   roll singer and you're thinking, you know what, I just don't see great rock and roll
[00:22:01.160 --> 00:22:03.040]   coming from this person.
[00:22:03.040 --> 00:22:05.600]   Similarly, you just don't think really true.
[00:22:05.600 --> 00:22:06.600]   It's really true.
[00:22:06.600 --> 00:22:07.600]   Yeah.
[00:22:07.600 --> 00:22:08.680]   You don't picture them making a TV set.
[00:22:08.680 --> 00:22:15.760]   I could possibly see them allow basically talking to Sony, talking to Pioneer, talking
[00:22:15.760 --> 00:22:20.080]   to Samsung on these other manufacturers saying, you know what, you're already selling a high
[00:22:20.080 --> 00:22:22.320]   end plasma for $4,000.
[00:22:22.320 --> 00:22:27.840]   What if you were to sell it for $4,050 and have it include like essentially an entire
[00:22:27.840 --> 00:22:29.400]   Apple TV built in?
[00:22:29.400 --> 00:22:30.400]   Right.
[00:22:30.400 --> 00:22:32.840]   I can see them doing that.
[00:22:32.840 --> 00:22:33.840]   That's very interesting.
[00:22:33.840 --> 00:22:37.080]   Do you think there might ever be a hybrid Mac mini Apple TV?
[00:22:37.080 --> 00:22:39.400]   It seems like they've both been trending in a similar direction.
[00:22:39.400 --> 00:22:42.680]   Yeah, because I use my mini essentially is, well, I have an Apple TV at home, but I use
[00:22:42.680 --> 00:22:47.400]   my mini here essentially as an Apple TV with the addition of something like the Elgato.
[00:22:47.400 --> 00:22:48.960]   It's a great TV device.
[00:22:48.960 --> 00:22:49.960]   Yeah.
[00:22:49.960 --> 00:22:54.320]   I think this is this Apple really needs to jump on this opportunity before it gets away
[00:22:54.320 --> 00:22:59.560]   from them because there are even open source media center applications that are starting
[00:22:59.560 --> 00:23:06.480]   to look really, really, very good as it is when people ask me, I have asked once or twice
[00:23:06.480 --> 00:23:11.040]   over the past couple of months if it's time to buy an Apple TV yet and I keep telling
[00:23:11.040 --> 00:23:12.040]   them.
[00:23:12.040 --> 00:23:17.040]   But if you have an old MacBook, it almost makes a better app TV as a Mac that runs this extra
[00:23:17.040 --> 00:23:18.040]   software.
[00:23:18.040 --> 00:23:19.040]   Yeah.
[00:23:19.040 --> 00:23:24.520]   No, my Apple TV is I'm happy with because I've used the, you know, the ATV and I've
[00:23:24.520 --> 00:23:29.560]   hacked it and I've got boxy on it and I can do things like watch streaming, you know,
[00:23:29.560 --> 00:23:30.720]   video from Hulu and stuff.
[00:23:30.720 --> 00:23:32.280]   And that's what makes it better.
[00:23:32.280 --> 00:23:34.120]   But the mini would do that without hacking.
[00:23:34.120 --> 00:23:35.120]   Yeah.
[00:23:35.120 --> 00:23:36.800]   And I do wonder if it's just a lifestyle thing.
[00:23:36.800 --> 00:23:41.000]   I was at a friend's house and they have this really luscious like 50, 60 inch TV.
[00:23:41.000 --> 00:23:45.040]   It's the sort of thing where the entire, it's like Mr. Rogers picture picture.
[00:23:45.040 --> 00:23:47.040]   It's, you know, it's where the magic happens.
[00:23:47.040 --> 00:23:49.200]   The central is the center of the scene.
[00:23:49.200 --> 00:23:51.920]   And we're just talking and throughout the, throughout the, throughout the two and a half
[00:23:51.920 --> 00:23:57.000]   hour conversation with drinks, occasionally we just pick up a remote to go look for a photo
[00:23:57.000 --> 00:24:03.000]   that we saw on Flickr to underscore a point or change the music or look for something on
[00:24:03.000 --> 00:24:07.400]   iTunes was talking about the new Clone Wars, Clone Wars series on Cartoon Network.
[00:24:07.400 --> 00:24:14.320]   That was probably the best like full featured infomercial for Apple TV because I guess
[00:24:14.320 --> 00:24:18.160]   the four of us were the sort of people that could have an Apple TV integrated into their
[00:24:18.160 --> 00:24:19.720]   lives.
[00:24:19.720 --> 00:24:24.120]   But I'm not, what I, what I don't know yet is if this is the sort of thing that random
[00:24:24.120 --> 00:24:30.360]   Q person who is staying up 18 hours outside Best Buy on Black Friday, trying to save
[00:24:30.360 --> 00:24:34.040]   $400 on a thousand dollar flat screen TV.
[00:24:34.040 --> 00:24:39.000]   If they're going to really appreciate having Apple TV functionality or if that's just super
[00:24:39.000 --> 00:24:40.280]   superfluous to them.
[00:24:40.280 --> 00:24:42.400]   I hear the breathing of John Gruber.
[00:24:42.400 --> 00:24:43.400]   Hello.
[00:24:43.400 --> 00:24:47.000]   It's the, the daring fireballs flying out.
[00:24:47.000 --> 00:24:50.520]   Quick, put on your class for bloke.
[00:24:50.520 --> 00:24:52.720]   The guy who could not get his microphone to it.
[00:24:52.720 --> 00:24:56.120]   Hey, John, it's great to have you John Gruber, of course, of daring fireball.net, the premier
[00:24:56.120 --> 00:24:57.120]   Apple blogger.
[00:24:57.120 --> 00:25:00.960]   You know, you've written a little bit about the paper master thing.
[00:25:00.960 --> 00:25:03.240]   We were talking about that a little bit earlier.
[00:25:03.240 --> 00:25:04.800]   What's going on there?
[00:25:04.800 --> 00:25:06.040]   Just it's a non compete.
[00:25:06.040 --> 00:25:07.040]   What is Apple going to do?
[00:25:07.040 --> 00:25:08.280]   Who's running iPhone?
[00:25:08.280 --> 00:25:10.320]   I've been very interested.
[00:25:10.320 --> 00:25:13.840]   I've been digging into this and haven't gotten much that I can publish it.
[00:25:13.840 --> 00:25:22.640]   But I think it's pretty interesting, but I think it's also kind of old news.
[00:25:22.640 --> 00:25:28.560]   I mean, the hard part is that once you get to the senior VP level at Apple, it's, it
[00:25:28.560 --> 00:25:30.360]   is seriously like cloak and dagger stuff.
[00:25:30.360 --> 00:25:31.920]   I mean, those guys just do not talk.
[00:25:31.920 --> 00:25:35.280]   So any, the best anybody can get, I think, is secondhand.
[00:25:35.280 --> 00:25:37.600]   So why did Tony Fadel leave?
[00:25:37.600 --> 00:25:39.440]   Is it just more time with his family?
[00:25:39.440 --> 00:25:41.200]   It doesn't sound like he was fired.
[00:25:41.200 --> 00:25:44.920]   In fact, he's been, no, that's the most successful division at Apple.
[00:25:44.920 --> 00:25:47.560]   No, but, and there's a big but.
[00:25:47.560 --> 00:25:51.880]   So if you want like a black and white story, like did this guy do a good job or not?
[00:25:51.880 --> 00:25:53.040]   Clearly, the guy is a winner.
[00:25:53.040 --> 00:25:57.160]   I mean, the guy's headed up the iPod division and they've made it gazillion dollars and
[00:25:57.160 --> 00:25:58.520]   remade the music industry.
[00:25:58.520 --> 00:26:04.920]   So the guy absolutely is a winner, but here's the big but Tony Fadel.
[00:26:04.920 --> 00:26:06.400]   How do you pronounce it Fadel?
[00:26:06.400 --> 00:26:07.560]   Fadel, I don't know.
[00:26:07.560 --> 00:26:10.240]   Fadel would not be a good pronunciation.
[00:26:10.240 --> 00:26:11.560]   Yeah, I'd say Fadel.
[00:26:11.560 --> 00:26:18.400]   Fadel is very much on the old side of the iPod division.
[00:26:18.400 --> 00:26:23.320]   You know, the, the, what used to be the portal player, you know, embedded OS and then they
[00:26:23.320 --> 00:26:29.120]   got rid of them and whatever the, you know, all the non touch iPods, you know, run some
[00:26:29.120 --> 00:26:32.040]   sort of custom embedded OS.
[00:26:32.040 --> 00:26:35.480]   So the story I've heard, and now again, this is like two degrees out.
[00:26:35.480 --> 00:26:36.480]   This is.
[00:26:36.480 --> 00:26:37.480]   Oh, it's all right.
[00:26:37.480 --> 00:26:38.480]   It's Mac break weekly.
[00:26:38.480 --> 00:26:40.000]   You can gossip all you want.
[00:26:40.000 --> 00:26:49.720]   Is that at the outset of the iPhone project, there was a division as to whether they should
[00:26:49.720 --> 00:26:56.640]   use OS 10 for it or use something more like the traditional, you know, what the iPod OS
[00:26:56.640 --> 00:26:58.560]   software and embedded operating system.
[00:26:58.560 --> 00:26:59.560]   Right.
[00:26:59.560 --> 00:27:01.000]   And Fadel was on that side.
[00:27:01.000 --> 00:27:05.760]   And the two guys on the other side, primarily the ones pushed spearheading, you know, using
[00:27:05.760 --> 00:27:11.200]   a stripped down version of OS 10 were Scott forestall and Bertrand.
[00:27:11.200 --> 00:27:16.080]   Sir lay, you know, the senior VP of software engineering.
[00:27:16.080 --> 00:27:19.640]   And that turned out to be the right decision, by the way, to put OS 10 in this thing.
[00:27:19.640 --> 00:27:23.160]   Well, it almost seems like impossible to think of it as anything else.
[00:27:23.160 --> 00:27:24.480]   I mean, it's so successful.
[00:27:24.480 --> 00:27:26.360]   It's such an iconic device that you can't even think.
[00:27:26.360 --> 00:27:29.360]   I mean, obviously, if it would have gone the other way, it would have been, I think,
[00:27:29.360 --> 00:27:30.360]   a very different product.
[00:27:30.360 --> 00:27:32.000]   It'd be a razor.
[00:27:32.000 --> 00:27:34.200]   Well, I don't know.
[00:27:34.200 --> 00:27:37.360]   It probably would have been the thing that I, you know, it's certainly the thing I was
[00:27:37.360 --> 00:27:39.200]   expecting two years ago.
[00:27:39.200 --> 00:27:40.200]   Yeah.
[00:27:40.200 --> 00:27:41.560]   And iPod with additional phone capabilities.
[00:27:41.560 --> 00:27:42.560]   Exactly.
[00:27:42.560 --> 00:27:43.560]   And iPod with a phone.
[00:27:43.560 --> 00:27:44.560]   Yeah.
[00:27:44.560 --> 00:27:48.160]   So Fadel was on the wrong side of that, ended up losing out on that.
[00:27:48.160 --> 00:27:52.200]   And what he's been doing since then, I think the last, what I've heard is the last project
[00:27:52.200 --> 00:28:00.320]   that he led the engineering for was the just shipped latest iPod minis or iPod nano.
[00:28:00.320 --> 00:28:02.320]   So yeah, which are great devices.
[00:28:02.320 --> 00:28:05.080]   They're going to, again, they're going to make a mint on them selling them for Christmas
[00:28:05.080 --> 00:28:06.680]   this year again.
[00:28:06.680 --> 00:28:12.640]   But that's clearly, you know, that's sort of like being on the telegraph side of AT&T
[00:28:12.640 --> 00:28:14.080]   100 years ago.
[00:28:14.080 --> 00:28:15.080]   Right.
[00:28:15.080 --> 00:28:20.920]   You want to be on the telephone side and, you know, Fadel's team has not been the team
[00:28:20.920 --> 00:28:23.040]   that's built the iPod touch.
[00:28:23.040 --> 00:28:25.880]   That's like a byproduct of the iPhone.
[00:28:25.880 --> 00:28:29.320]   The touch is really just a phone at the iPhone without the phone capability.
[00:28:29.320 --> 00:28:30.720]   So I don't know that it's so much.
[00:28:30.720 --> 00:28:34.040]   There does seem a, there does seem a rift now that you say it between the products.
[00:28:34.040 --> 00:28:37.040]   You know, in fact, people say the touch really isn't an iPod.
[00:28:37.040 --> 00:28:40.840]   It shouldn't be calling iPod because it doesn't do a lot of the things the iPod does, like,
[00:28:40.840 --> 00:28:44.480]   for instance, disk mode.
[00:28:44.480 --> 00:28:48.440]   It's a totally different, you know, it's, it's to me, it's almost more different than,
[00:28:48.440 --> 00:28:50.800]   than the iPod shuffle.
[00:28:50.800 --> 00:28:54.400]   I mean, even the iPod shuffle, it doesn't even have a screen seems more like an iPod than
[00:28:54.400 --> 00:28:55.400]   any iPod.
[00:28:55.400 --> 00:28:57.200]   That's a good time.
[00:28:57.200 --> 00:29:02.200]   You quote, you link to a Philip Elmer DeWitt's column and fortune on the chronology here
[00:29:02.200 --> 00:29:09.040]   in, in which the most interesting thing is that jobs made him made paper master in October
[00:29:09.040 --> 00:29:13.440]   and offer he can't refuse a quote once in a lifetime opportunity.
[00:29:13.440 --> 00:29:15.440]   This has been a good job.
[00:29:15.440 --> 00:29:20.760]   It seems like it's odd that he didn't, and IBM tried hard to keep him offered him a substantial
[00:29:20.760 --> 00:29:22.480]   increase to persuade him to stay.
[00:29:22.480 --> 00:29:24.320]   He must be a smart guy.
[00:29:24.320 --> 00:29:25.600]   I don't really know much about him.
[00:29:25.600 --> 00:29:30.200]   I mean, other than, you know, them, within what's been, you know, printed in, in the press,
[00:29:30.200 --> 00:29:33.440]   you know, it's just basic background and that he has a personal relationship.
[00:29:33.440 --> 00:29:40.080]   He went to school with Bob Mansfield, you know, who's now leading the Mac hardware engineering
[00:29:40.080 --> 00:29:42.240]   team at Apple.
[00:29:42.240 --> 00:29:50.760]   Cringley says very oddly that the whole thing was a MacGuffin, a subterfuge, a placeholder
[00:29:50.760 --> 00:29:54.120]   at paper master's position as head of the iPhone and iPod division until he can take
[00:29:54.120 --> 00:29:59.840]   the job for which he was really hired, which is to lead Apple's PA semi acquisition.
[00:29:59.840 --> 00:30:06.200]   That's the, that is the fab that makes the, the power also semiconductor, the power efficient
[00:30:06.200 --> 00:30:10.680]   processors that are based by the way on power PC, the IBM power processors, which might
[00:30:10.680 --> 00:30:15.440]   be where the conflict of interest from IBM's point of view comes in and create a new family
[00:30:15.440 --> 00:30:19.680]   of processors optimized for a snow leopard and beyond.
[00:30:19.680 --> 00:30:23.960]   Now Intel would be a little miffed to hear that as well, I imagine.
[00:30:23.960 --> 00:30:26.560]   That seems to me a little hard, a little far-fetched.
[00:30:26.560 --> 00:30:28.400]   Aren't we happy with the Intel?
[00:30:28.400 --> 00:30:30.320]   Well, I get the feeling.
[00:30:30.320 --> 00:30:35.680]   I mean, it does seem like the PA semi stuff is about Apple building their own CPUs.
[00:30:35.680 --> 00:30:38.600]   Now what they would use them for, who knows?
[00:30:38.600 --> 00:30:42.880]   I mean, maybe it's just an insurance policy that lets, you know, the more options the
[00:30:42.880 --> 00:30:46.240]   better, you know, that if, you know, Intel can make something better than what we're making
[00:30:46.240 --> 00:30:53.000]   great, but, you know, why not take a fight that the PA may be being for portable devices.
[00:30:53.000 --> 00:30:54.000]   Right.
[00:30:54.000 --> 00:30:56.360]   Not desktops though, or maybe, I don't know.
[00:30:56.360 --> 00:30:57.840]   I mean, I look at Intel's roadmap.
[00:30:57.840 --> 00:31:00.880]   I look at the Nahalim and I'm, I'm, I'm, I'm, my mouth is watering.
[00:31:00.880 --> 00:31:03.640]   I say, I want this run in OS 10.
[00:31:03.640 --> 00:31:09.520]   In absence of further information, I'm more inclined to believe that what's more obvious,
[00:31:09.520 --> 00:31:15.920]   which is that if they've named him the head of, I don't know what the exact title is,
[00:31:15.920 --> 00:31:20.120]   but handheld device engineering, iPods and iPhones.
[00:31:20.120 --> 00:31:26.120]   That's pretty much one of the most prestigious jobs in hardware engineering today, working
[00:31:26.120 --> 00:31:29.600]   at Apple as the head of handheld engineering.
[00:31:29.600 --> 00:31:36.000]   It seems hard for me to believe that he's secretly got some other job as, as, you know,
[00:31:36.000 --> 00:31:42.800]   that, you know, aside from iPods and iPhones, just doing semiconductor stuff.
[00:31:42.800 --> 00:31:44.680]   It might be related to that.
[00:31:44.680 --> 00:31:48.200]   His expertise on the power platform certainly plays into it, but.
[00:31:48.200 --> 00:31:49.360]   Exactly.
[00:31:49.360 --> 00:31:53.440]   It seems to me like the thing that Krenzly is describing, you know, let's just say a year
[00:31:53.440 --> 00:31:58.040]   from now, whenever this non compete with IBM is got to be over, you know, whether they
[00:31:58.040 --> 00:32:01.200]   can settle it in the meantime, which they probably will, but a year from now, when the
[00:32:01.200 --> 00:32:06.320]   year is up and he's clear and free no matter what, the job that Krenzly is describing to
[00:32:06.320 --> 00:32:10.400]   me seems almost like a step down from the title that they've named for him now.
[00:32:10.400 --> 00:32:11.400]   Right.
[00:32:11.400 --> 00:32:12.760]   I mean, it's a very prestigious job.
[00:32:12.760 --> 00:32:16.800]   The thing that I don't get about, I think Krenzly is like half right and as usual, half
[00:32:16.800 --> 00:32:21.520]   too dramatic because Krenzly seems to be having it both ways.
[00:32:21.520 --> 00:32:26.760]   He, he, he, he loses the fact that Steve Jobs has, as an enormous ego.
[00:32:26.760 --> 00:32:32.320]   But then he also makes it sound as though he's incredibly insecure and that the reason he's
[00:32:32.320 --> 00:32:37.280]   Steve Jobs personally squeezed Fidel out is that he felt threatened by him and that he
[00:32:37.280 --> 00:32:41.640]   got too much fed up, Fidel got too much credit as the father of the iPod and he was threatened.
[00:32:41.640 --> 00:32:42.640]   Blah, blah, blah.
[00:32:42.640 --> 00:32:44.040]   Well, Steve Jobs isn't threatened by anyone.
[00:32:44.040 --> 00:32:47.200]   I mean, I think it through that his ego is huge, but I also think that it's that he's
[00:32:47.200 --> 00:32:49.800]   extremely secure in his job.
[00:32:49.800 --> 00:32:52.200]   Along with that huge ego goes huge confidence.
[00:32:52.200 --> 00:32:55.240]   I don't think any, I don't think he thinks anybody's a threat to him.
[00:32:55.240 --> 00:32:56.240]   Right.
[00:32:56.240 --> 00:32:59.400]   But if somebody were, it would, I mean, if that were the case, then he'd be squeezing
[00:32:59.400 --> 00:33:03.640]   Johnny Ive out too because Johnny Ive more people, certainly if he's far more famous
[00:33:03.640 --> 00:33:05.160]   than, than Tony Fidel.
[00:33:05.160 --> 00:33:09.000]   People like us know who Tony Fidel is, but I didn't know who he was.
[00:33:09.000 --> 00:33:13.920]   Well, you know, you hear this father of the iPod thing and, you know, but, but Johnny
[00:33:13.920 --> 00:33:19.480]   Ive is, is almost the second celebrity in Apple executive ranks.
[00:33:19.480 --> 00:33:24.680]   No, I think there's far more people who think that Johnny Ive would be a replacement, you
[00:33:24.680 --> 00:33:28.840]   know, for Steve Jobs is like a product visionary to lead the company then, then, then, then
[00:33:28.840 --> 00:33:29.840]   Fidel.
[00:33:29.840 --> 00:33:33.240]   Well, and this is the wrong time for Steve to be forcing people out as he was forced
[00:33:33.240 --> 00:33:35.300]   out by John Scully many years ago.
[00:33:35.300 --> 00:33:39.760]   This is where you keep your talent in place, especially given all the Wall Street worries
[00:33:39.760 --> 00:33:41.280]   about his own health.
[00:33:41.280 --> 00:33:45.720]   So I'm, I'm still looking into it, but my, my, if I had to make a guess right now is
[00:33:45.720 --> 00:33:50.600]   what the ultimate story is, is I would say more that he was bored, you know, that he
[00:33:50.600 --> 00:33:52.320]   really, you know, not that he got forced out.
[00:33:52.320 --> 00:33:56.120]   And again, it was the team he was leading is still very successful, but that he was on
[00:33:56.120 --> 00:34:01.520]   the wrong side of this, which way should the iPhone be built that hasn't had really a
[00:34:01.520 --> 00:34:04.800]   hand in the iPhone or the iPod touch.
[00:34:04.800 --> 00:34:07.280]   And that's clearly the future of the company.
[00:34:07.280 --> 00:34:12.640]   And so I think he felt a little bit bored because what he was leading the A team and
[00:34:12.640 --> 00:34:15.880]   he didn't get moved, but his former A team is now the B team.
[00:34:15.880 --> 00:34:16.880]   Right.
[00:34:16.880 --> 00:34:20.680]   Let's also talk about 2.2 for the iPhone.
[00:34:20.680 --> 00:34:21.680]   It's imminent.
[00:34:21.680 --> 00:34:22.680]   We're here seeing a lot of leaks.
[00:34:22.680 --> 00:34:28.520]   And one of the things that really excites me, Andy and Aco is that we're seeing screenshots
[00:34:28.520 --> 00:34:32.840]   and I've talked to people who have been beta testing that show that there'll be downloads
[00:34:32.840 --> 00:34:35.800]   iPod podcast downloads in the new iPhone.
[00:34:35.800 --> 00:34:37.160]   Yay.
[00:34:37.160 --> 00:34:40.560]   As you're listening to your Mac break weekly, for instance, you'll be able to push a button
[00:34:40.560 --> 00:34:42.520]   that says get more episodes.
[00:34:42.520 --> 00:34:43.520]   Yeah.
[00:34:43.520 --> 00:34:45.120]   That's, that's, that's very, very hot.
[00:34:45.120 --> 00:34:50.880]   But I wonder, I think that with this release, everybody is going to suddenly be like sort
[00:34:50.880 --> 00:34:54.800]   of like, you mean there's been a five gigabyte cap on downloads all along?
[00:34:54.800 --> 00:34:57.640]   Yeah, you know, that's going to, that's going to rear exactly head, isn't it?
[00:34:57.640 --> 00:34:59.720]   Is it five or 10?
[00:34:59.720 --> 00:35:02.400]   Last I checked it was five.
