;FFMETADATA1
title=I Love Saggy Pants
artist=TWiT
album_artist=TWiT
album=This Week in Tech
track=479
genre=Podcast
comment=http://twit.tv/twit
copyright=These netcasts are released under a Creative Commons Attribution Non-Commercial Share-Alike license. TWiT and TWiT Logo are registered trademarks of Leo Laporte.
publisher=TWiT
date=2014
encoder=Lavf58.76.100



[00:00:00.000 --> 00:00:06.240]   It's time for Twit This Week in Tech, a great panel for you with John C. Devorak, Patrick
[00:33:47.880 --> 00:33:48.880]   I'm not sure.
[00:33:48.880 --> 00:33:49.880]   I'm not sure.
[00:33:49.880 --> 00:33:50.880]   I'm not sure.
[00:33:50.880 --> 00:33:51.880]   I'm not sure.
[00:33:51.880 --> 00:33:52.880]   I'm not sure.
[00:33:52.880 --> 00:33:53.880]   I'm not sure.
[00:33:53.880 --> 00:33:54.880]   I'm not sure.
[00:33:54.880 --> 00:33:55.880]   I'm not sure.
[00:33:55.880 --> 00:33:56.880]   I'm not sure.
[00:33:56.880 --> 00:33:57.880]   I'm not sure.
[00:33:57.880 --> 00:33:58.880]   I'm not sure.
[00:33:58.880 --> 00:33:59.880]   I'm not sure.
[00:33:59.880 --> 00:34:00.880]   I'm not sure.
[00:34:00.880 --> 00:34:01.880]   I'm not sure.
[00:34:01.880 --> 00:34:02.880]   I'm not sure.
[00:34:02.880 --> 00:34:03.880]   I'm not sure.
[00:34:03.880 --> 00:34:04.880]   I'm not sure.
[00:34:04.880 --> 00:34:05.880]   I'm not sure.
[00:34:05.880 --> 00:34:06.880]   I'm not sure.
[00:34:06.880 --> 00:34:07.880]   I'm not sure.
[00:34:07.880 --> 00:34:08.880]   I'm not sure.
[00:34:08.880 --> 00:34:09.880]   I'm not sure.
[00:34:09.880 --> 00:34:10.880]   I'm not sure.
[00:34:10.880 --> 00:34:11.880]   I'm not sure.
[00:34:11.880 --> 00:34:12.880]   I'm not sure.
[00:34:12.880 --> 00:34:13.880]   I'm not sure.
[00:34:13.880 --> 00:34:14.880]   I'm not sure.
[00:34:14.880 --> 00:34:15.880]   I'm not sure.
[00:34:15.880 --> 00:34:16.880]   I'm not sure.
[00:34:16.880 --> 00:34:17.880]   I'm not sure.
[00:34:17.880 --> 00:34:18.880]   I'm not sure.
[00:34:18.880 --> 00:34:19.880]   I'm not sure.
[00:34:19.880 --> 00:34:20.880]   I'm not sure.
[00:34:20.880 --> 00:34:21.880]   I'm not sure.
[00:34:21.880 --> 00:34:22.880]   I'm not sure.
[00:34:22.880 --> 00:34:23.880]   I'm not sure.
[00:34:23.880 --> 00:34:24.880]   I'm not sure.
[00:34:24.880 --> 00:34:25.880]   I'm not sure.
[00:34:25.880 --> 00:34:26.880]   I'm not sure.
[00:34:26.880 --> 00:34:27.880]   I'm not sure.
[00:34:27.880 --> 00:34:28.880]   I'm not sure.
[00:34:28.880 --> 00:34:29.880]   I'm not sure.
[00:34:29.880 --> 00:34:30.880]   I'm not sure.
[00:34:30.880 --> 00:34:31.880]   I'm not sure.
[00:34:31.880 --> 00:34:32.880]   I'm not sure.
[00:34:32.880 --> 00:34:33.880]   I'm not sure.
[00:34:33.880 --> 00:34:34.880]   I'm not sure.
[00:34:34.880 --> 00:34:35.880]   I'm not sure.
[00:34:35.880 --> 00:34:36.880]   I'm not sure.
[00:34:36.880 --> 00:34:37.880]   I'm not sure.
[00:34:37.880 --> 00:34:38.880]   I'm not sure.
[00:34:38.880 --> 00:34:39.880]   I'm not sure.
[00:34:39.880 --> 00:34:40.880]   I'm not sure.
[00:34:40.880 --> 00:34:41.880]   I'm not sure.
[00:34:41.880 --> 00:34:42.880]   I'm not sure.
[00:34:42.880 --> 00:34:43.880]   I'm not sure.
[00:34:43.880 --> 00:34:44.880]   I'm not sure.
[00:34:44.880 --> 00:34:45.880]   I'm not sure.
[00:34:45.880 --> 00:34:46.880]   I'm not sure.
[00:34:46.880 --> 00:34:47.880]   I'm not sure.
[00:34:47.880 --> 00:34:48.880]   I'm not sure.
[00:34:48.880 --> 00:34:49.880]   I'm not sure.
[00:34:49.880 --> 00:34:50.880]   I'm not sure.
[00:34:50.880 --> 00:34:51.880]   I'm not sure.
[00:34:51.880 --> 00:34:52.880]   I'm not sure.
[00:34:52.880 --> 00:34:53.880]   I'm not sure.
[00:34:53.880 --> 00:34:54.880]   I'm not sure.
[00:34:54.880 --> 00:34:55.880]   I'm not sure.
[00:34:55.880 --> 00:34:56.880]   I'm not sure.
[00:34:56.880 --> 00:34:57.880]   I'm not sure.
[00:34:57.880 --> 00:34:58.880]   I'm not sure.
[00:34:58.880 --> 00:34:59.880]   I'm not sure.
[00:34:59.880 --> 00:35:00.880]   I'm not sure.
[00:35:00.880 --> 00:35:01.880]   I'm not sure.
[00:35:01.880 --> 00:35:02.880]   I'm not sure.
[00:35:02.880 --> 00:35:03.880]   I'm not sure.
[00:35:03.880 --> 00:35:04.880]   I'm not sure.
[00:35:04.880 --> 00:35:05.880]   I'm not sure.
[00:35:05.880 --> 00:35:06.880]   I'm not sure.
[00:35:06.880 --> 00:35:07.880]   I'm not sure.
[00:35:07.880 --> 00:35:08.880]   I'm not sure.
[00:35:08.880 --> 00:35:09.880]   I'm not sure.
[00:35:09.880 --> 00:35:10.880]   I'm not sure.
[00:35:10.880 --> 00:35:11.880]   I'm not sure.
[00:35:11.880 --> 00:35:12.880]   I'm not sure.
[00:35:12.880 --> 00:35:13.880]   I'm not sure.
[00:35:13.880 --> 00:35:14.880]   I'm not sure.
[00:35:14.880 --> 00:35:15.880]   I'm not sure.
[00:35:15.880 --> 00:35:16.880]   I'm not sure.
[00:35:16.880 --> 00:35:17.880]   I'm not sure.
[00:35:17.880 --> 00:35:18.880]   I'm not sure.
[00:35:18.880 --> 00:35:19.880]   I'm not sure.
[00:35:19.880 --> 00:35:20.880]   I'm not sure.
[00:35:20.880 --> 00:35:21.880]   I'm not sure.
[00:35:21.880 --> 00:35:22.880]   I'm not sure.
[00:35:22.880 --> 00:35:23.880]   I'm not sure.
[00:35:23.880 --> 00:35:24.880]   I'm not sure.
[00:35:24.880 --> 00:35:25.880]   I'm not sure.
[00:35:25.880 --> 00:35:26.880]   I'm not sure.
[00:35:26.880 --> 00:35:27.880]   I'm not sure.
[00:35:27.880 --> 00:35:28.880]   I'm not sure.
[00:35:28.880 --> 00:35:29.880]   I'm not sure.
[00:35:29.880 --> 00:35:30.880]   I'm not sure.
[00:35:30.880 --> 00:35:31.880]   I'm not sure.
[00:35:31.880 --> 00:35:32.880]   I'm not sure.
[00:35:32.880 --> 00:35:33.880]   I'm not sure.
[00:35:33.880 --> 00:35:34.880]   I'm not sure.
[00:35:34.880 --> 00:35:35.880]   I'm not sure.
[00:35:35.880 --> 00:35:36.880]   I'm not sure.
[00:35:36.880 --> 00:35:37.880]   I'm not sure.
[00:35:37.880 --> 00:35:38.880]   I'm not sure.
[00:35:38.880 --> 00:35:39.880]   I'm not sure.
[00:35:39.880 --> 00:35:40.880]   I'm not sure.
[00:35:40.880 --> 00:35:41.880]   I'm not sure.
[00:35:41.880 --> 00:35:42.880]   I'm not sure.
[00:35:42.880 --> 00:35:43.880]   I'm not sure.
[00:35:43.880 --> 00:35:44.880]   I'm not sure.
[00:35:44.880 --> 00:35:45.880]   I'm not sure.
[00:35:45.880 --> 00:35:46.880]   I'm not sure.
[00:35:46.880 --> 00:35:47.880]   I'm not sure.
[00:35:47.880 --> 00:35:48.880]   I'm not sure.
[00:35:48.880 --> 00:35:49.880]   I'm not sure.
[00:35:49.880 --> 00:35:50.880]   I'm not sure.
[00:35:50.880 --> 00:35:51.880]   I'm not sure.
[00:35:51.880 --> 00:35:52.880]   I'm not sure.
[00:35:52.880 --> 00:35:53.880]   I'm not sure.
[00:35:53.880 --> 00:35:54.880]   I'm not sure.
[00:35:54.880 --> 00:35:55.880]   I'm not sure.
[00:35:55.880 --> 00:35:56.880]   I'm not sure.
[00:35:56.880 --> 00:35:57.880]   I'm not sure.
[00:35:57.880 --> 00:35:58.880]   I'm not sure.
[00:35:58.880 --> 00:35:59.880]   I'm not sure.
[00:35:59.880 --> 00:36:00.880]   I'm not sure.
[00:36:00.880 --> 00:36:01.880]   I'm not sure.
[00:36:01.880 --> 00:36:02.880]   I'm not sure.
[00:36:02.880 --> 00:36:03.880]   I'm not sure.
[00:36:03.880 --> 00:36:04.880]   I'm not sure.
[00:36:04.880 --> 00:36:05.880]   I'm not sure.
[00:36:05.880 --> 00:36:06.880]   I'm not sure.
[00:36:06.880 --> 00:36:07.880]   I'm not sure.
[00:36:07.880 --> 00:36:08.880]   I'm not sure.
[00:36:08.880 --> 00:36:09.880]   I'm not sure.
[00:36:09.880 --> 00:36:10.880]   I'm not sure.
[00:36:10.880 --> 00:36:11.880]   I'm not sure.
[00:36:11.880 --> 00:36:12.880]   I'm not sure.
[00:36:12.880 --> 00:36:13.880]   I'm not sure.
[00:36:13.880 --> 00:36:14.880]   I'm not sure.
[00:36:14.880 --> 00:36:15.880]   I'm not sure.
[00:36:15.880 --> 00:36:16.880]   I'm not sure.
[00:36:16.880 --> 00:36:17.880]   I'm not sure.
[00:36:17.880 --> 00:36:18.880]   I'm not sure.
[00:36:18.880 --> 00:36:19.880]   I'm not sure.
[00:36:19.880 --> 00:36:20.880]   I'm not sure.
[00:36:20.880 --> 00:36:21.880]   I'm not sure.
[00:36:21.880 --> 00:36:22.880]   I'm not sure.
[00:36:22.880 --> 00:36:23.880]   I'm not sure.
[00:36:23.880 --> 00:36:24.880]   I'm not sure.
[00:36:24.880 --> 00:36:25.880]   I'm not sure.
[00:36:25.880 --> 00:36:26.880]   I'm not sure.
[00:36:26.880 --> 00:36:27.880]   I'm not sure.
[00:36:27.880 --> 00:36:28.880]   I'm not sure.
[00:36:28.880 --> 00:36:29.880]   I'm not sure.
[00:36:29.880 --> 00:36:30.880]   I'm not sure.
[00:36:30.880 --> 00:36:31.880]   I'm not sure.
[00:36:31.880 --> 00:36:32.880]   I'm not sure.
[00:36:32.880 --> 00:36:33.880]   I'm not sure.
[00:36:33.880 --> 00:36:34.880]   I'm not sure.
[00:36:34.880 --> 00:36:35.880]   I'm not sure.
[00:36:35.880 --> 00:36:36.880]   I'm not sure.
[00:36:36.880 --> 00:36:37.880]   I'm not sure.
[00:36:37.880 --> 00:36:38.880]   I'm not sure.
[00:36:38.880 --> 00:36:39.880]   I'm not sure.
[00:36:39.880 --> 00:36:40.880]   I'm not sure.
[00:36:40.880 --> 00:36:41.880]   I'm not sure.
[00:36:41.880 --> 00:36:42.880]   I'm not sure.
[00:36:42.880 --> 00:36:43.880]   I'm not sure.
[00:36:43.880 --> 00:36:44.880]   I'm not sure.
[00:36:44.880 --> 00:36:45.880]   I'm not sure.
[00:36:45.880 --> 00:36:46.880]   I'm not sure.
[00:36:46.880 --> 00:36:47.880]   I'm not sure.
[00:36:47.880 --> 00:36:48.880]   I'm not sure.
[00:36:48.880 --> 00:36:49.880]   I'm not sure.
[00:36:49.880 --> 00:36:50.880]   I'm not sure.
[00:36:50.880 --> 00:36:51.880]   I'm not sure.
[00:36:51.880 --> 00:36:52.880]   I'm not sure.
[00:36:52.880 --> 00:36:53.880]   I'm not sure.
[00:36:53.880 --> 00:36:54.880]   I'm not sure.
[00:36:54.880 --> 00:36:55.880]   I'm not sure.
[00:36:55.880 --> 00:36:56.880]   I'm not sure.
[00:36:56.880 --> 00:36:57.880]   I'm not sure.
[00:36:57.880 --> 00:36:58.880]   I'm not sure.
[00:36:58.880 --> 00:36:59.880]   I'm not sure.
[00:36:59.880 --> 00:37:00.880]   I'm not sure.
[00:37:00.880 --> 00:37:01.880]   I'm not sure.
[00:37:01.880 --> 00:37:02.880]   I'm not sure.
[00:37:02.880 --> 00:37:03.880]   I'm not sure.
[00:37:03.880 --> 00:37:04.880]   I'm not sure.
[00:37:04.880 --> 00:37:05.880]   I'm not sure.
[00:37:05.880 --> 00:37:06.880]   I'm not sure.
[00:37:06.880 --> 00:37:07.880]   I'm not sure.
[00:37:07.880 --> 00:37:08.880]   I'm not sure.
[00:37:08.880 --> 00:37:09.880]   I'm not sure.
[00:37:09.880 --> 00:37:10.880]   I'm not sure.
[00:37:10.880 --> 00:37:11.880]   I'm not sure.
[00:37:11.880 --> 00:37:12.880]   I'm not sure.
[00:37:12.880 --> 00:37:13.880]   I'm not sure.
[00:37:13.880 --> 00:37:14.880]   I'm not sure.
[00:37:14.880 --> 00:37:15.880]   I'm not sure.
[00:37:15.880 --> 00:37:16.880]   I'm not sure.
[00:37:16.880 --> 00:37:17.880]   I'm not sure.
[00:37:17.880 --> 00:37:18.880]   I'm not sure.
[00:37:18.880 --> 00:37:19.880]   I'm not sure.
[00:37:19.880 --> 00:37:20.880]   I'm not sure.
[00:37:20.880 --> 00:37:21.880]   I'm not sure.
[00:37:21.880 --> 00:37:22.880]   I'm not sure.
[00:37:22.880 --> 00:37:23.880]   I'm not sure.
[00:37:23.880 --> 00:37:24.880]   I'm not sure.
[00:37:24.880 --> 00:37:25.880]   I'm not sure.
[00:37:25.880 --> 00:37:26.880]   I'm not sure.
[00:37:26.880 --> 00:37:27.880]   I'm not sure.
[00:37:27.880 --> 00:37:28.880]   I'm not sure.
[00:37:28.880 --> 00:37:29.880]   I'm not sure.
[00:37:29.880 --> 00:37:30.880]   I'm not sure.
[00:37:30.880 --> 00:37:31.880]   I'm not sure.
[00:37:31.880 --> 00:37:32.880]   I'm not sure.
[00:37:32.880 --> 00:37:33.880]   I'm not sure.
[00:37:33.880 --> 00:37:34.880]   I'm not sure.
[00:37:34.880 --> 00:37:35.880]   I'm not sure.
[00:37:35.880 --> 00:37:36.880]   I'm not sure.
[00:37:36.880 --> 00:37:37.880]   I'm not sure.
[00:37:37.880 --> 00:37:38.880]   I'm not sure.
[00:37:38.880 --> 00:37:39.880]   I'm not sure.
[00:37:39.880 --> 00:37:40.880]   I'm not sure.
[00:37:40.880 --> 00:37:41.880]   I'm not sure.
[00:37:41.880 --> 00:37:42.880]   I'm not sure.
[00:37:42.880 --> 00:37:43.880]   I'm not sure.
[00:37:43.880 --> 00:37:44.880]   I'm not sure.
[00:37:44.880 --> 00:37:45.880]   I'm not sure.
[00:37:45.880 --> 00:37:46.880]   I'm not sure.
[00:37:46.880 --> 00:37:47.880]   I'm not sure.
[00:37:47.880 --> 00:37:48.880]   I'm not sure.
[00:37:48.880 --> 00:37:49.880]   I'm not sure.
[00:37:49.880 --> 00:37:50.880]   I'm not sure.
[00:37:50.880 --> 00:37:51.880]   I'm not sure.
[00:37:51.880 --> 00:37:52.880]   I'm not sure.
[00:37:52.880 --> 00:37:53.880]   I'm not sure.
[00:37:53.880 --> 00:37:54.880]   I'm not sure.
[00:37:54.880 --> 00:37:55.880]   I'm not sure.
[00:37:55.880 --> 00:37:56.880]   I'm not sure.
[00:37:56.880 --> 00:37:57.880]   I'm not sure.
[00:37:57.880 --> 00:37:58.880]   I'm not sure.
[00:37:58.880 --> 00:37:59.880]   I'm not sure.
[00:37:59.880 --> 00:38:00.880]   I'm not sure.
[00:38:00.880 --> 00:38:01.880]   I'm not sure.
[00:38:01.880 --> 00:38:02.880]   I'm not sure.
[00:38:02.880 --> 00:38:03.880]   I'm not sure.
[00:38:03.880 --> 00:38:04.880]   I'm not sure.
[00:38:04.880 --> 00:38:05.880]   I'm not sure.
[00:38:05.880 --> 00:38:06.880]   I'm not sure.
[00:38:06.880 --> 00:38:07.880]   I'm not sure.
[00:38:07.880 --> 00:38:08.880]   I'm not sure.
[00:38:08.880 --> 00:38:09.880]   I'm not sure.
[00:38:09.880 --> 00:38:10.880]   I'm not sure.
[00:38:10.880 --> 00:38:11.880]   I'm not sure.
[00:38:11.880 --> 00:38:12.880]   I'm not sure.
[00:38:12.880 --> 00:38:13.880]   I'm not sure.
[00:38:13.880 --> 00:38:14.880]   I'm not sure.
[00:38:14.880 --> 00:38:15.880]   I'm not sure.
[00:38:15.880 --> 00:38:16.880]   I'm not sure.
[00:38:16.880 --> 00:38:17.880]   I'm not sure.
[00:38:17.880 --> 00:38:18.880]   I'm not sure.
[00:38:18.880 --> 00:38:19.880]   I'm not sure.
[00:38:19.880 --> 00:38:20.880]   I'm not sure.
[00:38:20.880 --> 00:38:21.880]   I'm not sure.
[00:38:21.880 --> 00:38:22.880]   I'm not sure.
[00:38:22.880 --> 00:38:23.880]   I'm not sure.
[00:38:23.880 --> 00:38:24.880]   I'm not sure.
[00:38:24.880 --> 00:38:25.880]   I'm not sure.
[00:38:25.880 --> 00:38:26.880]   I'm not sure.
[00:38:26.880 --> 00:38:27.880]   I'm not sure.
[00:38:27.880 --> 00:38:28.880]   I'm not sure.
[00:38:28.880 --> 00:38:29.880]   I'm not sure.
[00:38:29.880 --> 00:38:30.880]   I'm not sure.
[00:38:30.880 --> 00:38:31.880]   I'm not sure.
[00:38:31.880 --> 00:38:32.880]   I'm not sure.
[00:38:32.880 --> 00:38:33.880]   I'm not sure.
[00:38:33.880 --> 00:38:34.880]   I'm not sure.
[00:38:34.880 --> 00:38:35.880]   I'm not sure.
[00:38:35.880 --> 00:38:36.880]   I'm not sure.
[00:38:36.880 --> 00:38:37.880]   I'm not sure.
[00:38:37.880 --> 00:38:38.880]   I'm not sure.
[00:38:38.880 --> 00:38:39.880]   I'm not sure.
[00:38:39.880 --> 00:38:40.880]   I'm not sure.
[00:38:40.880 --> 00:38:41.880]   I'm not sure.
[00:38:41.880 --> 00:38:42.880]   I'm not sure.
[00:38:42.880 --> 00:38:43.880]   I'm not sure.
[00:38:43.880 --> 00:38:44.880]   I'm not sure.
[00:38:44.880 --> 00:38:45.880]   I'm not sure.
[00:38:45.880 --> 00:38:46.880]   I'm not sure.
[00:38:46.880 --> 00:38:47.880]   I'm not sure.
[00:38:47.880 --> 00:38:48.880]   I'm not sure.
[00:38:48.880 --> 00:38:49.880]   I'm not sure.
[00:38:49.880 --> 00:38:50.880]   I'm not sure.
[00:38:50.880 --> 00:38:51.880]   I'm not sure.
[00:38:51.880 --> 00:38:52.880]   I'm not sure.
[00:38:52.880 --> 00:38:53.880]   I'm not sure.
[00:38:53.880 --> 00:38:54.880]   I'm not sure.
[00:38:54.880 --> 00:38:55.880]   I'm not sure.
[00:38:55.880 --> 00:38:56.880]   I'm not sure.
[00:38:56.880 --> 00:38:57.880]   I'm not sure.
[00:38:57.880 --> 00:38:58.880]   I'm not sure.
[00:38:58.880 --> 00:38:59.880]   I'm not sure.
[00:38:59.880 --> 00:39:00.880]   I'm not sure.
[00:39:00.880 --> 00:39:01.880]   I'm not sure.
[00:39:01.880 --> 00:39:02.880]   I'm not sure.
[00:39:02.880 --> 00:39:03.880]   I'm not sure.
[00:39:03.880 --> 00:39:04.880]   I'm not sure.
[00:39:04.880 --> 00:39:05.880]   I'm not sure.
[00:39:05.880 --> 00:39:06.880]   I'm not sure.
[00:39:06.880 --> 00:39:07.880]   I'm not sure.
[00:39:07.880 --> 00:39:08.880]   I'm not sure.
[00:39:08.880 --> 00:39:09.880]   I'm not sure.
[00:39:09.880 --> 00:39:10.880]   I'm not sure.
[00:39:10.880 --> 00:39:11.880]   I'm not sure.
[00:39:11.880 --> 00:39:12.880]   I'm not sure.
[00:39:12.880 --> 00:39:13.880]   I'm not sure.
[00:39:13.880 --> 00:39:14.880]   I'm not sure.
[00:39:14.880 --> 00:39:15.880]   I'm not sure.
[00:39:15.880 --> 00:39:16.880]   I'm not sure.
[00:39:16.880 --> 00:39:17.880]   I'm not sure.
[00:39:17.880 --> 00:39:18.880]   I'm not sure.
[00:39:18.880 --> 00:39:19.880]   I'm not sure.
[00:39:19.880 --> 00:39:20.880]   I'm not sure.
[00:39:20.880 --> 00:39:21.880]   I'm not sure.
[00:39:21.880 --> 00:39:22.880]   I'm not sure.
[00:39:22.880 --> 00:39:23.880]   I'm not sure.
[00:39:23.880 --> 00:39:24.880]   I'm not sure.
[00:39:24.880 --> 00:39:25.880]   I'm not sure.
[00:39:25.880 --> 00:39:26.880]   I'm not sure.
[00:39:26.880 --> 00:39:27.880]   I'm not sure.
[00:39:27.880 --> 00:39:28.880]   I'm not sure.
[00:39:28.880 --> 00:39:29.880]   I'm not sure.
[00:39:29.880 --> 00:39:30.880]   I'm not sure.
[00:39:30.880 --> 00:39:31.880]   I'm not sure.
[00:39:31.880 --> 00:39:32.880]   I'm not sure.
[00:39:32.880 --> 00:39:33.880]   I'm not sure.
[00:39:33.880 --> 00:39:34.880]   I'm not sure.
[00:39:34.880 --> 00:39:35.880]   I'm not sure.
[00:39:35.880 --> 00:39:36.880]   I'm not sure.
[00:39:36.880 --> 00:39:37.880]   I'm not sure.
[00:39:37.880 --> 00:39:38.880]   I'm not sure.
[00:39:38.880 --> 00:39:39.880]   I'm not sure.
[00:39:39.880 --> 00:39:40.880]   I'm not sure.
[00:39:40.880 --> 00:39:41.880]   I'm not sure.
[00:39:41.880 --> 00:39:42.880]   I'm not sure.
[00:39:42.880 --> 00:39:43.880]   I'm not sure.
[00:39:43.880 --> 00:39:44.880]   I'm not sure.
[00:39:44.880 --> 00:39:45.880]   I'm not sure.
[00:39:45.880 --> 00:39:46.880]   I'm not sure.
[00:39:46.880 --> 00:39:47.880]   I'm not sure.
[00:39:47.880 --> 00:39:48.880]   I'm not sure.
[00:39:48.880 --> 00:39:49.880]   I'm not sure.
[00:39:49.880 --> 00:39:50.880]   I'm not sure.
[00:39:50.880 --> 00:39:51.880]   I'm not sure.
[00:39:51.880 --> 00:39:52.880]   I'm not sure.
[00:39:52.880 --> 00:39:53.880]   I'm not sure.
[00:39:53.880 --> 00:39:54.880]   I'm not sure.
[00:39:54.880 --> 00:39:55.880]   I'm not sure.
[00:39:55.880 --> 00:39:56.880]   I'm not sure.
[00:39:56.880 --> 00:39:57.880]   I'm not sure.
[00:39:57.880 --> 00:39:58.880]   I'm not sure.
[00:39:58.880 --> 00:39:59.880]   I'm not sure.
[00:39:59.880 --> 00:40:00.880]   I'm not sure.
[00:40:00.880 --> 00:40:01.880]   I'm not sure.
[00:40:01.880 --> 00:40:02.880]   I'm not sure.
[00:40:02.880 --> 00:40:03.880]   I'm not sure.
[00:40:03.880 --> 00:40:04.880]   I'm not sure.
[00:40:04.880 --> 00:40:05.880]   I'm not sure.
[00:40:05.880 --> 00:40:06.880]   I'm not sure.
[00:40:06.880 --> 00:40:07.880]   I'm not sure.
[00:40:07.880 --> 00:40:08.880]   I'm not sure.
[00:40:08.880 --> 00:40:09.880]   I'm not sure.
[00:40:09.880 --> 00:40:10.880]   I'm not sure.
[00:40:10.880 --> 00:40:11.880]   I'm not sure.
[00:40:11.880 --> 00:40:12.880]   I'm not sure.
[00:40:12.880 --> 00:40:13.880]   I'm not sure.
[00:40:13.880 --> 00:40:14.880]   I'm not sure.
[00:40:14.880 --> 00:40:15.880]   I'm not sure.
[00:40:15.880 --> 00:40:16.880]   I'm not sure.
[00:40:16.880 --> 00:40:17.880]   I'm not sure.
[00:40:17.880 --> 00:40:18.880]   I'm not sure.
[00:40:18.880 --> 00:40:19.880]   I'm not sure.
[00:40:19.880 --> 00:40:20.880]   I'm not sure.
[00:40:20.880 --> 00:40:21.880]   I'm not sure.
[00:40:21.880 --> 00:40:22.880]   I'm not sure.
[00:40:22.880 --> 00:40:23.880]   I'm not sure.
[00:40:23.880 --> 00:40:24.880]   I'm not sure.
[00:40:24.880 --> 00:40:25.880]   I'm not sure.
[00:40:25.880 --> 00:40:26.880]   I'm not sure.
[00:40:26.880 --> 00:40:27.880]   I'm not sure.
[00:40:27.880 --> 00:40:28.880]   I'm not sure.
[00:40:28.880 --> 00:40:29.880]   I'm not sure.
[00:40:29.880 --> 00:40:30.880]   I'm not sure.
[00:40:30.880 --> 00:40:31.880]   I'm not sure.
[00:40:31.880 --> 00:40:32.880]   I'm not sure.
[00:40:32.880 --> 00:40:33.880]   I'm not sure.
[00:40:33.880 --> 00:40:34.880]   I'm not sure.
[00:40:34.880 --> 00:40:35.880]   I'm not sure.
[00:40:35.880 --> 00:40:36.880]   I'm not sure.
[00:40:36.880 --> 00:40:37.880]   I'm not sure.
[00:40:37.880 --> 00:40:38.880]   I'm not sure.
[00:40:38.880 --> 00:40:39.880]   I'm not sure.
[00:40:39.880 --> 00:40:40.880]   I'm not sure.
[00:40:40.880 --> 00:40:41.880]   I'm not sure.
[00:40:41.880 --> 00:40:42.880]   I'm not sure.
[00:40:42.880 --> 00:40:43.880]   I'm not sure.
[00:40:43.880 --> 00:40:44.880]   I'm not sure.
[00:40:44.880 --> 00:40:45.880]   I'm not sure.
[00:40:45.880 --> 00:40:46.880]   I'm not sure.
[00:40:46.880 --> 00:40:47.880]   I'm not sure.
[00:40:47.880 --> 00:40:48.880]   I'm not sure.
[00:40:48.880 --> 00:40:49.880]   I'm not sure.
[00:40:49.880 --> 00:40:50.880]   I'm not sure.
[00:40:50.880 --> 00:40:51.880]   I'm not sure.
[00:40:51.880 --> 00:40:52.880]   I'm not sure.
[00:40:52.880 --> 00:40:53.880]   I'm not sure.
[00:40:53.880 --> 00:40:54.880]   I'm not sure.
[00:40:54.880 --> 00:40:55.880]   I'm not sure.
[00:40:55.880 --> 00:40:56.880]   I'm not sure.
[00:40:56.880 --> 00:40:57.880]   I'm not sure.
[00:40:57.880 --> 00:40:58.880]   I'm not sure.
[00:40:58.880 --> 00:40:59.880]   I'm not sure.
[00:40:59.880 --> 00:41:00.880]   I'm not sure.
[00:41:00.880 --> 00:41:01.880]   I'm not sure.
[00:41:01.880 --> 00:41:02.880]   I'm not sure.
[00:41:02.880 --> 00:41:03.880]   I'm not sure.
[00:41:03.880 --> 00:41:04.880]   I'm not sure.
[00:41:04.880 --> 00:41:05.880]   I'm not sure.
[00:41:05.880 --> 00:41:06.880]   I'm not sure.
[00:41:06.880 --> 00:41:07.880]   I'm not sure.
[00:41:07.880 --> 00:41:08.880]   I'm not sure.
[00:41:08.880 --> 00:41:09.880]   I'm not sure.
[00:41:09.880 --> 00:41:10.880]   I'm not sure.
[00:41:10.880 --> 00:41:11.880]   I'm not sure.
[00:41:11.880 --> 00:41:12.880]   I'm not sure.
[00:41:12.880 --> 00:41:13.880]   I'm not sure.
[00:41:13.880 --> 00:41:14.880]   I'm not sure.
[00:41:14.880 --> 00:41:15.880]   I'm not sure.
[00:41:15.880 --> 00:41:16.880]   I'm not sure.
[00:41:16.880 --> 00:41:17.880]   I'm not sure.
[00:41:17.880 --> 00:41:18.880]   I'm not sure.
[00:41:18.880 --> 00:41:19.880]   I'm not sure.
[00:41:19.880 --> 00:41:20.880]   I'm not sure.
[00:41:20.880 --> 00:41:21.880]   I'm not sure.
[00:41:21.880 --> 00:41:22.880]   I'm not sure.
[00:41:22.880 --> 00:41:23.880]   I'm not sure.
[00:41:23.880 --> 00:41:24.880]   I'm not sure.
[00:41:24.880 --> 00:41:25.880]   I'm not sure.
[00:41:25.880 --> 00:41:26.880]   I'm not sure.
[00:41:26.880 --> 00:41:27.880]   I'm not sure.
[00:41:27.880 --> 00:41:28.880]   I'm not sure.
[00:41:28.880 --> 00:41:29.880]   I'm not sure.
[00:41:29.880 --> 00:41:30.880]   I'm not sure.
[00:41:30.880 --> 00:41:31.880]   I'm not sure.
[00:41:31.880 --> 00:41:32.880]   I'm not sure.
[00:41:32.880 --> 00:41:33.880]   I'm not sure.
[00:41:33.880 --> 00:41:34.880]   I'm not sure.
[00:41:34.880 --> 00:41:35.880]   I'm not sure.
[00:41:35.880 --> 00:41:36.880]   I'm not sure.
[00:41:36.880 --> 00:41:37.880]   I'm not sure.
[00:41:37.880 --> 00:41:38.880]   I'm not sure.
[00:41:38.880 --> 00:41:39.880]   I'm not sure.
[00:41:39.880 --> 00:41:40.880]   I'm not sure.
[00:41:40.880 --> 00:41:41.880]   I'm not sure.
