;FFMETADATA1
title=Our Holiday Special
artist=TWiT
album_artist=TWiT
album=This Week in Tech
track=542
genre=Podcast
comment=http://twit.tv/twit
copyright=These netcasts are released under a Creative Commons License - Attribution-NonCommercial-NoDerivatives 4.0 International. TWiT and TWiT Logo are registered trademarks of Leo Laporte.
publisher=TWiT
date=2015
encoder=Lavf58.76.100



[00:00:00.000 --> 00:00:03.720]   It's time for "Twin" this weekend tech.
[00:35:44.760 --> 00:35:45.760]   That's pure white.
[00:35:45.760 --> 00:35:46.760]   That's pure white.
[00:35:46.760 --> 00:35:47.760]   That's pure white.
[00:35:47.760 --> 00:35:48.760]   That's pure white.
[00:35:48.760 --> 00:35:49.760]   That's pure white.
[00:35:49.760 --> 00:35:50.760]   That's pure white.
[00:35:50.760 --> 00:35:51.760]   That's pure white.
[00:35:51.760 --> 00:35:52.760]   That's pure white.
[00:35:52.760 --> 00:35:53.760]   That's pure white.
[00:35:53.760 --> 00:35:54.760]   That's pure white.
[00:35:54.760 --> 00:35:55.760]   That's pure white.
[00:35:55.760 --> 00:35:56.760]   That's pure white.
[00:35:56.760 --> 00:35:57.760]   That's pure white.
[00:35:57.760 --> 00:35:58.760]   That's pure white.
[00:35:58.760 --> 00:35:59.760]   That's pure white.
[00:35:59.760 --> 00:36:00.760]   That's pure white.
[00:36:00.760 --> 00:36:01.760]   That's pure white.
[00:36:01.760 --> 00:36:02.760]   That's pure white.
[00:36:02.760 --> 00:36:03.760]   That's pure white.
[00:36:03.760 --> 00:36:04.760]   That's pure white.
[00:36:04.760 --> 00:36:05.760]   That's pure white.
[00:36:05.760 --> 00:36:06.760]   That's pure white.
[00:36:06.760 --> 00:36:07.760]   That's pure white.
[00:36:07.760 --> 00:36:08.760]   That's pure white.
[00:36:08.760 --> 00:36:09.760]   That's pure white.
[00:36:09.760 --> 00:36:10.760]   That's pure white.
[00:36:10.760 --> 00:36:11.760]   That's pure white.
[00:36:11.760 --> 00:36:12.760]   That's pure white.
[00:36:12.760 --> 00:36:13.760]   That's pure white.
[00:36:13.760 --> 00:36:14.760]   That's pure white.
[00:36:14.760 --> 00:36:15.760]   That's pure white.
[00:36:15.760 --> 00:36:16.760]   That's pure white.
[00:36:16.760 --> 00:36:17.760]   That's pure white.
[00:36:17.760 --> 00:36:18.760]   That's pure white.
[00:36:18.760 --> 00:36:19.760]   That's pure white.
[00:36:19.760 --> 00:36:20.760]   That's pure white.
[00:36:20.760 --> 00:36:21.760]   That's pure white.
[00:36:21.760 --> 00:36:22.760]   That's pure white.
[00:36:22.760 --> 00:36:23.760]   That's pure white.
[00:36:23.760 --> 00:36:24.760]   That's pure white.
[00:36:24.760 --> 00:36:25.760]   That's pure white.
[00:36:25.760 --> 00:36:26.760]   That's pure white.
[00:36:26.760 --> 00:36:27.760]   That's pure white.
[00:36:27.760 --> 00:36:28.760]   That's pure white.
[00:36:28.760 --> 00:36:29.760]   That's pure white.
[00:36:29.760 --> 00:36:30.760]   That's pure white.
[00:36:30.760 --> 00:36:31.760]   That's pure white.
[00:36:31.760 --> 00:36:32.760]   That's pure white.
[00:36:32.760 --> 00:36:33.760]   That's pure white.
[00:36:33.760 --> 00:36:34.760]   That's pure white.
[00:36:34.760 --> 00:36:35.760]   That's pure white.
[00:36:35.760 --> 00:36:36.760]   That's pure white.
[00:36:36.760 --> 00:36:37.760]   That's pure white.
[00:36:37.760 --> 00:36:38.760]   That's pure white.
[00:36:38.760 --> 00:36:39.760]   That's pure white.
[00:36:39.760 --> 00:36:40.760]   That's pure white.
[00:36:40.760 --> 00:36:41.760]   That's pure white.
[00:36:41.760 --> 00:36:42.760]   That's pure white.
[00:36:42.760 --> 00:36:43.760]   That's pure white.
[00:36:43.760 --> 00:36:44.760]   That's pure white.
[00:36:44.760 --> 00:36:45.760]   That's pure white.
[00:36:45.760 --> 00:36:46.760]   That's pure white.
[00:36:46.760 --> 00:36:47.760]   That's pure white.
[00:36:47.760 --> 00:36:48.760]   That's pure white.
[00:36:48.760 --> 00:36:49.760]   That's pure white.
[00:36:49.760 --> 00:36:50.760]   That's pure white.
[00:36:50.760 --> 00:36:51.760]   That's pure white.
[00:36:51.760 --> 00:36:52.760]   That's pure white.
[00:36:52.760 --> 00:36:53.760]   That's pure white.
[00:36:53.760 --> 00:36:54.760]   That's pure white.
[00:36:54.760 --> 00:36:55.760]   That's pure white.
[00:36:55.760 --> 00:36:56.760]   That's pure white.
[00:36:56.760 --> 00:36:57.760]   That's pure white.
[00:36:57.760 --> 00:36:58.760]   That's pure white.
[00:36:58.760 --> 00:36:59.760]   That's pure white.
[00:36:59.760 --> 00:37:00.760]   That's pure white.
[00:37:00.760 --> 00:37:01.760]   That's pure white.
[00:37:01.760 --> 00:37:02.760]   That's pure white.
[00:37:02.760 --> 00:37:03.760]   That's pure white.
[00:37:03.760 --> 00:37:04.760]   That's pure white.
[00:37:04.760 --> 00:37:05.760]   That's pure white.
[00:37:05.760 --> 00:37:06.760]   That's pure white.
[00:37:06.760 --> 00:37:07.760]   That's pure white.
[00:37:07.760 --> 00:37:08.760]   That's pure white.
[00:37:08.760 --> 00:37:09.760]   That's pure white.
[00:37:09.760 --> 00:37:10.760]   That's pure white.
[00:37:10.760 --> 00:37:11.760]   That's pure white.
[00:37:11.760 --> 00:37:12.760]   That's pure white.
[00:37:12.760 --> 00:37:13.760]   That's pure white.
[00:37:13.760 --> 00:37:14.760]   That's pure white.
[00:37:14.760 --> 00:37:15.760]   That's pure white.
[00:37:15.760 --> 00:37:16.760]   That's pure white.
[00:37:16.760 --> 00:37:17.760]   That's pure white.
[00:37:17.760 --> 00:37:18.760]   That's pure white.
[00:37:18.760 --> 00:37:19.760]   That's pure white.
[00:37:19.760 --> 00:37:20.760]   That's pure white.
[00:37:20.760 --> 00:37:21.760]   That's pure white.
[00:37:21.760 --> 00:37:22.760]   That's pure white.
[00:37:22.760 --> 00:37:23.760]   That's pure white.
[00:37:23.760 --> 00:37:24.760]   That's pure white.
[00:37:24.760 --> 00:37:25.760]   That's pure white.
[00:37:25.760 --> 00:37:26.760]   That's pure white.
[00:37:26.760 --> 00:37:27.760]   That's pure white.
[00:37:27.760 --> 00:37:28.760]   That's pure white.
[00:37:28.760 --> 00:37:29.760]   That's pure white.
[00:37:29.760 --> 00:37:30.760]   That's pure white.
[00:37:30.760 --> 00:37:31.760]   That's pure white.
[00:37:31.760 --> 00:37:32.760]   That's pure white.
[00:37:32.760 --> 00:37:33.760]   That's pure white.
[00:37:33.760 --> 00:37:34.760]   That's pure white.
[00:37:34.760 --> 00:37:35.760]   That's pure white.
[00:37:35.760 --> 00:37:36.760]   That's pure white.
[00:37:36.760 --> 00:37:37.760]   That's pure white.
[00:37:37.760 --> 00:37:38.760]   That's pure white.
[00:37:38.760 --> 00:37:39.760]   That's pure white.
[00:37:39.760 --> 00:37:40.760]   That's pure white.
[00:37:40.760 --> 00:37:41.760]   That's pure white.
[00:37:41.760 --> 00:37:42.760]   That's pure white.
[00:37:42.760 --> 00:37:43.760]   That's pure white.
[00:37:43.760 --> 00:37:44.760]   That's pure white.
[00:37:44.760 --> 00:37:45.760]   That's pure white.
[00:37:45.760 --> 00:37:46.760]   That's pure white.
[00:37:46.760 --> 00:37:47.760]   That's pure white.
[00:37:47.760 --> 00:37:48.760]   That's pure white.
[00:37:48.760 --> 00:37:49.760]   That's pure white.
[00:37:49.760 --> 00:37:50.760]   That's pure white.
[00:37:50.760 --> 00:37:51.760]   That's pure white.
[00:37:51.760 --> 00:37:52.760]   That's pure white.
[00:37:52.760 --> 00:37:53.760]   That's pure white.
[00:37:53.760 --> 00:37:54.760]   That's pure white.
[00:37:54.760 --> 00:37:55.760]   That's pure white.
[00:37:55.760 --> 00:37:56.760]   That's pure white.
[00:37:56.760 --> 00:37:57.760]   That's pure white.
[00:37:57.760 --> 00:37:58.760]   That's pure white.
[00:37:58.760 --> 00:37:59.760]   That's pure white.
[00:37:59.760 --> 00:38:00.760]   That's pure white.
[00:38:00.760 --> 00:38:01.760]   That's pure white.
[00:38:01.760 --> 00:38:02.760]   That's pure white.
[00:38:02.760 --> 00:38:03.760]   That's pure white.
[00:38:03.760 --> 00:38:04.760]   That's pure white.
[00:38:04.760 --> 00:38:05.760]   That's pure white.
[00:38:05.760 --> 00:38:06.760]   That's pure white.
[00:38:06.760 --> 00:38:07.760]   That's pure white.
[00:38:07.760 --> 00:38:08.760]   That's pure white.
[00:38:08.760 --> 00:38:09.760]   That's pure white.
[00:38:09.760 --> 00:38:10.760]   That's pure white.
[00:38:10.760 --> 00:38:11.760]   That's pure white.
[00:38:11.760 --> 00:38:12.760]   That's pure white.
[00:38:12.760 --> 00:38:13.760]   That's pure white.
[00:38:13.760 --> 00:38:14.760]   That's pure white.
[00:38:14.760 --> 00:38:15.760]   That's pure white.
[00:38:15.760 --> 00:38:16.760]   That's pure white.
[00:38:16.760 --> 00:38:17.760]   That's pure white.
[00:38:17.760 --> 00:38:18.760]   That's pure white.
[00:38:18.760 --> 00:38:19.760]   That's pure white.
[00:38:19.760 --> 00:38:20.760]   That's pure white.
[00:38:20.760 --> 00:38:21.760]   That's pure white.
[00:38:21.760 --> 00:38:22.760]   That's pure white.
[00:38:22.760 --> 00:38:23.760]   That's pure white.
[00:38:23.760 --> 00:38:24.760]   That's pure white.
[00:38:24.760 --> 00:38:25.760]   That's pure white.
[00:38:25.760 --> 00:38:26.760]   That's pure white.
[00:38:26.760 --> 00:38:27.760]   That's pure white.
[00:38:27.760 --> 00:38:28.760]   That's pure white.
[00:38:28.760 --> 00:38:29.760]   That's pure white.
[00:38:29.760 --> 00:38:30.760]   That's pure white.
[00:38:30.760 --> 00:38:31.760]   That's pure white.
[00:38:31.760 --> 00:38:32.760]   That's pure white.
[00:38:32.760 --> 00:38:33.760]   That's pure white.
[00:38:33.760 --> 00:38:34.760]   That's pure white.
[00:38:34.760 --> 00:38:35.760]   That's pure white.
[00:38:35.760 --> 00:38:36.760]   That's pure white.
[00:38:36.760 --> 00:38:37.760]   That's pure white.
[00:38:37.760 --> 00:38:38.760]   That's pure white.
[00:38:38.760 --> 00:38:39.760]   That's pure white.
[00:38:39.760 --> 00:38:40.760]   That's pure white.
[00:38:40.760 --> 00:38:41.760]   That's pure white.
[00:38:41.760 --> 00:38:42.760]   That's pure white.
[00:38:42.760 --> 00:38:43.760]   That's pure white.
[00:38:43.760 --> 00:38:44.760]   That's pure white.
[00:38:44.760 --> 00:38:45.760]   That's pure white.
[00:38:45.760 --> 00:38:46.760]   That's pure white.
[00:38:46.760 --> 00:38:47.760]   That's pure white.
[00:38:47.760 --> 00:38:48.760]   That's pure white.
[00:38:48.760 --> 00:38:49.760]   That's pure white.
[00:38:49.760 --> 00:38:50.760]   That's pure white.
[00:38:50.760 --> 00:38:51.760]   That's pure white.
[00:38:51.760 --> 00:38:52.760]   That's pure white.
[00:38:52.760 --> 00:38:53.760]   That's pure white.
[00:38:53.760 --> 00:38:54.760]   That's pure white.
[00:38:54.760 --> 00:38:55.760]   That's pure white.
[00:38:55.760 --> 00:38:56.760]   That's pure white.
[00:38:56.760 --> 00:38:57.760]   That's pure white.
[00:38:57.760 --> 00:38:58.760]   That's pure white.
[00:38:58.760 --> 00:38:59.760]   That's pure white.
[00:38:59.760 --> 00:39:00.760]   That's pure white.
[00:39:00.760 --> 00:39:01.760]   That's pure white.
[00:39:01.760 --> 00:39:02.760]   That's pure white.
[00:39:02.760 --> 00:39:03.760]   That's pure white.
[00:39:03.760 --> 00:39:04.760]   That's pure white.
[00:39:04.760 --> 00:39:05.760]   That's pure white.
[00:39:05.760 --> 00:39:06.760]   That's pure white.
[00:39:06.760 --> 00:39:07.760]   That's pure white.
[00:39:07.760 --> 00:39:08.760]   That's pure white.
[00:39:08.760 --> 00:39:09.760]   That's pure white.
[00:39:09.760 --> 00:39:10.760]   That's pure white.
[00:39:10.760 --> 00:39:11.760]   That's pure white.
[00:39:11.760 --> 00:39:12.760]   That's pure white.
[00:39:12.760 --> 00:39:13.760]   That's pure white.
[00:39:13.760 --> 00:39:14.760]   That's pure white.
[00:39:14.760 --> 00:39:15.760]   That's pure white.
[00:39:15.760 --> 00:39:16.760]   That's pure white.
[00:39:16.760 --> 00:39:17.760]   That's pure white.
[00:39:17.760 --> 00:39:18.760]   That's pure white.
[00:39:18.760 --> 00:39:19.760]   That's pure white.
[00:39:19.760 --> 00:39:20.760]   That's pure white.
[00:39:20.760 --> 00:39:21.760]   That's pure white.
[00:39:21.760 --> 00:39:22.760]   That's pure white.
[00:39:22.760 --> 00:39:23.760]   That's pure white.
[00:39:23.760 --> 00:39:24.760]   That's pure white.
[00:39:24.760 --> 00:39:25.760]   That's pure white.
[00:39:25.760 --> 00:39:26.760]   That's pure white.
[00:39:26.760 --> 00:39:27.760]   That's pure white.
[00:39:27.760 --> 00:39:28.760]   That's pure white.
[00:39:28.760 --> 00:39:29.760]   That's pure white.
[00:39:29.760 --> 00:39:30.760]   That's pure white.
[00:39:30.760 --> 00:39:31.760]   That's pure white.
[00:39:31.760 --> 00:39:32.760]   That's pure white.
[00:39:32.760 --> 00:39:33.760]   That's pure white.
[00:39:33.760 --> 00:39:34.760]   That's pure white.
[00:39:34.760 --> 00:39:35.760]   That's pure white.
[00:39:35.760 --> 00:39:36.760]   That's pure white.
[00:39:36.760 --> 00:39:37.760]   That's pure white.
[00:39:37.760 --> 00:39:38.760]   That's pure white.
[00:39:38.760 --> 00:39:39.760]   That's pure white.
[00:39:39.760 --> 00:39:40.760]   That's pure white.
[00:39:40.760 --> 00:39:41.760]   That's pure white.
[00:39:41.760 --> 00:39:42.760]   That's pure white.
[00:39:42.760 --> 00:39:43.760]   That's pure white.
[00:39:43.760 --> 00:39:44.760]   That's pure white.
[00:39:44.760 --> 00:39:45.760]   That's pure white.
[00:39:45.760 --> 00:39:46.760]   That's pure white.
[00:39:46.760 --> 00:39:47.760]   That's pure white.
[00:39:47.760 --> 00:39:48.760]   That's pure white.
[00:39:48.760 --> 00:39:49.760]   That's pure white.
[00:39:49.760 --> 00:39:50.760]   That's pure white.
[00:39:50.760 --> 00:39:51.760]   That's pure white.
[00:39:51.760 --> 00:39:52.760]   That's pure white.
[00:39:52.760 --> 00:39:53.760]   That's pure white.
[00:39:53.760 --> 00:39:54.760]   That's pure white.
[00:39:54.760 --> 00:39:55.760]   That's pure white.
[00:39:55.760 --> 00:39:56.760]   That's pure white.
[00:39:56.760 --> 00:39:57.760]   That's pure white.
[00:39:57.760 --> 00:39:58.760]   That's pure white.
[00:39:58.760 --> 00:39:59.760]   That's pure white.
[00:39:59.760 --> 00:40:00.760]   That's pure white.
[00:40:00.760 --> 00:40:01.760]   That's pure white.
[00:40:01.760 --> 00:40:02.760]   That's pure white.
[00:40:02.760 --> 00:40:03.760]   That's pure white.
[00:40:03.760 --> 00:40:04.760]   That's pure white.
[00:40:04.760 --> 00:40:05.760]   That's pure white.
[00:40:05.760 --> 00:40:06.760]   That's pure white.
[00:40:06.760 --> 00:40:07.760]   That's pure white.
[00:40:07.760 --> 00:40:08.760]   That's pure white.
[00:40:08.760 --> 00:40:09.760]   That's pure white.
[00:40:09.760 --> 00:40:10.760]   That's pure white.
[00:40:10.760 --> 00:40:11.760]   That's pure white.
[00:40:11.760 --> 00:40:12.760]   That's pure white.
[00:40:12.760 --> 00:40:13.760]   That's pure white.
[00:40:13.760 --> 00:40:14.760]   That's pure white.
[00:40:14.760 --> 00:40:15.760]   That's pure white.
[00:40:15.760 --> 00:40:16.760]   That's pure white.
[00:40:16.760 --> 00:40:17.760]   That's pure white.
[00:40:17.760 --> 00:40:18.760]   That's pure white.
[00:40:18.760 --> 00:40:19.760]   That's pure white.
[00:40:19.760 --> 00:40:20.760]   That's pure white.
[00:40:20.760 --> 00:40:21.760]   That's pure white.
[00:40:21.760 --> 00:40:22.760]   That's pure white.
[00:40:22.760 --> 00:40:23.760]   That's pure white.
[00:40:23.760 --> 00:40:24.760]   That's pure white.
[00:40:24.760 --> 00:40:25.760]   That's pure white.
[00:40:25.760 --> 00:40:26.760]   That's pure white.
[00:40:26.760 --> 00:40:27.760]   That's pure white.
[00:40:27.760 --> 00:40:28.760]   That's pure white.
[00:40:28.760 --> 00:40:29.760]   That's pure white.
[00:40:29.760 --> 00:40:30.760]   That's pure white.
[00:40:30.760 --> 00:40:31.760]   That's pure white.
[00:40:31.760 --> 00:40:32.760]   That's pure white.
[00:40:32.760 --> 00:40:33.760]   That's pure white.
[00:40:33.760 --> 00:40:34.760]   That's pure white.
[00:40:34.760 --> 00:40:35.760]   That's pure white.
[00:40:35.760 --> 00:40:36.760]   That's pure white.
[00:40:36.760 --> 00:40:37.760]   That's pure white.
[00:40:37.760 --> 00:40:38.760]   That's pure white.
[00:40:38.760 --> 00:40:39.760]   That's pure white.
[00:40:39.760 --> 00:40:40.760]   That's pure white.
[00:40:40.760 --> 00:40:41.760]   That's pure white.
[00:40:41.760 --> 00:40:42.760]   That's pure white.
[00:40:42.760 --> 00:40:43.760]   That's pure white.
[00:40:43.760 --> 00:40:44.760]   That's pure white.
[00:40:44.760 --> 00:40:45.760]   That's pure white.
[00:40:45.760 --> 00:40:46.760]   That's pure white.
[00:40:46.760 --> 00:40:47.760]   That's pure white.
[00:40:47.760 --> 00:40:48.760]   That's pure white.
[00:40:48.760 --> 00:40:49.760]   That's pure white.
[00:40:49.760 --> 00:40:50.760]   That's pure white.
[00:40:50.760 --> 00:40:51.760]   That's pure white.
[00:40:51.760 --> 00:40:52.760]   That's pure white.
[00:40:52.760 --> 00:40:53.760]   That's pure white.
[00:40:53.760 --> 00:40:54.760]   That's pure white.
[00:40:54.760 --> 00:40:55.760]   That's pure white.
[00:40:55.760 --> 00:40:56.760]   That's pure white.
[00:40:56.760 --> 00:40:57.760]   That's pure white.
[00:40:57.760 --> 00:40:58.760]   That's pure white.
[00:40:58.760 --> 00:40:59.760]   That's pure white.
[00:40:59.760 --> 00:41:00.760]   That's pure white.
[00:41:00.760 --> 00:41:01.760]   That's pure white.
[00:41:01.760 --> 00:41:02.760]   That's pure white.
[00:41:02.760 --> 00:41:03.760]   That's pure white.
[00:41:03.760 --> 00:41:04.760]   That's pure white.
[00:41:04.760 --> 00:41:05.760]   That's pure white.
[00:41:05.760 --> 00:41:06.760]   That's pure white.
[00:41:06.760 --> 00:41:07.760]   That's pure white.
[00:41:07.760 --> 00:41:08.760]   That's pure white.
[00:41:08.760 --> 00:41:09.760]   That's pure white.
[00:41:09.760 --> 00:41:10.760]   That's pure white.
[00:41:10.760 --> 00:41:11.760]   That's pure white.
[00:41:11.760 --> 00:41:12.760]   That's pure white.
[00:41:12.760 --> 00:41:13.760]   That's pure white.
[00:41:13.760 --> 00:41:14.760]   That's pure white.
[00:41:14.760 --> 00:41:15.760]   That's pure white.
[00:41:15.760 --> 00:41:16.760]   That's pure white.
[00:41:16.760 --> 00:41:17.760]   That's pure white.
[00:41:17.760 --> 00:41:18.760]   That's pure white.
[00:41:18.760 --> 00:41:19.760]   That's pure white.
[00:41:19.760 --> 00:41:20.760]   That's pure white.
[00:41:20.760 --> 00:41:21.760]   That's pure white.
[00:41:21.760 --> 00:41:22.760]   That's pure white.
[00:41:22.760 --> 00:41:23.760]   That's pure white.
[00:41:23.760 --> 00:41:24.760]   That's pure white.
[00:41:24.760 --> 00:41:25.760]   That's pure white.
[00:41:25.760 --> 00:41:26.760]   That's pure white.
[00:41:26.760 --> 00:41:27.760]   That's pure white.
[00:41:27.760 --> 00:41:28.760]   That's pure white.
[00:41:28.760 --> 00:41:29.760]   That's pure white.
[00:41:29.760 --> 00:41:30.760]   That's pure white.
[00:41:30.760 --> 00:41:31.760]   That's pure white.
[00:41:31.760 --> 00:41:32.760]   That's pure white.
[00:41:32.760 --> 00:41:33.760]   That's pure white.
[00:41:33.760 --> 00:41:34.760]   That's pure white.
[00:41:34.760 --> 00:41:35.760]   That's pure white.
[00:41:35.760 --> 00:41:36.760]   That's pure white.
[00:41:36.760 --> 00:41:37.760]   That's pure white.
[00:41:37.760 --> 00:41:38.760]   That's pure white.
[00:41:38.760 --> 00:41:39.760]   That's pure white.
[00:41:39.760 --> 00:41:40.760]   That's pure white.
[00:41:40.760 --> 00:41:41.760]   That's pure white.
[00:41:41.760 --> 00:41:42.760]   That's pure white.
[00:41:42.760 --> 00:41:43.760]   That's pure white.
[00:41:43.760 --> 00:41:44.760]   That's pure white.
[00:41:44.760 --> 00:41:45.760]   That's pure white.
[00:41:45.760 --> 00:41:46.760]   That's pure white.
[00:41:46.760 --> 00:41:47.760]   That's pure white.
[00:41:47.760 --> 00:41:48.760]   That's pure white.
[00:41:48.760 --> 00:41:49.760]   That's pure white.
[00:41:49.760 --> 00:41:50.760]   That's pure white.
[00:41:50.760 --> 00:41:51.760]   That's pure white.
[00:41:51.760 --> 00:41:52.760]   That's pure white.
[00:41:52.760 --> 00:41:53.760]   That's pure white.
[00:41:53.760 --> 00:41:54.760]   That's pure white.
[00:41:54.760 --> 00:41:55.760]   That's pure white.
[00:41:55.760 --> 00:41:56.760]   That's pure white.
[00:41:56.760 --> 00:41:57.760]   That's pure white.
[00:41:57.760 --> 00:41:58.760]   That's pure white.
[00:41:58.760 --> 00:41:59.760]   That's pure white.
[00:41:59.760 --> 00:42:00.760]   That's pure white.
[00:42:00.760 --> 00:42:01.760]   That's pure white.
[00:42:01.760 --> 00:42:02.760]   That's pure white.
[00:42:02.760 --> 00:42:03.760]   That's pure white.
[00:42:03.760 --> 00:42:04.760]   That's pure white.
[00:42:04.760 --> 00:42:05.760]   That's pure white.
[00:42:05.760 --> 00:42:06.760]   That's pure white.
[00:42:06.760 --> 00:42:07.760]   That's pure white.
[00:42:07.760 --> 00:42:08.760]   That's pure white.
[00:42:08.760 --> 00:42:09.760]   That's pure white.
[00:42:09.760 --> 00:42:10.760]   That's pure white.
[00:42:10.760 --> 00:42:11.760]   That's pure white.
[00:42:11.760 --> 00:42:12.760]   That's pure white.
[00:42:12.760 --> 00:42:13.760]   That's pure white.
[00:42:13.760 --> 00:42:14.760]   That's pure white.
[00:42:14.760 --> 00:42:15.760]   That's pure white.
[00:42:15.760 --> 00:42:16.760]   That's pure white.
[00:42:16.760 --> 00:42:17.760]   That's pure white.
[00:42:17.760 --> 00:42:18.760]   That's pure white.
[00:42:18.760 --> 00:42:19.760]   That's pure white.
[00:42:19.760 --> 00:42:20.760]   That's pure white.
[00:42:20.760 --> 00:42:21.760]   That's pure white.
[00:42:21.760 --> 00:42:22.760]   That's pure white.
[00:42:22.760 --> 00:42:23.760]   That's pure white.
[00:42:23.760 --> 00:42:24.760]   That's pure white.
[00:42:24.760 --> 00:42:25.760]   That's pure white.
[00:42:25.760 --> 00:42:26.760]   That's pure white.
[00:42:26.760 --> 00:42:27.760]   That's pure white.
[00:42:27.760 --> 00:42:28.760]   That's pure white.
[00:42:28.760 --> 00:42:29.760]   That's pure white.
[00:42:29.760 --> 00:42:30.760]   That's pure white.
[00:42:30.760 --> 00:42:31.760]   That's pure white.
[00:42:31.760 --> 00:42:32.760]   That's pure white.
[00:42:32.760 --> 00:42:33.760]   That's pure white.
[00:42:33.760 --> 00:42:34.760]   That's pure white.
[00:42:34.760 --> 00:42:35.760]   That's pure white.
[00:42:35.760 --> 00:42:36.760]   That's pure white.
[00:42:36.760 --> 00:42:37.760]   That's pure white.
[00:42:37.760 --> 00:42:38.760]   That's pure white.
[00:42:38.760 --> 00:42:39.760]   That's pure white.
[00:42:39.760 --> 00:42:40.760]   That's pure white.
[00:42:40.760 --> 00:42:41.760]   That's pure white.
[00:42:41.760 --> 00:42:42.760]   That's pure white.
[00:42:42.760 --> 00:42:43.760]   That's pure white.
[00:42:43.760 --> 00:42:44.760]   That's pure white.
[00:42:44.760 --> 00:42:45.760]   That's pure white.
[00:42:45.760 --> 00:42:46.760]   That's pure white.
[00:42:46.760 --> 00:42:47.760]   That's pure white.
[00:42:47.760 --> 00:42:48.760]   That's pure white.
[00:42:48.760 --> 00:42:49.760]   That's pure white.
[00:42:49.760 --> 00:42:50.760]   That's pure white.
[00:42:50.760 --> 00:42:51.760]   That's pure white.
[00:42:51.760 --> 00:42:52.760]   That's pure white.
[00:42:52.760 --> 00:42:53.760]   That's pure white.
[00:42:53.760 --> 00:42:54.760]   That's pure white.
[00:42:54.760 --> 00:42:55.760]   That's pure white.
[00:42:55.760 --> 00:42:56.760]   That's pure white.
[00:42:56.760 --> 00:42:57.760]   That's pure white.
[00:42:57.760 --> 00:42:58.760]   That's pure white.
[00:42:58.760 --> 00:42:59.760]   That's pure white.
[00:42:59.760 --> 00:43:00.760]   That's pure white.
[00:43:00.760 --> 00:43:01.760]   That's pure white.
[00:43:01.760 --> 00:43:02.760]   That's pure white.
[00:43:02.760 --> 00:43:03.760]   That's pure white.
[00:43:03.760 --> 00:43:04.760]   That's pure white.
[00:43:04.760 --> 00:43:05.760]   That's pure white.
[00:43:05.760 --> 00:43:06.760]   That's pure white.
[00:43:06.760 --> 00:43:07.760]   That's pure white.
[00:43:07.760 --> 00:43:08.760]   That's pure white.
[00:43:08.760 --> 00:43:09.760]   That's pure white.
[00:43:09.760 --> 00:43:10.760]   That's pure white.
[00:43:10.760 --> 00:43:11.760]   That's pure white.
[00:43:11.760 --> 00:43:12.760]   That's pure white.
[00:43:12.760 --> 00:43:13.760]   That's pure white.
[00:43:13.760 --> 00:43:14.760]   That's pure white.
[00:43:14.760 --> 00:43:15.760]   That's pure white.
[00:43:15.760 --> 00:43:16.760]   That's pure white.
[00:43:16.760 --> 00:43:17.760]   That's pure white.
[00:43:17.760 --> 00:43:18.760]   That's pure white.
[00:43:18.760 --> 00:43:19.760]   That's pure white.
[00:43:19.760 --> 00:43:20.760]   That's pure white.
[00:43:20.760 --> 00:43:21.760]   That's pure white.
[00:43:21.760 --> 00:43:22.760]   That's pure white.
[00:43:22.760 --> 00:43:23.760]   That's pure white.
[00:43:23.760 --> 00:43:24.760]   That's pure white.
[00:43:24.760 --> 00:43:25.760]   That's pure white.
[00:43:25.760 --> 00:43:26.760]   That's pure white.
[00:43:26.760 --> 00:43:27.760]   That's pure white.
[00:43:27.760 --> 00:43:28.760]   That's pure white.
[00:43:28.760 --> 00:43:29.760]   That's pure white.
[00:43:29.760 --> 00:43:30.760]   That's pure white.
[00:43:30.760 --> 00:43:31.760]   That's pure white.
[00:43:31.760 --> 00:43:32.760]   That's pure white.
[00:43:32.760 --> 00:43:33.760]   That's pure white.
[00:43:33.760 --> 00:43:34.760]   That's pure white.
[00:43:34.760 --> 00:43:35.760]   That's pure white.
[00:43:35.760 --> 00:43:36.760]   That's pure white.
[00:43:36.760 --> 00:43:37.760]   That's pure white.
[00:43:37.760 --> 00:43:38.760]   That's pure white.
[00:43:38.760 --> 00:43:39.760]   That's pure white.
[00:43:39.760 --> 00:43:40.760]   That's pure white.
[00:43:40.760 --> 00:43:41.760]   That's pure white.
[00:43:41.760 --> 00:43:42.760]   That's pure white.
[00:43:42.760 --> 00:43:43.760]   That's pure white.
[00:43:43.760 --> 00:43:44.760]   That's pure white.
[00:43:44.760 --> 00:43:45.760]   That's pure white.
[00:43:45.760 --> 00:43:46.760]   That's pure white.
[00:43:46.760 --> 00:43:47.760]   That's pure white.
[00:43:47.760 --> 00:43:48.760]   That's pure white.
[00:43:48.760 --> 00:43:49.760]   That's pure white.
[00:43:49.760 --> 00:43:50.760]   That's pure white.
[00:43:50.760 --> 00:43:51.760]   That's pure white.
[00:43:51.760 --> 00:43:52.760]   That's pure white.
[00:43:52.760 --> 00:43:53.760]   That's pure white.
[00:43:53.760 --> 00:43:54.760]   That's pure white.
[00:43:54.760 --> 00:43:55.760]   That's pure white.
[00:43:55.760 --> 00:43:56.760]   That's pure white.
