;FFMETADATA1
title=C is for Chicken
artist=TWiT
album_artist=TWiT
album=This Week in Tech
track=418
genre=Podcast
comment=http://www.twit.tv/twit
copyright=These netcasts are released under a Creative Commons Attribution Non-Commercial Share-Alike license. TWiT and TWiT Logo are registered trademarks of Leo Laporte
publisher=TWiT
date=2013
encoder=Lavf58.76.100
;FFMETADATA1
title=C is for Chicken
artist=TWiT
album_artist=TWiT
album=This Week in Tech
track=418
genre=Podcast
comment=http://www.twit.tv/twit
copyright=These netcasts are released under a Creative Commons Attribution Non-Commercial Share-Alike license. TWiT and TWiT Logo are registered trademarks of Leo Laporte
publisher=TWiT
date=2013
encoder=Lavf58.76.100



[00:00:00.000 --> 00:00:03.760]   If time for Twit this week at Tech, a little program note.
[00:23:02.560 --> 00:23:03.560]   Le Bois.
[00:23:03.560 --> 00:23:04.560]   Le Bois.
[00:23:04.560 --> 00:23:05.560]   Le Bois.
[00:23:05.560 --> 00:23:06.560]   Le Bois.
[00:23:06.560 --> 00:23:07.560]   Le Bois.
[00:23:07.560 --> 00:23:08.560]   Le Bois.
[00:23:08.560 --> 00:23:09.560]   Le Bois.
[00:23:09.560 --> 00:23:10.560]   Le Bois.
[00:23:10.560 --> 00:23:11.560]   Le Bois.
[00:23:11.560 --> 00:23:12.560]   Le Bois.
[00:23:12.560 --> 00:23:13.560]   Le Bois.
[00:23:13.560 --> 00:23:14.560]   Le Bois.
[00:23:14.560 --> 00:23:15.560]   Le Bois.
[00:23:15.560 --> 00:23:16.560]   Le Bois.
[00:23:16.560 --> 00:23:17.560]   Le Bois.
[00:23:17.560 --> 00:23:18.560]   Le Bois.
[00:23:18.560 --> 00:23:19.560]   Le Bois.
[00:23:19.560 --> 00:23:20.560]   Le Bois.
[00:23:20.560 --> 00:23:21.560]   Le Bois.
[00:23:21.560 --> 00:23:22.560]   Le Bois.
[00:23:22.560 --> 00:23:23.560]   Le Bois.
[00:23:23.560 --> 00:23:24.560]   Le Bois.
[00:23:24.560 --> 00:23:25.560]   Le Bois.
[00:23:25.560 --> 00:23:26.560]   Le Bois.
[00:23:26.560 --> 00:23:27.560]   Le Bois.
[00:23:27.560 --> 00:23:28.560]   Le Bois.
[00:23:28.560 --> 00:23:29.560]   Le Bois.
[00:23:29.560 --> 00:23:30.560]   Le Bois.
[00:23:30.560 --> 00:23:31.560]   Le Bois.
[00:23:31.560 --> 00:23:32.560]   Le Bois.
[00:23:32.560 --> 00:23:33.560]   Le Bois.
[00:23:33.560 --> 00:23:34.560]   Le Bois.
[00:23:34.560 --> 00:23:35.560]   Le Bois.
[00:23:35.560 --> 00:23:36.560]   Le Bois.
[00:23:36.560 --> 00:23:37.560]   Le Bois.
[00:23:37.560 --> 00:23:38.560]   Le Bois.
[00:23:38.560 --> 00:23:39.560]   Le Bois.
[00:23:39.560 --> 00:23:40.560]   Le Bois.
[00:23:40.560 --> 00:23:41.560]   Le Bois.
[00:23:41.560 --> 00:23:42.560]   Le Bois.
[00:23:42.560 --> 00:23:43.560]   Le Bois.
[00:23:43.560 --> 00:23:44.560]   Le Bois.
[00:23:44.560 --> 00:23:45.560]   Le Bois.
[00:23:45.560 --> 00:23:46.560]   Le Bois.
[00:23:46.560 --> 00:23:47.560]   Le Bois.
[00:23:47.560 --> 00:23:48.560]   Le Bois.
[00:23:48.560 --> 00:23:49.560]   Le Bois.
[00:23:49.560 --> 00:23:50.560]   Le Bois.
[00:23:50.560 --> 00:23:51.560]   Le Bois.
[00:23:51.560 --> 00:23:52.560]   Le Bois.
[00:23:52.560 --> 00:23:53.560]   Le Bois.
[00:23:53.560 --> 00:23:54.560]   Le Bois.
[00:23:54.560 --> 00:23:55.560]   Le Bois.
[00:23:55.560 --> 00:23:56.560]   Le Bois.
[00:23:56.560 --> 00:23:57.560]   Le Bois.
[00:23:57.560 --> 00:23:58.560]   Le Bois.
[00:23:58.560 --> 00:23:59.560]   Le Bois.
[00:23:59.560 --> 00:24:00.560]   Le Bois.
[00:24:00.560 --> 00:24:01.560]   Le Bois.
[00:24:01.560 --> 00:24:02.560]   Le Bois.
[00:24:02.560 --> 00:24:03.560]   Le Bois.
[00:24:03.560 --> 00:24:04.560]   Le Bois.
[00:24:04.560 --> 00:24:05.560]   Le Bois.
[00:24:05.560 --> 00:24:06.560]   Le Bois.
[00:24:06.560 --> 00:24:07.560]   Le Bois.
[00:24:07.560 --> 00:24:08.560]   Le Bois.
[00:24:08.560 --> 00:24:09.560]   Le Bois.
[00:24:09.560 --> 00:24:10.560]   Le Bois.
[00:24:10.560 --> 00:24:11.560]   Le Bois.
[00:24:11.560 --> 00:24:12.560]   Le Bois.
[00:24:12.560 --> 00:24:13.560]   Le Bois.
[00:24:13.560 --> 00:24:14.560]   Le Bois.
[00:24:14.560 --> 00:24:15.560]   Le Bois.
[00:24:15.560 --> 00:24:16.560]   Le Bois.
[00:24:16.560 --> 00:24:17.560]   Le Bois.
[00:24:17.560 --> 00:24:18.560]   Le Bois.
[00:24:18.560 --> 00:24:19.560]   Le Bois.
[00:24:19.560 --> 00:24:20.560]   Le Bois.
[00:24:20.560 --> 00:24:21.560]   Le Bois.
[00:24:21.560 --> 00:24:22.560]   Le Bois.
[00:24:22.560 --> 00:24:23.560]   Le Bois.
[00:24:23.560 --> 00:24:24.560]   Le Bois.
[00:24:24.560 --> 00:24:25.560]   Le Bois.
[00:24:25.560 --> 00:24:26.560]   Le Bois.
[00:24:26.560 --> 00:24:27.560]   Le Bois.
[00:24:27.560 --> 00:24:28.560]   Le Bois.
[00:24:28.560 --> 00:24:29.560]   Le Bois.
[00:24:29.560 --> 00:24:30.560]   Le Bois.
[00:24:30.560 --> 00:24:31.560]   Le Bois.
[00:24:31.560 --> 00:24:32.560]   Le Bois.
[00:24:32.560 --> 00:24:33.560]   Le Bois.
[00:24:33.560 --> 00:24:34.560]   Le Bois.
[00:24:34.560 --> 00:24:35.560]   Le Bois.
[00:24:35.560 --> 00:24:36.560]   Le Bois.
[00:24:36.560 --> 00:24:37.560]   Le Bois.
[00:24:37.560 --> 00:24:38.560]   Le Bois.
[00:24:38.560 --> 00:24:39.560]   Le Bois.
[00:24:39.560 --> 00:24:40.560]   Le Bois.
[00:24:40.560 --> 00:24:41.560]   Le Bois.
[00:24:41.560 --> 00:24:42.560]   Le Bois.
[00:24:42.560 --> 00:24:43.560]   Le Bois.
[00:24:43.560 --> 00:24:44.560]   Le Bois.
[00:24:44.560 --> 00:24:45.560]   Le Bois.
[00:24:45.560 --> 00:24:46.560]   Le Bois.
[00:24:46.560 --> 00:24:47.560]   Le Bois.
[00:24:47.560 --> 00:24:48.560]   Le Bois.
[00:24:48.560 --> 00:24:49.560]   Le Bois.
[00:24:49.560 --> 00:24:50.560]   Le Bois.
[00:24:50.560 --> 00:24:51.560]   Le Bois.
[00:24:51.560 --> 00:24:52.560]   Le Bois.
[00:24:52.560 --> 00:24:53.560]   Le Bois.
[00:24:53.560 --> 00:24:54.560]   Le Bois.
[00:24:54.560 --> 00:24:55.560]   Le Bois.
[00:24:55.560 --> 00:24:56.560]   Le Bois.
[00:24:56.560 --> 00:24:57.560]   Le Bois.
[00:24:57.560 --> 00:24:58.560]   Le Bois.
[00:24:58.560 --> 00:24:59.560]   Le Bois.
[00:24:59.560 --> 00:25:00.560]   Le Bois.
[00:25:00.560 --> 00:25:01.560]   Le Bois.
[00:25:01.560 --> 00:25:02.560]   Le Bois.
[00:25:02.560 --> 00:25:03.560]   Le Bois.
[00:25:03.560 --> 00:25:04.560]   Le Bois.
[00:25:04.560 --> 00:25:05.560]   Le Bois.
[00:25:05.560 --> 00:25:06.560]   Le Bois.
[00:25:06.560 --> 00:25:07.560]   Le Bois.
[00:25:07.560 --> 00:25:08.560]   Le Bois.
[00:25:08.560 --> 00:25:09.560]   Le Bois.
[00:25:09.560 --> 00:25:10.560]   Le Bois.
[00:25:10.560 --> 00:25:11.560]   Le Bois.
[00:25:11.560 --> 00:25:12.560]   Le Bois.
[00:25:12.560 --> 00:25:13.560]   Le Bois.
[00:25:13.560 --> 00:25:14.560]   Le Bois.
[00:25:14.560 --> 00:25:15.560]   Le Bois.
[00:25:15.560 --> 00:25:16.560]   Le Bois.
[00:25:16.560 --> 00:25:17.560]   Le Bois.
[00:25:17.560 --> 00:25:18.560]   Le Bois.
[00:25:18.560 --> 00:25:19.560]   Le Bois.
[00:25:19.560 --> 00:25:20.560]   Le Bois.
[00:25:20.560 --> 00:25:21.560]   Le Bois.
[00:25:21.560 --> 00:25:22.560]   Le Bois.
[00:25:22.560 --> 00:25:23.560]   Le Bois.
[00:25:23.560 --> 00:25:24.560]   Le Bois.
[00:25:24.560 --> 00:25:25.560]   Le Bois.
[00:25:25.560 --> 00:25:26.560]   Le Bois.
[00:25:26.560 --> 00:25:27.560]   Le Bois.
[00:25:27.560 --> 00:25:28.560]   Le Bois.
[00:25:28.560 --> 00:25:29.560]   Le Bois.
[00:25:29.560 --> 00:25:30.560]   Le Bois.
[00:25:30.560 --> 00:25:31.560]   Le Bois.
[00:25:31.560 --> 00:25:32.560]   Le Bois.
[00:25:32.560 --> 00:25:33.560]   Le Bois.
[00:25:33.560 --> 00:25:34.560]   Le Bois.
[00:25:34.560 --> 00:25:35.560]   Le Bois.
[00:25:35.560 --> 00:25:36.560]   Le Bois.
[00:25:36.560 --> 00:25:37.560]   Le Bois.
[00:25:37.560 --> 00:25:38.560]   Le Bois.
[00:25:38.560 --> 00:25:39.560]   Le Bois.
[00:25:39.560 --> 00:25:40.560]   Le Bois.
[00:25:40.560 --> 00:25:41.560]   Le Bois.
[00:25:41.560 --> 00:25:42.560]   Le Bois.
[00:25:42.560 --> 00:25:43.560]   Le Bois.
[00:25:43.560 --> 00:25:44.560]   Le Bois.
[00:25:44.560 --> 00:25:45.560]   Le Bois.
[00:25:45.560 --> 00:25:46.560]   Le Bois.
[00:25:46.560 --> 00:25:47.560]   Le Bois.
[00:25:47.560 --> 00:25:48.560]   Le Bois.
[00:25:48.560 --> 00:25:49.560]   Le Bois.
[00:25:49.560 --> 00:25:50.560]   Le Bois.
[00:25:50.560 --> 00:25:51.560]   Le Bois.
[00:25:51.560 --> 00:25:52.560]   Le Bois.
[00:25:52.560 --> 00:25:53.560]   Le Bois.
[00:25:53.560 --> 00:25:54.560]   Le Bois.
[00:25:54.560 --> 00:25:55.560]   Le Bois.
[00:25:55.560 --> 00:25:56.560]   Le Bois.
[00:25:56.560 --> 00:25:57.560]   Le Bois.
[00:25:57.560 --> 00:25:58.560]   Le Bois.
[00:25:58.560 --> 00:25:59.560]   Le Bois.
[00:25:59.560 --> 00:26:00.560]   Le Bois.
[00:26:00.560 --> 00:26:01.560]   Le Bois.
[00:26:01.560 --> 00:26:02.560]   Le Bois.
[00:26:02.560 --> 00:26:03.560]   Le Bois.
[00:26:03.560 --> 00:26:04.560]   Le Bois.
[00:26:04.560 --> 00:26:05.560]   Le Bois.
[00:26:05.560 --> 00:26:06.560]   Le Bois.
[00:26:06.560 --> 00:26:07.560]   Le Bois.
[00:26:07.560 --> 00:26:08.560]   Le Bois.
[00:26:08.560 --> 00:26:09.560]   Le Bois.
[00:26:09.560 --> 00:26:10.560]   Le Bois.
[00:26:10.560 --> 00:26:11.560]   Le Bois.
[00:26:11.560 --> 00:26:12.560]   Le Bois.
[00:26:12.560 --> 00:26:13.560]   Le Bois.
[00:26:13.560 --> 00:26:14.560]   Le Bois.
[00:26:14.560 --> 00:26:15.560]   Le Bois.
[00:26:15.560 --> 00:26:16.560]   Le Bois.
[00:26:16.560 --> 00:26:17.560]   Le Bois.
[00:26:17.560 --> 00:26:18.560]   Le Bois.
[00:26:18.560 --> 00:26:19.560]   Le Bois.
[00:26:19.560 --> 00:26:20.560]   Le Bois.
[00:26:20.560 --> 00:26:21.560]   Le Bois.
[00:26:21.560 --> 00:26:22.560]   Le Bois.
[00:26:22.560 --> 00:26:23.560]   Le Bois.
[00:26:23.560 --> 00:26:24.560]   Le Bois.
[00:26:24.560 --> 00:26:25.560]   Le Bois.
[00:26:25.560 --> 00:26:26.560]   Le Bois.
[00:26:26.560 --> 00:26:27.560]   Le Bois.
[00:26:27.560 --> 00:26:28.560]   Le Bois.
[00:26:28.560 --> 00:26:29.560]   Le Bois.
[00:26:29.560 --> 00:26:30.560]   Le Bois.
[00:26:30.560 --> 00:26:31.560]   Le Bois.
[00:26:31.560 --> 00:26:32.560]   Le Bois.
[00:26:32.560 --> 00:26:33.560]   Le Bois.
[00:26:33.560 --> 00:26:34.560]   Le Bois.
[00:26:34.560 --> 00:26:35.560]   Le Bois.
[00:26:35.560 --> 00:26:36.560]   Le Bois.
[00:26:36.560 --> 00:26:37.560]   Le Bois.
[00:26:37.560 --> 00:26:38.560]   Le Bois.
[00:26:38.560 --> 00:26:39.560]   Le Bois.
[00:26:39.560 --> 00:26:40.560]   Le Bois.
[00:26:40.560 --> 00:26:41.560]   Le Bois.
[00:26:41.560 --> 00:26:42.560]   Le Bois.
[00:26:42.560 --> 00:26:43.560]   Le Bois.
[00:26:43.560 --> 00:26:44.560]   Le Bois.
[00:26:44.560 --> 00:26:45.560]   Le Bois.
[00:26:45.560 --> 00:26:46.560]   Le Bois.
[00:26:46.560 --> 00:26:47.560]   Le Bois.
[00:26:47.560 --> 00:26:48.560]   Le Bois.
[00:26:48.560 --> 00:26:49.560]   Le Bois.
[00:26:49.560 --> 00:26:50.560]   Le Bois.
[00:26:50.560 --> 00:26:51.560]   Le Bois.
[00:26:51.560 --> 00:26:52.560]   Le Bois.
[00:26:52.560 --> 00:26:53.560]   Le Bois.
[00:26:53.560 --> 00:26:54.560]   Le Bois.
[00:26:54.560 --> 00:26:55.560]   Le Bois.
[00:26:55.560 --> 00:26:56.560]   Le Bois.
[00:26:56.560 --> 00:26:57.560]   Le Bois.
[00:26:57.560 --> 00:26:58.560]   Le Bois.
[00:26:58.560 --> 00:26:59.560]   Le Bois.
[00:26:59.560 --> 00:27:00.560]   Le Bois.
[00:27:00.560 --> 00:27:01.560]   Le Bois.
[00:27:01.560 --> 00:27:02.560]   Le Bois.
[00:27:02.560 --> 00:27:03.560]   Le Bois.
[00:27:03.560 --> 00:27:04.560]   Le Bois.
[00:27:04.560 --> 00:27:05.560]   Le Bois.
[00:27:05.560 --> 00:27:06.560]   Le Bois.
[00:27:06.560 --> 00:27:07.560]   Le Bois.
[00:27:07.560 --> 00:27:08.560]   Le Bois.
[00:27:08.560 --> 00:27:09.560]   Le Bois.
[00:27:09.560 --> 00:27:10.560]   Le Bois.
[00:27:10.560 --> 00:27:11.560]   Le Bois.
[00:27:11.560 --> 00:27:12.560]   Le Bois.
[00:27:12.560 --> 00:27:13.560]   Le Bois.
[00:27:13.560 --> 00:27:14.560]   Le Bois.
[00:27:14.560 --> 00:27:15.560]   Le Bois.
[00:27:15.560 --> 00:27:16.560]   Le Bois.
[00:27:16.560 --> 00:27:17.560]   Le Bois.
[00:27:17.560 --> 00:27:18.560]   Le Bois.
[00:27:18.560 --> 00:27:19.560]   Le Bois.
[00:27:19.560 --> 00:27:20.560]   Le Bois.
[00:27:20.560 --> 00:27:21.560]   Le Bois.
[00:27:21.560 --> 00:27:22.560]   Le Bois.
[00:27:22.560 --> 00:27:23.560]   Le Bois.
[00:27:23.560 --> 00:27:24.560]   Le Bois.
[00:27:24.560 --> 00:27:25.560]   Le Bois.
[00:27:25.560 --> 00:27:26.560]   Le Bois.
[00:27:26.560 --> 00:27:27.560]   Le Bois.
[00:27:27.560 --> 00:27:28.560]   Le Bois.
[00:27:28.560 --> 00:27:29.560]   Le Bois.
[00:27:29.560 --> 00:27:30.560]   Le Bois.
[00:27:30.560 --> 00:27:31.560]   Le Bois.
[00:27:31.560 --> 00:27:32.560]   Le Bois.
[00:27:32.560 --> 00:27:33.560]   Le Bois.
[00:27:33.560 --> 00:27:34.560]   Le Bois.
[00:27:34.560 --> 00:27:35.560]   Le Bois.
[00:27:35.560 --> 00:27:36.560]   Le Bois.
[00:27:36.560 --> 00:27:37.560]   Le Bois.
[00:27:37.560 --> 00:27:38.560]   Le Bois.
[00:27:38.560 --> 00:27:39.560]   Le Bois.
[00:27:39.560 --> 00:27:40.560]   Le Bois.
[00:27:40.560 --> 00:27:41.560]   Le Bois.
[00:27:41.560 --> 00:27:42.560]   Le Bois.
[00:27:42.560 --> 00:27:43.560]   Le Bois.
[00:27:43.560 --> 00:27:44.560]   Le Bois.
[00:27:44.560 --> 00:27:45.560]   Le Bois.
[00:27:45.560 --> 00:27:46.560]   Le Bois.
[00:27:46.560 --> 00:27:47.560]   Le Bois.
[00:27:47.560 --> 00:27:48.560]   Le Bois.
[00:27:48.560 --> 00:27:49.560]   Le Bois.
[00:27:49.560 --> 00:27:50.560]   Le Bois.
[00:27:50.560 --> 00:27:51.560]   Le Bois.
[00:27:51.560 --> 00:27:52.560]   Le Bois.
[00:27:52.560 --> 00:27:53.560]   Le Bois.
[00:27:53.560 --> 00:27:54.560]   Le Bois.
[00:27:54.560 --> 00:27:55.560]   Le Bois.
[00:27:55.560 --> 00:27:56.560]   Le Bois.
[00:27:56.560 --> 00:27:57.560]   Le Bois.
[00:27:57.560 --> 00:27:58.560]   Le Bois.
[00:27:58.560 --> 00:27:59.560]   Le Bois.
[00:27:59.560 --> 00:28:00.560]   Le Bois.
[00:28:00.560 --> 00:28:01.560]   Le Bois.
[00:28:01.560 --> 00:28:02.560]   Le Bois.
[00:28:02.560 --> 00:28:03.560]   Le Bois.
[00:28:03.560 --> 00:28:04.560]   Le Bois.
[00:28:04.560 --> 00:28:05.560]   Le Bois.
[00:28:05.560 --> 00:28:06.560]   Le Bois.
[00:28:06.560 --> 00:28:07.560]   Le Bois.
[00:28:07.560 --> 00:28:08.560]   Le Bois.
[00:28:08.560 --> 00:28:09.560]   Le Bois.
[00:28:09.560 --> 00:28:10.560]   Le Bois.
[00:28:10.560 --> 00:28:11.560]   Le Bois.
[00:28:11.560 --> 00:28:12.560]   Le Bois.
[00:28:12.560 --> 00:28:13.560]   Le Bois.
[00:28:13.560 --> 00:28:14.560]   Le Bois.
[00:28:14.560 --> 00:28:15.560]   Le Bois.
[00:28:15.560 --> 00:28:16.560]   Le Bois.
[00:28:16.560 --> 00:28:17.560]   Le Bois.
[00:28:17.560 --> 00:28:18.560]   Le Bois.
[00:28:18.560 --> 00:28:19.560]   Le Bois.
[00:28:19.560 --> 00:28:20.560]   Le Bois.
[00:28:20.560 --> 00:28:21.560]   Le Bois.
[00:28:21.560 --> 00:28:22.560]   Le Bois.
[00:28:22.560 --> 00:28:23.560]   Le Bois.
[00:28:23.560 --> 00:28:24.560]   Le Bois.
[00:28:24.560 --> 00:28:25.560]   Le Bois.
[00:28:25.560 --> 00:28:26.560]   Le Bois.
[00:28:26.560 --> 00:28:27.560]   Le Bois.
[00:28:27.560 --> 00:28:28.560]   Le Bois.
[00:28:28.560 --> 00:28:29.560]   Le Bois.
[00:28:29.560 --> 00:28:30.560]   Le Bois.
[00:28:30.560 --> 00:28:31.560]   Le Bois.
[00:28:31.560 --> 00:28:32.560]   Le Bois.
[00:28:32.560 --> 00:28:33.560]   Le Bois.
[00:28:33.560 --> 00:28:34.560]   Le Bois.
[00:28:34.560 --> 00:28:35.560]   Le Bois.
[00:28:35.560 --> 00:28:36.560]   Le Bois.
[00:28:36.560 --> 00:28:37.560]   Le Bois.
[00:28:37.560 --> 00:28:38.560]   Le Bois.
[00:28:38.560 --> 00:28:39.560]   Le Bois.
[00:28:39.560 --> 00:28:40.560]   Le Bois.
[00:28:40.560 --> 00:28:41.560]   Le Bois.
[00:28:41.560 --> 00:28:42.560]   Le Bois.
[00:28:42.560 --> 00:28:43.560]   Le Bois.
[00:28:43.560 --> 00:28:44.560]   Le Bois.
[00:28:44.560 --> 00:28:45.560]   Le Bois.
[00:28:45.560 --> 00:28:46.560]   Le Bois.
[00:28:46.560 --> 00:28:47.560]   Le Bois.
[00:28:47.560 --> 00:28:48.560]   Le Bois.
[00:28:48.560 --> 00:28:49.560]   Le Bois.
[00:28:49.560 --> 00:28:50.560]   Le Bois.
[00:28:50.560 --> 00:28:51.560]   Le Bois.
[00:28:51.560 --> 00:28:52.560]   Le Bois.
[00:28:52.560 --> 00:28:53.560]   Le Bois.
[00:28:53.560 --> 00:28:54.560]   Le Bois.
[00:28:54.560 --> 00:28:55.560]   Le Bois.
[00:28:55.560 --> 00:28:56.560]   Le Bois.
[00:28:56.560 --> 00:28:57.560]   Le Bois.
[00:28:57.560 --> 00:28:58.560]   Le Bois.
[00:28:58.560 --> 00:28:59.560]   Le Bois.
[00:28:59.560 --> 00:29:00.560]   Le Bois.
[00:29:00.560 --> 00:29:01.560]   Le Bois.
[00:29:01.560 --> 00:29:02.560]   Le Bois.
[00:29:02.560 --> 00:29:03.560]   Le Bois.
[00:29:03.560 --> 00:29:04.560]   Le Bois.
[00:29:04.560 --> 00:29:05.560]   Le Bois.
[00:29:05.560 --> 00:29:06.560]   Le Bois.
[00:29:06.560 --> 00:29:07.560]   Le Bois.
[00:29:07.560 --> 00:29:08.560]   Le Bois.
[00:29:08.560 --> 00:29:09.560]   Le Bois.
[00:29:09.560 --> 00:29:10.560]   Le Bois.
[00:29:10.560 --> 00:29:11.560]   Le Bois.
[00:29:11.560 --> 00:29:12.560]   Le Bois.
[00:29:12.560 --> 00:29:13.560]   Le Bois.
[00:29:13.560 --> 00:29:14.560]   Le Bois.
[00:29:14.560 --> 00:29:15.560]   Le Bois.
[00:29:15.560 --> 00:29:16.560]   Le Bois.
[00:29:16.560 --> 00:29:17.560]   Le Bois.
[00:29:17.560 --> 00:29:18.560]   Le Bois.
[00:29:18.560 --> 00:29:19.560]   Le Bois.
[00:29:19.560 --> 00:29:20.560]   Le Bois.
[00:29:20.560 --> 00:29:21.560]   Le Bois.
[00:29:21.560 --> 00:29:22.560]   Le Bois.
[00:29:22.560 --> 00:29:23.560]   Le Bois.
[00:29:23.560 --> 00:29:24.560]   Le Bois.
[00:29:24.560 --> 00:29:25.560]   Le Bois.
[00:29:25.560 --> 00:29:26.560]   Le Bois.
[00:29:26.560 --> 00:29:27.560]   Le Bois.
[00:29:27.560 --> 00:29:28.560]   Le Bois.
[00:29:28.560 --> 00:29:29.560]   Le Bois.
[00:29:29.560 --> 00:29:30.560]   Le Bois.
[00:29:30.560 --> 00:29:31.560]   Le Bois.
[00:29:31.560 --> 00:29:32.560]   Le Bois.
[00:29:32.560 --> 00:29:33.560]   Le Bois.
[00:29:33.560 --> 00:29:34.560]   Le Bois.
[00:29:34.560 --> 00:29:35.560]   Le Bois.
[00:29:35.560 --> 00:29:36.560]   Le Bois.
[00:29:36.560 --> 00:29:37.560]   Le Bois.
[00:29:37.560 --> 00:29:38.560]   Le Bois.
[00:29:38.560 --> 00:29:39.560]   Le Bois.
[00:29:39.560 --> 00:29:40.560]   Le Bois.
[00:29:40.560 --> 00:29:41.560]   Le Bois.
[00:29:41.560 --> 00:29:42.560]   Le Bois.
[00:29:42.560 --> 00:29:43.560]   Le Bois.
[00:29:43.560 --> 00:29:44.560]   Le Bois.
[00:29:44.560 --> 00:29:45.560]   Le Bois.
[00:29:45.560 --> 00:29:46.560]   Le Bois.
[00:29:46.560 --> 00:29:47.560]   Le Bois.
[00:29:47.560 --> 00:29:48.560]   Le Bois.
[00:29:48.560 --> 00:29:49.560]   Le Bois.
[00:29:49.560 --> 00:29:50.560]   Le Bois.
[00:29:50.560 --> 00:29:51.560]   Le Bois.
[00:29:51.560 --> 00:29:52.560]   Le Bois.
[00:29:52.560 --> 00:29:53.560]   Le Bois.
[00:29:53.560 --> 00:29:54.560]   Le Bois.
[00:29:54.560 --> 00:29:55.560]   Le Bois.
[00:29:55.560 --> 00:29:56.560]   Le Bois.
[00:29:56.560 --> 00:29:57.560]   Le Bois.
[00:29:57.560 --> 00:29:58.560]   Le Bois.
[00:29:58.560 --> 00:29:59.560]   Le Bois.
[00:29:59.560 --> 00:30:00.560]   Le Bois.
[00:30:00.560 --> 00:30:01.560]   Le Bois.
[00:30:01.560 --> 00:30:02.560]   Le Bois.
[00:30:02.560 --> 00:30:03.560]   Le Bois.
[00:30:03.560 --> 00:30:04.560]   Le Bois.
[00:30:04.560 --> 00:30:05.560]   Le Bois.
[00:30:05.560 --> 00:30:06.560]   Le Bois.
[00:30:06.560 --> 00:30:07.560]   Le Bois.
[00:30:07.560 --> 00:30:08.560]   Le Bois.
[00:30:08.560 --> 00:30:09.560]   Le Bois.
[00:30:09.560 --> 00:30:10.560]   Le Bois.
[00:30:10.560 --> 00:30:11.560]   Le Bois.
[00:30:11.560 --> 00:30:12.560]   Le Bois.
[00:30:12.560 --> 00:30:13.560]   Le Bois.
[00:30:13.560 --> 00:30:14.560]   Le Bois.
[00:30:14.560 --> 00:30:15.560]   Le Bois.
[00:30:15.560 --> 00:30:16.560]   Le Bois.
[00:30:16.560 --> 00:30:17.560]   Le Bois.
[00:30:17.560 --> 00:30:18.560]   Le Bois.
[00:30:18.560 --> 00:30:19.560]   Le Bois.
[00:30:19.560 --> 00:30:20.560]   Le Bois.
[00:30:20.560 --> 00:30:21.560]   Le Bois.
[00:30:21.560 --> 00:30:22.560]   Le Bois.
[00:30:22.560 --> 00:30:23.560]   Le Bois.
[00:30:23.560 --> 00:30:24.560]   Le Bois.
[00:30:24.560 --> 00:30:25.560]   Le Bois.
[00:30:25.560 --> 00:30:26.560]   Le Bois.
[00:30:26.560 --> 00:30:27.560]   Le Bois.
[00:30:27.560 --> 00:30:28.560]   Le Bois.
[00:30:28.560 --> 00:30:29.560]   Le Bois.
[00:30:29.560 --> 00:30:30.560]   Le Bois.
[00:30:30.560 --> 00:30:31.560]   Le Bois.
[00:30:31.560 --> 00:30:32.560]   Le Bois.
[00:30:32.560 --> 00:30:33.560]   Le Bois.
[00:30:33.560 --> 00:30:34.560]   Le Bois.
[00:30:34.560 --> 00:30:35.560]   Le Bois.
[00:30:35.560 --> 00:30:36.560]   Le Bois.
[00:30:36.560 --> 00:30:37.560]   Le Bois.
[00:30:37.560 --> 00:30:38.560]   Le Bois.
[00:30:38.560 --> 00:30:39.560]   Le Bois.
[00:30:39.560 --> 00:30:40.560]   Le Bois.
[00:30:40.560 --> 00:30:41.560]   Le Bois.
[00:30:41.560 --> 00:30:42.560]   Le Bois.
[00:30:42.560 --> 00:30:43.560]   Le Bois.
[00:30:43.560 --> 00:30:44.560]   Le Bois.
[00:30:44.560 --> 00:30:45.560]   Le Bois.
[00:30:45.560 --> 00:30:46.560]   Le Bois.
[00:30:46.560 --> 00:30:47.560]   Le Bois.
[00:30:47.560 --> 00:30:48.560]   Le Bois.
[00:30:48.560 --> 00:30:49.560]   Le Bois.
[00:30:49.560 --> 00:30:50.560]   Le Bois.
[00:30:50.560 --> 00:30:51.560]   Le Bois.
[00:30:51.560 --> 00:30:52.560]   Le Bois.
[00:30:52.560 --> 00:30:53.560]   Le Bois.
[00:30:53.560 --> 00:30:54.560]   Le Bois.
[00:30:54.560 --> 00:30:55.560]   Le Bois.
[00:30:55.560 --> 00:30:56.560]   Le Bois.
[00:30:56.560 --> 00:30:57.560]   Le Bois.
[00:30:57.560 --> 00:30:58.560]   Le Bois.
[00:30:58.560 --> 00:30:59.560]   Le Bois.
[00:30:59.560 --> 00:31:00.560]   Le Bois.
[00:31:00.560 --> 00:31:01.560]   Le Bois.
[00:31:01.560 --> 00:31:02.560]   Le Bois.
[00:31:02.560 --> 00:31:03.560]   Le Bois.
[00:31:03.560 --> 00:31:04.560]   Le Bois.
[00:31:04.560 --> 00:31:05.560]   Le Bois.
[00:31:05.560 --> 00:31:06.560]   Le Bois.
[00:31:06.560 --> 00:31:07.560]   Le Bois.
[00:31:07.560 --> 00:31:08.560]   Le Bois.
