
[00:00:00.000 --> 00:00:06.200]   It's time for Dwight this weekend tech. Oh, this is gonna be a think he show some shows are drinky
[00:27:12.480 --> 00:27:21.200]   compassion and that when we and there's even a brain chemistry difference between empathy and compassion compassion is
[00:27:21.200 --> 00:27:25.240]   More having a sense of
[00:27:27.040 --> 00:27:29.040]   Feeling for and not feeling with
[00:27:29.040 --> 00:27:36.920]   It is characterized by feelings of warmth concern and care for the other as well as a strong motivation to improve the others
[00:27:36.920 --> 00:27:40.960]   Well-being empathy ends up just like using the word sympathy actually
[00:27:40.960 --> 00:27:44.580]   Is more feeling what the other feels as opposed to?
[00:27:44.580 --> 00:27:50.520]   Concern about improving everybody's I think yeah, and I think I say that in my piece
[00:27:50.520 --> 00:27:56.760]   It's like empathy is not a marketing slogan. It's like you either you either are empathetic or you're not
[00:27:57.160 --> 00:28:04.920]   Right, and and that's the key thing is I guess the point I was making is that technology doesn't have empathy or compassion. It just is and
[00:28:04.920 --> 00:28:12.440]   Right well technology, but there are people behind all ten understand, but you know you can if you don't so I
[00:28:12.440 --> 00:28:16.680]   Mean pick any technical innovation. Let's say cloning which obviously has
[00:28:16.680 --> 00:28:19.520]   positives and negatives
[00:28:19.520 --> 00:28:25.080]   You can say well, we're not gonna do cloning as we have said in the United States, but China might say well
[00:28:25.080 --> 00:28:31.400]   That's fine because we're gonna do it technology always seems to out. It's like water. It seems to always find a way
[00:28:31.400 --> 00:28:35.520]   So I don't know if empathy can block a technology
[00:28:35.520 --> 00:28:43.200]   You don't need a block of technology you need it you need to have your company or as someone who's inventing tech or
[00:28:43.200 --> 00:28:45.880]   implementing technology
[00:28:45.880 --> 00:28:50.640]   Think about how it affects others and try to understand the other point of view
[00:28:50.640 --> 00:28:57.040]   Yeah, I was gonna give you an example actually of and it's gonna come from a company that oh me get upset or not upset with but
[00:28:57.040 --> 00:28:59.280]   it's not a favorite company of his but
[00:28:59.280 --> 00:29:01.960]   AT&T actually is
[00:29:01.960 --> 00:29:06.200]   Aware that its business is kind of under threat and it's changing
[00:29:06.200 --> 00:29:15.400]   It's corporate infrastructure and its technology to do software to find networking and as part of that it's retraining a
[00:29:16.120 --> 00:29:23.560]   Huge chunk of its workers. It's offering a lot of Udacity courses and paying come paying its employees to take these courses to help
[00:29:23.560 --> 00:29:31.080]   Get them ready from the world where they you know physically manipulated cables to a world where they're gonna do it digitally
[00:29:31.080 --> 00:29:34.880]   And I think that's actually a really good example of saying hey
[00:29:34.880 --> 00:29:38.040]   we're gonna implement an entirely new technology across our business and
[00:29:38.040 --> 00:29:45.920]   Our people aren't gonna be able to keep up and we can argue that AT&T is doing this because a lot of their workers are unionized and
[00:29:45.920 --> 00:29:47.920]   Yay
[00:29:47.920 --> 00:29:53.440]   But at the same time, it's kind of a nice example of a tech change being met with
[00:29:53.440 --> 00:29:56.200]   empathy or compassion
[00:29:56.200 --> 00:30:02.160]   well the biggest issue in America today is income inequality and I mean
[00:30:02.160 --> 00:30:10.320]   It's with all with all the the unicorns out there. It's very clear that there are some and I think this is part of the
[00:30:10.320 --> 00:30:14.960]   Malazit we're feeling in this country is you see people getting intensely rich
[00:30:15.960 --> 00:30:17.960]   While so many are struggling
[00:30:17.960 --> 00:30:22.720]   But I don't know if Silicon Valley can solve that problem. Do you think it can um?
[00:30:22.720 --> 00:30:29.480]   What do you mean by solve that problem that there are no jobs can it act in a way that yeah
[00:30:29.480 --> 00:30:32.880]   I mean if automation causes people to lose jobs and
[00:30:32.880 --> 00:30:39.800]   Automation is part of the business of you know robotics and artificial intelligence and
[00:30:40.720 --> 00:30:46.520]   Are you saying not to do it? Are you how do how do you how do you adjust what you're doing?
[00:30:46.520 --> 00:30:51.440]   To protect people. I understand I think it would be wonderful to protect those jobs
[00:30:51.440 --> 00:30:55.800]   Well, I mean you look at what just Casey just said he said you are
[00:30:55.800 --> 00:31:05.920]   essentially helping retrain the current workforce for a new future now out of 50,000 people maybe 20,000 people
[00:31:06.440 --> 00:31:13.040]   Will have a job and 30 per thousand people won't but it's still better than 50,000 people not having a job
[00:31:13.040 --> 00:31:19.360]   I'm not saying I am not against the idea of technology. I love all the progress
[00:31:19.360 --> 00:31:24.000]   We make but I'm also trying to figure out is what more can we do?
[00:31:24.000 --> 00:31:29.800]   To start bringing people along as we grow going to this future
[00:31:29.800 --> 00:31:34.520]   Can we figure out new jobs? Can we figure out new opportunities?
[00:31:34.520 --> 00:31:38.020]   Can we figure out how to retrain the workforce is?
[00:31:38.020 --> 00:31:43.760]   of the of the of the industrial era for this new new time frame can we
[00:31:43.760 --> 00:31:47.520]   afford to give up on three to four generations of people
[00:31:47.520 --> 00:31:55.160]   Before everybody starts to kind of become part of the workforce all over again and the answer to that
[00:31:55.160 --> 00:32:02.360]   Can be yes because that is a very fruitful you know fearful future. I I fear for
[00:32:02.840 --> 00:32:08.760]   So many people who will be just left without jobs and then what are we gonna do to this to them?
[00:32:08.760 --> 00:32:14.680]   Like how will we take care of the society and I think it's important to figure out
[00:32:14.680 --> 00:32:20.520]   Even even a little little bit of effort is more than no effort
[00:32:20.520 --> 00:32:26.760]   And that's what this whole piece was all about yes, and we're heading there's pal Mel
[00:32:26.760 --> 00:32:32.160]   We're heading towards a future where many people you know just as industrialization cost people jobs
[00:32:32.200 --> 00:32:39.320]   We're a post-industrial America those jobs. I mean the solution is not to recreate the steel industry in the United States
[00:32:39.320 --> 00:32:45.480]   And they there are tough challenges and automation is one of them, and that's not gonna turn around and stop
[00:32:45.480 --> 00:32:47.480]   I agree we need to consider it
[00:32:47.480 --> 00:32:53.680]   But I don't know if Silicon Valley has the as the so outside of solving
[00:32:53.680 --> 00:33:00.760]   Social issues and inequality. There's also a part of ohms thing possibly or maybe it's me adding to it
[00:33:01.960 --> 00:33:04.840]   Think about how your products perpetuate
[00:33:04.840 --> 00:33:08.480]   inequality or yes, yeah help
[00:33:08.480 --> 00:33:16.320]   people maybe avoid interact I mean like so you know filter bubbles is a is a very simple example, but another is
[00:33:16.320 --> 00:33:23.720]   things like when you're starting to use algorithms to you know map out safe routes home. Where does that take people?
[00:33:23.720 --> 00:33:28.440]   This was kind of part of the weapons of math destruction. I mean it's basically
[00:33:29.800 --> 00:33:33.200]   We are we put so much faith and technology that
[00:33:33.200 --> 00:33:39.880]   Maybe we shouldn't and or maybe she I'm saying it doesn't matter because it's gonna happen
[00:33:39.880 --> 00:33:47.720]   So faith or not this is we're on this road. It's not gonna suddenly. Oh, let's just you know, let's let's grow flowers and
[00:33:47.720 --> 00:33:54.360]   Cut the souls off of our shoes. It's not gonna happen. I you know and so let's talk about the filter bubble
[00:33:54.360 --> 00:33:56.760]   I mean oh you talk about this in your your piece
[00:33:56.760 --> 00:33:59.640]   Facebook
[00:33:59.640 --> 00:34:03.840]   Makes he says Facebook as a company makes these bubble blunders again and again
[00:34:03.840 --> 00:34:08.880]   But what is face? What is Facebook to do Facebook right now?
[00:34:08.880 --> 00:34:11.440]   Optimizes its algorithm to improve
[00:34:11.440 --> 00:34:14.120]   you reader engagement
[00:34:14.120 --> 00:34:19.600]   Period and it works we can see the numbers we can see it works
[00:34:19.600 --> 00:34:23.240]   Is it Facebook's job to change how human beings?
[00:34:23.240 --> 00:34:26.040]   work
[00:34:26.200 --> 00:34:32.360]   Because what do you mean by that? Well, I'm just saying if Facebook look it let's say it's Facebook's responsibility to optimize
[00:34:32.360 --> 00:34:38.040]   It's you to make TV has by the way TV is grappled with this for years
[00:34:38.040 --> 00:34:41.240]   do you give people what they want and
[00:34:41.240 --> 00:34:44.040]   get increasing ratings or
[00:34:44.040 --> 00:34:47.800]   Do you say well with a spoonful of sugar?
[00:34:47.800 --> 00:34:54.080]   We're also gonna make the medicine go down and we're gonna beef up our news operations even though nobody watches them
[00:34:54.400 --> 00:34:58.600]   Because we have a societal obligation is I think you're supposed to do the same thing
[00:34:58.600 --> 00:35:03.320]   It's a that's a pretty illogical argument to be honest. I think you
[00:35:03.320 --> 00:35:06.600]   Get spam in your inbox
[00:35:06.600 --> 00:35:14.280]   Do you not get mad with Google or sending you spam and don't you think it's their problem to fix the spam problem?
[00:35:14.280 --> 00:35:23.700]   Fake news is the equivalent of spam on a media centric platform like Facebook Facebook is a business designed to optimize
[00:35:23.700 --> 00:35:28.420]   For profit. Oh so is like Gmail optimized around
[00:35:28.420 --> 00:35:34.640]   delivering more email to you the more spam email you get more you're gonna stick into the
[00:35:34.640 --> 00:35:39.640]   Stay in the inbox. So they're gonna have to figure out a new business model around that
[00:35:39.640 --> 00:35:43.280]   So I think what I'm saying is that as a platform
[00:35:43.280 --> 00:35:49.940]   Which you know is based on now they're like the media platform for the planet
[00:35:50.180 --> 00:35:55.260]   It is important for them to make sure that there is no fake news platform
[00:35:55.260 --> 00:36:03.460]   origin stories popping on to the to the system. It's just like spam. It's like it's just they are preventing us from
[00:36:03.460 --> 00:36:10.000]   Using you know like like getting spam. Well, it's all right to extend your analogy though some spam
[00:36:10.000 --> 00:36:14.680]   It's obviously spam if the word Viagra is in its spell with a one. I know it's spam
[00:36:14.920 --> 00:36:21.400]   The problem is and Facebook has this problem and Gmail has this problem. There's some email
[00:36:21.400 --> 00:36:26.480]   That is debatable. There's some fake news that's debatable
[00:36:26.480 --> 00:36:33.280]   Should it should let's say an atheist decides well anything about God is
[00:36:33.280 --> 00:36:40.520]   Fake because there is no God so I'm gonna eliminate all God stories from Facebook
[00:36:40.520 --> 00:36:43.380]   that's an extreme example but
[00:36:44.240 --> 00:36:50.420]   Well, I think that is an extreme example to prove your case when I'm talking about is Mrs. Clinton
[00:36:50.420 --> 00:36:58.320]   Killed a child or did some murder like is responsible for so many murders. There's some so that's a news we can all agree
[00:36:58.320 --> 00:37:03.240]   Coming out of Macedonia from a Macedonian website how the hell that is
[00:37:03.240 --> 00:37:09.080]   Right and then why didn't they do it like that's the basic problem there and as I said damn
[00:37:09.080 --> 00:37:12.520]   There's a gray area. So you're saying let's just do the obvious stuff
[00:37:13.400 --> 00:37:18.480]   The obvious stuff was the bigger problem than just the non obvious stuff. I just agree because I think
[00:37:18.480 --> 00:37:23.360]   The bigger problem is not I mean the Pope endorses Donald Trump
[00:37:23.360 --> 00:37:26.680]   blatantly fake eat provably wrong
[00:37:26.680 --> 00:37:31.440]   Not a big important thing frankly the conspiracy theory
[00:37:31.440 --> 00:37:40.180]   That the that a pizza parlor in Washington DC is a child porn ring or that the president is a Kenyan born non-American citizen those things
[00:37:41.080 --> 00:37:44.080]   Have a life of their own regardless of Facebook
[00:37:44.080 --> 00:37:49.080]   Has nothing to do with Facebook because people want to believe them people do believe them
[00:37:49.080 --> 00:37:53.080]   Is it Facebook's job to say oh no no that's not true
[00:37:53.080 --> 00:37:56.080]   I think I think a lot a
[00:37:56.080 --> 00:37:58.960]   lot of people see that and think about it I mean
[00:37:58.960 --> 00:38:04.560]   The number of things you see just flying by you read it it becomes part of your consciousness
[00:38:04.560 --> 00:38:08.680]   You don't even think about it and in Facebook that happens a lot and so then you pull these things out
[00:38:08.680 --> 00:38:12.680]   Oh, I saw that somewhere. There's like a child porn ring staffed by right now
[00:38:12.680 --> 00:38:15.800]   I understand the mechanism, but is it is it really Facebook's obligation?
[00:38:15.800 --> 00:38:22.440]   Yes, it's it's it should be as a platform, but there's lots of people who would argue it's true
[00:38:22.440 --> 00:38:32.000]   It's not true and it causes actual detriment and the problem with conspiracy theories is it's very hard to prove them not true
[00:38:32.000 --> 00:38:38.080]   You can't prove the negative and so I think it's provably true that the Pope did not endorse Donald Trump
[00:38:38.080 --> 00:38:41.720]   Just ask the Pope it is much more difficult to prove some of these other things
[00:38:41.720 --> 00:38:44.360]   That's why they live on their conspiracy theories
[00:38:44.360 --> 00:38:48.160]   And I don't know if I want Facebook to get in the job of a
[00:38:48.160 --> 00:38:50.880]   censorship at that point
[00:38:50.880 --> 00:38:55.520]   You could but we've talked about this we've talked about having feedback from readers
[00:38:55.520 --> 00:39:00.840]   So if I see this in my feed I agree there's some mechanisms right there's some mechanisms
[00:39:00.840 --> 00:39:07.240]   And I think also a labeling like just like Google when they send it this may be spam
[00:39:07.240 --> 00:39:10.800]   Yeah, this may be help the reader give them more information
[00:39:10.800 --> 00:39:14.760]   I'm I'm kind of okay with that, but I but home would you want them to block?
[00:39:14.760 --> 00:39:18.880]   birther stories or block 9/11 conspiracy stories
[00:39:18.880 --> 00:39:24.760]   It depends on where they're coming from if they're coming from some website in you know
[00:39:24.760 --> 00:39:30.840]   Eastern Europe or they're coming out from some dumb website and you know, it's like some other country like that
[00:39:30.840 --> 00:39:35.820]   Yeah, they should be blocking those and you know if those stories are on let's say, you know
[00:39:36.400 --> 00:39:42.880]   Any of the alt-right websites? Well, you know, it's kind of debatable whether they're right or they're wrong
[00:39:42.880 --> 00:39:46.800]   I think this is tricky. I think this is tricky. I think then you have you have
[00:39:46.800 --> 00:39:55.040]   One group you this is more polarizing denying the truth of another group saying it's obviously not true and
[00:39:55.040 --> 00:40:03.400]   The other group saying well, it's obviously is true show me where it's not true and then it becomes very difficult for Facebook to say
[00:40:03.440 --> 00:40:07.120]   Well, we've decided this is true and that's not true. I don't want Facebook to be in that business
[00:40:07.120 --> 00:40:16.640]   They already sensor or I'm sorry. They already block things like that they block the napalm
[00:40:16.640 --> 00:40:23.600]   Was it the napalm kid story or photographs? Yeah, they block, you know, they used to block pictures of women breastfeeding
[00:40:23.600 --> 00:40:28.600]   They've I mean they've always been in that business. I feel like if you're a social network
[00:40:28.600 --> 00:40:33.640]   You're in the business of giving people letting people share the stuff they care about true or not
[00:40:33.640 --> 00:40:37.680]   Okay, can I just say one thing Facebook is hardly a social network anymore?
[00:40:37.680 --> 00:40:43.200]   The only thing you can't do share there is social stuff all you share is stupid
[00:40:43.200 --> 00:40:49.600]   New stories and fights with each other on politics. Well, then we should just all abandon Facebook. I
[00:40:49.600 --> 00:40:53.720]   But I gotta point out
[00:40:53.720 --> 00:40:56.280]   1.75 billion monthly active users
[00:40:56.280 --> 00:40:58.840]   I'm just saying I'm not gonna make it. I see Stacy
[00:40:58.840 --> 00:41:06.600]   I know they're not missing it, but I don't miss them either. They're optimizing for profit as every business does
[00:41:06.600 --> 00:41:14.080]   Yeah, and there is nothing wrong with optimizing for profit. I just think they they
[00:41:14.080 --> 00:41:21.120]   Can't run away from the responsibility. That's all I'm saying. I'm not disagreeing with you
[00:41:21.120 --> 00:41:24.440]   I'm and by the way, they can do censorship in China
[00:41:24.880 --> 00:41:28.160]   They have the systems to do locks they create a lot of things
[00:41:28.160 --> 00:41:32.800]   They don't like in China and and to say that they can block fake news
[00:41:32.800 --> 00:41:39.160]   I mean they get black real news in China if the we just revolt you're not gonna see it on Facebook in China
[00:41:39.160 --> 00:41:47.760]   Exactly. I was in China in 2009 watching CNN. They do this story about the weager rebellion
[00:41:47.760 --> 00:41:54.800]   CNN goes black for three minutes. That's it. Nothing's there and then it comes back on and I bet people in China
[00:41:54.800 --> 00:41:56.800]   Are used to that
[00:41:56.800 --> 00:42:02.920]   So it's a really good thing. It's not a good thing. Can we talk about some fun stuff?
[00:42:02.920 --> 00:42:04.680]   Yeah, we're gonna take a break now
[00:42:04.680 --> 00:42:11.000]   This is important stuff though and I know and I'm really glad that you and I'm just I'm pushing back a little bit because I don't
[00:42:11.000 --> 00:42:17.160]   I think it's important to have the full conversation on this absolutely. I just want to talk about fun stuff
[00:42:17.160 --> 00:42:23.760]   Why do you think I'm in this business? I started in talk radio talking politics. I started political talk radio
[00:42:23.760 --> 00:42:29.200]   Why do you think I'm here now? It's the last thing I want to do. I would go home every day with a stomachache
[00:42:29.200 --> 00:42:31.640]   Like I don't want to talk about this stuff
[00:42:31.640 --> 00:42:34.000]   Let's talk about smartphones
[00:42:34.000 --> 00:42:37.480]   Let's talk about virtual reality headgear
[00:42:37.480 --> 00:42:45.680]   Let's talk about our sponsor. I got optimized for profit sometimes - you know absolutely these Christmas decorations aren't cheap
[00:42:45.680 --> 00:42:48.440]   Exactly heck yeah
[00:42:48.440 --> 00:42:53.160]   My hipster grandpa sweater. That's that cost money. I was like that looks cat
[00:42:53.720 --> 00:42:59.680]   It is actually see you know what the great sadness of my life is my wife is allergic to cashmere
[00:42:59.680 --> 00:43:02.680]   How can that how can that be?
[00:43:02.680 --> 00:43:05.920]   Cashier buddies no
[00:43:05.920 --> 00:43:14.200]   Gorge it's goats, but but if they don't kill the goat they run through little bushes and the bushes capture the fuzz
[00:43:14.200 --> 00:43:22.040]   Extra excess not even fuzz they need excess fuzz as the goat runs through the bush and then they go out the case foot
[00:43:22.840 --> 00:43:25.780]   Absolutely the case. I'm like what kind of artisanal
[00:43:25.780 --> 00:43:32.040]   They just kind of shave the goats and then no no no not the good cashmere
[00:43:32.040 --> 00:43:35.320]   Really really
[00:43:35.320 --> 00:43:39.760]   Cashmere is the I think you should go look at it. See these goats
[00:43:39.760 --> 00:43:42.560]   these goats they run
[00:43:42.560 --> 00:43:45.360]   through the bushes and
[00:43:45.360 --> 00:43:49.800]   little fuzz balls come off of them and they're harvested and
[00:43:50.440 --> 00:43:52.880]   Made into the finest cashmere in the world
[00:43:52.880 --> 00:43:59.040]   In Gora, that's the buddies. Okay. Sorry. Yeah, that's a girl. That's something different. Oh, oh wait a minute
[00:43:59.040 --> 00:44:03.120]   Here they are sharing a cashmere a goat. Yeah, huh? All right. Who's your sponsor?
[00:44:03.120 --> 00:44:06.680]   It's not cashmere. I could tell you that right now
[00:44:06.680 --> 00:44:10.360]   our
[00:44:10.360 --> 00:44:14.040]   Where did I get well you should know it's from cashmere in India, right Dom?
[00:44:14.040 --> 00:44:18.000]   No, it's from Mongolia. Oh, it's Mongolia. Okay. I
[00:44:18.520 --> 00:44:23.080]   Thought it was from the cashmere region of India. No, this is those are not that great
[00:44:23.080 --> 00:44:28.360]   I think the ones from Mongolia are awesome. The ones from Mongolia is the one where the goats run through the bushes
[00:44:28.360 --> 00:44:30.360]   I'm pretty sure there are no bushes
[00:44:30.360 --> 00:44:43.560]   Like the first tech show without any tech no, it's coming. It's come we talked about Facebook
[00:44:43.560 --> 00:44:46.920]   That's tech we talked about the responsibilities Silicon Valley. That's tech
[00:44:47.240 --> 00:44:50.520]   Our show today brought to you by fresh books.com
[00:44:50.520 --> 00:44:55.400]   I had somebody asked me the other day for a better way to invoice
[00:44:55.400 --> 00:45:02.080]   His clients if you're a freelancer or a small business. You got to know about fresh books. This is the solution that I used for years
[00:45:02.080 --> 00:45:11.240]   But it's so much more than invoicing now the new fresh books really is cloud accounting the new fresh books dashboard tells you things that so many small businesses
[00:45:11.240 --> 00:45:14.320]   Don't know if you're a freelancer
[00:45:14.320 --> 00:45:18.720]   Can you tell me right off the bat if you were profitable this year? Can you tell me how profitable?
[00:45:18.720 --> 00:45:22.200]   Can you tell me what your expenses were who owes you money?
[00:45:22.200 --> 00:45:27.560]   What your accounts receivable are if you had fresh books you could you just go to the right to the front page and you'd know
[00:45:27.560 --> 00:45:35.760]   redesigned from the ground up and built just for the way you work most accounting systems you have to bend your mind
[00:45:35.760 --> 00:45:38.240]   around to work with them
[00:45:38.240 --> 00:45:41.000]   Not fresh books fresh books works the way you work
[00:45:41.000 --> 00:45:48.760]   So you'll be more productive more organized and you'll get paid more quickly create and send professional looking invoices in less than 30 seconds
[00:45:48.760 --> 00:45:54.920]   No formatting no formulas just clean professional looking invoices with your logo your color scheme
[00:45:54.920 --> 00:46:01.880]   It reflects your brand and by the way when you send the client the invoice you'll know on the dashboards is where they've seen it or not
[00:46:01.880 --> 00:46:07.940]   So so they can't say oh, I didn't get your invoice. Yes, you did you read it
[00:46:08.360 --> 00:46:15.480]   Set up online payments for them with a couple of clicks who get paid according to fresh books research up to four days faster
[00:46:15.480 --> 00:46:18.360]   There's also super handy deposit feature
[00:46:18.360 --> 00:46:22.640]   So you can invoice for expenses and payments up front when you're kicking off a project
[00:46:22.640 --> 00:46:27.680]   So you don't have to do it out of pocket right now you can try it free a 30-day unrestricted free trial
[00:46:27.680 --> 00:46:30.360]   Just by going to fresh books comms slash twit
[00:46:30.360 --> 00:46:35.480]   Enter this week in tech in the form when they ask you had you hear about us that would help us
[00:46:36.120 --> 00:46:41.400]   Start your 30-day free trial today fresh books saved my life when I was a
[00:46:41.400 --> 00:46:48.380]   Going to Canada one week a month doing the TV show and I had to invoice them into expenses. It was a huge boon
[00:46:48.380 --> 00:46:51.680]   Fresh books comm
[00:46:51.680 --> 00:46:53.680]   slash twit oh
[00:46:53.680 --> 00:46:57.520]   Malick is here from om.co and pi.co pico
[00:46:57.520 --> 00:47:00.760]   He's at om on the Twitter the best Twitter handle ever
[00:47:00.760 --> 00:47:04.800]   He's also joined by stacey
[00:47:05.800 --> 00:47:10.280]   Or giga stacey as she's known on Twitter because she worked at giga home for many years
[00:47:10.280 --> 00:47:14.280]   I also now at the host of the IOT podcast IOT podcast calm
[00:47:14.280 --> 00:47:21.280]   Stacey on IOT is it gonna be an IOT Christmas Stacy and my house or just in general everywhere. Oh
[00:47:21.280 --> 00:47:27.320]   I hope so I really do but I kind of doubt it and yet at the same time
[00:47:27.320 --> 00:47:30.040]   I think there's a lot of security people who wish it wouldn't be right
[00:47:30.040 --> 00:47:34.000]   Right well the newer devices from credible people
[00:47:34.880 --> 00:47:36.880]   incredible vendors are
[00:47:36.880 --> 00:47:39.800]   Much more secure do not buy those
[00:47:39.800 --> 00:47:42.720]   cheap Chinese
[00:47:42.720 --> 00:47:45.640]   DVRs and cameras and
[00:47:45.640 --> 00:47:53.520]   Everyone should buy a router for Christmas this year a router that is over the air upgradable. Yes a modern one
[00:47:53.520 --> 00:48:00.160]   That's key that that doesn't have your passwords hard-coded the new Belkin links as routers are
[00:48:00.800 --> 00:48:07.480]   Okay, that way. I believe the new D links are but I haven't confirmed that you don't like the heroes and they're a sponsor
[00:48:07.480 --> 00:48:13.060]   But I but they didn't buy an ad today, but I just I that's an example of a router that is regularly updated
[00:48:13.060 --> 00:48:16.780]   Yes, they do everything right Google's doing the same thing now
[00:48:16.780 --> 00:48:21.640]   On hub on hub. There's the orbi from neck gear
[00:48:21.640 --> 00:48:28.060]   And actually I think wire cutter just said that was the best mesh networking router out there of the ones they had tried
[00:48:28.600 --> 00:48:30.900]   Well, I trust the wire you mean you said that
[00:48:30.900 --> 00:48:35.440]   Why I did not I was like I didn't do that particular review for the wire cutter
[00:48:35.440 --> 00:48:38.120]   You read for the wire cutter - I used to I I
[00:48:38.120 --> 00:48:42.720]   There they are they are so good with their reviews, but it's a very
[00:48:42.720 --> 00:48:49.920]   Constrained process it makes a great review, but it's hard to do there's a lot of spreadsheets. Well as it should be yes
[00:48:49.920 --> 00:48:56.800]   They were just bought by the New York Times by the way, so for 30 million nice job Brian lamb
[00:48:56.920 --> 00:48:59.000]   He can afford a bunch more orbeez
[00:48:59.000 --> 00:49:05.400]   Hey, I have a question for you on on the routers. I have the
[00:49:05.400 --> 00:49:14.000]   The apple router, which is the now abandoned abandoned, but is that a bad one to?
[00:49:14.000 --> 00:49:20.880]   No, you know one of the things about the apple router besides the fact that we're overpriced $200
[00:49:20.880 --> 00:49:22.880]   Is Apple did keep them up today?
[00:49:22.880 --> 00:49:29.320]   And they did avoid a lot of security pitfalls that other routers fell into like WPS, which was that push button
[00:49:29.320 --> 00:49:32.080]   Joining which was terrible
[00:49:32.080 --> 00:49:34.080]   flawed an apple doesn't do that
[00:49:34.080 --> 00:49:37.800]   But I think any router that's more than a couple of years old should be replaced
[00:49:37.800 --> 00:49:44.300]   They wear out the technology changes and I think there are much better choices out there now you're in a you're in an apartment, right?
[00:49:44.300 --> 00:49:45.360]   So
[00:49:45.360 --> 00:49:52.040]   Yeah, one router probably gets to every corner of the place right yeah, so you could keep using the apple router if it works for you
[00:49:52.520 --> 00:49:57.220]   Well, we'll see if they'll tell us how long I guess the question is how long would they keep updating their router?
[00:49:57.220 --> 00:50:00.680]   So they have not announced by the way they have not announced anything but
[00:50:00.680 --> 00:50:04.520]   Recoder somebody had the mark german had the story on
[00:50:04.520 --> 00:50:10.960]   Bloomberg that the entire team had been transferred to apple TV so that there's nobody working on it
[00:50:10.960 --> 00:50:16.040]   Maybe there's a skeleton team working on it. Yes. Maybe there maybe there maybe there becomes a router
[00:50:16.040 --> 00:50:18.600]   Yeah
[00:50:18.600 --> 00:50:22.160]   Just I think it's pretty clear looking at things like that
[00:50:22.160 --> 00:50:25.560]   People moving on that apple is really
[00:50:25.560 --> 00:50:33.000]   Refocusing on a few smaller number products. They've already said they are not gonna do any more displays and have pushed you to LG
[00:50:33.000 --> 00:50:35.000]   If you're gonna buy a display
[00:50:35.000 --> 00:50:43.600]   I feel like apple is in the process right now saying we're gonna focus on and as they've always done a few a smaller number of products and
[00:50:43.600 --> 00:50:48.120]   And you know put all our as they as they would say in the financial press home
[00:50:48.360 --> 00:50:51.000]   Put more wood behind our arrows
[00:50:51.000 --> 00:50:57.840]   Anyway, if I put that in an article you would edit that right now you blue pencil that right out right Stacey
[00:50:57.840 --> 00:50:59.840]   I'd be like oh really
[00:50:59.840 --> 00:51:06.040]   Blue pension no red pension your bed pencil what's the blue pencils no pencils
[00:51:06.040 --> 00:51:13.680]   How long has it been since you've edited anything look at this when I graduated I can I can should I do blue or red?
[00:51:14.080 --> 00:51:21.240]   Let's do mm. I don't like that word. Okay. Let's let's put this in here. I can do that right?
[00:51:21.240 --> 00:51:25.640]   You know I didn't have that kind of
[00:51:25.640 --> 00:51:27.160]   I
[00:51:27.160 --> 00:51:31.320]   Need a better pencil, but I can choose you see I'll make it smaller. I'll make it bluer
[00:51:31.320 --> 00:51:35.080]   Yeah, does that transfer with your
[00:51:35.080 --> 00:51:41.600]   No, okay, we'll see now. I have to say that would be really exciting to you right there
[00:51:41.600 --> 00:51:45.080]   So what happens so this is actually kind of cool. This is the surface pro
[00:51:45.080 --> 00:51:49.520]   So I'm looking at a website a real live website if I double tap my pencil
[00:51:49.520 --> 00:51:55.880]   It turns it into an image which I can then annotate and I could save that out and send it to a Matthew and say Matthew
[00:51:55.880 --> 00:51:57.880]   I don't like this head
[00:51:57.880 --> 00:52:02.720]   But then he would hate you because you'd have to go back in and I go TK I
[00:52:02.720 --> 00:52:06.880]   Don't know and I don't know any of those things me so
[00:52:06.880 --> 00:52:10.480]   What were we talking about
[00:52:10.640 --> 00:52:16.600]   Wood and the day Apple I do think that the new mesh routers are better
[00:52:16.600 --> 00:52:23.240]   But you know but they're really for the solving the problem of congestion and spread so you don't have any trouble with your Wi-Fi
[00:52:23.240 --> 00:52:29.800]   Well, right now. No another Paul the Apple router is still perfectly secure and as far as I know will be for
[00:52:29.800 --> 00:52:33.280]   It's AC
[00:52:33.280 --> 00:52:38.840]   This is like one of those like the tall ones. Yeah airport straight is doing everything
[00:52:38.840 --> 00:52:43.960]   Oh, and yes, you have the one with a hard drive built. Yeah, yeah, okay the question
[00:52:43.960 --> 00:52:50.000]   I wanted to ask the two of you is I'm trying to figure out what is the best way to protect your
[00:52:50.000 --> 00:52:53.120]   personal information in a sense
[00:52:53.120 --> 00:52:57.400]   VPN and like encryption and all that kind of stuff
[00:52:57.400 --> 00:53:05.080]   Especially for somebody like me who travels a bunch. Yeah, what's the right way to do this? Yeah without like adding too much overhead
[00:53:05.720 --> 00:53:10.440]   In terms of like, you know slowing down the machine and stuff your screw-dome
[00:53:10.440 --> 00:53:15.880]   Yeah, because anytime you come back into the country they can just take your stuff. They can't so
[00:53:15.880 --> 00:53:18.520]   Obviously encryption is your friend, right?
[00:53:18.520 --> 00:53:24.160]   In fact notice that since the election for the downloads of signal the encrypted messenger
[00:53:24.160 --> 00:53:28.040]   From open systems has have quadrupled
[00:53:28.040 --> 00:53:30.000]   so
