
[00:00:00.000 --> 00:00:01.180]   (upbeat music)
[00:42:04.500 --> 00:42:05.980]   You had--
[00:42:05.980 --> 00:42:07.980]   And like phones in that era-- because remember,
[00:42:07.980 --> 00:42:10.140]   this is what 2008 or something.
[00:42:10.140 --> 00:42:14.180]   They had a proprietary plug that you would charge it with.
[00:42:14.180 --> 00:42:14.660]   And then that had a head-f
[00:42:14.660 --> 00:42:17.500]   Sounds familiar.
[00:42:17.500 --> 00:42:18.700]   Yeah, and you're right.
[00:42:18.700 --> 00:42:22.380]   Not exactly a hot selling item.
[00:42:22.380 --> 00:42:27.340]   Android N is coming, and we now know it's nougat.
[00:42:27.340 --> 00:42:29.180]   Did you find it?
[00:42:29.180 --> 00:42:29.580]   Let me see.
[00:42:29.580 --> 00:42:30.780]   Is it a slider?
[00:42:30.780 --> 00:42:31.580]   Yeah, that's it.
[00:42:31.580 --> 00:42:32.140]   He picked it up.
[00:42:32.140 --> 00:42:32.620]   It just--
[00:42:32.620 --> 00:42:34.060]   Wow, it has hand.
[00:42:34.060 --> 00:42:34.780]   Oh my god.
[00:42:34.780 --> 00:42:36.060]   It left me in history.
[00:42:36.060 --> 00:42:36.580]   Wow.
[00:42:36.580 --> 00:42:40.020]   This is the first-- well, I saved it because it was the first Android phone, right?
[00:42:40.020 --> 00:42:42.620]   It even says Google on the back, but HTC made it.
[00:42:42.620 --> 00:42:44.860]   I think they sold it as the desire or something like that.
[00:42:44.860 --> 00:42:46.100]   Looks different now.
[00:42:46.100 --> 00:42:46.460]   Doesn't it?
[00:42:46.460 --> 00:42:48.380]   It looks smaller and weirder and fatter.
[00:42:48.380 --> 00:42:48.740]   It looks good.
[00:42:48.740 --> 00:42:50.100]   Toa, you get the funfare.
[00:42:50.100 --> 00:42:50.660]   Yeah.
[00:42:50.660 --> 00:42:51.140]   And then--
[00:42:51.140 --> 00:42:51.980]   Like a hot machine.
[00:42:51.980 --> 00:42:52.500]   Exactly.
[00:42:52.500 --> 00:42:52.980]   Look at that.
[00:42:52.980 --> 00:42:52.980]   You're like, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh,
[00:42:52.980 --> 00:42:55.140]   This was because Blackberry was still hot, right?
[00:42:55.140 --> 00:42:55.700]   Yeah.
[00:42:55.700 --> 00:42:56.660]   Had to have a keyboard.
[00:42:56.660 --> 00:42:58.900]   And this is a very Blackberry thumb type keyboard.
[00:42:58.900 --> 00:42:59.660]   But yeah, let's see.
[00:42:59.660 --> 00:43:00.740]   There's no--
[00:43:00.740 --> 00:43:02.180]   nope, just a weird--
[00:43:02.180 --> 00:43:06.780]   oh, John, now we know what that cable that we found goes to.
[00:43:06.780 --> 00:43:08.180]   That weird, notched cable.
[00:43:08.180 --> 00:43:10.140]   I think we have that cable.
[00:43:10.140 --> 00:43:11.500]   We kept it.
[00:43:11.500 --> 00:43:14.220]   So let's-- you know what is fun is to take your old phone and plug it in
[00:43:14.220 --> 00:43:15.340]   and see what's on there.
[00:43:15.340 --> 00:43:17.220]   Yeah.
[00:43:17.220 --> 00:43:17.860]   No.
[00:43:17.860 --> 00:43:20.500]   I have a trio.
[00:43:20.500 --> 00:43:22.060]   I mean, it's like you were getting pictures.
[00:43:22.060 --> 00:43:22.900]   And let's see what you got.
[00:43:22.900 --> 00:43:24.940]   I got pictures of my butt before it's tagged.
[00:43:24.940 --> 00:43:25.940]   In here.
[00:43:25.940 --> 00:43:26.460]   Ah.
[00:43:26.460 --> 00:43:27.620]   Oh, well, let's--
[00:43:27.620 --> 00:43:28.700]   Let's find the charger.
[00:43:28.700 --> 00:43:29.860]   John, don't find the charger.
[00:43:29.860 --> 00:43:32.340]   Until I'm just painful enough, do not give me an actual copy.
[00:43:32.340 --> 00:43:32.860]   Please.
[00:43:32.860 --> 00:43:33.540]   I wonder what--
[00:43:33.540 --> 00:43:35.300]   I mean, what the thinking was and not--
[00:43:35.300 --> 00:43:37.060]   they didn't have a hedge fund jack on that.
[00:43:37.060 --> 00:43:39.100]   I think Apple should bring back the little plastic thing
[00:43:39.100 --> 00:43:39.820]   that you have to--
[00:43:39.820 --> 00:43:40.340]   Oh, come on.
[00:43:40.340 --> 00:43:42.420]   --feel away to get you down.
[00:43:42.420 --> 00:43:42.940]   Yeah.
[00:43:42.940 --> 00:43:43.540]   That would be great.
[00:43:43.540 --> 00:43:45.500]   So no, no surprise.
[00:43:45.500 --> 00:43:46.980]   It's not going to be--
[00:43:46.980 --> 00:43:50.140]   I'm glad to say Android N is not going
[00:43:50.140 --> 00:43:54.420]   to be-- what was it that we thought it would going to be Nutella?
[00:43:54.420 --> 00:43:54.900]   Nutella.
[00:43:54.900 --> 00:43:55.580]   Nutella?
[00:43:55.580 --> 00:43:56.340]   Well, they were--
[00:43:56.340 --> 00:43:57.100]   I shouldn't for nerds.
[00:43:57.100 --> 00:43:57.940]   They were teasing it.
[00:43:57.940 --> 00:43:58.980]   It was a--
[00:43:58.980 --> 00:43:59.500]   nerds.
[00:43:59.500 --> 00:44:01.060]   It's not going to be a brand name, which is good.
[00:44:01.060 --> 00:44:01.700]   Oh, it could have been.
[00:44:01.700 --> 00:44:03.380]   But you could blame--
[00:44:03.380 --> 00:44:04.460]   what's his name?
[00:44:04.460 --> 00:44:05.300]   Hiroshi Lakhheimer.
[00:44:05.300 --> 00:44:06.300]   Yock.
[00:44:06.300 --> 00:44:06.820]   Nunk.
[00:44:06.820 --> 00:44:07.300]   Nunk.
[00:44:07.300 --> 00:44:07.820]   Nunk.
[00:44:07.820 --> 00:44:08.820]   You just passed a--
[00:44:08.820 --> 00:44:09.700]   Bitcoin guy?
[00:44:09.700 --> 00:44:10.340]   Nokheimer.
[00:44:10.340 --> 00:44:11.380]   Lakhheimer.
[00:44:11.380 --> 00:44:12.180]   What's his name?
[00:44:12.180 --> 00:44:12.500]   I don't know.
[00:44:12.500 --> 00:44:13.460]   Hiroshi Lakhheimer.
[00:44:13.460 --> 00:44:14.300]   It's a strange name.
[00:44:14.300 --> 00:44:17.380]   But anyway, you could blame him because he posted--
[00:44:17.380 --> 00:44:20.580]   I'm not-- and you're too going to tell you what it stands for.
[00:44:20.580 --> 00:44:21.580]   I'm not.
[00:44:21.580 --> 00:44:24.460]   And as a result, everybody was sure it was something with a nut.
[00:44:24.460 --> 00:44:26.500]   But I thought even early on, Nougat would be--
[00:44:26.500 --> 00:44:28.340]   Is it pronounced Nougat or is it nugget?
[00:44:28.340 --> 00:44:28.820]   Nougat.
[00:44:28.820 --> 00:44:29.820]   Nougat.
[00:44:29.820 --> 00:44:30.820]   Nougat.
[00:44:30.820 --> 00:44:31.820]   And what is--
[00:44:31.820 --> 00:44:32.820]   I'm not--
[00:44:32.820 --> 00:44:33.820]   You've never had Nougat.
[00:44:33.820 --> 00:44:34.980]   I may have had Nougat, but to pronounce it wrong.
[00:44:34.980 --> 00:44:35.740]   So what is it?
[00:44:35.740 --> 00:44:37.420]   It's like a chewy thing with nuts in it.
[00:44:37.420 --> 00:44:38.660]   Like Laffetaffy.
[00:44:38.660 --> 00:44:39.100]   It's the end of the--
[00:44:39.100 --> 00:44:40.660]   No, it is not like Naffetaffy.
[00:44:40.660 --> 00:44:42.020]   Oh, I'm trying to learn here.
[00:44:42.020 --> 00:44:43.300]   It's the end of the--
[00:44:43.300 --> 00:44:45.940]   It's a confection made with sugar or honey, roasted nuts,
[00:44:45.940 --> 00:44:50.180]   whipped egg whites, and occasionally chopped candied fruit.
[00:44:50.180 --> 00:44:51.220]   I don't think I've had Nougat.
[00:44:51.220 --> 00:44:52.220]   So maybe you're not--
[00:44:52.220 --> 00:44:53.220]   You're not a messenger.
[00:44:53.220 --> 00:44:57.020]   And so Nougat is-- there's Turone, which is an Italian nougat.
[00:44:57.020 --> 00:44:58.180]   Yeah.
[00:44:58.180 --> 00:45:00.100]   But there's a town in France and Alsace.
[00:45:00.100 --> 00:45:01.020]   You'll probably be there.
[00:45:01.020 --> 00:45:02.180]   I will go and have this just--
[00:45:02.180 --> 00:45:03.180]   It's famous for Nougat.
[00:45:03.180 --> 00:45:04.580]   In fact, they're so famous for Nougat.
[00:45:04.580 --> 00:45:06.740]   I remember when I was there in the '60s,
[00:45:06.740 --> 00:45:08.140]   you could buy Nougat everywhere.
[00:45:08.140 --> 00:45:10.900]   The gas station had giant Nougat sculptures in the window,
[00:45:10.900 --> 00:45:12.140]   everywhere you could go.
[00:45:12.140 --> 00:45:14.060]   But don't get a station, Nougat.
[00:45:14.060 --> 00:45:15.060]   Because that's not--
[00:45:15.060 --> 00:45:16.620]   Eat gas station, Nougat.
[00:45:16.620 --> 00:45:18.700]   Can you get it infused with weed?
[00:45:18.700 --> 00:45:19.540]   They probably can.
[00:45:19.540 --> 00:45:20.260]   Probably can.
[00:45:20.260 --> 00:45:22.020]   But don't eat the whole bar, Nougat.
[00:45:22.020 --> 00:45:23.500]   No, whatever you do.
[00:45:23.500 --> 00:45:25.020]   That's a conversation.
[00:45:25.020 --> 00:45:25.540]   That's a conversation.
[00:45:25.540 --> 00:45:29.180]   So, Leo, what's in Nougat for Android?
[00:45:29.180 --> 00:45:31.980]   Walnuts pistachios, Hazelnuts.
[00:45:31.980 --> 00:45:34.380]   G-H-C, C-B-D, C-B-N.
[00:45:34.380 --> 00:45:35.620]   I don't know.
[00:45:35.620 --> 00:45:38.940]   And is the name they unveiled, of course, as they do.
[00:45:38.940 --> 00:45:42.060]   The Android statue is standing on giant Nougat bars.
[00:45:42.060 --> 00:45:42.740]   So there you go.
[00:45:42.740 --> 00:45:44.460]   That's your picture of Nougat, Alex.
[00:45:44.460 --> 00:45:45.660]   Which is less attractive.
[00:45:45.660 --> 00:45:48.580]   Android's interface for that statue.
[00:45:48.580 --> 00:45:50.980]   They probably have outgrown that logo a little bit.
[00:45:50.980 --> 00:45:52.900]   But we're all attached to it now.
[00:45:52.900 --> 00:45:53.580]   Oh, OK.
[00:45:53.580 --> 00:45:54.620]   I didn't know that.
[00:45:54.620 --> 00:45:55.100]   Oh, my God.
[00:45:55.100 --> 00:45:56.420]   You can't get away from it.
[00:45:56.420 --> 00:45:59.220]   When you update Android, it's got the little antennas going
[00:45:59.220 --> 00:45:59.860]   like this.
[00:45:59.860 --> 00:46:00.700]   And oh, my God.
[00:46:00.700 --> 00:46:02.620]   It's got the--
[00:46:02.620 --> 00:46:03.740]   This is really out of peeling.
[00:46:03.740 --> 00:46:06.260]   It's got the-- when you're upgrading Android,
[00:46:06.260 --> 00:46:07.700]   it's like a nuclear belly.
[00:46:07.700 --> 00:46:08.260]   Oh, yeah.
[00:46:08.260 --> 00:46:08.860]   It's intense.
[00:46:08.860 --> 00:46:09.300]   The nuclear belly.
[00:46:09.300 --> 00:46:11.180]   And they put the thing in the nuclear belly.
[00:46:11.180 --> 00:46:11.700]   It's all pudding.
[00:46:11.700 --> 00:46:13.580]   It is kind of-- if you think about it.
[00:46:13.580 --> 00:46:14.460]   Yeah.
[00:46:14.460 --> 00:46:15.580]   Not really something you want.
[00:46:15.580 --> 00:46:15.820]   No.
[00:46:15.820 --> 00:46:20.620]   He says like OS crone is just user something.
[00:46:20.620 --> 00:46:21.700]   It's something adorable.
[00:46:21.700 --> 00:46:23.700]   That's disgusting.
[00:46:23.700 --> 00:46:26.580]   Anyway, I don't-- there really isn't news associated with that.
[00:46:26.580 --> 00:46:28.700]   In fact, the only news is that the names--
[00:46:28.700 --> 00:46:29.700]   It's the message that you see.
[00:46:29.700 --> 00:46:31.060]   Man, you're pointing it in the letter.
[00:46:31.060 --> 00:46:32.700]   It makes it a big deal out of like--
[00:46:32.700 --> 00:46:34.060]   Oh, we don't know what it's going to be.
[00:46:34.060 --> 00:46:36.300]   Oh, everybody, internet name it.
[00:46:36.300 --> 00:46:37.260]   It's not even the name.
[00:46:37.260 --> 00:46:38.140]   It's the code name.
[00:46:38.140 --> 00:46:38.580]   It's like--
[00:46:38.580 --> 00:46:39.780]   Right.
[00:46:39.780 --> 00:46:40.340]   It's Android.
[00:46:40.340 --> 00:46:40.900]   It's Android.
[00:46:40.900 --> 00:46:41.900]   It's Android.
[00:46:41.900 --> 00:46:43.620]   And it's new.
[00:46:43.620 --> 00:46:45.060]   Seven?
[00:46:45.060 --> 00:46:45.460]   We don't know.
[00:46:45.460 --> 00:46:46.540]   They might call it a "sitting" tab.
[00:46:46.540 --> 00:46:48.620]   We don't know.
[00:46:48.620 --> 00:46:52.300]   There is rumor of a foot that Google will do its own new phone
[00:46:52.300 --> 00:46:57.260]   that will be not a developer headset like the Nexus phones,
[00:46:57.260 --> 00:47:01.500]   but actually a top of the line flagship phone.
[00:47:01.500 --> 00:47:04.620]   I have a conspiracy theory for you about why they might do this.
[00:47:04.620 --> 00:47:05.860]   Yeah, because why?
[00:47:05.860 --> 00:47:07.420]   Because it doesn't make sense.
[00:47:07.420 --> 00:47:11.460]   Ron and Mario did a good column about why it doesn't make sense.
[00:47:11.460 --> 00:47:14.700]   They've got things going their way pretty much.
[00:47:14.700 --> 00:47:17.420]   They would be competing against direct competitors.
[00:47:17.420 --> 00:47:19.300]   Initially, I thought, oh, I know what they're going to do.
[00:47:19.300 --> 00:47:21.980]   They're going to build a project tango in every single phone
[00:47:21.980 --> 00:47:24.140]   and subsidize it, make it cheap and all that stuff.
[00:47:24.140 --> 00:47:24.980]   That doesn't make sense.
[00:47:24.980 --> 00:47:26.700]   I think this is what makes sense.
[00:47:26.700 --> 00:47:28.500]   They're under fire around the world, especially in Europe,
[00:47:28.500 --> 00:47:30.500]   but they're also talking about it in the US again,
[00:47:30.500 --> 00:47:32.620]   around antitrust and Android.
[00:47:32.620 --> 00:47:35.180]   Because Google wants to--
[00:47:35.180 --> 00:47:37.820]   Google is paying some companies to add.
[00:47:37.820 --> 00:47:40.020]   In other cases, they're not paying,
[00:47:40.020 --> 00:47:43.580]   but they're trying to get all the Android handset makers
[00:47:43.580 --> 00:47:45.620]   to build in all the Google stuff.
[00:47:45.620 --> 00:47:46.460]   They really want that.
[00:47:46.460 --> 00:47:47.340]   That's all point of Android.
[00:47:47.340 --> 00:47:50.860]   You can download the open source AOSP version of Android,
[00:47:50.860 --> 00:47:52.700]   but it has no Google services in it.
[00:47:52.700 --> 00:47:53.300]   That's free.
[00:47:53.300 --> 00:47:54.420]   Anybody can make a phone.
[00:47:54.420 --> 00:47:55.420]   That's what Amazon does.
[00:47:55.420 --> 00:47:55.420]   Exactly.
[00:47:55.420 --> 00:47:58.020]   They modify it and they make their fire tablets.
[00:47:58.020 --> 00:48:01.780]   But most customers want Google services.
[00:48:01.780 --> 00:48:02.980]   They want Google Play Store.
[00:48:02.980 --> 00:48:04.580]   They want Google Maps.
[00:48:04.580 --> 00:48:07.180]   And so as a result, Google says, OK, you could do that.
[00:48:07.180 --> 00:48:08.900]   But here's the rules.
[00:48:08.900 --> 00:48:10.940]   A, you've got to get our approval.
[00:48:10.940 --> 00:48:13.580]   And B, you can't make a phone without it.
[00:48:13.580 --> 00:48:16.420]   So that's the thing the EU doesn't like.
[00:48:16.420 --> 00:48:19.420]   The EU says, no, that's monopolistic.
[00:48:19.420 --> 00:48:22.380]   If you didn't say to Amazon, for instance, OK,
[00:48:22.380 --> 00:48:25.620]   you can make a standard Android phone with Google services,
[00:48:25.620 --> 00:48:29.380]   but that means you can't make a non-Google AOSP phone.
[00:48:29.380 --> 00:48:30.300]   That's Google's rules.
[00:48:30.300 --> 00:48:31.300]   So here's the conspiracy.
[00:48:31.300 --> 00:48:35.620]   So I think that one reason to come out with a phone for themselves
[00:48:35.620 --> 00:48:38.140]   is they themselves can build everything in,
[00:48:38.140 --> 00:48:39.380]   just like AOSP.
[00:48:39.380 --> 00:48:43.340]   And so I think it's a kind of bludgeon to get the OEMs
[00:48:43.340 --> 00:48:45.940]   to voluntarily put that stuff in.
[00:48:45.940 --> 00:48:49.220]   Because, for example, let's say Europe said, OK, no.
[00:48:49.220 --> 00:48:52.340]   There's no way you can coerce handset makers to build in.
[00:48:52.340 --> 00:48:53.420]   They can do whatever they want.
[00:48:53.420 --> 00:48:55.460]   And Google, there's nothing you can do about it.
[00:48:55.460 --> 00:48:57.540]   Well, there's no point for Google to even have Android
[00:48:57.540 --> 00:48:58.500]   in that market.
[00:48:58.500 --> 00:49:00.820]   So Google can say, OK, well, we have a phone.
[00:49:00.820 --> 00:49:03.740]   Then we're going to sell our phone in Europe only.
[00:49:03.740 --> 00:49:06.500]   And so knowing that this exists, the OEMs will be like, OK,
[00:49:06.500 --> 00:49:07.860]   we're going to play ball because we don't want
[00:49:07.860 --> 00:49:09.580]   to have to compete with you directly where you're going
[00:49:09.580 --> 00:49:10.580]   to be selling the synthesizer.
[00:49:10.580 --> 00:49:12.580]   No, OEM is worried about Google.
[00:49:12.580 --> 00:49:13.860]   I know OEMs.
[00:49:13.860 --> 00:49:16.060]   Look at the Nexus phones don't sell like crazy.
[00:49:16.060 --> 00:49:17.820]   But look at what consumers want.
[00:49:17.820 --> 00:49:19.580]   They want the vanilla Google experience.
[00:49:19.580 --> 00:49:20.380]   More and more, they do.
[00:49:20.380 --> 00:49:23.460]   But that's something a handset manufacturer can do.
[00:49:23.460 --> 00:49:27.060]   But they're not doing as much as the consumers want it.
[00:49:27.060 --> 00:49:30.300]   It's like Google can have the most vanilla thing.
[00:49:30.300 --> 00:49:32.500]   OK, really, there's only one--
[00:49:32.500 --> 00:49:35.100]   OEM that matters at that level, the selection level,
[00:49:35.100 --> 00:49:35.900]   and that's Samsung.
[00:49:35.900 --> 00:49:38.300]   And of course, they do crap up their phones with Samsung.
[00:49:38.300 --> 00:49:40.980]   Of less and less, though, each generation, right?
[00:49:40.980 --> 00:49:43.140]   The next Samsung phone will be the note--
[00:49:43.140 --> 00:49:46.460]   we think it'll be the note-- seven this fall.
[00:49:46.460 --> 00:49:49.980]   People aren't going to say, oh, here's a Google phone
[00:49:49.980 --> 00:49:51.140]   I can get instead of that note.
[00:49:51.140 --> 00:49:55.100]   I think in general, observers of the tech scene
[00:49:55.100 --> 00:49:58.420]   underestimate the panic and fear that companies like Google
[00:49:58.420 --> 00:50:02.540]   and Apple have that they're going to be locked out of a situation.
[00:50:02.540 --> 00:50:04.740]   Apple is building a car for crying out loud
[00:50:04.740 --> 00:50:07.220]   for one and only reason so that they don't get locked out
[00:50:07.220 --> 00:50:08.660]   of the cars, right?
[00:50:08.660 --> 00:50:10.060]   All the cars.
[00:50:10.060 --> 00:50:12.620]   Google came out with Android for one and only reason.
[00:50:12.620 --> 00:50:14.460]   They didn't want to get locked out of the smartphone.
[00:50:14.460 --> 00:50:16.060]   Apple's not doing a car because they are--
[00:50:16.060 --> 00:50:16.580]   Absolutely.
[00:50:16.580 --> 00:50:18.540]   People won't put Apple--
[00:50:18.540 --> 00:50:19.420]   It's a car--
[00:50:19.420 --> 00:50:21.020]   --content consumption experience.
[00:50:21.020 --> 00:50:23.140]   They think of the car as a content consumption.
[00:50:23.140 --> 00:50:24.300]   Wait, wait, wait.
[00:50:24.300 --> 00:50:24.660]   It's a living room.
[00:50:24.660 --> 00:50:26.020]   It's a rolling iPod?
[00:50:26.020 --> 00:50:26.900]   Yes.
[00:50:26.900 --> 00:50:30.020]   And VR living room and all the rest.
[00:50:30.020 --> 00:50:33.060]   This to me is the intersection of software platform companies.
[00:50:33.060 --> 00:50:35.420]   Apple, Google, Microsoft, Facebook, Amazon,
[00:50:35.420 --> 00:50:37.940]   trying to interact with the real world with varying levels of success.
[00:50:37.940 --> 00:50:39.060]   Apple's a hardware company.
[00:50:39.060 --> 00:50:40.540]   Apple's always been a hardware company.
[00:50:40.540 --> 00:50:42.300]   They're a platform company that has done well in hardware
[00:50:42.300 --> 00:50:43.980]   and better than their opponents.
[00:50:43.980 --> 00:50:44.260]   Or converted.
[00:50:44.260 --> 00:50:45.180]   They did software.
[00:50:45.180 --> 00:50:46.860]   They did platform only because they felt
[00:50:46.860 --> 00:50:48.940]   that was the best way to sell hardware.
[00:50:48.940 --> 00:50:49.940]   And it's only recently--
[00:50:49.940 --> 00:50:50.940]   --everything is to sell the iPhone.
[00:50:50.940 --> 00:50:52.620]   But that choice was only recently--
[00:50:52.620 --> 00:50:53.260]   --the platform is fast.
[00:50:53.260 --> 00:50:56.540]   --they started to consider having a future beyond selling hardware.
[00:50:56.540 --> 00:50:58.260]   And that's partly because their services--
[00:50:58.260 --> 00:51:00.580]   weirdly enough because they're crap--
[00:51:00.580 --> 00:51:04.380]   their services are a big part of their profit center now.
[00:51:04.380 --> 00:51:04.660]   So--
[00:51:04.660 --> 00:51:06.700]   What percentage compared to the iPhone?
[00:51:06.700 --> 00:51:07.740]   Well, iPhone is still killer.
[00:51:07.740 --> 00:51:09.820]   But services-- I can't remember what it was.
[00:51:09.820 --> 00:51:11.300]   It was like a $6 billion business.
[00:51:11.300 --> 00:51:11.900]   It was not an--
[00:51:11.900 --> 00:51:13.740]   In your counting fees to the app store and so forth,
[00:51:13.740 --> 00:51:14.500]   that's part of that number?
[00:51:14.500 --> 00:51:15.500]   And iTunes sales.
[00:51:15.500 --> 00:51:16.020]   Right.
[00:51:16.020 --> 00:51:16.020]   Yeah.
[00:51:16.020 --> 00:51:16.520]   Right.
[00:51:16.520 --> 00:51:17.020]   Right.
[00:51:17.020 --> 00:51:18.380]   Not just iCloud, obviously.
[00:51:18.380 --> 00:51:18.700]   But--
[00:51:18.700 --> 00:51:20.620]   I closed $6 of that total?
[00:51:20.620 --> 00:51:23.340]   Well, no, because everybody who buys an iPhone
[00:51:23.340 --> 00:51:26.740]   also ends up getting coerced into buying more iCloud storage
[00:51:26.740 --> 00:51:28.060]   for a buck or two bucks a month.
[00:51:28.060 --> 00:51:28.820]   That's a nice and new.
[00:51:28.820 --> 00:51:29.900]   It would work if you can get it.
[00:51:29.900 --> 00:51:33.740]   So Apple-- your Apple is now maybe more of a platform
[00:51:33.740 --> 00:51:34.500]   company than they used to be.
[00:51:34.500 --> 00:51:35.980]   But they really were a hardware company.
[00:51:35.980 --> 00:51:36.180]   True.
[00:51:36.180 --> 00:51:37.620]   But in Google's case, for example, going back--
[00:51:37.620 --> 00:51:38.660]   Google is clearly a hardware.
[00:51:38.660 --> 00:51:40.020]   They're going from software to hardware.
[00:51:40.020 --> 00:51:40.980]   And that's the much harder--
[00:51:40.980 --> 00:51:42.380]   Well, and that's exactly right.
[00:51:42.380 --> 00:51:42.740]   That's why--
[00:51:42.740 --> 00:51:43.140]   That's why it all--
[00:51:43.140 --> 00:51:43.580]   --all do buy this.
[00:51:43.580 --> 00:51:44.460]   --fail for a reason.
[00:51:44.460 --> 00:51:46.100]   I mean, they would drive several billion dollars
[00:51:46.100 --> 00:51:47.220]   of goodwill for a reason.
[00:51:47.220 --> 00:51:49.140]   And I don't see how this is anything different.
[00:51:49.140 --> 00:51:50.220]   I completely agree with that.
[00:51:50.220 --> 00:51:51.260]   I don't think they're going to do it.
[00:51:51.260 --> 00:51:53.420]   I think this is a phony rumor.
[00:51:53.420 --> 00:51:55.460]   I don't even think they are even contemplating it.
[00:51:55.460 --> 00:51:55.820]   Google is not--
[00:51:55.820 --> 00:51:55.900]   Google is not--
[00:51:55.900 --> 00:51:55.900]   Google is not--
[00:51:55.900 --> 00:51:57.980]   Google is 10 million hardware.
[00:51:57.980 --> 00:52:00.660]   I mean, look, every company tries stuff.
[00:52:00.660 --> 00:52:01.660]   This is one of the problems.
[00:52:01.660 --> 00:52:03.860]   It's hard to cover Apple because, yeah, they probably
[00:52:03.860 --> 00:52:07.340]   are making every possible product somewhere inside of Apple.
[00:52:07.340 --> 00:52:09.300]   But this means they're going to ever release any of those.
[00:52:09.300 --> 00:52:11.340]   I mean, they're not going to get an HD Apple TV.
[00:52:11.340 --> 00:52:11.900]   No, sorry.
[00:52:11.900 --> 00:52:13.740]   Oh, I'm sorry.
[00:52:13.740 --> 00:52:14.220]   I'm sorry.
[00:52:14.220 --> 00:52:15.460]   You may not even get an Apple car.
[00:52:15.460 --> 00:52:16.540]   I mean, I don't think that that's a--
[00:52:16.540 --> 00:52:17.740]   I don't even have to make a car.
[00:52:17.740 --> 00:52:20.020]   They could just get all those people in there,
[00:52:20.020 --> 00:52:23.540]   figure out what they need, partner with Volkswagen, Toyota,
[00:52:23.540 --> 00:52:26.380]   Honda, Ford, whoever, and then have--
[00:52:26.380 --> 00:52:29.460]   They're the dash, even though these automakers are concerned
[00:52:29.460 --> 00:52:32.500]   about losing the dashboard to Apple or to Google or to whoever.
[00:52:32.500 --> 00:52:35.220]   That's a perfect analogy for what Google's doing, right?
[00:52:35.220 --> 00:52:38.420]   Google makes the software, and they've partnered up to now.
[00:52:38.420 --> 00:52:41.020]   Even this was made by HTC, this first Android phone.
[00:52:41.020 --> 00:52:45.540]   They partnered up to now with traditional OEMs, not Ford and GM,
[00:52:45.540 --> 00:52:49.220]   but HTC, LG, and Samsung to make their devices.
[00:52:49.220 --> 00:52:51.860]   So that's the only reason this is a news story
[00:52:51.860 --> 00:52:54.380]   is that Google might make their own.
[00:52:54.380 --> 00:52:59.220]   But the core of this is why did Google acquire Android
[00:52:59.220 --> 00:53:01.180]   and why do they have Android?
[00:53:01.180 --> 00:53:04.540]   I mean, it caused them completely wrecking their relationship
[00:53:04.540 --> 00:53:05.900]   with Apple and Steve Jobs.
[00:53:05.900 --> 00:53:08.500]   Doesn't matter, because they're selling more--
[00:53:08.500 --> 00:53:10.260]   far more Android phones are sold worldwide.
[00:53:10.260 --> 00:53:11.260]   But what's the advantage of that?
[00:53:11.260 --> 00:53:12.580]   And every one of those Android phones--
[00:53:12.580 --> 00:53:13.540]   That's the only reason.
[00:53:13.540 --> 00:53:15.260]   Google services.
[00:53:15.260 --> 00:53:20.180]   So they do the open source thing as a little tip of the hat.
[00:53:20.180 --> 00:53:21.060]   They know--
[00:53:21.060 --> 00:53:22.220]   But the same reason that I'm saying
[00:53:22.220 --> 00:53:23.340]   that you can build this phone.
[00:53:23.340 --> 00:53:26.900]   So they have a hedge against a world in which they get
[00:53:26.900 --> 00:53:28.140]   attacked for antitrust.
[00:53:28.140 --> 00:53:30.020]   Because if they didn't have the open source version,
[00:53:30.020 --> 00:53:30.580]   then it'd be easy.
[00:53:30.580 --> 00:53:33.900]   Same reason Bill Gates gave Apple $150 million
[00:53:33.900 --> 00:53:36.060]   about to go out of business just so that they wouldn't
[00:53:36.060 --> 00:53:36.860]   be a monopoly.
[00:53:36.860 --> 00:53:37.060]   Exactly.
[00:53:37.060 --> 00:53:39.460]   Wait, that wasn't altruism?
[00:53:39.460 --> 00:53:42.780]   Oh my god, my knife beating hard.
[00:53:42.780 --> 00:53:44.980]   I cannot imagine-- first of all, I'm not even sure
[00:53:44.980 --> 00:53:47.900]   what the distinction is, because if Google's not
[00:53:47.900 --> 00:53:50.420]   going to make it their in Mountain View with a hammer
[00:53:50.420 --> 00:53:52.700]   and chisel, they're going to go to Foxconn,
[00:53:52.700 --> 00:53:54.740]   the same people all these other companies go and have it
[00:53:54.740 --> 00:53:55.860]   made their.
[00:53:55.860 --> 00:53:56.580]   Amazon's fire phone--
[00:53:56.580 --> 00:53:57.860]   It's legal distinction, that's what I say.
[00:53:57.860 --> 00:54:00.020]   Google's Motorola Purchase and Nexus Experiments.
[00:54:00.020 --> 00:54:01.540]   So far, a lackluster.
[00:54:01.540 --> 00:54:03.260]   Microsoft's partnership with Nokia,
[00:54:03.260 --> 00:54:05.220]   a liter of purchase of Nokia's disaster.
