
[00:00:00.000 --> 00:00:02.000]   This week in time.
[00:15:28.940 --> 00:15:31.260]   That's kind of the knock on Vista as it's just a rip off of OS X.
[00:15:31.260 --> 00:15:32.260]   Oh, it's a copycat.
[00:15:32.260 --> 00:15:34.940]   They just stole everything from OS X.
[00:15:34.940 --> 00:15:35.940]   Widgets, everything.
[00:15:35.940 --> 00:15:39.580]   Again, Apple stole widgets from Confetti.
[00:15:39.580 --> 00:15:41.660]   Yeah, what goes around comes around, I suppose.
[00:15:41.660 --> 00:15:47.260]   But how about Paul Odellini, the Intel CEO who brought on...
[00:15:47.260 --> 00:15:48.660]   He wasn't...
[00:15:48.660 --> 00:15:53.420]   He brought on Tom Hanks, Tom Cruise, Danny DeVino.
[00:15:53.420 --> 00:15:56.300]   This was a star fest and still nothing.
[00:15:56.300 --> 00:15:58.100]   Yeah, yeah, yeah.
[00:15:58.100 --> 00:16:01.380]   You know, there's something wrong when they have to bring all these guys out just to...
[00:16:01.380 --> 00:16:02.380]   Oh, yeah.
[00:16:02.380 --> 00:16:06.220]   Some of the women instead.
[00:16:06.220 --> 00:16:08.180]   I think it'd be better for this audience.
[00:16:08.180 --> 00:16:10.220]   Who wants to see Tom Cruise?
[00:16:10.220 --> 00:16:12.220]   Yeah, well, Tom apparently saved the demo.
[00:16:12.220 --> 00:16:14.140]   I guess they were showing a demo of...
[00:16:14.140 --> 00:16:15.140]   They were trying to show...
[00:16:15.140 --> 00:16:16.140]   Oh, no, this was...
[00:16:16.140 --> 00:16:17.140]   Was this Yahoo?
[00:16:17.140 --> 00:16:18.140]   Maybe it was Yahoo.
[00:16:18.140 --> 00:16:19.140]   I think it was Terry Semmel who...
[00:16:19.140 --> 00:16:20.140]   Right, right, right.
[00:16:20.140 --> 00:16:21.140]   Yeah, it was Yahoo.
[00:16:21.140 --> 00:16:28.300]   They were trying to show a streaming video of Tom Cruise's movie and it wouldn't play.
[00:16:28.300 --> 00:16:31.820]   So the cruise comes out and saves him and plays it.
[00:16:31.820 --> 00:16:32.820]   That's really pathetic.
[00:16:32.820 --> 00:16:35.300]   All right, so come on, there must have been a big announcement.
[00:16:35.300 --> 00:16:36.740]   How about that Sony e-reader?
[00:16:36.740 --> 00:16:39.220]   Are you excited about that?
[00:16:39.220 --> 00:16:40.380]   You know, Patrick Norton seemed to be...
[00:16:40.380 --> 00:16:42.660]   I looked at it and I didn't think much of it.
[00:16:42.660 --> 00:16:43.660]   What's the point?
[00:16:43.660 --> 00:16:45.660]   Patrick's wanted one of these lead bays for a while.
[00:16:45.660 --> 00:16:46.900]   This is essentially what it is.
[00:16:46.900 --> 00:16:47.900]   Did you...
[00:16:47.900 --> 00:16:49.820]   When you were in Japan, Kevin, did you see a lead braid?
[00:16:49.820 --> 00:16:50.820]   The little Sony e-reader...
[00:16:50.820 --> 00:16:53.300]   No, you know, Phil Tron had one.
[00:16:53.300 --> 00:16:57.740]   I saw up in San Francisco a few weeks ago, but I had not seen it in Japan.
[00:16:57.740 --> 00:16:59.100]   And what did you think of it?
[00:16:59.100 --> 00:17:00.100]   It was cool.
[00:17:00.100 --> 00:17:01.100]   It was a cool little device.
[00:17:01.100 --> 00:17:02.100]   It's essentially what this...
[00:17:02.100 --> 00:17:05.860]   I think that's essentially what this new Sony e-reader is.
[00:17:05.860 --> 00:17:07.020]   And the idea is what they say...
[00:17:07.020 --> 00:17:08.900]   They don't give the battery life in terms of hours.
[00:17:08.900 --> 00:17:09.900]   They give it a number of books.
[00:17:09.900 --> 00:17:14.340]   I don't know how they get that, but they say a 15-book battery life.
[00:17:14.340 --> 00:17:16.540]   I hate the way they say there's so many songs in your pocket.
[00:17:16.540 --> 00:17:17.540]   I don't know.
[00:17:17.540 --> 00:17:18.540]   They just say how big the darn thing is.
[00:17:18.540 --> 00:17:19.540]   Tell me the hours.
[00:17:19.540 --> 00:17:20.540]   How fast do I read?
[00:17:20.540 --> 00:17:21.540]   Do you know how fast I read?
[00:17:21.540 --> 00:17:23.820]   Tell me how many hours is it going to be?
[00:17:23.820 --> 00:17:26.820]   And it's a very crisp display according to people who've seen it.
[00:17:26.820 --> 00:17:27.820]   But it's three dollars.
[00:17:27.820 --> 00:17:28.820]   It's also a hundred bucks.
[00:17:28.820 --> 00:17:29.820]   Yeah, 400 bucks.
[00:17:29.820 --> 00:17:31.740]   Isn't it just more of this?
[00:17:31.740 --> 00:17:35.660]   These things, only a number of people out there have warmed up to these readers.
[00:17:35.660 --> 00:17:37.940]   I just don't seem to be becoming successful.
[00:17:37.940 --> 00:17:40.740]   No, Steve Gibson is the only guy I know.
[00:17:40.740 --> 00:17:42.980]   And he uses a palm.
[00:17:42.980 --> 00:17:43.980]   And he...
[00:17:43.980 --> 00:17:44.980]   Norton likes the idea.
[00:17:44.980 --> 00:17:45.980]   Well, Norton likes the idea.
[00:17:45.980 --> 00:17:48.380]   Let's see if Norton likes the actual thing.
[00:17:48.380 --> 00:17:51.460]   He'll probably get it and then complain.
[00:17:51.460 --> 00:17:53.380]   You'll hear it here first.
[00:17:53.380 --> 00:17:55.940]   Maybe on DLTV then you'll hear it here.
[00:17:55.940 --> 00:17:57.780]   Kevin's got the trio coming in the mail.
[00:17:57.780 --> 00:17:58.780]   Do you think Kevin...
[00:17:58.780 --> 00:17:59.780]   Do you order that?
[00:17:59.780 --> 00:18:02.580]   I'm going to say 700.
[00:18:02.580 --> 00:18:05.420]   I have the 600, I have the 650 and...
[00:18:05.420 --> 00:18:06.420]   You're going to like the 650.
[00:18:06.420 --> 00:18:07.420]   You're doing it back.
[00:18:07.420 --> 00:18:08.420]   You're doing it back.
[00:18:08.420 --> 00:18:10.700]   You know, I think it's the palm OS thing.
[00:18:10.700 --> 00:18:11.700]   I don't know what it is.
[00:18:11.700 --> 00:18:14.060]   It's just like I really don't see...
[00:18:14.060 --> 00:18:15.420]   I just didn't really like it.
[00:18:15.420 --> 00:18:17.060]   It didn't work for me.
[00:18:17.060 --> 00:18:20.260]   So now hopefully with all these Windows CE apps I'll be able to find something I can
[00:18:20.260 --> 00:18:21.260]   actually do with it.
[00:18:21.260 --> 00:18:23.860]   This is for some reason a product from Palm Running Windows Mobile.
[00:18:23.860 --> 00:18:24.860]   Right.
[00:18:24.860 --> 00:18:28.540]   The first reviews are fairly negative by the way.
[00:18:28.540 --> 00:18:29.540]   What did they say?
[00:18:29.540 --> 00:18:33.060]   Well I heard I had a good digital camera which my razor right now does not.
[00:18:33.060 --> 00:18:34.060]   That'll be nice.
[00:18:34.060 --> 00:18:37.500]   I think a camera is the most important part of your phone.
[00:18:37.500 --> 00:18:38.500]   In video mode.
[00:18:38.500 --> 00:18:42.500]   That's kind of one of the way you're taking pictures of it.
[00:18:42.500 --> 00:18:44.700]   So one of the things that came up...
[00:18:44.700 --> 00:18:49.020]   I don't know if it was at CES but it came out during CES which is Acesus coming up with
[00:18:49.020 --> 00:18:54.540]   a Lamborghini notebook to compete I guess with the Acer Ferrari notebook.
[00:18:54.540 --> 00:18:56.100]   The Ferrari notebook is beautiful.
[00:18:56.100 --> 00:18:57.100]   Oh it is.
[00:18:57.100 --> 00:19:00.540]   The Lamborghini one is pretty too but it's black.
[00:19:00.540 --> 00:19:01.540]   It's really shiny.
[00:19:01.540 --> 00:19:03.860]   You see them every once in a while.
[00:19:03.860 --> 00:19:04.860]   Someone will have one.
[00:19:04.860 --> 00:19:05.860]   They're pretty cool.
[00:19:05.860 --> 00:19:07.980]   The thing I really like is the Ferrari mouse.
[00:19:07.980 --> 00:19:10.340]   I've been trying to get one of those.
[00:19:10.340 --> 00:19:11.980]   Well it's a beautiful paint job.
[00:19:11.980 --> 00:19:12.980]   I mean that's what it is.
[00:19:12.980 --> 00:19:14.980]   It's a paint job with a Ferrari logo on it.
[00:19:14.980 --> 00:19:17.420]   I presume the Lamborghini is the same thing.
[00:19:17.420 --> 00:19:19.420]   They must think somebody wants them.
[00:19:19.420 --> 00:19:23.300]   They're showed a beautiful painted red cake.
[00:19:23.300 --> 00:19:27.240]   It's these case mods of I guess trickle down or else they're looking at these shows and
[00:19:27.240 --> 00:19:28.620]   figuring in a monster garage.
[00:19:28.620 --> 00:19:29.700]   Well somebody must want these.
[00:19:29.700 --> 00:19:31.220]   I don't know what's going on.
[00:19:31.220 --> 00:19:33.500]   If you want a case mod wouldn't you do it yourself?
[00:19:33.500 --> 00:19:34.500]   Why would you go to Dell?
[00:19:34.500 --> 00:19:36.220]   Well it's pretty hard to do with laptops.
[00:19:36.220 --> 00:19:37.220]   Yeah that's true.
[00:19:37.220 --> 00:19:38.700]   Although you can just paint the thing.
[00:19:38.700 --> 00:19:40.980]   I mean these things you put some stickers on it.
[00:19:40.980 --> 00:19:43.620]   I mean it's not like they're immune to that.
[00:19:43.620 --> 00:19:48.860]   I think it's probably a limited market but it's sexy and it tracks eyeballs.
[00:19:48.860 --> 00:19:56.900]   It seems like CES for all the noise and sound and fury was really not particularly interesting.
[00:19:56.900 --> 00:20:01.580]   You know one thing that they announced but I don't think they were at CES was the Optimus
[00:20:01.580 --> 00:20:05.220]   keyboard is going to be out on February 1st.
[00:20:05.220 --> 00:20:07.420]   You're going to be able to purchase the Optimus keyboard.
[00:20:07.420 --> 00:20:08.580]   What's the Optimus keyboard?
[00:20:08.580 --> 00:20:09.820]   I just sent you a link.
[00:20:09.820 --> 00:20:10.820]   Check it out.
[00:20:10.820 --> 00:20:11.820]   Oh you did.
[00:20:11.820 --> 00:20:16.300]   It's the most amazing OLED keyboard where the back you've seen pictures of this before.
[00:20:16.300 --> 00:20:17.300]   Hold on.
[00:20:17.300 --> 00:20:19.300]   I've watched something.
[00:20:19.300 --> 00:20:20.300]   Hold on.
[00:20:20.300 --> 00:20:21.300]   I know what happened.
[00:20:21.300 --> 00:20:22.300]   There it is.
[00:20:22.300 --> 00:20:23.300]   There it is.
[00:20:23.300 --> 00:20:24.300]   There you go.
[00:20:24.300 --> 00:20:25.300]   Prager you've seen this.
[00:20:25.300 --> 00:20:26.300]   I've watched something.
[00:20:26.300 --> 00:20:27.300]   Hold on.
[00:20:27.300 --> 00:20:28.300]   I know.
[00:20:28.300 --> 00:20:29.300]   There it is.
[00:20:29.300 --> 00:20:31.300]   I know what happened.
[00:20:31.300 --> 00:20:32.300]   Terrible.
[00:20:32.300 --> 00:20:39.260]   You know I have this Firefox extension that opens all the windows that I had opened before
[00:20:39.260 --> 00:20:43.060]   and it's something gone wrong with it and it now opens all the windows I've ever had
[00:20:43.060 --> 00:20:44.060]   opened.
[00:20:44.060 --> 00:20:45.060]   Wait a minute.
[00:20:45.060 --> 00:20:46.060]   Wait a minute.
[00:20:46.060 --> 00:20:47.060]   Okay.
[00:20:47.060 --> 00:20:48.060]   Could you hear that?
[00:20:48.060 --> 00:20:49.060]   Did you hear that music?
[00:20:49.060 --> 00:20:50.500]   Is that the session saver?
[00:20:50.500 --> 00:20:51.500]   Yeah.
[00:20:51.500 --> 00:20:52.500]   Session saver.
[00:20:52.500 --> 00:20:55.940]   But it goes, well one machine it works fine but it goes crazy on this machine and it opens
[00:20:55.940 --> 00:20:58.460]   like it just opened 20 or 30 windows.
[00:20:58.460 --> 00:21:02.940]   Anyway I got another product that came out at the show which is kind of a baffling one.
[00:21:02.940 --> 00:21:09.780]   Has anyone noticed that the $399 Kodak camera with the two lenses and two CCD image sensors?
[00:21:09.780 --> 00:21:10.780]   And why two?
[00:21:10.780 --> 00:21:11.780]   What's the deal on that?
[00:21:11.780 --> 00:21:12.780]   I have no idea.
[00:21:12.780 --> 00:21:14.500]   Two is better than one.
[00:21:14.500 --> 00:21:19.340]   One lens handles 23 millimeter and the other one's a 3x optical zoom.
[00:21:19.340 --> 00:21:20.340]   So it's a wide angle.
[00:21:20.340 --> 00:21:22.340]   A macro or something like that.
[00:21:22.340 --> 00:21:26.300]   That's a wide super wide angle plus a little zoom and I guess you flip it or you choose
[00:21:26.300 --> 00:21:27.300]   one or the other.
[00:21:27.300 --> 00:21:28.300]   I just think it's crazy.
[00:21:28.300 --> 00:21:32.500]   I mean they are CCD so cheap now that you can just throw a second one into the camera.
[00:21:32.500 --> 00:21:34.740]   Well this Optimus keyboard is gorgeous.
[00:21:34.740 --> 00:21:35.740]   Wow.
[00:21:35.740 --> 00:21:36.740]   How much is it?
[00:21:36.740 --> 00:21:37.740]   Did you get that John?
[00:21:37.740 --> 00:21:38.740]   I sent it to you too.
[00:21:38.740 --> 00:21:40.300]   It's got little LEDs.
[00:21:40.300 --> 00:21:41.300]   What is it?
[00:21:41.300 --> 00:21:42.300]   What is it?
[00:21:42.300 --> 00:21:43.300]   It's got little LED.
[00:21:43.300 --> 00:21:46.020]   Every single little button you can put your own disc.
[00:21:46.020 --> 00:21:48.140]   I mean it's like every single little button is like a little display.
[00:21:48.140 --> 00:21:52.540]   But I don't know what's so it looks ridiculously awesome and it's super cool but like is it
[00:21:52.540 --> 00:21:53.540]   really?
[00:21:53.540 --> 00:21:55.100]   But is it really that bit?
[00:21:55.100 --> 00:21:56.900]   Does it really going to improve anything that you do?
[00:21:56.900 --> 00:22:00.580]   Well what if you use multiple languages?
[00:22:00.580 --> 00:22:01.580]   I guess.
[00:22:01.580 --> 00:22:03.940]   But what are the reasons I don't think so is FI.
[00:22:03.940 --> 00:22:04.940]   Good for gaming.
[00:22:04.940 --> 00:22:08.460]   There's a lot of like say video editors that say they use Final Cut that love the little
[00:22:08.460 --> 00:22:11.820]   editor keyboard but once they get using it they don't care about the buttons.
[00:22:11.820 --> 00:22:13.340]   They don't look at the case.
[00:22:13.340 --> 00:22:14.340]   Who is it really mad?
[00:22:14.340 --> 00:22:15.340]   But here's the question.
[00:22:15.340 --> 00:22:16.940]   How much is this going to be?
[00:22:16.940 --> 00:22:17.940]   It's $100.
[00:22:17.940 --> 00:22:18.940]   $100.
[00:22:18.940 --> 00:22:19.940]   No.
[00:22:19.940 --> 00:22:21.980]   See also one of five.
[00:22:21.980 --> 00:22:23.540]   There's no $100.
[00:22:23.540 --> 00:22:26.820]   This is with that many OLEDs is going to be $1000.
[00:22:26.820 --> 00:22:28.700]   You know what this is like that guy.
[00:22:28.700 --> 00:22:29.700]   This is like the Shlomo guy.
[00:22:29.700 --> 00:22:30.700]   Well these are cheap.
[00:22:30.700 --> 00:22:31.700]   Are they?
[00:22:31.700 --> 00:22:32.700]   Well I mean they're supposed to be.
[00:22:32.700 --> 00:22:33.700]   That's the reason that they're all.
[00:22:33.700 --> 00:22:34.700]   A hundred made of them?
[00:22:34.700 --> 00:22:36.140]   Well they're all little dinky ones.
[00:22:36.140 --> 00:22:38.700]   It's probably just one big one cut up.
[00:22:38.700 --> 00:22:39.700]   Wow.
[00:22:39.700 --> 00:22:43.580]   Well they say it's coming out in February.
[00:22:43.580 --> 00:22:47.220]   I don't think we'll see it in February.
[00:22:47.220 --> 00:22:48.220]   I don't think we'll see it.
[00:22:48.220 --> 00:22:49.220]   Do you think June?
[00:22:49.220 --> 00:22:51.060]   June you think we'll see it?
[00:22:51.060 --> 00:22:52.060]   I love the idea.
[00:22:52.060 --> 00:22:54.620]   Yeah you know I'm just going to guess at the product price.
[00:22:54.620 --> 00:22:57.660]   I'm going to guess because this is the price point where it's going to start to have the
[00:22:57.660 --> 00:22:59.420]   minister returns his $249.
[00:22:59.420 --> 00:23:01.060]   Yeah it'd be around that.
[00:23:01.060 --> 00:23:02.660]   I'm thinking $199.
[00:23:02.660 --> 00:23:04.340]   $199 what it should be.
[00:23:04.340 --> 00:23:05.820]   $199 it'll sell a lot.
[00:23:05.820 --> 00:23:06.820]   $350.
[00:23:06.820 --> 00:23:07.820]   I'd buy it at $199.
[00:23:07.820 --> 00:23:08.820]   $350 you'll die.
[00:23:08.820 --> 00:23:15.100]   Yeah isn't it funny how finally you have to calibrate that kind of stuff.
[00:23:15.100 --> 00:23:17.940]   Let's see if there's prices in some of the reviews.
[00:23:17.940 --> 00:23:19.900]   I'm going to click through some of them.
[00:23:19.900 --> 00:23:21.540]   Nobody says a price.
[00:23:21.540 --> 00:23:22.980]   I would buy this.
[00:23:22.980 --> 00:23:23.980]   Oh $200.
[00:23:23.980 --> 00:23:26.860]   Wait a minute.
[00:23:26.860 --> 00:23:32.180]   The keyboard is as a prototype the cost of making it is $200.
[00:23:32.180 --> 00:23:35.500]   That would mean the retail price would be $600 to $800.
[00:23:35.500 --> 00:23:38.780]   You got to do a 3x of cost apart.
[00:23:38.780 --> 00:23:43.940]   Of course that's a bag of parts and numbers if it costs a lot to manufacture.
[00:23:43.940 --> 00:23:45.100]   We made it a lot more.
[00:23:45.100 --> 00:23:48.300]   But it's whatever the case is it sounds like it's not affordable.
[00:23:48.300 --> 00:23:50.300]   What's the cost of parts for the Xbox 360?
[00:23:50.300 --> 00:23:52.900]   That's more than that.
[00:23:52.900 --> 00:23:57.340]   But the problem with the game business is that they sell the boxes at a loss.
[00:23:57.340 --> 00:23:58.340]   I know.
[00:23:58.340 --> 00:24:01.140]   You can't sell software for a keyboard.
[00:24:01.140 --> 00:24:02.940]   There's no way to make the money back.
[00:24:02.940 --> 00:24:05.620]   It's a one-shot deal.
[00:24:05.620 --> 00:24:13.780]   Did you guys go see the guy who, what's his name, is selling the two-terabyte compact flash
[00:24:13.780 --> 00:24:15.860]   drives?
[00:24:15.860 --> 00:24:17.620]   It's the Adam Computer Guy?
[00:24:17.620 --> 00:24:19.380]   Oh, I've seen links for that.
[00:24:19.380 --> 00:24:20.860]   I never thought it was bogus.
[00:24:20.860 --> 00:24:21.940]   Well, I think it is bogus.
[00:24:21.940 --> 00:24:23.820]   But he was showing it's CES.
[00:24:23.820 --> 00:24:27.460]   Well, that's funny because I blogged that when he first announced it.
[00:24:27.460 --> 00:24:28.460]   The Adam Computer?
[00:24:28.460 --> 00:24:29.460]   Yes.
[00:24:29.460 --> 00:24:30.460]   Yeah.
[00:24:30.460 --> 00:24:31.460]   That would probably be something.
[00:24:31.460 --> 00:24:33.700]   If I had gone to the show I would have tried to track it down.
[00:24:33.700 --> 00:24:35.580]   I don't know what anybody saw this.
[00:24:35.580 --> 00:24:37.020]   I mean, did he really have a booth?
[00:24:37.020 --> 00:24:41.660]   Yeah, and Gadget has pictures of the booth.
[00:24:41.660 --> 00:24:45.340]   The size of a compact flash, and he's got labels on him that say one terabyte and two
[00:24:45.340 --> 00:24:46.340]   terabytes.
[00:24:46.340 --> 00:24:47.340]   They are solid state.
[00:24:47.340 --> 00:24:48.340]   They're this noose, whatever, this quad.
[00:24:48.340 --> 00:24:50.140]   And it's USB 2.
[00:24:50.140 --> 00:24:51.140]   No, no, no.
[00:24:51.140 --> 00:24:52.140]   It's got to look.
[00:24:52.140 --> 00:24:54.500]   He's actually got them in computers.
[00:24:54.500 --> 00:24:55.500]   Replacing the hard drive.
[00:24:55.500 --> 00:24:59.300]   So you can have a two-terabyte, solid state hard drive.
[00:24:59.300 --> 00:25:03.140]   So you have to trick your computer into thinking it's being connected through some kind of
[00:25:03.140 --> 00:25:04.140]   IDE.
[00:25:04.140 --> 00:25:05.140]   He's got an IDE interface.
[00:25:05.140 --> 00:25:07.060]   S-A-C-A or something?
[00:25:07.060 --> 00:25:08.060]   Yeah.
[00:25:08.060 --> 00:25:10.700]   The whole thing is bogus, clearly bogus.
[00:25:10.700 --> 00:25:11.700]   But who knows?
[00:25:11.700 --> 00:25:12.700]   I mean, I don't want to lie bull the guy.
[00:25:12.700 --> 00:25:13.700]   Maybe it isn't.
[00:25:13.700 --> 00:25:16.700]   But has anybody ever used any of these, John?
[00:25:16.700 --> 00:25:20.140]   I mean, this is not the first thing he's come out with.
[00:25:20.140 --> 00:25:26.420]   No, in fact, I can't find that blog reference, but I'll try to get it.
[00:25:26.420 --> 00:25:27.420]   It'll be on the--
[00:25:27.420 --> 00:25:28.420]   You wrote about it in your blog?
[00:25:28.420 --> 00:25:32.460]   I wrote about it when it first was announced, or when I first saw pictures of it, which
[00:25:32.460 --> 00:25:34.780]   was about six months ago, maybe longer.
[00:25:34.780 --> 00:25:36.340]   People were skeptical then.
[00:25:36.340 --> 00:25:42.540]   Well, if you start to research this fellow and his previous partners, you could do that
[00:25:42.540 --> 00:25:43.540]   on Google.
[00:25:43.540 --> 00:25:46.100]   You'll find some very interesting things that he goes back.
[00:25:46.100 --> 00:25:49.380]   He's like a Russian guy or something like Bulgaria or something like that.
[00:25:49.380 --> 00:25:53.060]   He's kind of like a mad scientist type.
[00:25:53.060 --> 00:25:55.100]   I can't remember the details, unfortunately.
[00:25:55.100 --> 00:25:56.580]   I'm trying to get up.
[00:25:56.580 --> 00:25:59.140]   I'm desperately going through and gadget seeing if I can find it.
[00:25:59.140 --> 00:26:01.140]   All I remember is the atom computer.
[00:26:01.140 --> 00:26:07.820]   He's using some sort of quantum mechanics to get huge amounts of data in very small
[00:26:07.820 --> 00:26:08.820]   spaces.
[00:26:08.820 --> 00:26:12.500]   What I don't understand is if he can't do it, what's the percentage of spending the
[00:26:12.500 --> 00:26:16.460]   money fake in all this?
[00:26:16.460 --> 00:26:22.580]   Doesn't it seem like he must be able to come up with something if he's showing it?
[00:26:22.580 --> 00:26:23.580]   Here's the reference.
[00:26:23.580 --> 00:26:27.420]   Unfortunately, I lost the images, which I think I took from his site, and I just linked
[00:26:27.420 --> 00:26:28.420]   to him deep-linked.
[00:26:28.420 --> 00:26:31.100]   It was done on 9/7/2005.
[00:26:31.100 --> 00:26:35.140]   They went to my blog and they go to 9/7 and they find it on there.
[00:26:35.140 --> 00:26:36.940]   The atom chip corporation.
[00:26:36.940 --> 00:26:40.340]   He's a little right up there.
[00:26:40.340 --> 00:26:44.140]   There's a picture of the metal genden.
[00:26:44.140 --> 00:26:51.300]   There's a picture on his site of the metals that he's won.
[00:26:51.300 --> 00:26:55.860]   The whole thing is if it's a scam, it's an interesting scam.
[00:26:55.860 --> 00:26:59.980]   It's hard to believe that it's possible.
[00:26:59.980 --> 00:27:02.380]   Where would this come from?
[00:27:02.380 --> 00:27:05.300]   Well, who knows?
[00:27:05.300 --> 00:27:08.220]   Maybe it's deep Russian.
[00:27:08.220 --> 00:27:13.860]   The atom chip corporation, you can go to the website atomchip.com and you can see his
[00:27:13.860 --> 00:27:19.260]   6.8 GHz CPU, two terabytes of quantum storage.
[00:27:19.260 --> 00:27:23.260]   Yeah, a bunch of patents and a bunch of awards.
[00:27:23.260 --> 00:27:27.380]   That sounds to be more vapor-worthy than that phantom gaming console.
[00:27:27.380 --> 00:27:29.420]   That's what people are comparing it to, is the fan.
[00:27:29.420 --> 00:27:33.660]   It seems to be that he really likes awards.
[00:27:33.660 --> 00:27:36.820]   If you Google Shimon Genlin, you find a Vorex article, actually.
[00:27:36.820 --> 00:27:38.620]   I'll put that in the show notes.
[00:27:38.620 --> 00:27:43.980]   You're interested in these dual core centrino notebooks?
[00:27:43.980 --> 00:27:46.300]   Yeah, Apple.
[00:27:46.300 --> 00:27:47.300]   That's the thing.
[00:27:47.300 --> 00:27:51.100]   To me, CES felt so dull.
[00:27:51.100 --> 00:27:55.260]   Maybe it's because in comparison to what we hope will come out next week from Apple, maybe
[00:27:55.260 --> 00:27:58.140]   it's just that this is the opening act.
[00:27:58.140 --> 00:27:59.620]   That's what I'm more interested in.
[00:27:59.620 --> 00:28:04.140]   Speaking about Engadget, their big rumor anyway, or that's where I read it first, was
[00:28:04.140 --> 00:28:08.340]   they're coming out with 42-inch and 50-inch displays that have built-in computer.
[00:28:08.340 --> 00:28:09.340]   I don't know.
[00:28:09.340 --> 00:28:10.820]   What do you think about that?
[00:28:10.820 --> 00:28:12.740]   This came from one guy's blog.
[00:28:12.740 --> 00:28:17.380]   Actually, it's a funny blog because he talks about how he found out about this in a convenience
[00:28:17.380 --> 00:28:18.380]   store.
[00:28:18.380 --> 00:28:24.140]   The convenience store clerks, that kind of friend told him this story, which obviously
[00:28:24.140 --> 00:28:29.940]   he's from a Grady's Power page.
[00:28:29.940 --> 00:28:31.100]   I find this hard to believe.
[00:28:31.100 --> 00:28:32.100]   John, what do you think?
[00:28:32.100 --> 00:28:37.300]   First of all, this is the kind of thing you'd announce at CES, not at Mac World Expo.
[00:28:37.300 --> 00:28:38.300]   It's an HDTV.
[00:28:38.300 --> 00:28:42.540]   Basically, it's a media center with a Mac in it.
[00:28:42.540 --> 00:28:50.860]   I think that kind of bounced me about some of these initiatives kind of surrounds my
[00:28:50.860 --> 00:28:55.060]   fulfillment over Vive, which is, I thought they were going to do a whole-
[00:28:55.060 --> 00:28:57.420]   Well, I'm sure this would have a Vive chip in it.
[00:28:57.420 --> 00:28:59.460]   Yeah, I would, I guess.
[00:28:59.460 --> 00:29:00.460]   I don't know.
[00:29:00.460 --> 00:29:06.660]   I think there's been no real move that I've seen from the consumers to really want this
[00:29:06.660 --> 00:29:07.660]   kind of thing.
[00:29:07.660 --> 00:29:11.380]   There's a lot of nerds that really like a lot of geeks that think it's cool, but generally
[00:29:11.380 --> 00:29:14.780]   speaking, these have to be mass market items, and I'm not seeing any, I'm not seeing a
[00:29:14.780 --> 00:29:15.780]   trend here.
[00:29:15.780 --> 00:29:19.580]   Nobody wants a Colonel Panic or a blue screen of death on their television set.
[00:29:19.580 --> 00:29:22.940]   You know, and that was one of the things that was good about Tivo.
[00:29:22.940 --> 00:29:24.780]   It was pretty reliable.
[00:29:24.780 --> 00:29:25.780]   It felt like a alliance.
[00:29:25.780 --> 00:29:28.100]   It was because of those legs.
[00:29:28.100 --> 00:29:31.660]   So Apple's big announcement is going to be the notebooks with the Intel-based--
[00:29:31.660 --> 00:29:32.660]   I think so.
[00:29:32.660 --> 00:29:34.740]   That will suck because I just bought a PowerBook.
[00:29:34.740 --> 00:29:35.740]   Yeah, I heard that.
[00:29:35.740 --> 00:29:36.740]   What were you thinking?
[00:29:36.740 --> 00:29:38.500]   Well, you know, they updated the screens.
[00:29:38.500 --> 00:29:42.700]   They did a new resolution screen on the PowerBooks recently and within like the last what?
[00:29:42.700 --> 00:29:43.700]   Four or five months?
[00:29:43.700 --> 00:29:44.700]   Real high res too, huh?
[00:29:44.700 --> 00:29:48.700]   Yeah, so I thought, you know, they're not going to release anything new, hopefully.
[00:29:48.700 --> 00:29:52.620]   That's what they're trying to hope you'll say, you know?
[00:29:52.620 --> 00:29:56.580]   I would be convinced this was happening only if Leo had just bought a PowerBook.
[00:29:56.580 --> 00:29:58.140]   Yes, exactly.
[00:29:58.140 --> 00:29:59.700]   I'm holding off.
[00:29:59.700 --> 00:30:04.460]   I really do believe, in fact, I've told everybody I know that now, you know, if the
[00:30:04.460 --> 00:30:07.620]   last couple of months have been the time to wait, don't buy a Mac now, you know, wait
[00:30:07.620 --> 00:30:09.340]   and see what they announced Tuesday.
[00:30:09.340 --> 00:30:13.060]   I think they're going to go-- they might do something in the form of some type of media
[00:30:13.060 --> 00:30:16.340]   center because, you know, if you play with Frontrode all, you know, it's even you guys
[00:30:16.340 --> 00:30:17.340]   need to get to cool.
[00:30:17.340 --> 00:30:18.340]   Yeah, love Frontrode.
[00:30:18.340 --> 00:30:19.340]   It's really cool.
[00:30:19.340 --> 00:30:22.500]   It just needs a few more features, a little PVR functionality, and it would be a really
[00:30:22.500 --> 00:30:23.500]   cool device.
[00:30:23.500 --> 00:30:24.740]   Well, that's a speculation.
[00:30:24.740 --> 00:30:29.300]   They'll build a Vive-based Mac Mini with Frontrode on it.
[00:30:29.300 --> 00:30:32.460]   You know, the new iMacs come with Frontrode and a remote control.
[00:30:32.460 --> 00:30:34.980]   You press the button and it comes up.
[00:30:34.980 --> 00:30:37.660]   Much nicer looking than a Microsoft Media Center edition.
[00:30:37.660 --> 00:30:40.820]   It really, you know, has little rotating icons.
[00:30:40.820 --> 00:30:44.500]   You pick your music or your videos or your DVD or your--
