
[00:00:00.000 --> 00:00:05.640]   It's time for Twit, this week in tech, our second episode of the brand new East Side Studios.
[00:33:19.400 --> 00:33:20.400]   RAM.
[00:33:20.400 --> 00:33:21.400]   And the
[00:33:21.400 --> 00:33:22.400]   RAM.
[00:33:22.400 --> 00:33:23.400]   And the
[00:33:23.400 --> 00:33:24.400]   RAM.
[00:33:24.400 --> 00:33:25.400]   And the
[00:33:25.400 --> 00:33:26.400]   RAM.
[00:33:26.400 --> 00:33:27.400]   And the
[00:33:27.400 --> 00:33:28.400]   RAM.
[00:33:28.400 --> 00:33:29.400]   And the
[00:33:29.400 --> 00:33:30.400]   RAM.
[00:33:30.400 --> 00:33:31.400]   And the
[00:33:31.400 --> 00:33:32.400]   RAM.
[00:33:32.400 --> 00:33:33.400]   And the
[00:33:33.400 --> 00:33:34.400]   RAM.
[00:33:34.400 --> 00:33:35.400]   And
[00:33:35.400 --> 00:33:36.400]   RAM.
[00:33:36.400 --> 00:33:37.400]   And the
[00:33:37.400 --> 00:33:38.400]   RAM.
[00:33:38.400 --> 00:33:39.400]   And the
[00:33:39.400 --> 00:33:40.400]   RAM.
[00:33:40.400 --> 00:33:41.400]   And the
[00:33:41.400 --> 00:33:42.400]   RAM.
[00:33:42.400 --> 00:33:43.400]   And the
[00:33:43.400 --> 00:33:44.400]   RAM.
[00:33:44.400 --> 00:33:45.400]   And the
[00:33:45.400 --> 00:33:46.400]   RAM.
[00:33:46.400 --> 00:33:47.400]   And the
[00:33:47.400 --> 00:33:48.400]   RAM.
[00:33:48.400 --> 00:33:49.400]   And the
[00:33:49.400 --> 00:33:50.400]   RAM.
[00:33:50.400 --> 00:33:51.400]   And the
[00:33:51.400 --> 00:33:52.400]   RAM.
[00:33:52.400 --> 00:33:53.400]   And the
[00:33:53.400 --> 00:33:54.400]   RAM.
[00:33:54.400 --> 00:33:55.400]   And the
[00:33:55.400 --> 00:33:56.400]   RAM.
[00:33:56.400 --> 00:33:57.400]   And the
[00:33:57.400 --> 00:33:58.400]   RAM.
[00:33:58.400 --> 00:33:59.400]   And the
[00:33:59.400 --> 00:34:00.400]   RAM.
[00:34:00.400 --> 00:34:01.400]   And the
[00:34:01.400 --> 00:34:02.400]   RAM.
[00:34:02.400 --> 00:34:03.400]   And the
[00:34:03.400 --> 00:34:04.400]   RAM.
[00:34:04.400 --> 00:34:06.400]   And the
[00:34:06.400 --> 00:34:07.400]   RAM.
[00:34:07.400 --> 00:34:08.400]   And the
[00:34:08.400 --> 00:34:09.400]   RAM.
[00:34:09.400 --> 00:34:10.400]   And the
[00:34:10.400 --> 00:34:11.400]   RAM.
[00:34:11.400 --> 00:34:12.400]   And the
[00:34:12.400 --> 00:34:13.400]   RAM.
[00:34:13.400 --> 00:34:14.400]   And the
[00:34:14.400 --> 00:34:15.400]   RAM.
[00:34:15.400 --> 00:34:15.400]   And the
[00:34:15.400 --> 00:34:16.400]   RAM.
[00:34:16.400 --> 00:34:17.400]   And the
[00:34:17.400 --> 00:34:18.400]   RAM.
[00:34:18.400 --> 00:34:19.400]   And the
[00:34:19.400 --> 00:34:20.400]   RAM.
[00:34:20.400 --> 00:34:21.400]   And the
[00:34:21.400 --> 00:34:22.400]   RAM.
[00:34:22.400 --> 00:34:23.400]   And the
[00:34:23.400 --> 00:34:24.400]   RAM.
[00:34:24.400 --> 00:34:25.400]   And the
[00:34:25.400 --> 00:34:26.400]   RAM.
[00:34:26.400 --> 00:34:27.400]   And the
[00:34:27.400 --> 00:34:28.400]   RAM.
[00:34:28.400 --> 00:34:29.400]   And the
[00:34:29.400 --> 00:34:30.400]   RAM.
[00:34:30.400 --> 00:34:31.400]   And the
[00:34:31.400 --> 00:34:32.400]   RAM.
[00:34:32.400 --> 00:34:33.400]   And the
[00:34:33.400 --> 00:34:34.400]   RAM.
[00:34:34.400 --> 00:34:35.400]   And the
[00:34:35.400 --> 00:34:36.400]   RAM.
[00:34:36.400 --> 00:34:37.400]   And the
[00:34:37.400 --> 00:34:38.400]   RAM.
[00:34:38.400 --> 00:34:39.400]   And the
[00:34:39.400 --> 00:34:40.400]   RAM.
[00:34:40.400 --> 00:34:41.400]   And the
[00:34:41.400 --> 00:34:42.400]   RAM.
[00:34:42.400 --> 00:34:43.400]   And the
[00:34:43.400 --> 00:34:44.400]   RAM.
[00:34:44.400 --> 00:34:45.400]   And the
[00:34:45.400 --> 00:34:46.400]   RAM.
[00:34:46.400 --> 00:34:47.400]   And the
[00:34:47.400 --> 00:34:48.400]   RAM.
[00:34:48.400 --> 00:34:49.400]   And the
[00:34:49.400 --> 00:34:50.400]   RAM.
[00:34:50.400 --> 00:34:51.400]   And the
[00:34:51.400 --> 00:34:52.400]   RAM.
[00:34:52.400 --> 00:34:53.400]   And the
[00:34:53.400 --> 00:34:54.400]   RAM.
[00:34:54.400 --> 00:34:55.400]   And the
[00:34:55.400 --> 00:34:56.400]   RAM.
[00:34:56.400 --> 00:34:57.400]   And the
[00:34:57.400 --> 00:34:58.400]   RAM.
[00:34:58.400 --> 00:34:59.400]   And the
[00:34:59.400 --> 00:35:00.400]   RAM.
[00:35:00.400 --> 00:35:01.400]   And the
[00:35:01.400 --> 00:35:02.400]   RAM.
[00:35:02.400 --> 00:35:04.400]   And the
[00:35:04.400 --> 00:35:05.400]   RAM.
[00:35:05.400 --> 00:35:06.400]   And the
[00:35:06.400 --> 00:35:07.400]   RAM.
[00:35:07.400 --> 00:35:08.400]   And the
[00:35:08.400 --> 00:35:09.400]   RAM.
[00:35:09.400 --> 00:35:11.400]   And the
[00:35:11.400 --> 00:35:12.400]   RAM.
[00:35:12.400 --> 00:35:13.400]   And the
[00:35:13.400 --> 00:35:14.400]   RAM.
[00:35:14.400 --> 00:35:15.400]   And the
[00:35:15.400 --> 00:35:16.400]   RAM.
[00:35:16.400 --> 00:35:17.400]   And the
[00:35:17.400 --> 00:35:18.400]   RAM.
[00:35:18.400 --> 00:35:19.400]   And the
[00:35:19.400 --> 00:35:20.400]   RAM.
[00:35:20.400 --> 00:35:21.400]   And the
[00:35:21.400 --> 00:35:22.400]   RAM.
[00:35:22.400 --> 00:35:23.400]   And the
[00:35:23.400 --> 00:35:24.400]   RAM.
[00:35:24.400 --> 00:35:25.400]   And the
[00:35:25.400 --> 00:35:26.400]   RAM.
[00:35:26.400 --> 00:35:27.400]   And the
[00:35:27.400 --> 00:35:28.400]   RAM.
[00:35:28.400 --> 00:35:29.400]   And the
[00:35:29.400 --> 00:35:30.400]   RAM.
[00:35:30.400 --> 00:35:31.400]   And the
[00:35:32.400 --> 00:35:33.400]   RAM.
[00:35:33.400 --> 00:35:33.400]   And the
[00:35:33.400 --> 00:35:34.400]   RAM.
[00:35:34.400 --> 00:35:35.400]   And the
[00:35:35.400 --> 00:35:36.400]   RAM.
[00:35:36.400 --> 00:35:37.400]   And the
[00:35:37.400 --> 00:35:38.400]   RAM.
[00:35:38.400 --> 00:35:38.400]   And the
[00:35:38.400 --> 00:35:39.400]   RAM.
[00:35:39.400 --> 00:35:40.400]   And the
[00:35:40.400 --> 00:35:41.400]   RAM.
[00:35:41.400 --> 00:35:42.400]   And the
[00:35:42.400 --> 00:35:43.400]   RAM.
[00:35:43.400 --> 00:35:44.400]   And the
[00:35:44.400 --> 00:35:45.400]   RAM.
[00:35:45.400 --> 00:35:46.400]   And the
[00:35:46.400 --> 00:35:47.400]   RAM.
[00:35:47.400 --> 00:35:48.400]   And the
[00:35:48.400 --> 00:35:49.400]   RAM.
[00:35:49.400 --> 00:35:50.400]   And the
[00:35:50.400 --> 00:35:51.400]   RAM.
[00:35:51.400 --> 00:35:52.400]   And the
[00:35:52.400 --> 00:35:53.400]   RAM.
[00:35:53.400 --> 00:35:54.400]   And the
[00:35:54.400 --> 00:35:55.400]   RAM.
[00:35:55.400 --> 00:35:56.400]   And the
[00:35:56.400 --> 00:35:57.400]   RAM.
[00:35:57.400 --> 00:35:58.400]   And the
[00:35:58.400 --> 00:35:59.400]   RAM.
[00:35:59.400 --> 00:36:00.400]   And the
[00:36:00.400 --> 00:36:01.400]   RAM.
[00:36:01.400 --> 00:36:02.400]   And
[00:36:02.400 --> 00:36:03.400]   RAM.
[00:36:03.400 --> 00:36:04.400]   And the
[00:36:04.400 --> 00:36:05.400]   RAM.
[00:36:05.400 --> 00:36:06.400]   And the
[00:36:06.400 --> 00:36:07.400]   RAM.
[00:36:07.400 --> 00:36:08.400]   And the
[00:36:08.400 --> 00:36:09.400]   RAM.
[00:36:09.400 --> 00:36:10.400]   And the
[00:36:10.400 --> 00:36:11.400]   RAM.
[00:36:11.400 --> 00:36:12.400]   And the
[00:36:12.400 --> 00:36:13.400]   RAM.
[00:36:13.400 --> 00:36:14.400]   And the
[00:36:14.400 --> 00:36:15.400]   RAM.
[00:36:15.400 --> 00:36:16.400]   And the
[00:36:16.400 --> 00:36:17.400]   RAM.
[00:36:17.400 --> 00:36:18.400]   And the
[00:36:18.400 --> 00:36:19.400]   RAM.
[00:36:19.400 --> 00:36:20.400]   And the
[00:36:20.400 --> 00:36:21.400]   RAM.
[00:36:21.400 --> 00:36:22.400]   And the
[00:36:22.400 --> 00:36:23.400]   RAM.
[00:36:23.400 --> 00:36:24.400]   And the
[00:36:24.400 --> 00:36:25.400]   RAM.
[00:36:25.400 --> 00:36:26.400]   And the
[00:36:26.400 --> 00:36:27.400]   RAM.
[00:36:27.400 --> 00:36:28.400]   And
[00:36:28.400 --> 00:36:29.400]   RAM.
[00:36:29.400 --> 00:36:31.400]   And the
[00:36:31.400 --> 00:36:32.400]   RAM.
[00:36:32.400 --> 00:36:33.400]   And the
[00:36:33.400 --> 00:36:34.400]   RAM.
[00:36:34.400 --> 00:36:35.400]   And the
[00:36:35.400 --> 00:36:36.400]   RAM.
[00:36:36.400 --> 00:36:38.400]   And the
[00:36:38.400 --> 00:36:39.400]   RAM.
[00:36:39.400 --> 00:36:40.400]   And the
[00:36:40.400 --> 00:36:41.400]   RAM.
[00:36:41.400 --> 00:36:42.400]   And the
[00:36:42.400 --> 00:36:43.400]   RAM.
[00:36:43.400 --> 00:36:44.400]   And the
[00:36:44.400 --> 00:36:45.400]   RAM.
[00:36:45.400 --> 00:36:46.400]   And the
[00:36:46.400 --> 00:36:47.400]   RAM.
[00:36:47.400 --> 00:36:48.400]   And the
[00:36:48.400 --> 00:36:49.400]   RAM.
[00:36:49.400 --> 00:36:50.400]   And the
[00:36:50.400 --> 00:36:51.400]   RAM.
[00:36:51.400 --> 00:36:52.400]   And the
[00:36:52.400 --> 00:36:53.400]   RAM.
[00:36:53.400 --> 00:36:54.400]   And the
[00:36:54.400 --> 00:36:55.400]   RAM.
[00:36:55.400 --> 00:36:56.400]   And the
[00:36:56.400 --> 00:36:57.400]   RAM.
[00:36:57.400 --> 00:36:58.400]   And the
[00:36:58.400 --> 00:36:59.400]   RAM.
[00:36:59.400 --> 00:37:00.400]   And
[00:37:00.400 --> 00:37:01.400]   RAM.
[00:37:01.400 --> 00:37:02.400]   And the
[00:37:02.400 --> 00:37:03.400]   RAM.
[00:37:03.400 --> 00:37:04.400]   And the
[00:37:04.400 --> 00:37:05.400]   RAM.
[00:37:05.400 --> 00:37:06.400]   And the
[00:37:06.400 --> 00:37:07.400]   RAM.
[00:37:07.400 --> 00:37:08.400]   And the
[00:37:08.400 --> 00:37:09.400]   RAM.
[00:37:09.400 --> 00:37:10.400]   And the
[00:37:10.400 --> 00:37:11.400]   RAM.
[00:37:11.400 --> 00:37:12.400]   And the
[00:37:12.400 --> 00:37:13.400]   RAM.
[00:37:13.400 --> 00:37:14.400]   And the
[00:37:14.400 --> 00:37:15.400]   RAM.
[00:37:15.400 --> 00:37:16.400]   And the
[00:37:16.400 --> 00:37:17.400]   RAM.
[00:37:17.400 --> 00:37:18.400]   And the
[00:37:18.400 --> 00:37:19.400]   RAM.
[00:37:19.400 --> 00:37:20.400]   And
[00:37:20.400 --> 00:37:21.400]   RAM.
[00:37:21.400 --> 00:37:22.400]   And the
[00:37:22.400 --> 00:37:23.400]   RAM.
[00:37:23.400 --> 00:37:24.400]   And
[00:37:24.400 --> 00:37:25.400]   RAM.
[00:37:25.400 --> 00:37:26.400]   And
[00:37:26.400 --> 00:37:27.400]   RAM.
[00:37:27.400 --> 00:37:28.400]   And
[00:37:28.400 --> 00:37:29.400]   RAM.
[00:37:29.400 --> 00:37:30.400]   And the
[00:37:30.400 --> 00:37:31.400]   RAM.
[00:37:31.400 --> 00:37:32.400]   And the
[00:37:32.400 --> 00:37:33.400]   RAM.
[00:37:33.400 --> 00:37:34.400]   And the
[00:37:34.400 --> 00:37:35.400]   RAM.
[00:37:35.400 --> 00:37:36.400]   And the
[00:37:36.400 --> 00:37:37.400]   RAM.
[00:37:37.400 --> 00:37:38.400]   And the
[00:37:38.400 --> 00:37:39.400]   RAM.
[00:37:39.400 --> 00:37:40.400]   And the
[00:37:40.400 --> 00:37:41.400]   RAM.
[00:37:41.400 --> 00:37:42.400]   And the
[00:37:42.400 --> 00:37:43.400]   RAM.
[00:37:43.400 --> 00:37:44.400]   And the
[00:37:44.400 --> 00:37:45.400]   RAM.
[00:37:45.400 --> 00:37:46.400]   And the
[00:37:46.400 --> 00:37:47.400]   RAM.
[00:37:47.400 --> 00:37:48.400]   And the
[00:37:48.400 --> 00:37:49.400]   RAM.
[00:37:49.400 --> 00:37:50.400]   And the
[00:37:50.400 --> 00:37:51.400]   RAM.
[00:37:51.400 --> 00:37:52.400]   And the
[00:37:52.400 --> 00:37:53.400]   RAM.
[00:37:53.400 --> 00:37:54.400]   And the
[00:37:54.400 --> 00:37:55.400]   RAM.
[00:37:55.400 --> 00:37:56.400]   And the
[00:37:56.400 --> 00:37:57.400]   RAM.
[00:37:57.400 --> 00:37:58.400]   And
[00:37:58.400 --> 00:37:59.400]   RAM.
[00:37:59.400 --> 00:38:00.400]   And the
[00:38:00.400 --> 00:38:01.400]   RAM.
[00:38:01.400 --> 00:38:02.400]   And the
[00:38:02.400 --> 00:38:03.400]   RAM.
[00:38:03.400 --> 00:38:04.400]   And the
[00:38:04.400 --> 00:38:05.400]   RAM.
[00:38:05.400 --> 00:38:06.400]   And the
[00:38:06.400 --> 00:38:07.400]   RAM.
[00:38:07.400 --> 00:38:08.400]   And the
[00:38:08.400 --> 00:38:09.400]   RAM.
[00:38:09.400 --> 00:38:10.400]   And the
[00:38:10.400 --> 00:38:11.400]   RAM.
[00:38:11.400 --> 00:38:12.400]   And the
[00:38:12.400 --> 00:38:13.400]   RAM.
[00:38:13.400 --> 00:38:14.400]   And the
[00:38:14.400 --> 00:38:15.400]   RAM.
[00:38:15.400 --> 00:38:16.400]   And the
[00:38:16.400 --> 00:38:17.400]   RAM.
[00:38:17.400 --> 00:38:18.400]   And the
[00:38:18.400 --> 00:38:19.400]   RAM.
[00:38:19.400 --> 00:38:20.400]   And the
[00:38:20.400 --> 00:38:21.400]   RAM.
[00:38:21.400 --> 00:38:22.400]   And the
[00:38:22.400 --> 00:38:23.400]   RAM.
[00:38:23.400 --> 00:38:24.400]   And
[00:38:24.400 --> 00:38:25.400]   the
[00:38:25.400 --> 00:38:27.400]   RAM.
[00:38:27.400 --> 00:38:28.400]   And the
[00:38:28.400 --> 00:38:29.400]   RAM.
[00:38:29.400 --> 00:38:30.400]   And the
[00:38:30.400 --> 00:38:31.400]   RAM.
[00:38:31.400 --> 00:38:32.400]   And the
[00:38:32.400 --> 00:38:33.400]   RAM.
[00:38:33.400 --> 00:38:34.400]   And the
[00:38:34.400 --> 00:38:35.400]   RAM.
[00:38:35.400 --> 00:38:36.400]   And the
[00:38:36.400 --> 00:38:37.400]   RAM.
[00:38:37.400 --> 00:38:38.400]   And the
[00:38:38.400 --> 00:38:39.400]   RAM.
[00:38:39.400 --> 00:38:40.400]   And the
[00:38:40.400 --> 00:38:41.400]   RAM.
[00:38:41.400 --> 00:38:42.400]   And the
[00:38:42.400 --> 00:38:43.400]   RAM.
[00:38:43.400 --> 00:38:44.400]   And the
[00:38:44.400 --> 00:38:45.400]   RAM.
[00:38:45.400 --> 00:38:46.400]   And the
[00:38:46.400 --> 00:38:47.400]   RAM.
[00:38:47.400 --> 00:38:48.400]   And the
[00:38:48.400 --> 00:38:49.400]   RAM.
[00:38:49.400 --> 00:38:50.400]   And the
[00:38:50.400 --> 00:38:51.400]   RAM.
[00:38:51.400 --> 00:38:52.400]   And the
[00:38:52.400 --> 00:38:53.400]   RAM.
[00:38:53.400 --> 00:38:54.400]   And
[00:38:54.400 --> 00:38:55.400]   the
[00:38:55.400 --> 00:38:56.400]   RAM.
[00:38:56.400 --> 00:38:56.400]   And the
[00:38:56.400 --> 00:38:57.400]   RAM.
[00:38:57.400 --> 00:38:58.400]   And the
[00:38:58.400 --> 00:38:59.400]   RAM.
[00:38:59.400 --> 00:38:59.400]   And the
[00:38:59.400 --> 00:39:00.400]   RAM.
[00:39:00.400 --> 00:39:01.400]   And the
[00:39:01.400 --> 00:39:02.400]   RAM.
[00:39:02.400 --> 00:39:03.400]   And the
[00:39:03.400 --> 00:39:04.400]   RAM.
[00:39:04.400 --> 00:39:05.400]   And the
[00:39:05.400 --> 00:39:06.400]   RAM.
[00:39:06.400 --> 00:39:07.400]   And the
[00:39:07.400 --> 00:39:08.400]   RAM.
[00:39:08.400 --> 00:39:09.400]   And the
[00:39:09.400 --> 00:39:10.400]   RAM.
[00:39:10.400 --> 00:39:11.400]   And the
[00:39:11.400 --> 00:39:12.400]   RAM.
[00:39:12.400 --> 00:39:13.400]   And the
[00:39:13.400 --> 00:39:14.400]   RAM.
[00:39:14.400 --> 00:39:15.400]   And the
[00:39:15.400 --> 00:39:16.400]   RAM.
[00:39:16.400 --> 00:39:17.400]   And the
[00:39:17.400 --> 00:39:18.400]   RAM.
[00:39:18.400 --> 00:39:19.400]   And the
[00:39:19.400 --> 00:39:20.400]   RAM.
[00:39:20.400 --> 00:39:21.400]   And the
[00:39:21.400 --> 00:39:22.400]   RAM.
[00:39:22.400 --> 00:39:23.400]   And the
[00:39:23.400 --> 00:39:23.400]   RAM.
[00:39:23.400 --> 00:39:24.400]   And the
[00:39:24.400 --> 00:39:25.400]   RAM.
[00:39:25.400 --> 00:39:26.400]   And the
[00:39:26.400 --> 00:39:27.400]   RAM.
[00:39:27.400 --> 00:39:28.400]   And the
[00:39:28.400 --> 00:39:29.400]   RAM.
[00:39:29.400 --> 00:39:30.400]   And the
[00:39:30.400 --> 00:39:31.400]   RAM.
[00:39:31.400 --> 00:39:32.400]   And the
[00:39:32.400 --> 00:39:33.400]   RAM.
[00:39:33.400 --> 00:39:34.400]   And the
[00:39:34.400 --> 00:39:35.400]   RAM.
[00:39:35.400 --> 00:39:36.400]   And the
[00:39:36.400 --> 00:39:37.400]   RAM.
[00:39:37.400 --> 00:39:38.400]   And the
[00:39:38.400 --> 00:39:39.400]   RAM.
[00:39:39.400 --> 00:39:40.400]   And the
[00:39:40.400 --> 00:39:41.400]   RAM.
[00:39:41.400 --> 00:39:42.400]   And the
[00:39:42.400 --> 00:39:43.400]   RAM.
[00:39:43.400 --> 00:39:44.400]   And the
[00:39:44.400 --> 00:39:45.400]   RAM.
[00:39:45.400 --> 00:39:46.400]   And the
[00:39:46.400 --> 00:39:47.400]   RAM.
[00:39:47.400 --> 00:39:48.400]   And the
[00:39:48.400 --> 00:39:49.400]   RAM.
[00:39:49.400 --> 00:39:50.400]   And the
[00:39:50.400 --> 00:39:51.400]   RAM.
[00:39:51.400 --> 00:39:52.400]   And the
[00:39:52.400 --> 00:39:53.400]   RAM.
[00:39:53.400 --> 00:39:54.400]   And the
[00:39:54.400 --> 00:39:55.400]   RAM.
[00:39:55.400 --> 00:39:56.400]   And the
[00:39:56.400 --> 00:39:57.400]   RAM.
[00:39:57.400 --> 00:39:58.400]   And the
[00:39:58.400 --> 00:39:59.400]   RAM.
[00:39:59.400 --> 00:40:00.400]   And the
[00:40:00.400 --> 00:40:01.400]   RAM.
[00:40:01.400 --> 00:40:02.400]   And the
[00:40:02.400 --> 00:40:03.400]   RAM.
[00:40:03.400 --> 00:40:03.400]   And the
[00:40:03.400 --> 00:40:04.400]   RAM.
[00:40:04.400 --> 00:40:05.400]   And the
[00:40:05.400 --> 00:40:06.400]   RAM.
[00:40:06.400 --> 00:40:07.400]   And the
[00:40:07.400 --> 00:40:08.400]   RAM.
[00:40:08.400 --> 00:40:09.400]   And the
[00:40:09.400 --> 00:40:10.400]   RAM.
[00:40:10.400 --> 00:40:11.400]   And the
[00:40:11.400 --> 00:40:12.400]   RAM.
[00:40:12.400 --> 00:40:13.400]   And the
[00:40:13.400 --> 00:40:14.400]   RAM.
[00:40:14.400 --> 00:40:15.400]   And the
[00:40:15.400 --> 00:40:16.400]   RAM.
[00:40:16.400 --> 00:40:17.400]   And the
[00:40:17.400 --> 00:40:18.400]   RAM.
[00:40:18.400 --> 00:40:19.400]   And the
[00:40:19.400 --> 00:40:20.400]   RAM.
[00:40:20.400 --> 00:40:21.400]   And the
[00:40:21.400 --> 00:40:22.400]   RAM.
[00:40:22.400 --> 00:40:23.400]   And the
[00:40:23.400 --> 00:40:24.400]   RAM.
[00:40:24.400 --> 00:40:25.400]   And the
[00:40:25.400 --> 00:40:26.400]   RAM.
[00:40:26.400 --> 00:40:27.400]   And the
[00:40:27.400 --> 00:40:28.400]   RAM.
[00:40:28.400 --> 00:40:29.400]   And the
[00:40:29.400 --> 00:40:30.400]   RAM.
[00:40:30.400 --> 00:40:31.400]   And the
[00:40:31.400 --> 00:40:32.400]   RAM.
[00:40:32.400 --> 00:40:32.400]   And the
[00:40:32.400 --> 00:40:33.400]   RAM.
[00:40:33.400 --> 00:40:34.400]   And the
[00:40:34.400 --> 00:40:35.400]   RAM.
[00:40:35.400 --> 00:40:36.400]   And the
[00:40:36.400 --> 00:40:37.400]   RAM.
[00:40:37.400 --> 00:40:38.400]   And the
[00:40:38.400 --> 00:40:39.400]   RAM.
[00:40:39.400 --> 00:40:40.400]   And the
[00:40:40.400 --> 00:40:41.400]   RAM.
[00:40:41.400 --> 00:40:42.400]   And the
[00:40:42.400 --> 00:40:43.400]   RAM.
[00:40:43.400 --> 00:40:44.400]   And the
[00:40:44.400 --> 00:40:45.400]   RAM.
[00:40:45.400 --> 00:40:46.400]   And the
[00:40:46.400 --> 00:40:47.400]   RAM.
[00:40:47.400 --> 00:40:48.400]   And the
[00:40:48.400 --> 00:40:49.400]   RAM.
[00:40:49.400 --> 00:40:50.400]   And the
[00:40:50.400 --> 00:40:51.400]   RAM.
[00:40:51.400 --> 00:40:52.400]   And the
[00:40:52.400 --> 00:40:53.400]   RAM.
[00:40:53.400 --> 00:40:54.400]   And the
[00:40:54.400 --> 00:40:55.400]   RAM.
[00:40:55.400 --> 00:40:56.400]   And the
[00:40:56.400 --> 00:40:57.400]   RAM.
[00:40:57.400 --> 00:40:58.400]   And the
[00:40:58.400 --> 00:40:59.400]   RAM.
[00:40:59.400 --> 00:41:00.400]   And the
[00:41:00.400 --> 00:41:01.400]   RAM.
[00:41:01.400 --> 00:41:01.400]   And the
[00:41:01.400 --> 00:41:02.400]   RAM.
[00:41:02.400 --> 00:41:03.400]   And the
[00:41:03.400 --> 00:41:04.400]   RAM.
[00:41:04.400 --> 00:41:05.400]   And the
[00:41:05.400 --> 00:41:06.400]   RAM.
[00:41:06.400 --> 00:41:07.400]   And the
[00:41:07.400 --> 00:41:08.400]   RAM.
[00:41:08.400 --> 00:41:09.400]   And the
[00:41:09.400 --> 00:41:10.400]   RAM.
[00:41:10.400 --> 00:41:11.400]   And the
[00:41:11.400 --> 00:41:12.400]   RAM.
[00:41:12.400 --> 00:41:13.400]   And the
[00:41:13.400 --> 00:41:14.400]   RAM.
[00:41:14.400 --> 00:41:15.400]   And the
[00:41:15.400 --> 00:41:16.400]   RAM.
[00:41:16.400 --> 00:41:17.400]   And the
[00:41:17.400 --> 00:41:18.400]   RAM.
[00:41:18.400 --> 00:41:19.400]   And the
[00:41:19.400 --> 00:41:19.400]   RAM.
[00:41:19.400 --> 00:41:20.400]   And the
[00:41:20.400 --> 00:41:21.400]   RAM.
[00:41:21.400 --> 00:41:22.400]   And the
[00:41:22.400 --> 00:41:23.400]   RAM.
[00:41:23.400 --> 00:41:24.400]   And the
[00:41:24.400 --> 00:41:25.400]   RAM.
[00:41:25.400 --> 00:41:26.400]   And the
[00:41:26.400 --> 00:41:27.400]   RAM.
[00:41:27.400 --> 00:41:28.400]   And the
[00:41:28.400 --> 00:41:29.400]   RAM.
[00:41:29.400 --> 00:41:30.400]   And the
[00:41:30.400 --> 00:41:31.400]   RAM.
[00:41:31.400 --> 00:41:32.400]   And the
[00:41:32.400 --> 00:41:33.400]   RAM.
[00:41:33.400 --> 00:41:34.400]   And the
[00:41:34.400 --> 00:41:35.400]   RAM.
[00:41:35.400 --> 00:41:36.400]   And the
[00:41:36.400 --> 00:41:37.400]   RAM.
[00:41:37.400 --> 00:41:38.400]   And the
[00:41:38.400 --> 00:41:39.400]   RAM.
[00:41:39.400 --> 00:41:40.400]   And the
[00:41:40.400 --> 00:41:41.400]   RAM.
[00:41:41.400 --> 00:41:42.400]   And the
[00:41:42.400 --> 00:41:43.400]   RAM.
[00:41:43.400 --> 00:41:44.400]   And the
[00:41:44.400 --> 00:41:45.400]   RAM.
[00:41:45.400 --> 00:41:46.400]   And the
[00:41:46.400 --> 00:41:47.400]   RAM.
[00:41:47.400 --> 00:41:48.400]   And the
[00:41:48.400 --> 00:41:49.400]   RAM.
[00:41:49.400 --> 00:41:50.400]   And the
[00:41:50.400 --> 00:41:51.400]   RAM.
[00:41:51.400 --> 00:41:52.400]   And the
[00:41:52.400 --> 00:41:53.400]   RAM.
[00:41:53.400 --> 00:41:54.400]   And the
[00:41:54.400 --> 00:41:55.400]   RAM.
[00:41:55.400 --> 00:41:56.400]   And the
[00:41:56.400 --> 00:41:57.400]   RAM.
[00:41:57.400 --> 00:41:58.400]   And the
[00:41:58.400 --> 00:41:59.400]   RAM.
[00:41:59.400 --> 00:41:59.400]   And the
[00:41:59.400 --> 00:42:00.400]   RAM.
[00:42:00.400 --> 00:42:01.400]   And the
[00:42:01.400 --> 00:42:02.400]   RAM.
[00:42:02.400 --> 00:42:03.400]   And the
[00:42:03.400 --> 00:42:04.400]   RAM.
[00:42:04.400 --> 00:42:05.400]   And the
[00:42:05.400 --> 00:42:06.400]   RAM.
[00:42:06.400 --> 00:42:07.400]   And the
[00:42:07.400 --> 00:42:08.400]   RAM.
[00:42:08.400 --> 00:42:08.400]   And the
[00:42:08.400 --> 00:42:09.400]   RAM.
[00:42:09.400 --> 00:42:10.400]   And the
[00:42:10.400 --> 00:42:11.400]   RAM.
[00:42:11.400 --> 00:42:12.400]   And the
[00:42:12.400 --> 00:42:13.400]   RAM.
[00:42:13.400 --> 00:42:14.400]   And the
[00:42:14.400 --> 00:42:15.400]   RAM.
[00:42:15.400 --> 00:42:15.400]   And the
[00:42:15.400 --> 00:42:16.400]   RAM.
[00:42:16.400 --> 00:42:17.400]   And the
[00:42:17.400 --> 00:42:18.400]   RAM.
[00:42:18.400 --> 00:42:19.400]   And the
[00:42:19.400 --> 00:42:20.400]   RAM.
[00:42:20.400 --> 00:42:21.400]   And the
[00:42:21.400 --> 00:42:22.400]   RAM.
[00:42:22.400 --> 00:42:23.400]   And the
[00:42:23.400 --> 00:42:24.400]   RAM.
[00:42:24.400 --> 00:42:24.400]   And the
[00:42:24.400 --> 00:42:25.400]   RAM.
[00:42:25.400 --> 00:42:26.400]   And the
[00:42:26.400 --> 00:42:27.400]   RAM.
[00:42:27.400 --> 00:42:28.400]   And the
[00:42:28.400 --> 00:42:29.400]   RAM.
[00:42:29.400 --> 00:42:30.400]   And the
