
[00:00:00.000 --> 00:00:05.280]   It's time for "Dwight" this weekend tech, Aaron Griffith from fortune.com is here along
[00:22:09.760 --> 00:22:10.760]   It looks different.
[00:22:10.760 --> 00:22:11.760]   It looks different.
[00:22:11.760 --> 00:22:12.760]   It looks different.
[00:22:12.760 --> 00:22:13.760]   It looks different.
[00:22:13.760 --> 00:22:14.760]   It looks different.
[00:22:14.760 --> 00:22:15.760]   It looks different.
[00:22:15.760 --> 00:22:16.760]   It looks different.
[00:22:16.760 --> 00:22:17.760]   It looks different.
[00:22:17.760 --> 00:22:18.760]   It looks different.
[00:22:18.760 --> 00:22:19.760]   It looks different.
[00:22:19.760 --> 00:22:20.760]   It looks different.
[00:22:20.760 --> 00:22:21.760]   It looks different.
[00:22:21.760 --> 00:22:22.760]   It looks different.
[00:22:22.760 --> 00:22:23.760]   It looks different.
[00:22:23.760 --> 00:22:24.760]   It looks different.
[00:22:24.760 --> 00:22:25.760]   It looks different.
[00:22:25.760 --> 00:22:26.760]   It looks different.
[00:22:26.760 --> 00:22:27.760]   It looks different.
[00:22:27.760 --> 00:22:28.760]   It looks different.
[00:22:28.760 --> 00:22:29.760]   It looks different.
[00:22:29.760 --> 00:22:30.760]   It looks different.
[00:22:30.760 --> 00:22:31.760]   It looks different.
[00:22:31.760 --> 00:22:32.760]   It looks different.
[00:22:32.760 --> 00:22:33.760]   It looks different.
[00:22:33.760 --> 00:22:34.760]   It looks different.
[00:22:34.760 --> 00:22:35.760]   It looks different.
[00:22:35.760 --> 00:22:36.760]   It looks different.
[00:22:36.760 --> 00:22:37.760]   It looks different.
[00:22:37.760 --> 00:22:38.760]   It looks different.
[00:22:38.760 --> 00:22:39.760]   It looks different.
[00:22:39.760 --> 00:22:40.760]   It looks different.
[00:22:40.760 --> 00:22:41.760]   It looks different.
[00:22:41.760 --> 00:22:42.760]   It looks different.
[00:22:42.760 --> 00:22:43.760]   It looks different.
[00:22:43.760 --> 00:22:44.760]   It looks different.
[00:22:44.760 --> 00:22:45.760]   It looks different.
[00:22:45.760 --> 00:22:46.760]   It looks different.
[00:22:46.760 --> 00:22:47.760]   It looks different.
[00:22:47.760 --> 00:22:48.760]   It looks different.
[00:22:48.760 --> 00:22:49.760]   It looks different.
[00:22:49.760 --> 00:22:50.760]   It looks different.
[00:22:50.760 --> 00:22:51.760]   It looks different.
[00:22:51.760 --> 00:22:52.760]   It looks different.
[00:22:52.760 --> 00:22:53.760]   It looks different.
[00:22:53.760 --> 00:22:54.760]   It looks different.
[00:22:54.760 --> 00:22:55.760]   It looks different.
[00:22:55.760 --> 00:22:56.760]   It looks different.
[00:22:56.760 --> 00:22:57.760]   It looks different.
[00:22:57.760 --> 00:22:58.760]   It looks different.
[00:22:58.760 --> 00:22:59.760]   It looks different.
[00:22:59.760 --> 00:23:00.760]   It looks different.
[00:23:00.760 --> 00:23:01.760]   It looks different.
[00:23:01.760 --> 00:23:02.760]   It looks different.
[00:23:02.760 --> 00:23:03.760]   It looks different.
[00:23:03.760 --> 00:23:04.760]   It looks different.
[00:23:04.760 --> 00:23:05.760]   It looks different.
[00:23:05.760 --> 00:23:06.760]   It looks different.
[00:23:06.760 --> 00:23:07.760]   It looks different.
[00:23:07.760 --> 00:23:08.760]   It looks different.
[00:23:08.760 --> 00:23:09.760]   It looks different.
[00:23:09.760 --> 00:23:10.760]   It looks different.
[00:23:10.760 --> 00:23:11.760]   It looks different.
[00:23:11.760 --> 00:23:12.760]   It looks different.
[00:23:12.760 --> 00:23:13.760]   It looks different.
[00:23:13.760 --> 00:23:14.760]   It looks different.
[00:23:14.760 --> 00:23:15.760]   It looks different.
[00:23:15.760 --> 00:23:16.760]   It looks different.
[00:23:16.760 --> 00:23:17.760]   It looks different.
[00:23:17.760 --> 00:23:18.760]   It looks different.
[00:23:18.760 --> 00:23:19.760]   It looks different.
[00:23:19.760 --> 00:23:20.760]   It looks different.
[00:23:20.760 --> 00:23:21.760]   It looks different.
[00:23:21.760 --> 00:23:22.760]   It looks different.
[00:23:22.760 --> 00:23:23.760]   It looks different.
[00:23:23.760 --> 00:23:24.760]   It looks different.
[00:23:24.760 --> 00:23:25.760]   It looks different.
[00:23:25.760 --> 00:23:26.760]   It looks different.
[00:23:26.760 --> 00:23:27.760]   It looks different.
[00:23:27.760 --> 00:23:28.760]   It looks different.
[00:23:28.760 --> 00:23:29.760]   It looks different.
[00:23:29.760 --> 00:23:30.760]   It looks different.
[00:23:30.760 --> 00:23:31.760]   It looks different.
[00:23:31.760 --> 00:23:32.760]   It looks different.
[00:23:32.760 --> 00:23:33.760]   It looks different.
[00:23:33.760 --> 00:23:34.760]   It looks different.
[00:23:34.760 --> 00:23:35.760]   It looks different.
[00:23:35.760 --> 00:23:36.760]   It looks different.
[00:23:36.760 --> 00:23:37.760]   It looks different.
[00:23:37.760 --> 00:23:38.760]   It looks different.
[00:23:38.760 --> 00:23:39.760]   It looks different.
[00:23:39.760 --> 00:23:40.760]   It looks different.
[00:23:40.760 --> 00:23:41.760]   It looks different.
[00:23:41.760 --> 00:23:42.760]   It looks different.
[00:23:42.760 --> 00:23:43.760]   It looks different.
[00:23:43.760 --> 00:23:44.760]   It looks different.
[00:23:44.760 --> 00:23:45.760]   It looks different.
[00:23:45.760 --> 00:23:46.760]   It looks different.
[00:23:46.760 --> 00:23:47.760]   It looks different.
[00:23:47.760 --> 00:23:48.760]   It looks different.
[00:23:48.760 --> 00:23:49.760]   It looks different.
[00:23:49.760 --> 00:23:50.760]   It looks different.
[00:23:50.760 --> 00:23:51.760]   It looks different.
[00:23:51.760 --> 00:23:52.760]   It looks different.
[00:23:52.760 --> 00:23:53.760]   It looks different.
[00:23:53.760 --> 00:23:54.760]   It looks different.
[00:23:54.760 --> 00:23:55.760]   It looks different.
[00:23:55.760 --> 00:23:56.760]   It looks different.
[00:23:56.760 --> 00:23:57.760]   It looks different.
[00:23:57.760 --> 00:23:58.760]   It looks different.
[00:23:58.760 --> 00:23:59.760]   It looks different.
[00:23:59.760 --> 00:24:00.760]   It looks different.
[00:24:00.760 --> 00:24:01.760]   It looks different.
[00:24:01.760 --> 00:24:02.760]   It looks different.
[00:24:02.760 --> 00:24:03.760]   It looks different.
[00:24:03.760 --> 00:24:04.760]   It looks different.
[00:24:04.760 --> 00:24:05.760]   It looks different.
[00:24:05.760 --> 00:24:06.760]   It looks different.
[00:24:06.760 --> 00:24:07.760]   It looks different.
[00:24:07.760 --> 00:24:08.760]   It looks different.
[00:24:08.760 --> 00:24:09.760]   It looks different.
[00:24:09.760 --> 00:24:10.760]   It looks different.
[00:24:10.760 --> 00:24:11.760]   It looks different.
[00:24:11.760 --> 00:24:12.760]   It looks different.
[00:24:12.760 --> 00:24:13.760]   It looks different.
[00:24:13.760 --> 00:24:14.760]   It looks different.
[00:24:14.760 --> 00:24:15.760]   It looks different.
[00:24:15.760 --> 00:24:16.760]   It looks different.
[00:24:16.760 --> 00:24:17.760]   It looks different.
[00:24:17.760 --> 00:24:18.760]   It looks different.
[00:24:18.760 --> 00:24:19.760]   It looks different.
[00:24:19.760 --> 00:24:20.760]   It looks different.
[00:24:20.760 --> 00:24:21.760]   It looks different.
[00:24:21.760 --> 00:24:22.760]   It looks different.
[00:24:22.760 --> 00:24:23.760]   It looks different.
[00:24:23.760 --> 00:24:24.760]   It looks different.
[00:24:24.760 --> 00:24:25.760]   It looks different.
[00:24:25.760 --> 00:24:26.760]   It looks different.
[00:24:26.760 --> 00:24:27.760]   It looks different.
[00:24:27.760 --> 00:24:28.760]   It looks different.
[00:24:28.760 --> 00:24:29.760]   It looks different.
[00:24:29.760 --> 00:24:30.760]   It looks different.
[00:24:30.760 --> 00:24:31.760]   It looks different.
[00:24:31.760 --> 00:24:32.760]   It looks different.
[00:24:32.760 --> 00:24:33.760]   It looks different.
[00:24:33.760 --> 00:24:34.760]   It looks different.
[00:24:34.760 --> 00:24:35.760]   It looks different.
[00:24:35.760 --> 00:24:36.760]   It looks different.
[00:24:36.760 --> 00:24:37.760]   It looks different.
[00:24:37.760 --> 00:24:38.760]   It looks different.
[00:24:38.760 --> 00:24:39.760]   It looks different.
[00:24:39.760 --> 00:24:40.760]   It looks different.
[00:24:40.760 --> 00:24:41.760]   It looks different.
[00:24:41.760 --> 00:24:42.760]   It looks different.
[00:24:42.760 --> 00:24:43.760]   It looks different.
[00:24:43.760 --> 00:24:44.760]   It looks different.
[00:24:44.760 --> 00:24:45.760]   It looks different.
[00:24:45.760 --> 00:24:46.760]   It looks different.
[00:24:46.760 --> 00:24:47.760]   It looks different.
[00:24:47.760 --> 00:24:48.760]   It looks different.
[00:24:48.760 --> 00:24:49.760]   It looks different.
[00:24:49.760 --> 00:24:50.760]   It looks different.
[00:24:50.760 --> 00:24:51.760]   It looks different.
[00:24:51.760 --> 00:24:52.760]   It looks different.
[00:24:52.760 --> 00:24:53.760]   It looks different.
[00:24:53.760 --> 00:24:54.760]   It looks different.
[00:24:54.760 --> 00:24:55.760]   It looks different.
[00:24:55.760 --> 00:24:56.760]   It looks different.
[00:24:56.760 --> 00:24:57.760]   It looks different.
[00:24:57.760 --> 00:24:58.760]   It looks different.
[00:24:58.760 --> 00:24:59.760]   It looks different.
[00:24:59.760 --> 00:25:00.760]   It looks different.
[00:25:00.760 --> 00:25:01.760]   It looks different.
[00:25:01.760 --> 00:25:02.760]   It looks different.
[00:25:02.760 --> 00:25:03.760]   It looks different.
[00:25:03.760 --> 00:25:04.760]   It looks different.
[00:25:04.760 --> 00:25:05.760]   It looks different.
[00:25:05.760 --> 00:25:06.760]   It looks different.
[00:25:06.760 --> 00:25:07.760]   It looks different.
[00:25:07.760 --> 00:25:08.760]   It looks different.
[00:25:08.760 --> 00:25:09.760]   It looks different.
[00:25:09.760 --> 00:25:10.760]   It looks different.
[00:25:10.760 --> 00:25:11.760]   It looks different.
[00:25:11.760 --> 00:25:12.760]   It looks different.
[00:25:12.760 --> 00:25:13.760]   It looks different.
[00:25:13.760 --> 00:25:14.760]   It looks different.
[00:25:14.760 --> 00:25:15.760]   It looks different.
[00:25:15.760 --> 00:25:16.760]   It looks different.
[00:25:16.760 --> 00:25:17.760]   It looks different.
[00:25:17.760 --> 00:25:18.760]   It looks different.
[00:25:18.760 --> 00:25:19.760]   It looks different.
[00:25:19.760 --> 00:25:20.760]   It looks different.
[00:25:20.760 --> 00:25:21.760]   It looks different.
[00:25:21.760 --> 00:25:22.760]   It looks different.
[00:25:22.760 --> 00:25:23.760]   It looks different.
[00:25:23.760 --> 00:25:24.760]   It looks different.
[00:25:24.760 --> 00:25:25.760]   It looks different.
[00:25:25.760 --> 00:25:26.760]   It looks different.
[00:25:26.760 --> 00:25:27.760]   It looks different.
[00:25:27.760 --> 00:25:28.760]   It looks different.
[00:25:28.760 --> 00:25:29.760]   It looks different.
[00:25:29.760 --> 00:25:30.760]   It looks different.
[00:25:30.760 --> 00:25:31.760]   It looks different.
[00:25:31.760 --> 00:25:32.760]   It looks different.
[00:25:32.760 --> 00:25:33.760]   It looks different.
[00:25:33.760 --> 00:25:34.760]   It looks different.
[00:25:34.760 --> 00:25:35.760]   It looks different.
[00:25:35.760 --> 00:25:36.760]   It looks different.
[00:25:36.760 --> 00:25:37.760]   It looks different.
[00:25:37.760 --> 00:25:38.760]   It looks different.
[00:25:38.760 --> 00:25:39.760]   It looks different.
[00:25:39.760 --> 00:25:40.760]   It looks different.
[00:25:40.760 --> 00:25:41.760]   It looks different.
[00:25:41.760 --> 00:25:42.760]   It looks different.
[00:25:42.760 --> 00:25:43.760]   It looks different.
[00:25:43.760 --> 00:25:44.760]   It looks different.
[00:25:44.760 --> 00:25:45.760]   It looks different.
[00:25:45.760 --> 00:25:46.760]   It looks different.
[00:25:46.760 --> 00:25:47.760]   It looks different.
[00:25:47.760 --> 00:25:48.760]   It looks different.
[00:25:48.760 --> 00:25:49.760]   It looks different.
[00:25:49.760 --> 00:25:50.760]   It looks different.
[00:25:50.760 --> 00:25:51.760]   It looks different.
[00:25:51.760 --> 00:25:52.760]   It looks different.
[00:25:52.760 --> 00:25:53.760]   It looks different.
[00:25:53.760 --> 00:25:54.760]   It looks different.
[00:25:54.760 --> 00:25:55.760]   It looks different.
[00:25:55.760 --> 00:25:56.760]   It looks different.
[00:25:56.760 --> 00:25:57.760]   It looks different.
[00:25:57.760 --> 00:25:58.760]   It looks different.
[00:25:58.760 --> 00:25:59.760]   It looks different.
[00:25:59.760 --> 00:26:00.760]   It looks different.
[00:26:00.760 --> 00:26:01.760]   It looks different.
[00:26:01.760 --> 00:26:02.760]   It looks different.
[00:26:02.760 --> 00:26:03.760]   It looks different.
[00:26:03.760 --> 00:26:04.760]   It looks different.
[00:26:04.760 --> 00:26:05.760]   It looks different.
[00:26:05.760 --> 00:26:06.760]   It looks different.
[00:26:06.760 --> 00:26:07.760]   It looks different.
[00:26:07.760 --> 00:26:08.760]   It looks different.
[00:26:08.760 --> 00:26:09.760]   It looks different.
[00:26:09.760 --> 00:26:10.760]   It looks different.
[00:26:10.760 --> 00:26:11.760]   It looks different.
[00:26:11.760 --> 00:26:12.760]   It looks different.
[00:26:12.760 --> 00:26:13.760]   It looks different.
[00:26:13.760 --> 00:26:14.760]   It looks different.
[00:26:14.760 --> 00:26:15.760]   It looks different.
[00:26:15.760 --> 00:26:16.760]   It looks different.
[00:26:16.760 --> 00:26:17.760]   It looks different.
[00:26:17.760 --> 00:26:18.760]   It looks different.
[00:26:18.760 --> 00:26:19.760]   It looks different.
[00:26:19.760 --> 00:26:20.760]   It looks different.
[00:26:20.760 --> 00:26:21.760]   It looks different.
[00:26:21.760 --> 00:26:22.760]   It looks different.
[00:26:22.760 --> 00:26:23.760]   It looks different.
[00:26:23.760 --> 00:26:24.760]   It looks different.
[00:26:24.760 --> 00:26:25.760]   It looks different.
[00:26:25.760 --> 00:26:26.760]   It looks different.
[00:26:26.760 --> 00:26:27.760]   It looks different.
[00:26:27.760 --> 00:26:28.760]   It looks different.
[00:26:28.760 --> 00:26:29.760]   It looks different.
[00:26:29.760 --> 00:26:30.760]   It looks different.
[00:26:30.760 --> 00:26:31.760]   It looks different.
[00:26:31.760 --> 00:26:32.760]   It looks different.
[00:26:32.760 --> 00:26:33.760]   It looks different.
[00:26:33.760 --> 00:26:34.760]   It looks different.
[00:26:34.760 --> 00:26:35.760]   It looks different.
[00:26:35.760 --> 00:26:36.760]   It looks different.
[00:26:36.760 --> 00:26:37.760]   It looks different.
[00:26:37.760 --> 00:26:38.760]   It looks different.
[00:26:38.760 --> 00:26:39.760]   It looks different.
[00:26:39.760 --> 00:26:40.760]   It looks different.
[00:26:40.760 --> 00:26:41.760]   It looks different.
[00:26:41.760 --> 00:26:42.760]   It looks different.
[00:26:42.760 --> 00:26:43.760]   It looks different.
[00:26:43.760 --> 00:26:44.760]   It looks different.
[00:26:44.760 --> 00:26:45.760]   It looks different.
[00:26:45.760 --> 00:26:46.760]   It looks different.
[00:26:46.760 --> 00:26:47.760]   It looks different.
[00:26:47.760 --> 00:26:48.760]   It looks different.
[00:26:48.760 --> 00:26:49.760]   It looks different.
[00:26:49.760 --> 00:26:50.760]   It looks different.
[00:26:50.760 --> 00:26:51.760]   It looks different.
[00:26:51.760 --> 00:26:52.760]   It looks different.
[00:26:52.760 --> 00:26:53.760]   It looks different.
[00:26:53.760 --> 00:26:54.760]   It looks different.
[00:26:54.760 --> 00:26:55.760]   It looks different.
[00:26:55.760 --> 00:26:56.760]   It looks different.
[00:26:56.760 --> 00:26:57.760]   It looks different.
[00:26:57.760 --> 00:26:58.760]   It looks different.
[00:26:58.760 --> 00:26:59.760]   It looks different.
[00:26:59.760 --> 00:27:00.760]   It looks different.
[00:27:00.760 --> 00:27:01.760]   It looks different.
[00:27:01.760 --> 00:27:02.760]   It looks different.
[00:27:02.760 --> 00:27:03.760]   It looks different.
[00:27:03.760 --> 00:27:04.760]   It looks different.
[00:27:04.760 --> 00:27:05.760]   It looks different.
[00:27:05.760 --> 00:27:06.760]   It looks different.
[00:27:06.760 --> 00:27:07.760]   It looks different.
[00:27:07.760 --> 00:27:08.760]   It looks different.
[00:27:08.760 --> 00:27:09.760]   It looks different.
[00:27:09.760 --> 00:27:10.760]   It looks different.
[00:27:10.760 --> 00:27:11.760]   It looks different.
[00:27:11.760 --> 00:27:12.760]   It looks different.
[00:27:12.760 --> 00:27:13.760]   It looks different.
[00:27:13.760 --> 00:27:14.760]   It looks different.
[00:27:14.760 --> 00:27:15.760]   It looks different.
[00:27:15.760 --> 00:27:16.760]   It looks different.
[00:27:16.760 --> 00:27:17.760]   It looks different.
[00:27:17.760 --> 00:27:18.760]   It looks different.
[00:27:18.760 --> 00:27:19.760]   It looks different.
[00:27:19.760 --> 00:27:20.760]   It looks different.
[00:27:20.760 --> 00:27:21.760]   It looks different.
[00:27:21.760 --> 00:27:22.760]   It looks different.
[00:27:22.760 --> 00:27:23.760]   It looks different.
[00:27:23.760 --> 00:27:24.760]   It looks different.
[00:27:24.760 --> 00:27:25.760]   It looks different.
[00:27:25.760 --> 00:27:26.760]   It looks different.
[00:27:26.760 --> 00:27:27.760]   It looks different.
[00:27:27.760 --> 00:27:28.760]   It looks different.
[00:27:28.760 --> 00:27:29.760]   It looks different.
[00:27:29.760 --> 00:27:30.760]   It looks different.
[00:27:30.760 --> 00:27:31.760]   It looks different.
[00:27:31.760 --> 00:27:32.760]   It looks different.
[00:27:32.760 --> 00:27:33.760]   It looks different.
[00:27:33.760 --> 00:27:34.760]   It looks different.
[00:27:34.760 --> 00:27:35.760]   It looks different.
[00:27:35.760 --> 00:27:36.760]   It looks different.
[00:27:36.760 --> 00:27:37.760]   It looks different.
[00:27:37.760 --> 00:27:38.760]   It looks different.
[00:27:38.760 --> 00:27:39.760]   It looks different.
[00:27:39.760 --> 00:27:40.760]   It looks different.
[00:27:40.760 --> 00:27:41.760]   It looks different.
[00:27:41.760 --> 00:27:42.760]   It looks different.
[00:27:42.760 --> 00:27:43.760]   It looks different.
[00:27:43.760 --> 00:27:44.760]   It looks different.
[00:27:44.760 --> 00:27:45.760]   It looks different.
[00:27:45.760 --> 00:27:46.760]   It looks different.
[00:27:46.760 --> 00:27:47.760]   It looks different.
[00:27:47.760 --> 00:27:48.760]   It looks different.
[00:27:48.760 --> 00:27:49.760]   It looks different.
[00:27:49.760 --> 00:27:50.760]   It looks different.
[00:27:50.760 --> 00:27:51.760]   It looks different.
[00:27:51.760 --> 00:27:52.760]   It looks different.
[00:27:52.760 --> 00:27:53.760]   It looks different.
[00:27:53.760 --> 00:27:54.760]   It looks different.
[00:27:54.760 --> 00:27:55.760]   It looks different.
[00:27:55.760 --> 00:27:56.760]   It looks different.
[00:27:56.760 --> 00:27:57.760]   It looks different.
[00:27:57.760 --> 00:27:58.760]   It looks different.
[00:27:58.760 --> 00:27:59.760]   It looks different.
[00:27:59.760 --> 00:28:00.760]   It looks different.
[00:28:00.760 --> 00:28:01.760]   It looks different.
[00:28:01.760 --> 00:28:02.760]   It looks different.
[00:28:02.760 --> 00:28:03.760]   It looks different.
[00:28:03.760 --> 00:28:04.760]   It looks different.
[00:28:04.760 --> 00:28:05.760]   It looks different.
[00:28:05.760 --> 00:28:06.760]   It looks different.
[00:28:06.760 --> 00:28:07.760]   It looks different.
[00:28:07.760 --> 00:28:08.760]   It looks different.
[00:28:08.760 --> 00:28:09.760]   It looks different.
[00:28:09.760 --> 00:28:10.760]   It looks different.
[00:28:10.760 --> 00:28:11.760]   It looks different.
[00:28:11.760 --> 00:28:12.760]   It looks different.
[00:28:12.760 --> 00:28:13.760]   It looks different.
[00:28:13.760 --> 00:28:14.760]   It looks different.
[00:28:14.760 --> 00:28:15.760]   It looks different.
[00:28:15.760 --> 00:28:16.760]   It looks different.
[00:28:16.760 --> 00:28:17.760]   It looks different.
[00:28:17.760 --> 00:28:18.760]   It looks different.
[00:28:18.760 --> 00:28:19.760]   It looks different.
[00:28:19.760 --> 00:28:20.760]   It looks different.
[00:28:20.760 --> 00:28:21.760]   It looks different.
[00:28:21.760 --> 00:28:22.760]   It looks different.
[00:28:22.760 --> 00:28:23.760]   It looks different.
[00:28:23.760 --> 00:28:24.760]   It looks different.
[00:28:24.760 --> 00:28:25.760]   It looks different.
[00:28:25.760 --> 00:28:26.760]   It looks different.
[00:28:26.760 --> 00:28:27.760]   It looks different.
[00:28:27.760 --> 00:28:28.760]   It looks different.
[00:28:28.760 --> 00:28:29.760]   It looks different.
[00:28:29.760 --> 00:28:30.760]   It looks different.
[00:28:30.760 --> 00:28:31.760]   It looks different.
[00:28:31.760 --> 00:28:32.760]   It looks different.
[00:28:32.760 --> 00:28:33.760]   It looks different.
[00:28:33.760 --> 00:28:34.760]   It looks different.
[00:28:34.760 --> 00:28:35.760]   It looks different.
[00:28:35.760 --> 00:28:36.760]   It looks different.
[00:28:36.760 --> 00:28:37.760]   It looks different.
[00:28:37.760 --> 00:28:38.760]   It looks different.
[00:28:38.760 --> 00:28:39.760]   It looks different.
[00:28:39.760 --> 00:28:40.760]   It looks different.
[00:28:40.760 --> 00:28:41.760]   It looks different.
[00:28:41.760 --> 00:28:42.760]   It looks different.
[00:28:42.760 --> 00:28:43.760]   It looks different.
[00:28:43.760 --> 00:28:44.760]   It looks different.
[00:28:44.760 --> 00:28:45.760]   It looks different.
[00:28:45.760 --> 00:28:46.760]   It looks different.
[00:28:46.760 --> 00:28:47.760]   It looks different.
[00:28:47.760 --> 00:28:48.760]   It looks different.
[00:28:48.760 --> 00:28:49.760]   It looks different.
[00:28:49.760 --> 00:28:50.760]   It looks different.
[00:28:50.760 --> 00:28:51.760]   It looks different.
[00:28:51.760 --> 00:28:52.760]   It looks different.
[00:28:52.760 --> 00:28:53.760]   It looks different.
[00:28:53.760 --> 00:28:54.760]   It looks different.
[00:28:54.760 --> 00:28:55.760]   It looks different.
[00:28:55.760 --> 00:28:56.760]   It looks different.
[00:28:56.760 --> 00:28:57.760]   It looks different.
[00:28:57.760 --> 00:28:58.760]   It looks different.
[00:28:58.760 --> 00:28:59.760]   It looks different.
[00:28:59.760 --> 00:29:00.760]   It looks different.
[00:29:00.760 --> 00:29:01.760]   It looks different.
[00:29:01.760 --> 00:29:02.760]   It looks different.
[00:29:02.760 --> 00:29:03.760]   It looks different.
[00:29:03.760 --> 00:29:04.760]   It looks different.
[00:29:04.760 --> 00:29:05.760]   It looks different.
[00:29:05.760 --> 00:29:06.760]   It looks different.
[00:29:06.760 --> 00:29:07.760]   It looks different.
[00:29:07.760 --> 00:29:08.760]   It looks different.
[00:29:08.760 --> 00:29:09.760]   It looks different.
[00:29:09.760 --> 00:29:10.760]   It looks different.
[00:29:10.760 --> 00:29:11.760]   It looks different.
[00:29:11.760 --> 00:29:12.760]   It looks different.
[00:29:12.760 --> 00:29:13.760]   It looks different.
[00:29:13.760 --> 00:29:14.760]   It looks different.
[00:29:14.760 --> 00:29:15.760]   It looks different.
[00:29:15.760 --> 00:29:16.760]   It looks different.
[00:29:16.760 --> 00:29:17.760]   It looks different.
[00:29:17.760 --> 00:29:18.760]   It looks different.
[00:29:18.760 --> 00:29:19.760]   It looks different.
[00:29:19.760 --> 00:29:20.760]   It looks different.
[00:29:20.760 --> 00:29:21.760]   It looks different.
[00:29:21.760 --> 00:29:22.760]   It looks different.
[00:29:22.760 --> 00:29:23.760]   It looks different.
[00:29:23.760 --> 00:29:24.760]   It looks different.
[00:29:24.760 --> 00:29:25.760]   It looks different.
[00:29:25.760 --> 00:29:26.760]   It looks different.
[00:29:26.760 --> 00:29:27.760]   It looks different.
[00:29:27.760 --> 00:29:28.760]   It looks different.
[00:29:28.760 --> 00:29:29.760]   It looks different.
[00:29:29.760 --> 00:29:30.760]   It looks different.
[00:29:30.760 --> 00:29:31.760]   It looks different.
[00:29:31.760 --> 00:29:32.760]   It looks different.
[00:29:32.760 --> 00:29:33.760]   It looks different.
[00:29:33.760 --> 00:29:34.760]   It looks different.
[00:29:34.760 --> 00:29:35.760]   It looks different.
[00:29:35.760 --> 00:29:36.760]   It looks different.
[00:29:36.760 --> 00:29:37.760]   It looks different.
[00:29:37.760 --> 00:29:38.760]   It looks different.
[00:29:38.760 --> 00:29:39.760]   It looks different.
[00:29:39.760 --> 00:29:40.760]   It looks different.
[00:29:40.760 --> 00:29:41.760]   It looks different.
[00:29:41.760 --> 00:29:42.760]   It looks different.
[00:29:42.760 --> 00:29:43.760]   It looks different.
[00:29:43.760 --> 00:29:44.760]   It looks different.
[00:29:44.760 --> 00:29:45.760]   It looks different.
[00:29:45.760 --> 00:29:46.760]   It looks different.
[00:29:46.760 --> 00:29:47.760]   It looks different.
[00:29:47.760 --> 00:29:48.760]   It looks different.
[00:29:48.760 --> 00:29:49.760]   It looks different.
[00:29:49.760 --> 00:29:50.760]   It looks different.
[00:29:50.760 --> 00:29:51.760]   It looks different.
[00:29:51.760 --> 00:29:52.760]   It looks different.
[00:29:52.760 --> 00:29:53.760]   It looks different.
[00:29:53.760 --> 00:29:54.760]   It looks different.
[00:29:54.760 --> 00:29:55.760]   It looks different.
[00:29:55.760 --> 00:29:56.760]   It looks different.
[00:29:56.760 --> 00:29:57.760]   It looks different.
[00:29:57.760 --> 00:29:58.760]   It looks different.
[00:29:58.760 --> 00:29:59.760]   It looks different.
[00:29:59.760 --> 00:30:00.760]   It looks different.
[00:30:00.760 --> 00:30:01.760]   It looks different.
[00:30:01.760 --> 00:30:02.760]   It looks different.
[00:30:02.760 --> 00:30:03.760]   It looks different.
[00:30:03.760 --> 00:30:04.760]   It looks different.
[00:30:04.760 --> 00:30:05.760]   It looks different.
[00:30:05.760 --> 00:30:06.760]   It looks different.
[00:30:06.760 --> 00:30:07.760]   It looks different.
[00:30:07.760 --> 00:30:08.760]   It looks different.
[00:30:08.760 --> 00:30:09.760]   It looks different.
[00:30:09.760 --> 00:30:10.760]   It looks different.
[00:30:10.760 --> 00:30:11.760]   It looks different.
[00:30:11.760 --> 00:30:12.760]   It looks different.
[00:30:12.760 --> 00:30:13.760]   It looks different.
[00:30:13.760 --> 00:30:14.760]   It looks different.
[00:30:14.760 --> 00:30:15.760]   It looks different.
[00:30:15.760 --> 00:30:16.760]   It looks different.
[00:30:16.760 --> 00:30:17.760]   It looks different.
[00:30:17.760 --> 00:30:18.760]   It looks different.
[00:30:18.760 --> 00:30:19.760]   It looks different.
[00:30:19.760 --> 00:30:20.760]   It looks different.
[00:30:20.760 --> 00:30:21.760]   It looks different.
[00:30:21.760 --> 00:30:22.760]   It looks different.
[00:30:22.760 --> 00:30:23.760]   It looks different.
[00:30:23.760 --> 00:30:24.760]   It looks different.
[00:30:24.760 --> 00:30:25.760]   It looks different.
[00:30:25.760 --> 00:30:26.760]   It looks different.
[00:30:26.760 --> 00:30:27.760]   It looks different.
[00:30:27.760 --> 00:30:28.760]   It looks different.
[00:30:28.760 --> 00:30:29.760]   It looks different.
[00:30:29.760 --> 00:30:30.760]   It looks different.
[00:30:30.760 --> 00:30:31.760]   It looks different.
[00:30:31.760 --> 00:30:32.760]   It looks different.
[00:30:32.760 --> 00:30:33.760]   It looks different.
[00:30:33.760 --> 00:30:34.760]   It looks different.
[00:30:34.760 --> 00:30:35.760]   It looks different.
[00:30:35.760 --> 00:30:36.760]   It looks different.
[00:30:36.760 --> 00:30:37.760]   It looks different.
[00:30:37.760 --> 00:30:38.760]   It looks different.
[00:30:38.760 --> 00:30:39.760]   It looks different.
[00:30:39.760 --> 00:30:40.760]   It looks different.
[00:30:40.760 --> 00:30:41.760]   It looks different.
[00:30:41.760 --> 00:30:42.760]   It looks different.
[00:30:42.760 --> 00:30:43.760]   It looks different.
[00:30:43.760 --> 00:30:44.760]   It looks different.
[00:30:44.760 --> 00:30:45.760]   It looks different.
