;FFMETADATA1
title=Give Peas a Chance
artist=TWiT
album_artist=TWiT
album=This Week in Google
track=307
genre=Podcast
comment=http://twit.tv/twig
copyright=These netcasts are released under a Creative Commons Attribution Non-Commercial Share-Alike license. TWiT and TWiT Logo are registered trademarks of Leo Laporte.
publisher=TWiT
date=2015
encoder=Lavf59.27.100

[00:00:00.000 --> 00:00:04.000]   It's time for Twig this week in Google.
[00:21:53.000 --> 00:22:04.000]   And they're adding human beings to it. For example, Apple Music has human curation at multiple points, including radio station with DJs who are picking music.
[00:22:04.000 --> 00:22:12.000]   They have Google, in fact, came out with its response to Apple Music, which was a free tier for Google Play Music.
[00:22:12.000 --> 00:22:19.000]   Those sort of little channels or radio stations, whatever they call them, are all human curated.
[00:22:19.000 --> 00:22:26.000]   Pulse, for example, which launched as a news app for sorting the news was intensely algorithmic.
[00:22:26.000 --> 00:22:35.000]   That was his whole claim to fame. LinkedIn bought it what a couple years ago, a year or two ago, and now they just relaunched with human curation.
[00:22:35.000 --> 00:22:48.000]   Snapchat has its human curated stuff. It goes on and on. Twitter is coming out with something called Project Lightning, which is going to be a human curated way to organize the best stuff around the world.
[00:22:48.000 --> 00:23:07.000]   And so, this is one of the reasons why all these companies in Silicon Valley are backing off of having services where there's no person as the final filter for what is presented to the public.
[00:23:07.000 --> 00:23:16.000]   Now, of course, with Google Photos and that kind of search, you can have human intermediation in that, you know, it's just not that type of service.
[00:23:16.000 --> 00:23:23.000]   But I think this is an important conversation that we need to be having is we thought the algorithms were about to take over everything.
[00:23:23.000 --> 00:23:43.000]   And now, companies are competing and winning and being better than they're competing services by hiring a whole bunch of people and having those people use their judgment, their taste, their sensibilities to prevent exactly this sort of thing that happened with Google Photos from occurring and presenting that content to the world.
[00:23:43.000 --> 00:23:51.000]   So, I don't know how you guys, if you guys have noticed this trend, but it seems to me like a very, very strong trend toward human curation, human editing.
[00:23:51.000 --> 00:23:54.000]   It's a really good observation. Yeah.
[00:23:54.000 --> 00:24:00.000]   So, I saw this, I saw a talk by Mike Krieger, who was one of the co-founders of Instagram, and it was about machine learning and images.
[00:24:00.000 --> 00:24:11.000]   And it's one of my favorite, you know, sort of image recognition stories, which is that they fed the Mona Lisa, an image of the Mona Lisa to an image recognition algorithm.
[00:24:11.000 --> 00:24:18.000]   And I'm paraphrasing this maybe badly, but the result was a sad young woman taking a selfie.
[00:24:18.000 --> 00:24:23.000]   That's always my, the Mona Lisa got a bad rap.
[00:24:23.000 --> 00:24:26.000]   And she's famous because she's got a little smile on her face.
[00:24:26.000 --> 00:24:31.000]   She's significantly less sad than a lot of her contemporaries, contemporary subjects.
[00:24:31.000 --> 00:24:35.000]   Well, why don't we take a break and we'll come back and talk about some more stuff.
[00:24:35.000 --> 00:24:43.000]   I'm going to grill Gina about some developer issues that I don't quite have a perfect handle on yet, but I know I will after I grill Gina.
[00:24:43.000 --> 00:24:49.000]   But first, let's talk about our first sponsor today, which is FreshBooks.
[00:24:49.000 --> 00:24:57.000]   FreshBooks is a service that will let you, will let you invoice whoever it is that you're working for.
[00:24:57.000 --> 00:24:59.000]   I've been using FreshBooks for a long time.
[00:24:59.000 --> 00:25:10.000]   I think I learned about it from Leo a couple of years ago. And in addition to my day job of being the news director at Twit, I also write a couple of columns and I use FreshBooks for all of my billing.
[00:25:10.000 --> 00:25:21.000]   And one of the funny things about FreshBooks, just give you an example of how easy it is to use is that every single time I create an, and send an invoice right before I send it, I always have the same thought.
[00:25:21.000 --> 00:25:25.000]   And that thought is, that's it? That's all I had to do?
[00:25:25.000 --> 00:25:32.000]   I must have missed something because basically, I've got it set up. I've got my, the companies I work for already plugged in.
[00:25:32.000 --> 00:25:37.000]   I've got my fees already plugged in. I've got the fact that I don't want to bill through PayPal plugged in.
[00:25:37.000 --> 00:25:41.000]   It creates its own invoice number automatically.
[00:25:41.000 --> 00:25:45.000]   And so all I do is I go in there and I choose the publisher.
[00:25:45.000 --> 00:25:51.000]   And then I add the, I just paste in the headline of the columns that I've written.
[00:25:51.000 --> 00:25:53.000]   And that's it.
[00:25:53.000 --> 00:25:58.000]   And then I say thanks in the little boxes, a little box where you can add whatever extra notes that you want to add.
[00:25:58.000 --> 00:26:06.000]   And then I click a button. And then my editors, they get an email with an attachment that is a perfectly formatted invoice.
[00:26:06.000 --> 00:26:09.000]   They love it because it's always perfectly formatted.
[00:26:09.000 --> 00:26:13.000]   FreshBooks always make sure that I don't have anything missing from the invoice.
[00:26:13.000 --> 00:26:17.000]   I've never had a problem in all the time I've been using FreshBooks.
[00:26:17.000 --> 00:26:24.000]   And it is just a fantastic app. If you ever send invoice, you have to use FreshBooks because it just makes everything easy.
[00:26:24.000 --> 00:26:30.000]   And we'll also keep track of, you know, it'll tell you this person knows you this much money. They haven't paid you yet.
[00:26:30.000 --> 00:26:39.000]   Or it will sort of every once in a while, it'll offer you new ways, new ideas for how you can sort of perfect how you invoice and bill.
[00:26:39.000 --> 00:26:45.000]   And there's a complete record of everything you've done so you can easily search and go through and find out what happened in the past.
[00:26:45.000 --> 00:26:51.000]   It's just a fantastic, fantastic service. Getting started is simple and it's totally free for 30 days.
[00:26:51.000 --> 00:26:59.000]   No obligation. Just go to freshbooks.com/twig. And don't forget to enter Twig in the "How did you hear about us?" section.
[00:26:59.000 --> 00:27:05.000]   You can start your 30-day free trial today. And we thank FreshBooks for supporting this episode of "This Week in Google."
[00:27:05.000 --> 00:27:08.000]   Make sure you get paid and do it the easy way.
[00:27:08.000 --> 00:27:10.000]   Love that FreshBooks.
[00:27:10.000 --> 00:27:23.000]   Well, okay, so Gina, there is a thing in the universe called GitHub, which we've all heard of, which is this great repository for all of these resources.
[00:27:23.000 --> 00:27:32.000]   And Google has quietly launched a competitor to GitHub for the lack of a better term called Cloud Source Repositories.
[00:27:32.000 --> 00:27:44.000]   Gina, what do you know about Cloud Source Repositories A and B, what are the chances that anyone, including Google, can get people to stop obsessing over GitHub?
[00:27:44.000 --> 00:27:51.000]   I mean, it's like a lot of developers have invested a lot of time and energy into being hosted on GitHub.
[00:27:51.000 --> 00:27:54.000]   What is your take on this entire development here?
[00:27:54.000 --> 00:28:06.000]   You know, Git isn't a really interesting thing. So Git is a distributed source code repository. And by distributor, they mean that you have a copy of your Git repository locally.
[00:28:06.000 --> 00:28:12.000]   You have a copy on GitHub, and you have a copy on any server that you push to, a complete and total copy.
[00:28:12.000 --> 00:28:16.000]   It's kind of like your Dropbox folder, right? The whole file syncs.
[00:28:16.000 --> 00:28:31.000]   So what Google's doing here with this Cloud Source Repositories is that they're saying, if you use Google Cloud Platform, which they've been pushing really, really hard and continue to put a lot more weight behind, you can set up a remote Git repository here in the Google infrastructure,
[00:28:31.000 --> 00:28:35.000]   and we'll offer you all a bunch of tools around that.
[00:28:35.000 --> 00:28:42.000]   So GitHub just hosts your source code and adds on a bunch of social stuff, and it's very geared toward open source projects.
[00:28:42.000 --> 00:28:55.000]   So the thing about GitHub is that not only is your Git repository there, but then you can, you know, you can, they added on all this other stuff, like pull requests and ways to follow repositories and an issue tracker and wikis and hosted pages,
[00:28:55.000 --> 00:28:59.000]   all this kind of extra services that make the service very social.
[00:28:59.000 --> 00:29:09.000]   What Google's doing with this Cloud repositories is that they're saying, if you use Google Cloud Platform, you can host your code with us, and then we'll offer all these other tools.
[00:29:09.000 --> 00:29:24.000]   Like, for instance, you know, since you'll be hosting the code, the same place where it's running will offer you all these really cool debugging tools, where if someone's using your app and they run into an error, you can kind of live the bugs at breakpoints and see, you know, where your code is going wrong.
[00:29:24.000 --> 00:29:32.000]   And so the interesting thing about Git is because it's distributed, I could have different remotes. I could have a remote on GitHub.
[00:29:32.000 --> 00:29:42.000]   I could have a remote on Google Cloud Platform. I could have a remote on Amazon. I can really have a remote Git repository anywhere that I want because it's a full copy everywhere and it's distributed and it's peer to peer.
[00:29:42.000 --> 00:29:55.000]   So I think that GitHub will remain strong and people will use it. And like I said, it's particularly strong open source platforms, but Google's offering Git hosting is kind of as an add on to their Cloud Platform.
[00:29:55.000 --> 00:30:08.000]   They really want apps on their Cloud Platform. So I think this is going to be a good thing for them, but I don't really see it as a competitor. Google Cloud Platform is more of a competitor to Amazon Web Services than to GitHub.
[00:30:08.000 --> 00:30:14.000]   I think their Git hosting is more of a side feature, kind of than the main feature.
[00:30:14.000 --> 00:30:24.000]   Yeah, I see. And I think Microsoft's got one, Amazon's got one, as you said. And so, yeah, it's going to be interesting to see how they do with that.
[00:30:24.000 --> 00:30:40.000]   Watch is going off here. Dismiss. Okay. All right. Well, I mentioned a few minutes ago that AOL was basically going to take all of Microsoft's ad business.
[00:30:40.000 --> 00:30:56.000]   Part of that deal that they have is that Google has lost, they signed a 10 year contract, I think it was, for AOL to use Bing instead of Google search.
[00:30:56.000 --> 00:31:10.000]   Do either of you have a sense of how big, how many people do their search through AOL and formally through Google and in the future through Bing? Is this a significant loss for Google?
[00:31:10.000 --> 00:31:17.000]   I think the number I saw was like tens of millions of dollars, which when you make billions of dollars, it's not that much.
[00:31:17.000 --> 00:31:33.000]   And it was more strategic for Microsoft to get rid of its ad business for AOL to gain that ad stuff. I mean, Microsoft, I unfortunately got home too late to listen to Windows Weekly because I was curious what they had to say about this, because it's really about the new CEO focusing Microsoft.
[00:31:33.000 --> 00:31:44.000]   I think with admirable precision and getting them out of business. They bought a quantitative, they wrote that down to the tune of huge, huge dollars.
[00:31:44.000 --> 00:31:53.000]   They're now shifting the ad business over AOL, recognizing they're not in the ad business. AOL, thus Verizon, because I deal closed already, isn't better shape.
[00:31:53.000 --> 00:32:10.000]   So yes, Google, let's not forget that Tim Armstrong, who ran AOL and made it public and then sold it, was a Google executive. So he had Google search on AOL, but I don't think it was a huge loss.
[00:32:10.000 --> 00:32:24.000]   Yeah, definitely. Now, Google also did another interesting thing around search and ads. They've taken several steps to improve the ad experience by eliminating accidental clicks.
[00:32:24.000 --> 00:32:33.000]   And this is a great thing, I think, because of course, accidental clicks help Google theoretically, or do they?
[00:32:33.000 --> 00:32:49.000]   When somebody clicks on an accidental clicks accidentally on an ad and they go to that site, does that water down the sort of the click to action ratio or some other metric, or is that just a benefit because somebody seems to have clicked on the ad?
[00:32:49.000 --> 00:32:58.000]   I'm not sure if this is self-serving or if this is a virtuous loss that Google deliberately took here.
[00:32:58.000 --> 00:33:04.000]   I don't know, I would bet that probably you and I have all accidentally clicked on ads and I'll bet their advertisers do the same thing.
[00:33:04.000 --> 00:33:09.000]   And so they probably go after Google and say, "Well, are we paying for accidental clicks here?"
[00:33:09.000 --> 00:33:22.000]   And the more that Google can do, especially at an age when there is click fraud, not from Google, not from good, upstanding companies, but elsewhere, when only until recently were advertisers are paying for ads that were never seen.
[00:33:22.000 --> 00:33:28.000]   Viewability is a recent trend where ads are being charged if they actually are on the screen.
[00:33:28.000 --> 00:33:37.000]   So a huge amount, up to 50% Google set of ads were never ever seen, and across not just Google, but the web.
[00:33:37.000 --> 00:33:42.000]   So I think it behooves the industry and Google itself to be as credible as they can be.
[00:33:42.000 --> 00:33:43.000]   Yeah.
[00:33:43.000 --> 00:33:56.000]   I constantly, particularly in the midst of playing ad-supported games on my mobile device, which is small and very easy to tap, always tap on ads by mistake, and then have my game pause and I get sent to this other.
[00:33:56.000 --> 00:34:08.000]   I think what they should do is they should turn on the microphone and listen to the expletives that come out of the user's mouth at the point of which they tap, and that would be really good indicator whether or not it was an accidental click.
[00:34:08.000 --> 00:34:15.000]   And those whole screen takeover ads in mobile apps in particular are just, it makes me crazy.
[00:34:15.000 --> 00:34:19.000]   And it doesn't make me crazy that I'm looking at an ad because usually I'm using a free app.
[00:34:19.000 --> 00:34:22.000]   It's just that if I didn't mean to click on it, I don't want to go there.
[00:34:22.000 --> 00:34:28.000]   I don't want to launch a play store or a browser in the middle.
[00:34:28.000 --> 00:34:31.000]   So it would be nice if it was like, are you sure?
[00:34:31.000 --> 00:34:37.000]   Or if there were some other, I think any measures to prevent that are a good thing for everybody.
[00:34:37.000 --> 00:34:38.000]   Yeah.
[00:34:38.000 --> 00:34:39.000]   You know what drives me crazy?
[00:34:39.000 --> 00:34:43.000]   So when I go to a site that I go to all the time, I know where the click is.
[00:34:43.000 --> 00:34:49.000]   I instinctively hit that click and, oh no, the page is still loading, so the link moved and I clicked on an app.
[00:34:49.000 --> 00:34:50.000]   Yeah.
[00:34:50.000 --> 00:34:52.000]   Yeah, the jumping page, the loading page.
[00:34:52.000 --> 00:34:54.000]   Yeah, I hate that.
[00:34:54.000 --> 00:34:55.000]   That's exactly what.
[00:34:55.000 --> 00:35:04.000]   The examples that you guys are giving are exactly what this is aimed at, specifically for the full screen takeover ad that you were talking about, Gina.
[00:35:04.000 --> 00:35:12.000]   When you're doing it, you're doing a game and suddenly it takes over the full screen or it gives you that tiny little X and, you know, that actually hard to tap.
[00:35:12.000 --> 00:35:14.000]   Find the extra to find the X.
[00:35:14.000 --> 00:35:16.000]   That's exactly what they're doing.
[00:35:16.000 --> 00:35:25.000]   Like when an ad appears, they're going to have a certain amount of time so that if you tap on it immediately when it appears, it'll actually reject it.
[00:35:25.000 --> 00:35:28.000]   Because it'll say, oh, that was probably an inverter or accidental.
[00:35:28.000 --> 00:35:33.000]   They're going to widen the detectable area on the X.
[00:35:33.000 --> 00:35:42.000]   So even if it's a small X, it knows that you're intentionally hitting in that portion of the screen and, you know, it's not down to a pixel of like, oh, you're a pixel off of the X.
[00:35:42.000 --> 00:35:43.000]   So we're going to load the ad.
[00:35:43.000 --> 00:35:46.000]   It knows you're going for the X and it's going to be smarter about it.
[00:35:46.000 --> 00:35:50.000]   So it sounds like this is tackling exactly the issues that you guys have.
[00:35:50.000 --> 00:35:52.000]   You know, here's a weird use case.
[00:35:52.000 --> 00:35:57.000]   There are times when I'm on a web page and I just have this all the time in text.
[00:35:57.000 --> 00:36:00.000]   I think I'm done reading that story and I click off and I just constantly wanted to read.
[00:36:00.000 --> 00:36:01.000]   So I go back.
[00:36:01.000 --> 00:36:03.000]   The same thing happens to be with ads.
[00:36:03.000 --> 00:36:08.000]   There are moments when I get rid of the page and I actually wonder what that ad was.
[00:36:08.000 --> 00:36:10.000]   And I go back and of course it's reloaded entirely differently.
[00:36:10.000 --> 00:36:11.000]   Yeah, and you get something different.
[00:36:11.000 --> 00:36:12.000]   Yeah.
[00:36:12.000 --> 00:36:17.000]   And I would argue that if you go back quickly enough, they should recreate the page as it was.
[00:36:17.000 --> 00:36:19.000]   Just a little point.
[00:36:19.000 --> 00:36:20.000]   Yeah, that's a good point.
[00:36:20.000 --> 00:36:27.000]   Well, Mark Zuckerberg, the CEO of Facebook held a Q&A and it was a really interesting one
[00:36:27.000 --> 00:36:34.000]   in part because he got some questions from some famous people including Hawking, Schwarzenegger,
[00:36:34.000 --> 00:36:36.000]   and Jarvis, etc.
[00:36:36.000 --> 00:36:37.000]   Hey!
[00:36:37.000 --> 00:36:38.000]   Nice going, Jeff.
[00:36:38.000 --> 00:36:40.000]   Yeah, who's this Jarvis character?
[00:36:40.000 --> 00:36:42.000]   So tell us about this, Jeff.
[00:36:42.000 --> 00:36:48.000]   You're like really into this Q&A and besides the people that he talked to you, he also had
[00:36:48.000 --> 00:36:51.000]   some interesting answers including one that I like to call him out on.
[00:36:51.000 --> 00:36:52.000]   But go ahead, Jeff.
[00:36:52.000 --> 00:36:53.000]   What was your song about?
[00:36:53.000 --> 00:37:01.000]   I have to confess I was in a meeting and just went by the tabs and hit the Facebook tab
[00:37:01.000 --> 00:37:03.000]   for just a second and thought, "Oh, suck."
[00:37:03.000 --> 00:37:05.000]   For the next hour, I'll be answering questions.
[00:37:05.000 --> 00:37:08.000]   So I thought, "The BTF."
[00:37:08.000 --> 00:37:16.000]   So I'm on tension whore so I'll go in and try my luck at it and ask a question about
[00:37:16.000 --> 00:37:18.000]   instant articles and what's next for news.
[00:37:18.000 --> 00:37:19.000]   He didn't really answer that.
[00:37:19.000 --> 00:37:22.000]   He basically just sold the pitch for instant articles.
[00:37:22.000 --> 00:37:24.000]   He or someone on a staff who knows.
[00:37:24.000 --> 00:37:30.000]   But as time went on, the funny thing about this was that there's some poor, still sweating
[00:37:30.000 --> 00:37:36.000]   geek at one hacker way because the thing broke.
[00:37:36.000 --> 00:37:40.000]   And it may say break it, you know, break it often, but I don't think when the boss is trying
[00:37:40.000 --> 00:37:43.000]   to talk to the public, they want to break it.
[00:37:43.000 --> 00:37:48.000]   I would try to click on a link and it would say, "Oh, that's not here or you're no longer
[00:37:48.000 --> 00:37:49.000]   authorized to get it."
[00:37:49.000 --> 00:37:51.000]   You'd be like, "Oh, man, did I piss off Zuck?
[00:37:51.000 --> 00:37:53.000]   What happened?"
[00:37:53.000 --> 00:37:57.000]   And it would come and go and come and go the whole time he was on, it was having real
[00:37:57.000 --> 00:37:59.000]   trouble coming and going.
[00:37:59.000 --> 00:38:04.000]   And then for a long time afterwards, I couldn't even see his own answer to me.
[00:38:04.000 --> 00:38:09.000]   And the likes were behind by hundreds and it blew the system.
[00:38:09.000 --> 00:38:12.000]   Not a good thing to do with the boss, I would think.
[00:38:12.000 --> 00:38:17.000]   But then there were all kinds of other great questions and answers and I put a bunch of
[00:38:17.000 --> 00:38:20.000]   them into the rundown, which I loved.
[00:38:20.000 --> 00:38:25.000]   My favorite is probably his answer to Stephen Hawking.
[00:38:25.000 --> 00:38:26.000]   Yeah.
[00:38:26.000 --> 00:38:28.000]   So let me see if I can find that one.
[00:38:28.000 --> 00:38:30.000]   It's on the rundown.
[00:38:30.000 --> 00:38:31.000]   Yeah.
[00:38:31.000 --> 00:38:32.000]   I opened them all and now I'm going through.
[00:38:32.000 --> 00:38:36.000]   So Stephen Hawking says, "I would like to know a unified theory of gravity and the other
[00:38:36.000 --> 00:38:37.000]   forces.
[00:38:37.000 --> 00:38:41.000]   Which of the big questions and signs would you like to know the answer to and why?"
[00:38:41.000 --> 00:38:47.000]   So instead of asking a question, he demanded a question from Zuck.
[00:38:47.000 --> 00:38:49.000]   And what was Zuckenberg's answer?
[00:38:49.000 --> 00:38:52.000]   Oh shoot, no I can't find it because this is the problem.
[00:38:52.000 --> 00:38:55.000]   I find this is really difficult to navigate you guys.
[00:38:55.000 --> 00:38:58.000]   I had it earlier and then I didn't.
[00:38:58.000 --> 00:39:01.000]   You know, just to go back to what we were talking about earlier about, it's funny.
[00:39:01.000 --> 00:39:04.000]   So you asked what's the future of journalism on Facebook, Jeff?
[00:39:04.000 --> 00:39:07.000]   And yes, and Zuck did the Instant Articles pitch.
[00:39:07.000 --> 00:39:12.000]   But one point that he made was that reading news on mobile kind of sucks.
[00:39:12.000 --> 00:39:15.000]   You know, because images are slow and adds.
[00:39:15.000 --> 00:39:17.000]   Basically what we were just talking about, the page shumpiness and all that and how instant
[00:39:17.000 --> 00:39:19.000]   articles kind of solves that.
[00:39:19.000 --> 00:39:24.000]   And I got to say, I mean, I have mixed feelings about instant articles, but that was a good
[00:39:24.000 --> 00:39:25.000]   answer on his part.
[00:39:25.000 --> 00:39:28.000]   Well, why do you have mixed feelings about instant articles?
[00:39:28.000 --> 00:39:36.000]   You know, as a publisher, I don't like seeding that much control of my content and its presentation
[00:39:36.000 --> 00:39:40.000]   to a third party platform that I don't necessarily trust.
[00:39:40.000 --> 00:39:41.000]   And I get it.
[00:39:41.000 --> 00:39:43.000]   And I think we talked about it on the show before.
[00:39:43.000 --> 00:39:44.000]   Yeah, we did.
[00:39:44.000 --> 00:39:45.000]   The business model and all that.
[00:39:45.000 --> 00:39:49.000]   But I don't fundamentally trust Facebook mostly because their settings change a lot.
[00:39:49.000 --> 00:39:54.000]   And I think a lot of its ethics were based, you know, on a very young person building
[00:39:54.000 --> 00:39:55.000]   something very popular very early.
[00:39:55.000 --> 00:39:57.000]   And I know they come a long way.
[00:39:57.000 --> 00:40:01.000]   I just like if I were running Life Hacker, for instance, if I owned him was running Life Hacker right now,
[00:40:01.000 --> 00:40:04.000]   I don't, I'm not sure if I would have done instant articles.
[00:40:04.000 --> 00:40:07.000]   Yeah, you know, I'm trying to write a post right now.
[00:40:07.000 --> 00:40:12.000]   I debated with Emily Bell from Columbia at an event we had at CUNY, Street Street in Boston's
[00:40:12.000 --> 00:40:13.000]   social media weekend a week ago.
[00:40:13.000 --> 00:40:15.000]   And I'm still trying to write the post.
[00:40:15.000 --> 00:40:18.000]   It's not easy about the principles and the business terms that we need to deal with to
[00:40:18.000 --> 00:40:20.000]   have a good conversation with Facebook.
[00:40:20.000 --> 00:40:24.000]   And is Facebook responsible for informed society?
[00:40:24.000 --> 00:40:26.000]   I don't think they are.
[00:40:26.000 --> 00:40:32.000]   There's a lot of talk I hear about about the need for transparency into the algorithm.
[00:40:32.000 --> 00:40:36.000]   And you hear that all the time from news people.
[00:40:36.000 --> 00:40:40.000]   If I only knew what the algorithm was, well, if you only knew you'd game it, we know that.
[00:40:40.000 --> 00:40:45.000]   And so my idea is that maybe respected huge publishers that you choose to follow get kind
[00:40:45.000 --> 00:40:47.000]   of an allocation of attention time.
[00:40:47.000 --> 00:40:51.000]   The New York Times is telling you today, you may not care about North Carolina, but let me tell you,
[00:40:51.000 --> 00:40:53.000]   you care about North Carolina today.
[00:40:53.000 --> 00:40:54.000]   Yeah.
[00:40:54.000 --> 00:41:01.000]   And that you have a trusted, as you've made a point earlier, like a human editorial entity doing that.
[00:41:01.000 --> 00:41:03.000]   I think there's ways to deal with these questions.
[00:41:03.000 --> 00:41:07.000]   But then we get to the big questions of the universe like Stephen Hawking.
[00:41:07.000 --> 00:41:09.000]   And so here I found his answer.
[00:41:09.000 --> 00:41:12.000]   So I said, I'm most interested in questions about people.
[00:41:12.000 --> 00:41:14.000]   What will enable us to live forever?
[00:41:14.000 --> 00:41:16.000]   How do we cure all diseases?
[00:41:16.000 --> 00:41:17.000]   How does the brain work?
[00:41:17.000 --> 00:41:21.000]   How does learning work and how can we empower humans to learn a million times more?
[00:41:21.000 --> 00:41:26.000]   I'm also curious about whether there is a fundamental mathematical law underlying human
[00:41:26.000 --> 00:41:31.000]   social relationships that governs the balance of who and what we all care about.
[00:41:31.000 --> 00:41:32.000]   I bet there is.
[00:41:32.000 --> 00:41:37.000]   That to me is the most revelatory thing I've ever seen from Zuckerberg about his worldview.
[00:41:37.000 --> 00:41:38.000]   Yeah.
[00:41:38.000 --> 00:41:42.000]   Not to humble bright, but what I interviewed him, he talked about being a social engineer.
[00:41:42.000 --> 00:41:48.000]   And you know, hear what he's saying is that there is there is there is it's it's his
[00:41:48.000 --> 00:41:54.000]   relativity principle that there's there's a law, a universal law governing human behavior,
[00:41:54.000 --> 00:42:01.000]   which I'm sure people would hate the idea of, but he's got a point and he's trying to get
[00:42:01.000 --> 00:42:02.000]   that.
[00:42:02.000 --> 00:42:03.000]   We're a bunch of talking.
[00:42:03.000 --> 00:42:05.000]   It would be an expression of his business model.
[00:42:05.000 --> 00:42:06.000]   Yeah.
[00:42:06.000 --> 00:42:11.000]   The connections would would influence the things that people are interested in and their behavior.
[00:42:11.000 --> 00:42:14.000]   I mean, that's I mean, that's what he's been building his entire life, right?
[00:42:14.000 --> 00:42:15.000]   Yeah, really is.
[00:42:15.000 --> 00:42:20.000]   So we've been we've been bouncing back and forth between the Jarvis question and the Hawking
[00:42:20.000 --> 00:42:24.280]   question, I want to go back to the Jarvis question because there was a study that came out recently
[00:42:24.280 --> 00:42:29.720]   from Pew that looked about looked at where looked at where people get their news from.
[00:42:29.720 --> 00:42:30.720]   And it's really interesting.
[00:42:30.720 --> 00:42:34.880]   They divided up among baby boomers, generation X and millennials.
[00:42:34.880 --> 00:42:42.800]   So regarding Facebook, something like 39% of baby boomers get news from Facebook, 51
[00:42:42.800 --> 00:42:48.640]   of generation Xers get it from Facebook and 61% of millennials get it from Facebook,
[00:42:48.640 --> 00:42:50.760]   get their news from Facebook.
[00:42:50.760 --> 00:42:58.520]   What was interesting as well is that 60% of baby boomers get their news from local TV,
[00:42:58.520 --> 00:43:00.960]   which is a terrible place to get your news.
[00:43:00.960 --> 00:43:01.960]   Amen.
[00:43:01.960 --> 00:43:06.920]   If you ask me, and this, the first thing that jumped out at me is that how massively more
[00:43:06.920 --> 00:43:12.000]   substantive millennials are than baby boomers in terms of news consumption.
[00:43:12.000 --> 00:43:15.440]   Because if you're getting your news from Facebook, you assume that you're getting it in the
[00:43:15.440 --> 00:43:18.760]   form, they're at least reading it, they're reading something.
[00:43:18.760 --> 00:43:22.960]   Well, for now, as video was more important on Facebook, but go ahead, yes.
[00:43:22.960 --> 00:43:23.960]   Yeah.
[00:43:23.960 --> 00:43:28.960]   So, I mean, which is, you know, and so this is one of the, this is why it's a big, big
[00:43:28.960 --> 00:43:33.640]   deal that we should care what Mark Zuckerberg thinks about news and that Facebook should
[00:43:33.640 --> 00:43:36.640]   take a sense of responsibility about what's happening.
[00:43:36.640 --> 00:43:40.000]   I mean, this is one of the things that always bothered me about Comedy Central and the Daily
[00:43:40.000 --> 00:43:46.440]   Show is that, you know, is that John Stewart would get into these big arguments with CNN
[00:43:46.440 --> 00:43:48.720]   people and he would always win those arguments and so on.
[00:43:48.720 --> 00:43:50.160]   And he had a perfect defense.
[00:43:50.160 --> 00:43:57.080]   He would go on the attack and basically attack CNN for their approach to news, which is great.
[00:43:57.080 --> 00:43:58.520]   Love to see that.
[00:43:58.520 --> 00:44:02.440]   But then when they would attack him back, he would say, "Oh, we're just comedy show.
[00:44:02.440 --> 00:44:03.440]   I'm just comedy."
[00:44:03.440 --> 00:44:06.720]   We come on after a puppet show and stuff like that.
[00:44:06.720 --> 00:44:10.000]   But he wasn't taking responsibility of the fact that a huge number of people get their
[00:44:10.000 --> 00:44:12.400]   news from the Daily Show.
[00:44:12.400 --> 00:44:17.440]   And so I think that any, I think that there used to be a lot of responsibility around news
[00:44:17.440 --> 00:44:18.760]   that used to exist.
[00:44:18.760 --> 00:44:23.080]   For example, there would always be a paper of record for every city and they took a certain
[00:44:23.080 --> 00:44:24.080]   degree of responsibility.
[00:44:24.080 --> 00:44:28.840]   It used to be a deal if you had news on TV, if you're on the, on the over the airwaves
[00:44:28.840 --> 00:44:34.680]   TV, you did the news not as a way to make money, but as a responsibility as an organization
[00:44:34.680 --> 00:44:36.920]   that's using the public airwaves.
[00:44:36.920 --> 00:44:42.960]   And so I think that anybody, including and especially Facebook, who, but for whatever
[00:44:42.960 --> 00:44:48.840]   reason, has a huge number of people getting their information that they get as a voter
[00:44:48.840 --> 00:44:54.600]   and a citizen from them, they have a responsibility to not say, "Hey, it's not us."
[00:44:54.600 --> 00:44:55.600]   You know, we're just...
[00:44:55.600 --> 00:44:56.600]   Well, okay, let's stay on that.
[00:44:56.600 --> 00:44:58.640]   Let's stay on that, Mike, because that's part of what I'm trying to write.
[00:44:58.640 --> 00:45:01.680]   So you're going to help me write my post.
[00:45:01.680 --> 00:45:09.520]   If Facebook says that it has a responsibility for an informed society, let's back up.
[00:45:09.520 --> 00:45:11.400]   Facebook says that it does three things.
[00:45:11.400 --> 00:45:15.080]   It connects people with each other at number one with information number two and with entertainment
[00:45:15.080 --> 00:45:17.360]   number three.
[00:45:17.360 --> 00:45:23.960]   And if Facebook said that, okay, we have a responsibility, if so many people are getting
[00:45:23.960 --> 00:45:27.480]   their news from us, we have a responsibility to have an informed society, what that implies
[00:45:27.480 --> 00:45:30.400]   to me is that Facebook then hires journalists.
[00:45:30.400 --> 00:45:34.320]   And Emily Bell said, "Hey, good thing somebody's going to pay him, but I don't want Facebook
[00:45:34.320 --> 00:45:37.040]   to do that because I don't want Facebook to be to Gina's point.
[00:45:37.040 --> 00:45:40.360]   It's bad enough that you lose your distribution mechanism to Facebook.
[00:45:40.360 --> 00:45:43.400]   And my view is, you know, Gina, we've lost them already.
