
[00:00:00.000 --> 00:00:04.160]   It's time for Mac break weekly. We're getting closer and closer to the iPhone launch
[00:23:42.240 --> 00:23:44.480]   and cost you
[00:23:44.480 --> 00:23:49.920]   A surprisingly low amount of money. So there's really no reason not to do it
[00:23:49.920 --> 00:23:52.160]   No time
[00:23:52.160 --> 00:23:57.280]   As as little as what is the will show me the will cost 69 bucks. Well, we can take a little bit off of that
[00:23:57.280 --> 00:23:59.920]   In fact if you go to legal zoom dot com
[00:23:59.920 --> 00:24:03.600]   Right now and use the offer code mbw you'll save
[00:24:04.720 --> 00:24:08.880]   On your last will or your living trust which is also i'm about to set one of those up
[00:24:08.880 --> 00:24:14.160]   Um also a very good thing to do enter the offer code mbw a checkout
[00:24:14.160 --> 00:24:17.760]   legal zoom dot com legal zoom is developed by top attorneys
[00:24:17.760 --> 00:24:22.160]   To provide self help services at your specific direction. That's why I like it
[00:24:22.160 --> 00:24:25.680]   But they're not a law firm legal help is furnished through vetted independent attorneys
[00:24:25.680 --> 00:24:28.960]   So if you have questions, you can't go to the legal zoom legal plan attorneys, but
[00:24:28.960 --> 00:24:32.480]   But it's uh not a law firm. It's actually something a lot better
[00:24:32.800 --> 00:24:34.800]   We thank legal zoom for their support of mac break
[00:24:34.800 --> 00:24:38.560]   weekly
[00:24:38.560 --> 00:24:42.240]   I was playing chess with somebody from zimba boy the other day really yeah
[00:24:42.240 --> 00:24:47.120]   I was trying to remember all those in zimba boy and words you didn't air room or uh mcguan me
[00:24:47.120 --> 00:24:52.240]   You know, it's weird. I you know I played chess online. I was in a tournament with a russian
[00:24:52.240 --> 00:24:58.000]   Spaniard and his zimba boy and wow and I couldn't talk to any of them. It's like the highlander of chess
[00:24:58.000 --> 00:24:59.680]   It was fun
[00:24:59.680 --> 00:25:03.280]   I beat them all by the way. I'm just about I'm saying anything but uh, it can be only one
[00:25:03.280 --> 00:25:05.200]   That can be only one
[00:25:05.200 --> 00:25:08.160]   Or athlete the phrase horsey guy is international
[00:25:08.160 --> 00:25:12.400]   That's one of the things that's you know, I started playing chess when I was a teenager in high school
[00:25:12.400 --> 00:25:16.400]   And it's one of the great things about chess is it's it's there's there's no language involved
[00:25:16.400 --> 00:25:18.960]   So you play people all over the world you may not be able to speak a word
[00:25:18.960 --> 00:25:23.600]   But you speak over the big plane in real time or are you playing like these like postal chess
[00:25:23.600 --> 00:25:28.320]   You have uh, I think you have 48 hours to make a move right chess.com. I highly recommend it
[00:25:28.320 --> 00:25:30.400]   It's really functional language of chess. Yeah
[00:25:30.400 --> 00:25:35.200]   And you never know because chess.com is it is on the internet. You really it's funny
[00:25:35.200 --> 00:25:38.640]   I rarely get america's I get people from all over the world, right? It's fun
[00:25:38.640 --> 00:25:42.080]   Uh, let's see
[00:25:42.080 --> 00:25:47.360]   Daring fireball john groover mixing it up
[00:25:47.360 --> 00:25:49.680]   he uh
[00:25:49.680 --> 00:25:52.400]   Is he getting more snarky or has he always been this snarky?
[00:25:52.400 --> 00:25:54.960]   This was such a bad press cycle
[00:25:55.760 --> 00:25:58.560]   Yeah, but you know you can't say john is not
[00:25:58.560 --> 00:26:01.680]   culpable here
[00:26:01.680 --> 00:26:07.840]   He responds to the verges article about the moto 360 the smartwatch which will have wireless charging with
[00:26:07.840 --> 00:26:12.080]   These words it looks and this was on friday. It looks like moto rollers designers
[00:26:12.080 --> 00:26:18.320]   Trying to draw as much attention as they could to the 360 stupid flat tire display shape
[00:26:18.320 --> 00:26:24.640]   The only way this could be get funnier is if they doesn't even ship until after apple announces their wrist wearable
[00:26:25.120 --> 00:26:26.880]   Thing next month
[00:26:26.880 --> 00:26:28.880]   period full stop
[00:26:28.880 --> 00:26:31.200]   Uh, he drew a lot of traffic
[00:26:31.200 --> 00:26:33.680]   Then he tweets. Oh, I was just kidding. I don't
[00:26:33.680 --> 00:26:38.080]   I don't know. I can't believe people link to that though. I mean, I what do you mean?
[00:26:38.080 --> 00:26:42.720]   Is john groover? I mean this guy has has had very credible ends at apple for a long time
[00:26:42.720 --> 00:26:49.840]   He usually little birdies or does something to draw attention to when he's not joking or actually making a leak statement or come on
[00:26:49.840 --> 00:26:52.640]   He said next month. He you know you think that was an accident
[00:26:53.200 --> 00:26:57.840]   That's that's not how I don't I should say that I don't read his blog only because
[00:26:57.840 --> 00:27:07.040]   He's he's for me. He's on the he's on a list of of other commentators where if I read something that someone's posted on i'm more
[00:27:07.040 --> 00:27:10.480]   At mirrors what I was but where I'm editing right now in front of me
[00:27:10.480 --> 00:27:14.800]   I think well, okay now I can't publish this because really someone else said that today and I will look like I'm copying
[00:27:14.800 --> 00:27:19.440]   But I did I did read that and I read it as just I don't know barch at chat
[00:27:19.520 --> 00:27:23.520]   I didn't I didn't believe his book anything also in the past. He's not
[00:27:23.520 --> 00:27:29.040]   He telegraphs things and also he's mark. He's more content to simply
[00:27:29.040 --> 00:27:37.760]   Link to somebody else who has said like a you know like like the great bearded one when the great bearded one says yup to something
[00:27:37.760 --> 00:27:43.840]   Groover will link to it and that is that is his way of saying that I think that this is correct whether or whether or not I know for a fact or not
[00:27:43.840 --> 00:27:46.480]   I I have great stock and what this thing is saying
[00:27:47.040 --> 00:27:49.040]   Historically, he's just never
[00:27:49.040 --> 00:27:55.520]   Blabbed about hey, I have specific information about apples plants for september because that's the that's the easiest way to make sure that whoever is
[00:27:55.520 --> 00:27:57.760]   Told you that is not going to tell you anything ever again
[00:27:57.760 --> 00:28:01.520]   Because they might not be there anymore
[00:28:01.520 --> 00:28:03.680]   It might not be there anymore
[00:28:03.680 --> 00:28:05.680]   My reputation would not be
[00:28:05.680 --> 00:28:07.680]   Are you my uber car? Yes
[00:28:07.680 --> 00:28:14.240]   You ordered white panel van with no markings and mud on plates. No, it said it was a black gas because it's get your toe van now
[00:28:15.120 --> 00:28:17.120]   I
[00:28:17.120 --> 00:28:19.760]   Going to give you a treatment we call the infinite loop
[00:28:19.760 --> 00:28:31.520]   All right, so this horrified you the new cycle horrified you Renee because people took it too seriously
[00:28:31.520 --> 00:28:37.040]   Well, I mean they they blogged and I've seen like previous years they would blog things that he said in his podcast
[00:28:37.040 --> 00:28:41.600]   And I'm sure that you know that happens to other people too and john groover absolutely is an attention magnet and has a history of
[00:28:42.000 --> 00:28:44.640]   Correctly predicting certain things that apple would do but this
[00:28:44.640 --> 00:28:50.480]   This was just wacky and some of the news outlets will not link to room to this to
[00:28:50.480 --> 00:28:54.960]   News items that are news items that says we believe apple's gonna do this they'll say no no no
[00:28:54.960 --> 00:28:57.040]   That's a little bit sketchy for us. We're not gonna link to that
[00:28:57.040 --> 00:29:02.240]   But a whole group or as an aside and a joke when he's being probably mean to motor all I let's put that on the front page go go go
[00:29:02.240 --> 00:29:06.880]   Okay, it just
[00:29:06.880 --> 00:29:11.520]   Do we think something's gonna happen this far? I think that I think we're gonna see a half of september, right?
[00:29:11.680 --> 00:29:17.360]   I don't know about september, but I think this fall why would they why would they uh take spotlight away from an iPhone?
[00:29:17.360 --> 00:29:18.800]   They wouldn't
[00:29:18.800 --> 00:29:23.760]   All signs point to october for and that would be the normal the anomaly the ipad announcement and
[00:29:23.760 --> 00:29:28.240]   There's not much to say about a new ipads. I have a lot of touch ID, which is not gonna be a headline, right?
[00:29:28.240 --> 00:29:30.960]   I just key there's there's that the
[00:29:30.960 --> 00:29:38.640]   Consistent messaging of brand new product categories in 2014 and that's the only reason why i'm sure we'll see something like that by the end of the year
[00:29:40.480 --> 00:29:43.600]   I'm just gonna be contrarian say I don't think we're gonna see and I watch this year
[00:29:43.600 --> 00:29:45.120]   contrarian
[00:29:45.120 --> 00:29:51.040]   We say that you ensure that we do leo. Yes, exactly. I'm always really I was guaranteed it now by saying it will never happen
[00:29:51.040 --> 00:29:54.480]   I'm always wrong. I am a committee will all be happy. I don't feel it man
[00:29:54.480 --> 00:30:00.720]   I don't feel it. I was about to say how many watches does leo have to buy to ensure that that apple will definitely come out with it
[00:30:00.720 --> 00:30:06.080]   I buy him home, man. I can't wait to the mojo 360 comes out. I'm very excited about that
[00:30:06.080 --> 00:30:08.560]   Moto 320
[00:30:08.560 --> 00:30:14.880]   and I'm not I'm not addressing exactly what I'm not really I'm not directing this at what we ever said in that post
[00:30:14.880 --> 00:30:18.320]   Although it was it was it was a fun read about this
[00:30:18.320 --> 00:30:21.040]   He makes his feelings about Motorola very very plain
[00:30:21.040 --> 00:30:29.120]   But you know sometimes some of us really don't look good for ourselves when there's who wasn't who had that piece about how
[00:30:29.120 --> 00:30:30.640]   I've got this
[00:30:30.640 --> 00:30:35.760]   Explosive expo say where Motorola says it's around that they have a round display technology
[00:30:35.760 --> 00:30:39.600]   But there's actually a little part of it at the very very bottom that has the display tip
[00:30:39.600 --> 00:30:42.400]   That's not round like yeah, but it's a tiny. It's not
[00:30:42.400 --> 00:30:45.680]   It's got a button
[00:30:45.680 --> 00:30:49.120]   I can't see it Andy. I can't unsee it. It's like a splinter in my mind
[00:30:49.120 --> 00:30:54.800]   It's like maybe look at the fact that it's round except for one tiny sliver
[00:30:54.800 --> 00:31:01.040]   Maybe ignore maybe ignore the fact there's a logo on the front of this phone and maybe actually charge it up and look at it
[00:31:01.040 --> 00:31:05.920]   Before you decided to piece a crap because it has a logo on the front of it. So they'll be confirmed
[00:31:05.920 --> 00:31:10.960]   That's the confirmed. We're sometimes we're sometimes not very charming as a species. We apple fans
[00:31:10.960 --> 00:31:13.280]   That's all I'm saying. We're a species species
[00:31:13.280 --> 00:31:16.640]   We're why we don't get invited to the cool graduation party
[00:31:16.640 --> 00:31:20.800]   We have to just go go candle pen bowling then go to el tareto with our three friends
[00:31:20.800 --> 00:31:23.920]   Because everyone else is everyone else is sick of hearing us
[00:31:23.920 --> 00:31:29.280]   Well, I have to point out that apple has made yet another fashion forward higher
[00:31:30.080 --> 00:31:34.560]   Uh, eve salarons europe president and retail had kathryn moñez
[00:31:34.560 --> 00:31:41.760]   Has left ysl started apple in the last couple of weeks this according to mark german and nine to five mac
[00:31:41.760 --> 00:31:46.240]   Uh, he she was brought in by former ysl ceo paldin f who
[00:31:46.240 --> 00:31:51.120]   joint apple last year to work on quote special projects
[00:31:51.120 --> 00:31:55.680]   Uh now her expertise is textiles
[00:31:55.680 --> 00:31:58.720]   So that's interesting
[00:31:59.120 --> 00:32:04.480]   I think retail too. She was also head of their retail. Yes said retail, but but if you look at her like her
[00:32:04.480 --> 00:32:06.960]   Linked in some part of me wonders
[00:32:06.960 --> 00:32:11.120]   You know a lot of times when we when most of have gone to uh apples hq
[00:32:11.120 --> 00:32:16.000]   You know one of the things that you kind of feel like you need to do is go into the into the apple store there
[00:32:16.000 --> 00:32:19.440]   Just be just just next to the entrance and buy apple store
[00:32:19.440 --> 00:32:23.840]   And uh sometimes you wonder if they're gonna expand when I see all these purchases
[00:32:24.400 --> 00:32:28.800]   Or all these hires you wonder whether they're going to expand making some of those
[00:32:28.800 --> 00:32:36.400]   Uh some of that clothing line more widely available like right now. They're just I mean they're just what sensors in clothing instead of you know
[00:32:36.400 --> 00:32:39.840]   Maybe we're maybe we're maybe there's a little misdirection here. We've all been thinking watch
[00:32:39.840 --> 00:32:42.880]   Maybe it's really the ice shirt that kumber bun
[00:32:42.880 --> 00:32:45.760]   gummer bun
[00:32:45.760 --> 00:32:49.360]   Where bluetooth festell blue tooth fences are cool
[00:32:50.320 --> 00:32:55.920]   Hasn't jason snell been saying the eye hat for a long time and maybe he's right well jason no's fezes are cool
[00:32:55.920 --> 00:32:58.320]   Fezes are cool
[00:32:58.320 --> 00:33:04.160]   How about headbands are they back? I still think apple should buy blue ball band one in every flagship store
[00:33:04.160 --> 00:33:10.320]   Uh blue bottle coffee. Yeah, do they have blue bottle coffee in my eye? I know I come when I get it
[00:33:10.320 --> 00:33:13.760]   bottle
[00:33:13.760 --> 00:33:15.760]   You have better coffee. I'm sure don't you
[00:33:16.240 --> 00:33:20.080]   Know what's the no no not in Montreal in the land of smoked meat
[00:33:20.080 --> 00:33:24.000]   You know we have good smoked meat and put in but no good coffee. Oh, that's sad
[00:33:24.000 --> 00:33:27.680]   We have to come from your yep, that's downtown. How could you not have good coffee?
[00:33:27.680 --> 00:33:34.880]   Not in my area. Oh, I think I think in canada coffee is merely regarded as a heat delivery system. The flavor is just incidental
[00:33:34.880 --> 00:33:39.760]   You're right and we have our priorities
[00:33:39.760 --> 00:33:44.480]   Uh did you read the New York Times article? I thought this was great about apples
[00:33:45.120 --> 00:33:46.640]   University
[00:33:46.640 --> 00:33:53.200]   Which we've kind of known about I mean this is not uh really new but I think very intriguing this idea of
[00:33:53.200 --> 00:33:56.240]   Trying to preserve the dna
[00:33:56.240 --> 00:33:59.840]   Of steve jobs and apples design focus
[00:33:59.840 --> 00:34:02.560]   by having a university which
[00:34:02.560 --> 00:34:08.800]   Uh employees can sign up for in fact new employees are strongly encouraged to sign up for
[00:34:08.800 --> 00:34:12.960]   uh, they have classes for instance for ceos from
[00:34:13.680 --> 00:34:17.680]   Startups that apples purchased on how to incorporate into the apple culture
[00:34:17.680 --> 00:34:25.120]   Uh apparently it's very secretive that was mentioned in the jobs biography the Walter isakson jobs biography
[00:34:25.120 --> 00:34:30.000]   Uh the times says employees are discouraged from talking about the company in general
[00:34:30.000 --> 00:34:33.040]   And classes are no exception, but they were able to get three
[00:34:33.040 --> 00:34:36.480]   People who uh
[00:34:36.480 --> 00:34:38.560]   knew about it to talk
[00:34:38.560 --> 00:34:42.000]   Off the off well not off the record, but at least anonymously
[00:34:42.640 --> 00:34:45.760]   They've mentioned one course in which they use pakasos
[00:34:45.760 --> 00:34:48.400]   famous bull lithographs
[00:34:48.400 --> 00:34:52.640]   Uh to demonstrate how you can take a complex thing and make it simple
[00:34:52.640 --> 00:34:59.280]   Pakasos starts with a starts with a sketch of a bull and gets it down to just a line
[00:34:59.280 --> 00:35:02.640]   It's clearly still a bull and then they compare it to the mouse
[00:35:02.640 --> 00:35:07.840]   Which is but is that a is that a great example because the mouse is on the left
[00:35:07.840 --> 00:35:11.280]   The left two are really great and easy to use the mouse is on the right
[00:35:11.840 --> 00:35:13.840]   So minimal
[00:35:13.840 --> 00:35:15.840]   more minimalistic and less useful
[00:35:15.840 --> 00:35:17.440]   Uh
[00:35:17.440 --> 00:35:22.400]   One of the sweet toys says even the toilet paper in the bathrooms for apple university is really nice
[00:35:22.400 --> 00:35:25.280]   What they really need is what most of us have done with those mice
[00:35:25.280 --> 00:35:30.800]   Which is you start on the on the left there and you slowly move to the right and but there's a fifth one which is a logitech
[00:35:30.800 --> 00:35:32.880]   Yeah, the microsoft
[00:35:32.880 --> 00:35:35.840]   Okay, we're done with that was experiments
[00:35:35.840 --> 00:35:38.640]   Apple apple actually does have the the perfect mouse
[00:35:39.040 --> 00:35:44.560]   It's actually depicted there on the extreme right. That's where the customer just gives them 75 dollars and apple says
[00:35:44.560 --> 00:35:46.720]   Okay, you don't need a mouse because you got to get a track that
[00:35:46.720 --> 00:35:50.080]   Goodbye, it's a better mouse
[00:35:50.080 --> 00:35:57.840]   The program was started in 2008 by joe padole who is a dean at the time dean of the al school of management
[00:35:57.840 --> 00:36:02.320]   Uh, they have professors from all over some of the best
[00:36:02.320 --> 00:36:07.120]   Universities in america yale harvard uc berkley stanford mit
[00:36:07.600 --> 00:36:14.560]   Some of them continue to work at the universities while teaching for apple others have moved over like uh padole to apple full time
[00:36:14.560 --> 00:36:20.720]   The company uh, the time speculates may even offer a course specifically for beats employees
[00:36:20.720 --> 00:36:25.120]   Dr, I can see dr. Dray and jimmy. I have even the front row
[00:36:25.120 --> 00:36:28.000]   Taken notes the back row the back row
[00:36:28.000 --> 00:36:30.000]   It's over
[00:36:30.000 --> 00:36:33.920]   You may vent out the rest of the technology competition
[00:36:34.800 --> 00:36:39.120]   And find the best so long as you do not try to escape if you will all have
[00:36:39.120 --> 00:36:42.080]   That would be funny
[00:36:42.080 --> 00:36:44.960]   It's an interesting problem that they have to solve because you know apple
[00:36:44.960 --> 00:36:50.080]   It takes this culture very seriously and apple is a steve jobs product like the ipad or the iphone
[00:36:50.080 --> 00:36:55.360]   And when you have a group of people and one or two new people join it's very easy to pass on that culture
[00:36:55.360 --> 00:37:01.040]   But when you start ramping up and you start scaling up the way apple is and suddenly you have 20 new people joining that same sort of
[00:37:01.840 --> 00:37:05.520]   Internship process doesn't really work anymore and you have to figure out a way of passing on
[00:37:05.520 --> 00:37:12.240]   Those case studies those core values in a much larger way and that tends to turn into more of a lecture university sort of environment
[00:37:12.240 --> 00:37:19.120]   And it does sound in a way though like cult induction and one of the courses what makes apple comma apple
[00:37:19.120 --> 00:37:25.920]   Uh the t the professor shows a slide of the remote control for google tv which has 78 buttons
[00:37:25.920 --> 00:37:29.840]   And then shows the apple tv remote which has three
[00:37:30.400 --> 00:37:32.400]   But again, we've completed
[00:37:32.400 --> 00:37:36.000]   Is it what I use what I use with my apple tv is my iphone
[00:37:36.000 --> 00:37:45.200]   There you go. Wow, that's fast. There you go. Did you do that Chad? Yeah, thanks for the uh, uh creative cloud subscription because that's
[00:37:45.200 --> 00:37:50.720]   Now it's all worth it. Yeah all worth it Chad has to have photoshop
[00:37:50.720 --> 00:37:56.320]   The opposite of that is a corporate culture where you have a bunch of different people working in different directions becoming futile
[00:37:56.320 --> 00:37:58.560]   You know that hasn't worked well, you know in other companies
[00:37:58.640 --> 00:38:01.360]   No, we've seen other companies although I would guess any major
[00:38:01.360 --> 00:38:04.720]   Corporation has something like this kind of
[00:38:04.720 --> 00:38:10.000]   Different eye and I think a lot of corporations think about that when they think about mergers as one of the things you see you do it
[00:38:10.000 --> 00:38:15.920]   I mean I think that was the a lot of the time Warner AOL problem was just a lot of it was called huge culture clash
[00:38:15.920 --> 00:38:20.320]   That's right. I mean there's a lot of problems with that merger, but there was but that was a specific one
[00:38:20.320 --> 00:38:23.680]   Is another course called the best things
[00:38:23.680 --> 00:38:27.840]   Which takes its name from a quote as he who quotes
[00:38:28.560 --> 00:38:33.120]   The purpose according to the times to remind employees to surround themselves with the best things
[00:38:33.120 --> 00:38:37.120]   talented peers and high quality materials so they can do
[00:38:37.120 --> 00:38:39.920]   Their best work
[00:38:39.920 --> 00:38:43.200]   By the briars ice cream don't go for the store. That's right
[00:38:43.200 --> 00:38:46.000]   No more of this seal test
[00:38:46.000 --> 00:38:48.000]   Actually, I heard briars has gone down hills. Ah
[00:38:48.000 --> 00:38:50.880]   I'll get a toss there you go in the in the biography
[00:38:51.360 --> 00:39:00.880]   Isaac's that talks about uh Steve jobs literally agonizing for weeks over what washing machine to buy and having family meetings and trying to decide
[00:39:00.880 --> 00:39:05.360]   Having empty rooms rather than filling them with furniture that wasn't perfect. Yeah
[00:39:05.360 --> 00:39:12.480]   So imagine how much prep your kids and your your kids have to do for the go. Okay. I got 10 minutes with Steve about the washing machine on Tuesday
[00:39:12.480 --> 00:39:14.480]   I have a keynote presentation ball
[00:39:16.080 --> 00:39:19.840]   Hell diva. I don't think I'm full of crap. I hear this crap of agitation
[00:39:19.840 --> 00:39:22.720]   That indicates
[00:39:22.720 --> 00:39:25.360]   They chose actually she give my book. What do they choose?
[00:39:25.360 --> 00:39:26.400]   They
[00:39:26.400 --> 00:39:31.600]   He doesn't want to know no brand and I want to know but he chose one that takes a very very long time
[00:39:31.600 --> 00:39:36.480]   To wash the clothes. Mm. They come out cleaner and softer
[00:39:36.480 --> 00:39:43.680]   Time is not the important. I wonder I wonder if if if Steve jobs calls your company and says i'm thinking about getting any washer and dryer
[00:39:43.760 --> 00:39:46.480]   Can you send one over for me to test? I bet you there's like a long long
[00:39:46.480 --> 00:39:53.280]   In some room over there and some and some guy with little glasses and we've looked at these and
[00:39:53.280 --> 00:39:59.120]   Actually, somebody has put the link in the chat room to uh to the quote
[00:39:59.120 --> 00:40:02.000]   Actually, this is from a wired piece in 1996
[00:40:02.000 --> 00:40:06.880]   He told uh gary isek wolf of wired. We didn't have a very good washer
[00:40:06.880 --> 00:40:09.840]   So we spent a long actually he says a little time looking at them
[00:40:10.240 --> 00:40:15.760]   It turns out the americans make washers and dryers all wrong the europeans make them better
[00:40:15.760 --> 00:40:19.440]   I bet he bought a meal a but they take twice as long or a Bosch
[00:40:19.440 --> 00:40:24.640]   To do the clothes it turns out that they wash them with about a quarter as much water
[00:40:24.640 --> 00:40:28.480]   And your clothes end up with a lot less detergent on them most importantly. They don't trash your clothes
[00:40:28.480 --> 00:40:33.040]   They use a lot less soap a lot less water, but they come out cleaner softer and they last longer
[00:40:33.040 --> 00:40:37.200]   We spent some time in our family talking about what's the trade-off we want to make
[00:40:37.760 --> 00:40:42.000]   We end up this is jobs. We ended up talking a lot about design
[00:40:42.000 --> 00:40:44.960]   But also about the values of our family
[00:40:44.960 --> 00:40:49.200]   Did we care most about getting our washed in an hour versus an hour and a half?
[00:40:49.200 --> 00:40:54.640]   Or did we care most about our clothes feeling really soft and lasting longer?
[00:40:54.640 --> 00:40:57.760]   Did we care about using a quarter of the water?
[00:40:57.760 --> 00:41:03.040]   We spent about two weeks talking about this every night at the dinner table
[00:41:05.520 --> 00:41:10.720]   That's how you hear what product meetings apple were like people were were terrified of going in there and wow
[00:41:10.720 --> 00:41:14.800]   He did get a meal according to a wired
[00:41:14.800 --> 00:41:21.680]   It is a peek into like the family dynamic where if you you you borrow the you're allowed to use the family car
[00:41:21.680 --> 00:41:25.840]   You put a dent in the right panel, you know that okay. I have to tell dad
[00:41:25.840 --> 00:41:31.200]   Dad, I was using the the knob on my washing machine and the labeling is a little bit confusing
[00:41:31.600 --> 00:41:37.200]   I said can you explain it to me? I know if he gets diverted for two weeks now two weeks on trying to figure out the best washing machine
[00:41:37.200 --> 00:41:40.640]   That's enough time to do this thing to get the car fixed
[00:41:40.640 --> 00:41:45.280]   By the way that meal a washer $2,000
[00:41:45.280 --> 00:41:51.680]   But softer and cleaner Leo what prices up and there are only five left in stocks. So you better hurry
[00:41:51.680 --> 00:41:53.040]   Right now
[00:41:53.040 --> 00:41:58.560]   I've actually been looking at washers and dryers because my parents they don't listen to the shows. Yeah, I'm talking about it
[00:41:58.560 --> 00:42:00.880]   I'm getting them a washer and dryer
[00:42:01.360 --> 00:42:06.240]   Look how terrible the reviews are big bucks for pieces junk eight five stars 14 one star
[00:42:06.240 --> 00:42:10.160]   I paid big bucks for a piece of junk said one reviewer
[00:42:10.160 --> 00:42:13.680]   Obviously steve did not read a man's
[00:42:13.680 --> 00:42:22.560]   I'm not actually sure if this is the exact brand or uh model that he bought but it was just a brand
[00:42:22.560 --> 00:42:26.320]   It was the first result when I first came to the showroom down on yes
[00:42:26.320 --> 00:42:29.520]   Yes, we have a meal a store in town. Yeah
[00:42:30.320 --> 00:42:34.960]   Never actually gone in. Yeah, I bet that machine is a great job on blue jeans and black turtlenecks
[00:42:34.960 --> 00:42:41.200]   All he did was just wash blue jeans and black turtlenecks in all of the washers and just
[00:42:41.200 --> 00:42:46.560]   But what happens if we do 30 washes with a black turtleneck will it fade? That's really the important
[00:42:46.560 --> 00:42:50.320]   If you guys I don't know is it true that the story about the turtlenecks
[00:42:50.320 --> 00:42:55.760]   Have you guys heard the story about the turtlenecks the japanese enough room that he he found the perfect turtleneck that he wanted
[00:42:56.000 --> 00:43:02.000]   And it had been that he really wanted to have this the specific turtleneck and they had stopped making it
[00:43:02.000 --> 00:43:04.560]   And he asked them how many would it take?
[00:43:04.560 --> 00:43:07.360]   For them to make more
[00:43:07.360 --> 00:43:11.200]   And they said oh you'd have to do a run of like 10 000 he said okay
[00:43:11.200 --> 00:43:15.600]   It was something like
[00:43:15.600 --> 00:43:19.120]   My favorite story about charles shultz where they found he had this one
[00:43:19.600 --> 00:43:25.280]   Still still pen nib that he absolutely loved and they stopped making them and he's for fear that he would run out
[00:43:25.280 --> 00:43:28.320]   He just simply said I don't care how many you still have in the wearing house
[00:43:28.320 --> 00:43:30.080]   I want to buy all of them
[00:43:30.080 --> 00:43:35.040]   And so he wound up with millions and millions of nibs and every time he got a new editor
[00:43:35.040 --> 00:43:40.080]   He would break this new editor in by say by inviting them over to the studio and saying that yeah
[00:43:40.080 --> 00:43:44.560]   Well, you know, I just I don't know it's just I've been doing this for now 28 years 30 years
[00:43:44.560 --> 00:43:47.360]   And I think that maybe when I run out of you know nibs
[00:43:47.440 --> 00:43:49.920]   I'll just retire and then they get patty dilly smiles
[00:43:49.920 --> 00:43:54.400]   Think into the garage and shows them cartons and cartons and cartons of every if you have the left
[00:43:54.400 --> 00:43:56.720]   If you have the one thing you love that's perfect
[00:43:56.720 --> 00:44:02.240]   And you have the ability to simply realize that I will never have to shop for this item ever ever again
[00:44:02.240 --> 00:44:06.560]   I have shoes that are like that. I have a jacket that's like that that if I could buy now
[00:44:06.560 --> 00:44:13.120]   Nine of these jackets so that I will never have to ever solve the problem of do what where do I find a nice black blazer that I like
[00:44:13.120 --> 00:44:17.280]   And I've had that money if I had that money I would spend I would buy 10 000 of these and
[00:44:17.760 --> 00:44:19.840]   And then you know good will would have every person
[00:44:19.840 --> 00:44:25.280]   Every person who's out of luck on a job interview would be in the same black blazer
[00:44:25.280 --> 00:44:28.720]   It would look like a cult which might be actually the ultimate goal
[00:44:28.720 --> 00:44:35.120]   Apparently the sankwa mock turtle nick in black is 175 bucks
[00:44:35.120 --> 00:44:40.720]   So if you ordered 10 000 of them, I bet you I bet you it you get a break you got a volume discount
[00:44:40.720 --> 00:44:43.680]   I bet you just got a really high thread count
[00:44:43.680 --> 00:44:46.320]   volume
[00:44:46.480 --> 00:44:51.760]   The story always was that even the t-shirts in the apple store were chosen personally by steve
[00:44:51.760 --> 00:44:53.520]   Well, you know a lot of times for a long time
[00:44:53.520 --> 00:44:56.880]   We bought all of our like when we got stuck with pixel logos on it
[00:44:56.880 --> 00:45:00.800]   We would just go to the apples store. We buy a bunch of their shirts and then we look at the label and then we buy that
[00:45:00.800 --> 00:45:02.880]   Whatever what i'm not gonna buy. Do I do research?
[00:45:02.880 --> 00:45:05.520]   That's for me. Yeah, exactly
[00:45:05.520 --> 00:45:09.840]   This is the cotton and microfiber classic long sleeve mock turtle nick in black
[00:45:09.840 --> 00:45:15.120]   Um that steve war and apparently sales went through the roof when steve passed away
[00:45:15.760 --> 00:45:21.680]   This became very very popular you can't really you can't really go out and public just like that because you get called on it immediately
[00:45:21.680 --> 00:45:27.520]   Yeah, and if and uh levi's 501 stonewashed denim jeans, right?
[00:45:27.520 --> 00:45:30.960]   I think it was you know what i'm gonna buy a bunch of i'm tired of this
[00:45:30.960 --> 00:45:33.440]   button down look in line
[00:45:33.440 --> 00:45:39.360]   I did I did buy his I was I uh was had a replace a pair of sneakers. I did buy his new balance
[00:45:39.360 --> 00:45:45.600]   920 shoes, sir, and yeah, all right. They're great. They are really they're not terribly expensive. They're comfortable
[00:45:45.680 --> 00:45:47.200]   They look okay
[00:45:47.200 --> 00:45:50.160]   These are 200 200 dollars now these t-shirts are
[00:45:50.160 --> 00:45:52.640]   That turn alex have gone
[00:45:52.640 --> 00:45:58.000]   They're about 200 bucks. I don't want a mock troll like but I would love one that did they make ones that are just regular show makes
[00:45:58.000 --> 00:46:03.920]   You don't want to regularly you don't want to write. I'm telling you I used to wear turtleneck the roll over ones
[00:46:03.920 --> 00:46:07.760]   They choke you you just haven't we're not rolling it right
[00:46:07.760 --> 00:46:12.800]   You're rolling it wrong. You're not rolling right. I'm rolling it wrong
[00:46:12.880 --> 00:46:16.480]   I think steve warmocks because he it didn't want to deal with that right?
[00:46:16.480 --> 00:46:20.560]   He's like the structure he painted the back of the collar
[00:46:20.560 --> 00:46:24.240]   And that rolling it right?
[00:46:24.240 --> 00:46:26.080]   Holy cow
[00:46:26.080 --> 00:46:28.800]   Gotta do a double fold. That's it. It's not the first time that's
